#tensor perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:shear_g                5:l4_g                   6:pol0_g                 7:pol2_g                 8:pol4_g                 9:H (gw)                10:Hdot (gwdot)          11:delta_ur              12:shear_ur              13:l4_ur              
       2.123017409217e+02       6.364601268765e-04      -5.106857006395e-03      -3.625040509241e-08      -1.236494489520e-12       1.040623805523e-03       1.202157668874e-08       1.379605025289e-13       1.852207671322e-01      -1.582786699414e-03      -4.685032270313e-01      -1.488394991616e-02      -9.793608378031e-04 
       2.128340124805e+02       6.385041042900e-04      -5.181629041130e-03      -3.780893818727e-08      -1.358014476601e-12       1.085017868966e-03       1.335499333694e-08       1.735173014599e-13       1.843783923368e-01      -1.582416461894e-03      -4.698622231601e-01      -1.501506768744e-02      -9.933796997993e-04 
       2.133703760589e+02       6.405660651704e-04      -5.251991521839e-03      -3.928578517184e-08      -1.474419005350e-12       1.124657472759e-03       1.460871672970e-08       2.096242074408e-13       1.835297468473e-01      -1.582020938512e-03      -4.712269367513e-01      -1.514792471113e-02      -1.007667957983e-03 
       2.139109656560e+02       6.426465776729e-04      -5.318887827114e-03      -4.070687035966e-08      -1.586680505349e-12       1.160225455838e-03       1.578973515690e-08       2.458825324340e-13       1.826746356554e-01      -1.581599557153e-03      -4.725975596368e-01      -1.528257200492e-02      -1.022234323430e-03 
       2.144559286353e+02       6.447462641853e-04      -5.383115575718e-03      -4.209379190305e-08      -1.695953647470e-12       1.192320251126e-03       1.690655313642e-08       2.820405234426e-13       1.818128434290e-01      -1.581151707935e-03      -4.739743099866e-01      -1.541906483063e-02      -1.037088139010e-03 
       2.150054268718e+02       6.468658060889e-04      -5.445363232565e-03      -4.346479127441e-08      -1.803474838665e-12       1.221465470491e-03       1.796844138874e-08       3.179729913948e-13       1.809441327765e-01      -1.580676739337e-03      -4.753574343462e-01      -1.555746309326e-02      -1.052239441040e-03 
       2.155596376314e+02       6.490059475286e-04      -5.506234538172e-03      -4.483558647111e-08      -1.910500759497e-12       1.248119111930e-03       1.898494015336e-08       3.536598995016e-13       1.800682429444e-01      -1.580173954207e-03      -4.767472089046e-01      -1.569783168500e-02      -1.067699017108e-03 
       2.161187539481e+02       6.511674972717e-04      -5.566264160344e-03      -4.622003567912e-08      -2.018275449570e-12       1.272681994131e-03       1.996553864056e-08       3.891661529451e-13       1.791848893190e-01      -1.579642605847e-03      -4.781439394142e-01      -1.584024071193e-02      -1.083478452978e-03 
       2.166829841873e+02       6.533513274367e-04      -5.625926479327e-03      -4.763062303202e-08      -2.128016220141e-12       1.295505210435e-03       2.091946845104e-08       4.246236204612e-13       1.782937642224e-01      -1.579081894777e-03      -4.795479590222e-01      -1.598476551876e-02      -1.099590158687e-03 
       2.172525504410e+02       6.555583676920e-04      -5.685638698076e-03      -4.907876928011e-08      -2.240910151203e-12       1.316896497851e-03       2.185556274679e-08       4.602155902272e-13       1.773945395628e-01      -1.578490966687e-03      -4.809596231843e-01      -1.613148641213e-02      -1.116047361732e-03 
       2.178276854542e+02       6.577895937258e-04      -5.745759539806e-03      -5.057497973214e-08      -2.358114777379e-12       1.337125485643e-03       2.278214741806e-08       4.961633962743e-13       1.764868718028e-01      -1.577868912397e-03      -4.823793010092e-01      -1.628048799257e-02      -1.132864055794e-03 
       2.184086280775e+02       6.600460099128e-04      -5.806585942279e-03      -5.212886337906e-08      -2.480759035568e-12       1.356427868677e-03       2.370694962563e-08       5.327148948399e-13       1.755704092528e-01      -1.577214770194e-03      -4.838073631214e-01      -1.643185807782e-02      -1.150054901066e-03 
       2.189956180052e+02       6.623286290876e-04      -5.868352981187e-03      -5.374910980397e-08      -2.609944598942e-12       1.375008700230e-03       2.463704050563e-08       5.701350060753e-13       1.746448004792e-01      -1.576527530219e-03      -4.852441680223e-01      -1.658568640109e-02      -1.167635095081e-03 
       2.195888922024e+02       6.646384587573e-04      -5.931247728297e-03      -5.544362368803e-08      -2.746755314343e-12       1.393045299110e-03       2.557888499455e-08       6.087000733666e-13       1.737097000357e-01      -1.575806138076e-03      -4.866900528579e-01      -1.674206371007e-02      -1.185620284935e-03 
       2.201886885529e+02       6.669765153832e-04      -5.995457279352e-03      -5.722023532867e-08      -2.892297023724e-12       1.410690836285e-03       2.653867192547e-08       6.487010833524e-13       1.727647628104e-01      -1.575049490099e-03      -4.881453418799e-01      -1.690108275447e-02      -1.204026695437e-03 
       2.207952677725e+02       6.693439100983e-04      -6.061286672663e-03      -5.908879641607e-08      -3.047817214866e-12       1.428080677852e-03       2.752327023602e-08       6.904671014889e-13       1.718096096392e-01      -1.574256403060e-03      -4.896103986626e-01      -1.706284419324e-02      -1.222871837308e-03 
       2.214089737983e+02       6.717420855200e-04      -6.129406410501e-03      -6.106613054599e-08      -3.215002638653e-12       1.445345230979e-03       2.854244322827e-08       7.344316392611e-13       1.708437324930e-01      -1.573425524365e-03      -4.910857690858e-01      -1.722747306389e-02      -1.242176485919e-03 
       2.220303613804e+02       6.741733174649e-04      -6.200765063082e-03      -6.317796103868e-08      -3.396182370348e-12       1.462632769687e-03       2.960950266031e-08       7.811796031143e-13       1.698662943218e-01      -1.572555128784e-03      -4.925724804143e-01      -1.739515402949e-02      -1.261968962939e-03 
       2.226599953860e+02       6.766399336690e-04      -6.275687568449e-03      -6.544479446911e-08      -3.593650659212e-12       1.480095799756e-03       3.073458368599e-08       8.312866502280e-13       1.688764456032e-01      -1.571643362995e-03      -4.940715513399e-01      -1.756607851390e-02      -1.282279086715e-03 
       2.232983605090e+02       6.791439599948e-04      -6.354419252952e-03      -6.788615193747e-08      -3.809901037816e-12       1.497868182559e-03       3.192703142150e-08       8.853661748777e-13       1.678734664729e-01      -1.570688378817e-03      -4.955837765997e-01      -1.774042016757e-02      -1.303135280097e-03 
       2.239459796296e+02       6.816875839362e-04      -6.437262163163e-03      -7.052313124135e-08      -4.047797334729e-12       1.516071960801e-03       3.319686019229e-08       9.441073689801e-13       1.668565808212e-01      -1.569688164282e-03      -4.971100085888e-01      -1.791836694204e-02      -1.324568401480e-03 
       2.246034168398e+02       6.842731678641e-04      -6.524561284578e-03      -7.337897990438e-08      -4.310638860269e-12       1.534821683457e-03       3.455503648225e-08       1.008290255830e-12       1.658249520130e-01      -1.568640526774e-03      -4.986511606030e-01      -1.810012236613e-02      -1.346611987066e-03 
       2.252712808758e+02       6.869032640372e-04      -6.616697878732e-03      -7.647969007422e-08      -4.602244613359e-12       1.554227503290e-03       3.601369571343e-08       1.078805889150e-12       1.647776780343e-01      -1.567543074185e-03      -5.002082105434e-01      -1.828590698826e-02      -1.369302525213e-03 
       2.264831485610e+02       6.916847070570e-04      -6.793261063067e-03      -8.267260407322e-08      -5.204196689340e-12       1.590582382090e-03       3.888976948931e-08       1.222679321882e-12       1.628792704169e-01      -1.565466521735e-03      -5.030113346883e-01      -1.862597358305e-02      -1.411250006269e-03 
       2.266232128363e+02       6.922380827927e-04      -6.814478292932e-03      -8.343917143039e-08      -5.280514270633e-12       1.594891553870e-03       3.924302988863e-08       1.240792270995e-12       1.626600217685e-01      -1.565219456963e-03      -5.033334513921e-01      -1.866552304738e-02      -1.416163178533e-03 
       2.267637929799e+02       6.927936529083e-04      -6.835947213807e-03      -8.421975043432e-08      -5.358633603339e-12       1.599240653127e-03       3.960221570777e-08       1.259307737910e-12       1.624400005086e-01      -1.564970013467e-03      -5.036563646226e-01      -1.870526934295e-02      -1.421108084589e-03 
       2.269048956990e+02       6.933514456452e-04      -6.857672056924e-03      -8.501468054735e-08      -5.438610143777e-12       1.603630593834e-03       3.996747765800e-08       1.278238329366e-12       1.622191967353e-01      -1.564718163829e-03      -5.039800848316e-01      -1.874521493742e-02      -1.426085138966e-03 
       2.270465278124e+02       6.939114897224e-04      -6.879657127241e-03      -8.582431099218e-08      -5.520501313877e-12       1.608062295744e-03       4.033897036502e-08       1.297597083709e-12       1.619976003847e-01      -1.564463880108e-03      -5.043046226225e-01      -1.878536234199e-02      -1.431094763971e-03 
       2.271886962527e+02       6.944738143473e-04      -6.901906805462e-03      -8.664900109619e-08      -5.604366585780e-12       1.612536684889e-03       4.071685251128e-08       1.317397489535e-12       1.617752012277e-01      -1.564207133827e-03      -5.046299887527e-01      -1.882571411237e-02      -1.436137389862e-03 
       2.273314080692e+02       6.950384492257e-04      -6.924425550148e-03      -8.748912064952e-08      -5.690267570465e-12       1.617054694078e-03       4.110128698382e-08       1.337653505159e-12       1.615519888664e-01      -1.563947895959e-03      -5.049561941363e-01      -1.886627284981e-02      -1.441213455044e-03 
       2.274746704300e+02       6.956054245731e-04      -6.947217899926e-03      -8.834505027759e-08      -5.778268110610e-12       1.621617263399e-03       4.149244102821e-08       1.358379578970e-12       1.613279527306e-01      -1.563686136914e-03      -5.052832498477e-01      -1.890704120208e-02      -1.446323406261e-03 
       2.276184906247e+02       6.961747711258e-04      -6.970288475794e-03      -8.921718182871e-08      -5.868434377921e-12       1.626225340720e-03       4.189048640858e-08       1.379590670707e-12       1.611030820742e-01      -1.563421826530e-03      -5.056111671234e-01      -1.894802186455e-02      -1.451467698797e-03 
       2.277628760670e+02       6.967465201524e-04      -6.993641983528e-03      -9.010591877748e-08      -5.960834975147e-12       1.630879882202e-03       4.229559957414e-08       1.401302273726e-12       1.608773659714e-01      -1.563154934053e-03      -5.059399573663e-01      -1.898921758128e-02      -1.456646796683e-03 
       2.279078342978e+02       6.973207034666e-04      -7.017283216225e-03      -9.101167664672e-08      -6.055541043225e-12       1.635581852811e-03       4.270796183318e-08       1.423530438347e-12       1.606507933123e-01      -1.562885428128e-03      -5.062696321484e-01      -1.903063114619e-02      -1.461861172918e-03 
       2.280533729579e+02       6.978973533199e-04      -7.041217051912e-03      -9.193488325209e-08      -6.152626353124e-12       1.640332225844e-03       4.312775944571e-08       1.446291791500e-12       1.604233528465e-01      -1.562613276838e-03      -5.066002031462e-01      -1.907226539559e-02      -1.467111308601e-03 
       2.281994997482e+02       6.984765022456e-04      -7.065448448980e-03      -9.287597886834e-08      -6.252167392205e-12       1.645131982024e-03       4.355518368008e-08       1.469603554991e-12       1.601950332446e-01      -1.562338447772e-03      -5.069316820476e-01      -1.911412319713e-02      -1.472397691599e-03 
       2.283462224968e+02       6.990581833261e-04      -7.089982459254e-03      -9.383541709106e-08      -6.354243527439e-12       1.649982112073e-03       4.399043118482e-08       1.493483581660e-12       1.599658229944e-01      -1.562060907890e-03      -5.072640807024e-01      -1.915620746932e-02      -1.477720819080e-03 
       2.284935491657e+02       6.996424302172e-04      -7.114824231317e-03      -9.481366534547e-08      -6.458937136105e-12       1.654883617334e-03       4.443370419824e-08       1.517950383761e-12       1.597357103913e-01      -1.561780623504e-03      -5.075974111318e-01      -1.919852118358e-02      -1.483081197849e-03 
       2.286414878526e+02       7.002292771618e-04      -7.139979013439e-03      -9.581120539728e-08      -6.566333740928e-12       1.659837510290e-03       4.488521075777e-08       1.543023162231e-12       1.595046835347e-01      -1.561497560261e-03      -5.079316855321e-01      -1.924106736550e-02      -1.488479344590e-03 
       2.287900467950e+02       7.008187590022e-04      -7.165452156600e-03      -9.682853388473e-08      -6.676522151919e-12       1.664844815097e-03       4.534516491757e-08       1.568721837397e-12       1.592727303232e-01      -1.561211683127e-03      -5.082669162780e-01      -1.928384909606e-02      -1.493915786107e-03 
       2.289392343726e+02       7.014109111941e-04      -7.191249117626e-03      -9.786616287426e-08      -6.789594615418e-12       1.669906568127e-03       4.581378697561e-08       1.595067081213e-12       1.590398384508e-01      -1.560922956372e-03      -5.086031159252e-01      -1.932686951296e-02      -1.499391059575e-03 
       2.290890591110e+02       7.020057698207e-04      -7.217375462447e-03      -9.892462044041e-08      -6.905646970737e-12       1.675023818512e-03       4.629130371016e-08       1.622080351116e-12       1.588059954020e-01      -1.560631343550e-03      -5.089402972152e-01      -1.937013181193e-02      -1.504905712801e-03 
       2.292395296846e+02       7.026033716075e-04      -7.243836869461e-03      -1.000044512709e-07      -7.024778814770e-12       1.680197628707e-03       4.677794862628e-08       1.649783925585e-12       1.585711884472e-01      -1.560336807487e-03      -5.092784730777e-01      -1.941363924813e-02      -1.510460304493e-03 
       2.293906549204e+02       7.032037539366e-04      -7.270639133015e-03      -1.011062172985e-07      -7.147093675069e-12       1.685429075058e-03       4.727396221270e-08       1.678200941506e-12       1.583354046376e-01      -1.560039310255e-03      -5.096176566351e-01      -1.945739513757e-02      -1.516055404534e-03 
       2.295424438014e+02       7.038069548626e-04      -7.297788167005e-03      -1.022304983603e-07      -7.272699191895e-12       1.690719248383e-03       4.777959220959e-08       1.707355433435e-12       1.580986308010e-01      -1.559738813160e-03      -5.099578612058e-01      -1.950140285859e-02      -1.521691594271e-03 
       2.296949054703e+02       7.044130131282e-04      -7.325290008614e-03      -1.033778928871e-07      -7.401707309745e-12       1.696069254560e-03       4.829509388798e-08       1.737272374903e-12       1.578608535357e-01      -1.559435276718e-03      -5.102991003085e-01      -1.954566585331e-02      -1.527369466805e-03 
       2.298480492327e+02       7.050219681805e-04      -7.353150822161e-03      -1.045490186235e-07      -7.534234478941e-12       1.701480215134e-03       4.882073034106e-08       1.767977721839e-12       1.576220592062e-01      -1.559128660639e-03      -5.106413876656e-01      -1.959018762926e-02      -1.533089627296e-03 
       2.300018845619e+02       7.056338601877e-04      -7.381376903095e-03      -1.057445133794e-07      -7.670401867800e-12       1.706953267935e-03       4.935677278805e-08       1.799498458262e-12       1.573822339374e-01      -1.558818923801e-03      -5.109847372079e-01      -1.963497176092e-02      -1.538852693275e-03 
       2.301564211020e+02       7.062487300561e-04      -7.409974682122e-03      -1.069650358167e-07      -7.810335586144e-12       1.712489567701e-03       4.990350089145e-08       1.831862644374e-12       1.571413636090e-01      -1.558506024235e-03      -5.113291630783e-01      -1.968002189138e-02      -1.544659294965e-03 
       2.303116686723e+02       7.068666194488e-04      -7.438950729502e-03      -1.082112662721e-07      -7.954166920823e-12       1.718090286736e-03       5.046120308857e-08       1.865099467213e-12       1.568994338498e-01      -1.558189919100e-03      -5.116746796363e-01      -1.972534173407e-02      -1.550510075621e-03 
       2.304676372717e+02       7.074875708035e-04      -7.468311759479e-03      -1.094839076171e-07      -8.102032583886e-12       1.723756615562e-03       5.103017693744e-08       1.899239293987e-12       1.566564300319e-01      -1.557870564663e-03      -5.120213014627e-01      -1.977093507453e-02      -1.556405691871e-03 
       2.306243370831e+02       7.081116273521e-04      -7.498064634877e-03      -1.107836861579e-07      -8.254074974200e-12       1.729489763605e-03       5.161072947819e-08       1.934313728265e-12       1.564123372643e-01      -1.557547916271e-03      -5.123690433641e-01      -1.981680577221e-02      -1.562346814077e-03 
       2.307817784774e+02       7.087388331398e-04      -7.528216371849e-03      -1.121113525772e-07      -8.410442453353e-12       1.735290959885e-03       5.220317761063e-08       1.970355669193e-12       1.561671403868e-01      -1.557221928330e-03      -5.127179203776e-01      -1.986295776235e-02      -1.568334126697e-03 
       2.309399720187e+02       7.093692330460e-04      -7.558774144805e-03      -1.134676829193e-07      -8.571289636722e-12       1.741161453732e-03       5.280784848879e-08       2.007399373927e-12       1.559208239636e-01      -1.556892554279e-03      -5.130679477756e-01      -1.990939505793e-02      -1.574368328676e-03 
       2.310989284689e+02       7.100028728044e-04      -7.589745291513e-03      -1.148534796220e-07      -8.736777700623e-12       1.747102515516e-03       5.342507993346e-08       2.045480523464e-12       1.556733722763e-01      -1.556559746568e-03      -5.134191410709e-01      -1.995612175165e-02      -1.580450133829e-03 
       2.312586587924e+02       7.106397990251e-04      -7.621137318368e-03      -1.162695725967e-07      -8.907074706497e-12       1.753115437393e-03       5.405522086326e-08       2.084636292083e-12       1.554247693175e-01      -1.556223456623e-03      -5.137715160217e-01      -2.000314201798e-02      -1.586580271250e-03 
       2.314191741613e+02       7.112800592162e-04      -7.652957905878e-03      -1.177168203604e-07      -9.082355943345e-12       1.759201534085e-03       5.469863174585e-08       2.124905420637e-12       1.551749987833e-01      -1.555883634829e-03      -5.141250886365e-01      -2.005046011530e-02      -1.592759485733e-03 
       2.315804859609e+02       7.119237018076e-04      -7.685214914353e-03      -1.191961112218e-07      -9.262804289532e-12       1.765362143667e-03       5.535568507031e-08       2.166328293943e-12       1.549240440663e-01      -1.555540230494e-03      -5.144798751805e-01      -2.009808038810e-02      -1.598988538210e-03 
       2.317426057948e+02       7.125707761741e-04      -7.717916389800e-03      -1.207083645252e-07      -9.448610595106e-12       1.771598628390e-03       5.602676584131e-08       2.208947022490e-12       1.546718882474e-01      -1.555193191826e-03      -5.148358921801e-01      -2.014600726927e-02      -1.605268206197e-03 
       2.319055454909e+02       7.132213326608e-04      -7.751070570031e-03      -1.222545319535e-07      -9.639974085945e-12       1.777912375518e-03       5.671227209646e-08       2.252805528759e-12       1.544185140887e-01      -1.554842465896e-03      -5.151931564297e-01      -2.019424528244e-02      -1.611599284266e-03 
       2.320693171068e+02       7.138754226076e-04      -7.784685891001e-03      -1.238355988954e-07      -9.837102791178e-12       1.784304798195e-03       5.741261544814e-08       2.297949638437e-12       1.541639040248e-01      -1.554487998611e-03      -5.155516849970e-01      -2.024279904444e-02      -1.617982584523e-03 
       2.322339329359e+02       7.145330983759e-04      -7.818770993391e-03      -1.254525858792e-07      -1.004021399537e-11       1.790777336332e-03       5.812822165107e-08       2.344427176846e-12       1.539080401549e-01      -1.554129734682e-03      -5.159114952293e-01      -2.029167326777e-02      -1.624418937106e-03 
       2.323994055139e+02       7.151944133753e-04      -7.853334729419e-03      -1.271065500775e-07      -1.024953471703e-11       1.797331457527e-03       5.885953119692e-08       2.392288070906e-12       1.536509042339e-01      -1.553767617586e-03      -5.162726047594e-01      -2.034087276320e-02      -1.630909190703e-03 
       2.325657476246e+02       7.158594220915e-04      -7.888386169922e-03      -1.287985868858e-07      -1.046530221518e-11       1.803968658009e-03       5.960699993755e-08       2.441584456992e-12       1.533924776640e-01      -1.553401589537e-03      -5.166350315124e-01      -2.039040244244e-02      -1.637454213085e-03 
       2.327329723067e+02       7.165281801149e-04      -7.923934611716e-03      -1.305298315815e-07      -1.068776452600e-11       1.810690463609e-03       6.037109973881e-08       2.492370795105e-12       1.531327414850e-01      -1.553031591446e-03      -5.169987937122e-01      -2.044026732092e-02      -1.644054891656e-03 
       2.329010928609e+02       7.172007441710e-04      -7.959989585255e-03      -1.323014610663e-07      -1.091718103146e-11       1.817498430774e-03       6.115231916647e-08       2.544703989752e-12       1.528716763653e-01      -1.552657562887e-03      -5.173639098880e-01      -2.049047252068e-02      -1.650712134032e-03 
       2.330701228568e+02       7.178771721514e-04      -7.996560862576e-03      -1.341146956967e-07      -1.115382306194e-11       1.824394147603e-03       6.195116420579e-08       2.598643517949e-12       1.526092625916e-01      -1.552279442058e-03      -5.177303988822e-01      -2.054102327334e-02      -1.657426868638e-03 
       2.332400761399e+02       7.185575231454e-04      -8.033658465557e-03      -1.359708012076e-07      -1.139797453527e-11       1.831379234919e-03       6.276815901660e-08       2.654251564843e-12       1.523454800590e-01      -1.551897165740e-03      -5.180982798569e-01      -2.059192492319e-02      -1.664200045320e-03 
       2.334109668397e+02       7.192418574734e-04      -8.071292674496e-03      -1.378710907349e-07      -1.164993263452e-11       1.838455347377e-03       6.360384672619e-08       2.711593167449e-12       1.520803082605e-01      -1.551510669255e-03      -5.184675723015e-01      -2.064318293032e-02      -1.671032635984e-03 
       2.335828093770e+02       7.199302367208e-04      -8.109474037032e-03      -1.398169269421e-07      -1.191000852733e-11       1.845624174607e-03       6.445879026190e-08       2.770736367055e-12       1.518137262763e-01      -1.551119886424e-03      -5.188382960408e-01      -2.069480287398e-02      -1.677925635259e-03 
       2.337556184723e+02       7.206227237731e-04      -8.148213377410e-03      -1.418097242568e-07      -1.217852812935e-11       1.852887442390e-03       6.533357322544e-08       2.831752370841e-12       1.515457127626e-01      -1.550724749524e-03      -5.192104712419e-01      -2.074679045590e-02      -1.684880061181e-03 
       2.339294091536e+02       7.213193828525e-04      -8.187521806141e-03      -1.438509512263e-07      -1.245583291531e-11       1.860246913884e-03       6.622880081244e-08       2.894715723440e-12       1.512762459401e-01      -1.550325189243e-03      -5.195841184231e-01      -2.079915150389e-02      -1.691896955903e-03 
