# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)rho_ur             14:(.)rho_crit           15:U                     16:U_prime               17:V                     18:V_prime               19:gr.fac. D             20:gr.fac. f          
       1.135937983837e+11       5.855542154371e-20       4.078738129465e-06       2.785022893817e+16       1.416699289165e+04       1.247162529390e-07       1.609282534252e+15       2.354860730735e-06       4.584755919314e+32       3.618926493617e+24       1.955427159011e+25       3.164922073361e+32       6.674294677549e+29       7.756352519085e+32       4.471286226421e-08       1.098735816868e-02       1.029764240679e-49       1.263217994690e-43       4.159026783327e-12       1.999999979087e+00 
       1.128041691993e+11       5.937806665688e-20       4.107288987143e-06       2.746438184058e+16       1.416699289162e+04       1.255892667094e-07       1.598095863206e+15       2.371344755702e-06       4.458598213551e+32       3.543980717788e+24       1.914931446881e+25       3.077833618769e+32       6.490639599956e+29       7.542922698854e+32       4.502656418519e-08       1.098735836420e-02       1.066339416164e-49       1.298985869748e-43       4.217456949992e-12       1.999999978940e+00 
       1.120200289963e+11       6.021226911116e-20       4.136039933655e-06       2.708388040761e+16       1.416699289159e+04       1.264683915761e-07       1.586986954520e+15       2.387944168842e-06       4.335911961232e+32       3.470587023585e+24       1.875274376421e+25       2.993141557753e+32       6.312038118160e+29       7.335365779337e+32       4.534246202519e-08       1.098735855725e-02       1.104213486676e-49       1.335766331728e-43       4.276708002055e-12       1.999999978793e+00 
       1.112413396189e+11       6.105819127563e-20       4.164992787992e-06       2.670865057848e+16       1.416699289156e+04       1.273536703169e-07       1.575955267643e+15       2.404659777873e-06       4.216601639146e+32       3.398713268337e+24       1.836438579872e+25       2.910779949285e+32       6.138351173492e+29       7.133520157235e+32       4.566057115560e-08       1.098735874879e-02       1.143432574744e-49       1.373588043187e-43       4.336791472135e-12       1.999999978644e+00 
       1.104680631766e+11       6.191599780050e-20       4.194147550152e-06       2.633861931851e+16       1.416699289153e+04       1.282451460089e-07       1.565000265778e+15       2.421492396164e-06       4.100574352575e+32       3.328327975029e+24       1.798407049148e+25       2.830684666822e+32       5.969443533730e+29       6.937228676054e+32       4.598090705541e-08       1.098735893521e-02       1.184044440514e-49       1.412480477934e-43       4.397719054873e-12       1.999999978495e+00 
       1.097001620422e+11       6.278585564915e-20       4.223506039125e-06       2.597371460484e+16       1.416699289151e+04       1.291428620308e-07       1.554121415864e+15       2.438442842781e-06       3.987739762962e+32       3.259400318515e+24       1.761163128391e+25       2.752793348376e+32       5.805183687808e+29       6.746338503736e+32       4.630348531192e-08       1.098735912006e-02       1.226098539896e-49       1.452473943989e-43       4.459502609207e-12       1.999999978344e+00 
       1.089375988502e+11       6.366793413062e-20       4.253071892890e-06       2.561386541245e+16       1.416699289148e+04       1.300468620648e-07       1.543318188540e+15       2.455511942522e-06       3.878010017578e+32       3.191900112021e+24       1.724690506676e+25       2.677045347963e+32       5.645443743420e+29       6.560701013672e+32       4.662832162160e-08       1.098735930060e-02       1.269646084767e-49       1.493599607191e-43       4.522154160682e-12       1.999999978193e+00 
       1.081803364947e+11       6.456240493257e-20       4.282843292458e-06       2.525900170034e+16       1.416699289145e+04       1.309571900990e-07       1.532590058129e+15       2.472700525959e-06       3.771299681116e+32       3.125797793921e+24       1.688973210866e+25       2.603381688378e+32       5.490099327442e+29       6.380171668977e+32       4.695543179080e-08       1.098735948401e-02       1.314740105311e-49       1.535889515479e-43       4.585685903789e-12       1.999999978040e+00 
       1.074283381278e+11       6.546944215473e-20       4.312822056818e-06       2.490905439786e+16       1.416699289142e+04       1.318738904295e-07       1.521936502607e+15       2.490009429478e-06       3.667525669176e+32       3.061064414792e+24       1.653995598619e+25       2.531745015279e+32       5.339029489102e+29       6.204609909954e+32       4.728483173658e-08       1.098735966146e-02       1.361435514581e-49       1.579376623852e-43       4.650110204340e-12       1.999999977886e+00 
       1.066815671576e+11       6.638922234272e-20       4.343011823948e-06       2.456395539130e+16       1.416699289139e+04       1.327970076622e-07       1.511357003578e+15       2.507439495319e-06       3.566607183570e+32       2.997671624739e+24       1.619742351538e+25       2.462079552531e+32       5.192116605799e+29       6.033879044657e+32       4.761653748730e-08       1.098735983912e-02       1.409789175342e-49       1.624094820041e-43       4.715439601874e-12       1.999999977731e+00 
       1.059399872469e+11       6.732192452246e-20       4.373414412839e-06       2.422363751063e+16       1.416699289136e+04       1.337265867156e-07       1.500851046251e+15       2.524991571619e-06       3.468465649417e+32       2.935591660973e+24       1.586198468457e+25       2.394331058779e+32       5.049246291529e+29       5.867846142463e+32       4.795056518356e-08       1.098736001023e-02       1.459859969290e-49       1.670078950912e-43       4.781686812099e-12       1.999999977576e+00 
       1.052035623106e+11       6.826773023503e-20       4.404028004501e-06       2.388803451640e+16       1.416699289132e+04       1.346626728224e-07       1.490418119411e+15       2.542666512450e-06       3.373024653964e+32       2.874797335657e+24       1.553349258879e+25       2.328446785215e+32       4.910307307823e+29       5.706381930569e+32       4.828693107886e-08       1.098736018021e-02       1.511708868734e-49       1.717364849601e-43       4.848864729365e-12       1.999999977419e+00 
       1.044722565150e+11       6.922682357195e-20       4.434856236912e-06       2.355708108689e+16       1.416699289129e+04       1.356053115319e-07       1.480057715399e+15       2.560465177865e-06       3.280209887089e+32       2.815262023997e+24       1.521180336536e+25       2.264375434507e+32       4.775191477133e+29       5.549360693345e+32       4.862565154063e-08       1.098736034976e-02       1.565399010820e-49       1.765989363437e-43       4.916986429175e-12       1.999999977261e+00 
       1.037460342750e+11       7.019939121104e-20       4.465899110073e-06       2.323071280535e+16       1.416699289126e+04       1.365545487124e-07       1.469769330085e+15       2.578388433936e-06       3.189949083448e+32       2.756959652584e+24       1.489677613091e+25       2.202067120863e+32       4.643793598612e+29       5.396660174447e+32       4.896674305082e-08       1.098736051616e-02       1.620995774383e-49       1.815990382634e-43       4.986065170728e-12       1.999999977101e+00 
       1.030248602532e+11       7.118562245279e-20       4.497160261963e-06       2.290886614749e+16       1.416699289123e+04       1.375104305531e-07       1.459552462841e+15       2.596437152796e-06       3.102171966203e+32       2.699864687970e+24       1.458827291968e+25       2.141473331184e+32       4.516011366198e+29       5.248161481634e+32       4.931022220672e-08       1.098736067991e-02       1.678566859536e-49       1.867406869817e-43       5.056114399506e-12       1.999999976941e+00 
       1.023086993576e+11       7.218570925714e-20       4.528641511570e-06       2.259147846910e+16       1.416699289120e+04       1.384730035668e-07       1.449406616522e+15       2.614612212686e-06       3.016810192310e+32       2.643952125494e+24       1.428615862310e+25       2.082546887297e+32       4.391745288966e+29       5.103748994196e+32       4.965610572173e-08       1.098736083881e-02       1.738182370084e-49       1.920278890364e-43       5.127147749881e-12       1.999999976780e+00 
       1.015975167404e+11       7.319984628089e-20       4.560341039905e-06       2.227848799387e+16       1.416699289117e+04       1.394423145915e-07       1.439331297436e+15       2.632914497993e-06       2.933797299304e+32       2.589197478322e+24       1.399030093063e+25       2.025241909219e+32       4.270898613657e+29       4.963310272932e+32       5.000441042631e-08       1.098736099709e-02       1.799914898858e-49       1.974647643617e-43       5.199179047778e-12       1.999999976617e+00 
       1.008912777958e+11       7.422823091556e-20       4.592264303938e-06       2.196983380139e+16       1.416699289114e+04       1.404184107934e-07       1.429326015325e+15       2.651344899294e-06       2.853068653556e+32       2.535576766730e+24       1.370057027178e+25       1.969513779439e+32       4.153377249351e+29       4.826735972605e+32       5.035515326881e-08       1.098736115395e-02       1.863839616084e-49       2.030555494977e-43       5.272222313361e-12       1.999999976453e+00 
       1.001899481586e+11       7.527106332585e-20       4.624409484677e-06       2.166545581521e+16       1.416699289110e+04       1.414013396687e-07       1.419390283338e+15       2.669904313402e-06       2.774561399941e+32       2.483066507599e+24       1.341683975940e+25       1.915319108172e+32       4.039089694207e+29       4.693919756807e+32       5.070835131620e-08       1.098736130939e-02       1.930034360885e-49       2.088046008901e-43       5.346291763765e-12       1.999999976289e+00 
       9.949349370266e+10       7.632854648854e-20       4.656780220103e-06       2.136529479124e+16       1.416699289107e+04       1.423911490461e-07       1.409523618008e+15       2.688593643406e-06       2.698214412909e+32       2.431643704130e+24       1.313898513408e+25       1.862615699584e+32       3.927946964221e+29       4.564758215164e+32       5.106402175486e-08       1.098736146243e-02       1.998579736035e-49       2.147163982841e-43       5.421401815859e-12       1.999999976123e+00 
       9.880188053884e+10       7.740088623206e-20       4.689378329203e-06       2.106929230616e+16       1.416699289104e+04       1.433878870891e-07       1.399725539229e+15       2.707413798717e-06       2.623968248886e+32       2.381285835777e+24       1.286688470976e+25       1.811362518932e+32       3.819862523939e+29       4.439150782824e+32       5.142218189151e-08       1.098736161266e-02       2.069559206074e-49       2.207955482131e-43       5.497567089055e-12       1.999999975955e+00 
       9.811507501370e+10       7.848829127651e-20       4.722203811980e-06       2.077739074608e+16       1.416699289101e+04       1.443916022985e-07       1.389995570234e+15       2.726365695113e-06       2.551765099994e+32       2.331970848378e+24       1.260041932044e+25       1.761519660617e+32       3.714752219087e+29       4.316999662154e+32       5.178284915395e-08       1.098736176172e-02       2.143059198909e-49       2.270467875879e-43       5.574802408156e-12       1.999999975787e+00 
       9.743304370770e+10       7.959097327430e-20       4.755258487421e-06       2.048953329531e+16       1.416699289097e+04       1.454023435143e-07       1.380333237567e+15       2.745450254781e-06       2.481548749041e+32       2.283677144499e+24       1.233947226793e+25       1.713048317115e+32       3.612534211043e+29       4.198209746598e+32       5.214604109209e-08       1.098736190822e-02       2.219169211018e-49       2.334749873857e-43       5.653122806235e-12       1.999999975618e+00 
       9.675575343361e+10       8.070914685134e-20       4.788545993506e-06       2.020566392531e+16       1.416699289094e+04       1.464201599186e-07       1.370738071066e+15       2.764668406364e-06       2.413264525752e+32       2.236383573977e+24       1.208392927084e+25       1.665910748757e+32       3.513128913121e+29       4.082688546625e+32       5.251177537864e-08       1.098736205420e-02       2.297981916391e-49       2.400851564445e-43       5.732543527566e-12       1.999999975447e+00 
       9.608317123492e+10       8.184302964883e-20       4.822066330235e-06       1.992572738376e+16       1.416699289091e+04       1.474451010377e-07       1.361209603835e+15       2.784021085005e-06       2.346859264201e+32       2.190069424657e+24       1.183367841444e+25       1.620070254351e+32       3.416458928604e+29       3.970346117718e+32       5.288006980992e-08       1.098736219357e-02       2.379593279342e-49       2.468824453650e-43       5.813080030591e-12       1.999999975275e+00 
       9.541526438418e+10       8.299284236559e-20       4.855821316596e-06       1.964966918384e+16       1.416699289087e+04       1.484772167447e-07       1.351747372226e+15       2.803509232393e-06       2.282281261417e+32       2.144714413319e+24       1.158861010171e+25       1.575491142603e+32       3.322448990484e+29       3.861094990344e+32       5.325094230695e-08       1.098736233604e-02       2.464102671318e-49       2.538721505218e-43       5.894747990925e-12       1.999999975102e+00 
       9.475200038146e+10       8.415880880108e-20       4.889810952591e-06       1.937743559361e+16       1.416699289084e+04       1.495165572616e-07       1.342350915811e+15       2.823133796811e-06       2.219480237128e+32       2.100298676796e+24       1.134861700531e+25       1.532138704327e+32       3.231025902858e+29       3.754850101847e+32       5.362441091612e-08       1.098736247320e-02       2.551612991862e-49       2.610597181900e-43       5.977563304413e-12       1.999999974928e+00 
       9.409334695275e+10       8.534115589886e-20       4.924040695187e-06       1.910897362556e+16       1.416699289080e+04       1.505631731622e-07       1.333019777366e+15       2.842895733176e-06       2.158407294613e+32       2.056802763275e+24       1.111359402058e+25       1.489979185423e+32       3.142118483937e+29       3.651528730224e+32       5.400049381021e-08       1.098736260915e-02       2.642230793863e-49       2.684507487863e-43       6.061542090218e-12       1.999999974752e+00 
       9.343927204836e+10       8.654011379088e-20       4.958508725394e-06       1.884423102627e+16       1.416699289077e+04       1.516171153740e-07       1.323753502842e+15       2.862796003093e-06       2.099014882632e+32       2.014207623779e+24       1.088343821952e+25       1.448979760595e+32       3.055657510627e+29       3.551050429714e+32       5.437920928917e-08       1.098736274408e-02       2.736066413264e-49       2.760510012321e-43       6.146700693963e-12       1.999999974576e+00 
       9.278974384142e+10       8.775591584217e-20       4.993216862204e-06       1.858315626626e+16       1.416699289074e+04       1.526784351813e-07       1.314551641349e+15       2.882835574896e-06       2.041256758400e+32       1.972494603823e+24       1.065804880570e+25       1.409108507793e+32       2.971575664630e+29       3.453336968163e+32       5.476057578111e-08       1.098736287835e-02       2.833234103360e-49       2.838663974390e-43       6.233055690909e-12       1.999999974398e+00 
       9.214473072629e+10       8.898879869632e-20       5.028170562582e-06       1.832569852998e+16       1.416699289070e+04       1.537471842273e-07       1.305413745129e+15       2.903015423699e-06       1.985087951588e+32       1.931645435247e+24       1.043732707013e+25       1.370334383359e+32       2.889807480030e+29       3.358312266116e+32       5.514461184308e-08       1.098736300954e-02       2.933852173876e-49       2.919030269217e-43       6.320623889183e-12       1.999999974218e+00 
       9.150420131702e+10       9.023900232153e-20       5.063368007541e-06       1.807180770586e+16       1.416699289067e+04       1.548234145165e-07       1.296339369538e+15       2.923336531441e-06       1.930464729301e+32       1.891642228211e+24       1.022117634802e+25       1.332627197856e+32       2.810289292324e+29       3.265902337577e+32       5.553133616202e-08       1.098736313781e-02       3.038043134973e-49       3.001671515406e-43       6.409422333051e-12       1.999999974038e+00 
       9.086812444585e+10       9.150677005731e-20       5.098811016069e-06       1.782143437664e+16       1.416699289063e+04       1.559071784178e-07       1.287328073023e+15       2.943799886933e-06       1.877344562035e+32       1.852467463365e+24       1.000950197645e+25       1.295957592564e+32       2.732959188848e+29       3.176035232407e+32       5.592076755567e-08       1.098736326559e-02       3.145933846374e-49       3.086652103800e-43       6.499468306233e-12       1.999999973856e+00 
       9.023646916167e+10       9.279234866184e-20       5.134503226145e-06       1.757452980965e+16       1.416699289059e+04       1.569985286664e-07       1.278379417100e+15       2.964406485911e-06       1.825686090560e+32       1.814103984171e+24       9.802211252912e+24       1.260297016620e+32       2.657756960576e+29       3.088640980304e+32       5.631292497353e-08       1.098736339107e-02       3.257655671778e-49       3.174038247635e-43       6.590779335267e-12       1.999999973673e+00 
       8.960920472852e+10       9.409598836002e-20       5.170444637770e-06       1.733104594744e+16       1.416699289056e+04       1.580975183668e-07       1.269492966332e+15       2.985157331078e-06       1.775449093720e+32       1.776534989396e+24       9.599213394710e+24       1.225617704788e+32       2.584624055243e+29       3.003651536321e+32       5.670782749775e-08       1.098736351556e-02       3.373344638762e-49       3.263898034108e-43       6.683373192923e-12       1.999999973489e+00 
       8.898630062411e+10       9.541794289215e-20       5.206637069932e-06       1.709093539831e+16       1.416699289052e+04       1.592042009950e-07       1.260668288310e+15       3.006053432159e-06       1.726594457114e+32       1.739744025749e+24       9.400419499203e+24       1.191892655843e+32       2.513503531749e+29       2.921000727891e+32       5.710549434401e-08       1.098736363418e-02       3.493141604348e-49       3.356301477419e-43       6.777267901658e-12       1.999999973303e+00 
       8.836772653829e+10       9.675846956332e-20       5.243084160611e-06       1.685415142717e+16       1.416699289049e+04       1.603186304016e-07       1.251904953631e+15       3.027095805943e-06       1.679084142644e+32       1.703714980676e+24       9.205742504870e+24       1.159095611546e+32       2.444340015833e+29       2.840624203300e+32       5.750594486253e-08       1.098736375564e-02       3.617192426465e-49       3.451320573299e-43       6.872481737131e-12       1.999999973116e+00 
       8.775345237164e+10       9.811782929351e-20       5.279785909806e-06       1.662064794642e+16       1.416699289045e+04       1.614408608141e-07       1.243202535876e+15       3.048285476341e-06       1.632881158898e+32       1.668432075305e+24       9.015097153180e+24       1.127201036199e+32       2.377079656954e+29       2.762459381589e+32       5.790919853899e-08       1.098736387391e-02       3.745648141478e-49       3.549029355093e-43       6.969033231751e-12       1.999999972928e+00 
       8.714344823396e+10       9.949628666837e-20       5.316744136508e-06       1.639037950696e+16       1.416699289041e+04       1.625709468395e-07       1.234560611591e+15       3.069623474428e-06       1.587949532347e+32       1.633879857535e+24       8.828399951257e+24       1.096184096766e+32       2.311670086364e+29       2.686445403823e+32       5.831527499551e-08       1.098736399090e-02       3.878665148037e-49       3.649503951421e-43       7.066941178291e-12       1.999999972739e+00 
       8.653768444281e+10       1.008941099907e-19       5.353960659704e-06       1.616330128937e+16       1.416699289037e+04       1.637089434670e-07       1.225978760265e+15       3.091110838498e-06       1.544254279340e+32       1.600043195267e+24       8.645569135310e+24       1.066020643536e+32       2.248060376335e+29       2.612523085708e+32       5.872419399147e-08       1.098736410565e-02       4.016405397442e-49       3.752822645477e-43       7.166224633544e-12       1.999999972548e+00 
       8.593613152210e+10       1.023115713327e-19       5.391439117375e-06       1.593936909515e+16       1.416699289034e+04       1.648549060709e-07       1.217456564311e+15       3.112748614113e-06       1.501761378861e+32       1.566907269782e+24       8.466524634827e+24       1.036687191319e+32       2.186201000506e+29       2.540634871515e+32       5.913597542460e-08       1.098736421747e-02       4.159036590769e-49       3.859065936004e-43       7.266902922031e-12       1.999999972356e+00 
       8.533876020065e+10       1.037489465889e-19       5.429179509520e-06       1.571853933818e+16       1.416699289030e+04       1.660088904130e-07       1.208993609044e+15       3.134537854153e-06       1.460437746044e+32       1.534457569244e+24       8.291188037508e+24       1.008160901162e+32       2.126043795320e+29       2.470724789258e+32       5.955063933193e-08       1.098736432878e-02       4.306732382992e-49       3.968316599989e-43       7.368995639764e-12       1.999999972162e+00 
       8.474554141073e+10       1.052065155299e-19       5.467183655128e-06       1.550076903616e+16       1.416699289026e+04       1.671709526456e-07       1.200589482661e+15       3.156479618871e-06       1.420251206413e+32       1.502679882350e+24       8.119482554925e+24       9.804195625675e+31       2.067541922528e+29       2.402738407124e+32       5.996820589075e-08       1.098736443908e-02       4.459672594356e-49       4.080659757148e-43       7.472522658058e-12       1.999999971967e+00 
       8.415644628667e+10       1.066845618567e-19       5.505453373189e-06       1.528601580231e+16       1.416699289022e+04       1.683411493137e-07       1.192243776224e+15       3.178574975938e-06       1.381170470826e+32       1.471560292106e+24       7.951332988890e+24       9.534415761976e+31       2.010649832718e+29       2.336622791085e+32       6.038869541955e-08       1.098736454492e-02       4.618043429249e-49       4.196182936213e-43       7.577504127402e-12       1.999999971771e+00 
       8.357144616348e+10       1.081833732561e-19       5.543992301682e-06       1.507423783708e+16       1.416699289018e+04       1.695195373585e-07       1.183956083635e+15       3.200825000500e-06       1.343165111122e+32       1.441085169727e+24       7.786665698525e+24       9.272059370598e+31       1.955323229851e+29       2.272326463689e+32       6.081212837911e-08       1.098736465234e-02       4.782037702844e-49       4.314976143117e-43       7.683960481377e-12       1.999999971574e+00 
       8.299051257540e+10       1.097032414567e-19       5.582798621617e-06       1.486539392003e+16       1.416699289015e+04       1.707061741196e-07       1.175726001619e+15       3.223230775231e-06       1.306205536422e+32       1.411241168675e+24       7.625408568010e+24       9.016922181509e+31       1.901519036771e+29       2.209799363976e+32       6.123852537345e-08       1.098736475809e-02       4.951855075792e-49       4.437131931094e-43       7.791912440637e-12       1.999999971375e+00 
       8.241361725457e+10       1.112444622854e-19       5.621879608952e-06       1.465944340179e+16       1.416699289011e+04       1.719011173381e-07       1.167553129708e+15       3.245793390381e-06       1.270262970092e+32       1.382015218810e+24       7.467490975001e+24       8.768805545531e+31       1.849195361668e+29       2.148992808502e+32       6.166790715077e-08       1.098736486129e-02       5.127702297237e-49       4.562745472768e-43       7.901381016940e-12       1.999999971174e+00 
       8.184073212962e+10       1.128073357254e-19       5.661231625709e-06       1.445634619618e+16       1.416699289007e+04       1.731044251591e-07       1.159437070212e+15       3.268513943833e-06       1.235309427342e+32       1.353394520665e+24       7.312843759698e+24       8.527516279670e+31       1.798311465459e+29       2.089859453437e+32       6.210029460452e-08       1.098736496340e-02       5.309793456469e-49       4.691914634281e-43       8.012387517238e-12       1.999999970972e+00 
       8.127182932430e+10       1.143921659740e-19       5.700860128854e-06       1.425606277237e+16       1.416699289003e+04       1.743161561348e-07       1.151377428211e+15       3.291393541155e-06       1.201317693430e+32       1.325366539844e+24       7.161399194560e+24       8.292866516705e+31       1.748827730071e+29       2.032353257698e+32       6.253570877438e-08       1.098736506401e-02       5.498350243503e-49       4.824740051523e-43       8.124953547825e-12       1.999999970769e+00 
       8.070688115616e+10       1.159992615026e-19       5.740766937379e-06       1.405855414723e+16       1.416699288999e+04       1.755363692273e-07       1.143373811527e+15       3.314433295655e-06       1.168261302475e+32       1.297919001530e+24       7.013090954641e+24       8.064673558916e+31       1.700705627588e+29       1.976429447105e+32       6.297417084736e-08       1.098736516364e-02       5.693602218907e-49       4.961325208510e-43       8.239101018541e-12       1.999999970565e+00 
       8.014586013516e+10       1.176289351160e-19       5.780952051282e-06       1.386378187768e+16       1.416699288995e+04       1.767651238115e-07       1.135425830708e+15       3.337634328432e-06       1.136114516856e+32       1.271039885111e+24       6.867854088546e+24       7.842759735837e+31       1.653907690264e+29       1.922044479519e+32       6.341570215877e-08       1.098736526087e-02       5.895787093217e-49       5.101776517988e-43       8.354852147038e-12       1.999999970359e+00 
       7.958873896238e+10       1.192815040138e-19       5.821419108543e-06       1.367170805328e+16       1.416699288991e+04       1.780024796778e-07       1.127533099011e+15       3.360997768434e-06       1.104852307165e+32       1.244717418913e+24       6.725624989983e+24       7.626952265918e+31       1.608397481341e+29       1.869156010941e+32       6.386032419321e-08       1.098736535729e-02       6.105151016263e-49       5.246203404318e-43       8.472229463102e-12       1.999999970151e+00 
       7.903549052863e+10       1.209572898518e-19       5.862168109161e-06       1.348229528879e+16       1.416699288987e+04       1.792484970351e-07       1.119695232380e+15       3.384524752512e-06       1.074450332723e+32       1.218940075048e+24       6.586341369908e+24       7.417083122002e+31       1.564139566683e+29       1.817722862542e+32       6.430805858573e-08       1.098736545310e-02       6.321948876771e-49       5.394718388699e-43       8.591255813043e-12       1.999999969942e+00 
       7.848608791319e+10       1.226566188047e-19       5.903204510105e-06       1.329550671694e+16       1.416699288983e+04       1.805032365139e-07       1.111911849431e+15       3.408216425475e-06       1.044884922629e+32       1.193696564362e+24       6.449942229245e+24       7.212988900497e+31       1.521099487188e+29       1.767704988602e+32       6.475892712286e-08       1.098736554728e-02       6.546444612595e-49       5.547437176811e-43       8.711954364137e-12       1.999999969732e+00 
       7.794050438246e+10       1.243798216299e-19       5.944526492385e-06       1.311130598121e+16       1.416699288978e+04       1.817667591691e-07       1.104182571427e+15       3.432073940143e-06       1.016133057328e+32       1.168975831492e+24       6.316367832174e+24       7.014510694151e+31       1.479243731959e+29       1.719063445329e+32       6.521295174351e-08       1.098736564006e-02       6.778911531970e-49       5.704478748934e-43       8.834348609136e-12       1.999999969520e+00 
       7.739871338870e+10       1.261272337313e-19       5.986137693981e-06       1.292965722879e+16       1.416699288974e+04       1.830391264828e-07       1.096507022267e+15       3.456098457411e-06       9.881723506906e+31       1.144767050029e+24       6.185559679965e+24       6.821493968328e+31       1.438539712208e+29       1.671760360539e+32       6.567015454029e-08       1.098736573106e-02       7.019632646160e-49       5.865965452618e-43       8.958462370844e-12       1.999999969306e+00 
       7.686068856867e+10       1.278991952251e-19       6.028041752870e-06       1.275052510358e+16       1.416699288970e+04       1.843204003677e-07       1.088884828464e+15       3.480291146295e-06       9.609810325794e+31       1.121059617766e+24       6.057460485362e+24       6.633788440687e+31       1.398955735888e+29       1.625758904169e+32       6.613055776031e-08       1.098736581979e-02       7.268901013923e-49       6.032023097975e-43       9.084319806750e-12       1.999999969092e+00 
       7.632640374242e+10       1.296960510056e-19       6.070236850064e-06       1.257387473932e+16       1.416699288966e+04       1.856106431699e-07       1.081315619126e+15       3.504653183996e-06       9.345379319022e+31       1.097843152068e+24       5.932014147494e+24       6.451247964173e+31       1.360460983012e+29       1.581023259601e+32       6.659418380657e-08       1.098736590928e-02       7.527020098199e-49       6.202781055670e-43       9.211945413732e-12       1.999999968875e+00 
       7.579583291199e+10       1.315181508126e-19       6.112728442531e-06       1.239967175281e+16       1.416699288962e+04       1.869099176716e-07       1.073799025941e+15       3.529185755957e-06       9.088224601269e+31       1.075107485312e+24       5.809165727306e+24       6.273730413226e+31       1.323025481664e+29       1.537518595774e+32       6.706105523886e-08       1.098736599767e-02       7.794304135461e-49       6.378372357680e-43       9.341364032824e-12       1.999999968657e+00 
       7.526895026012e+10       1.333658492996e-19       6.155518349260e-06       1.222788223719e+16       1.416699288957e+04       1.882182870948e-07       1.066334683155e+15       3.553890055917e-06       8.838145952512e+31       1.052842660445e+24       5.688861423494e+24       6.101097573124e+31       1.286620084654e+29       1.495211040065e+32       6.753119477484e-08       1.098736608498e-02       8.071078518178e-49       6.558933800912e-43       9.472600854053e-12       1.999999968438e+00 
       7.474573014903e+10       1.352395061023e-19       6.198606570251e-06       1.205847275536e+16       1.416699288953e+04       1.895358151040e-07       1.058922227558e+15       3.578767285972e-06       8.594948662140e+31       1.031038926616e+24       5.571048548950e+24       5.933215032368e+31       1.251216446831e+29       1.454067651918e+32       6.800462529127e-08       1.098736617098e-02       8.357680190856e-49       6.744606053742e-43       9.605681421340e-12       1.999999968217e+00 
       7.422614711915e+10       1.371394859092e-19       6.241996743483e-06       1.189141033349e+16       1.416699288949e+04       1.908625658093e-07       1.051561298465e+15       3.603818656633e-06       8.358443377349e+31       1.009686734908e+24       5.455675507683e+24       5.769952078031e+31       1.216787003012e+29       1.414056397195e+32       6.848136982491e-08       1.098736625509e-02       8.654458060137e-49       6.935533765585e-43       9.740631637472e-12       1.999999967995e+00 
       7.371017588788e+10       1.390661585320e-19       6.285690687946e-06       1.172666245456e+16       1.416699288944e+04       1.921986037694e-07       1.044251537697e+15       3.629045386883e-06       8.128445955715e+31       9.887767341588e+23       5.342691772224e+24       5.611181593984e+31       1.183304946517e+29       1.375146123231e+32       6.896145157388e-08       1.098736633957e-02       8.961773419454e-49       7.131865679546e-43       9.877477769145e-12       1.999999967770e+00 
       7.319779134840e+10       1.410198989783e-19       6.329690222628e-06       1.156419705205e+16       1.416699288940e+04       1.935439939953e-07       1.036992589567e+15       3.654448704241e-06       7.904777321820e+31       9.682997668606e+23       5.232047861495e+24       5.456779961925e+31       1.150744208301e+29       1.337306534586e+32       6.944489389870e-08       1.098736642186e-02       9.280000388767e-49       7.333754748277e-43       1.001624645208e-11       1.999999967545e+00 
       7.268896856837e+10       1.430010875237e-19       6.373998985509e-06       1.140398250372e+16       1.416699288935e+04       1.948988019528e-07       1.029784100857e+15       3.680029844815e-06       7.687263327822e+31       9.482468651529e+23       5.123695319145e+24       5.306626965128e+31       1.119079436653e+29       1.300508169451e+32       6.993172032331e-08       1.098736650104e-02       9.609526369899e-49       7.541358253100e-43       1.015696469618e-11       1.999999967318e+00 
       7.218368278880e+10       1.450101097867e-19       6.418616976589e-06       1.124598762542e+16       1.416699288931e+04       1.962630935660e-07       1.022625720807e+15       3.705790053368e-06       7.475734617869e+31       9.286092468942e+23       5.017586692322e+24       5.160605694845e+31       1.088285977463e+29       1.264722376711e+32       7.042195453630e-08       1.098736657889e-02       9.950752518049e-49       7.754837926508e-43       1.029965989086e-11       1.999999967089e+00 
       7.168190942279e+10       1.470473568031e-19       6.463547833846e-06       1.109018166504e+16       1.416699288927e+04       1.976369352204e-07       1.015517101096e+15       3.731730583375e-06       7.270026496236e+31       9.093783118159e+23       4.913675510893e+24       5.018602459278e+31       1.058339855019e+29       1.229921293637e+32       7.091562039221e-08       1.098736665715e-02       1.030409423003e-48       7.974360078129e-43       1.044435981027e-11       1.999999966859e+00 
