# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.34
# for k=1.01651e-05 to 1.05047 h/Mpc,
# number of wavenumbers equal to 604
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       1.290544181360e-03      -2.349126798426e+00      -7.057893943025e+00      -7.059042613773e+00      -2.263772955800e+00      -6.830642841686e+00      -7.052576343869e+00      -8.962458762531e-06       1.356444847375e-03       1.356732011608e-03      -8.721264434607e-06       1.332833918436e-03       1.355268844020e-03 
       1.370653493948e-03      -2.353870650716e+00      -7.796978416577e+00      -7.798315800457e+00      -2.267689176632e+00      -7.511429141149e+00      -7.790480149718e+00       2.197706251546e-05       1.527717993522e-03       1.528043523129e-03       2.626615234427e-05       1.498076387335e-03       1.526371812399e-03 
       1.453981955828e-03      -2.379356159935e+00      -8.610789292945e+00      -8.612332523839e+00      -2.293500082662e+00      -8.254232420748e+00      -8.602893845941e+00       4.755012355824e-05       1.716270236307e-03       1.716635878511e-03       5.604319238237e-05       1.679285043534e-03       1.714717386067e-03 
       1.540370753800e-03      -2.418969616021e+00      -9.502614995087e+00      -9.504381299295e+00      -2.334257035486e+00      -9.060349766473e+00      -9.493068952419e+00       5.973392628105e-05       1.922858271908e-03       1.923265741946e-03       7.244153130657e-05       1.877010143059e-03       1.921052281682e-03 
       1.629646437665e-03      -2.461700381765e+00      -1.047532357046e+01      -1.047733111583e+01      -2.378653945547e+00      -9.930554368572e+00      -1.046383341212e+01       5.250697845833e-05       2.148141617058e-03       2.148592835955e-03       6.942786351082e-05       2.091692559478e-03       2.146027645254e-03 
       1.721626796957e-03      -2.494645422930e+00      -1.153136406207e+01      -1.153363314742e+01      -2.413673717942e+00      -1.086512990072e+01      -1.151759519816e+01       2.438978905843e-05       2.392682218280e-03       2.393179552848e-03       4.564231131340e-05       2.323665934962e-03       2.390200644485e-03 
       1.816126152912e-03      -2.506604052370e+00      -1.267277511262e+01      -1.267532962483e+01      -2.428267062542e+00      -1.186391615660e+01      -1.265635377757e+01      -1.988513174530e-05       2.656946147130e-03       2.657492598331e-03       5.977028847869e-06       2.573160959517e-03       2.654037436210e-03 
       1.912959845405e-03      -2.491717359020e+00      -1.390120420818e+01      -1.390407316392e+01      -2.416960533182e+00      -1.292636574108e+01      -1.388172208852e+01      -6.954555417946e-05       2.941307901504e-03       2.941907199263e-03      -3.876536468807e-05       2.840312051076e-03       2.937917292370e-03 
       2.011947819053e-03      -2.451839920495e+00      -1.521793440061e+01      -1.522115335748e+01      -2.382060955309e+00      -1.405160648290e+01      -1.519495505917e+01      -1.102860508003e-04       3.246056688232e-03       3.246713277085e-03      -7.456261242365e-05       3.125165652384e-03       3.242136903777e-03 
       2.112917313223e-03      -2.396557435296e+00      -1.662391570747e+01      -1.662752783510e+01      -2.333411413345e+00      -1.523850480318e+01      -1.659698121977e+01      -1.287230035948e-04       3.571404070850e-03       3.572123002479e-03      -8.872568113599e-05       3.427689421770e-03       3.566914565456e-03 
       2.215704730543e-03      -2.340496234685e+00      -1.811979912186e+01      -1.812385577836e+01      -2.285446713471e+00      -1.648572643416e+01      -1.808843516022e+01      -1.174400341335e-04       3.917492456360e-03       3.918279230096e-03      -7.485842467444e-05       3.747781736683e-03       3.912394775284e-03 
       2.320156798643e-03      -2.298590471579e+00      -1.970597161222e+01      -1.971053236053e+01      -2.252341984475e+00      -1.779179180545e+01      -1.966968965291e+01      -7.865077300004e-05       4.284403910042e-03       4.285264310214e-03      -3.621708443886e-05       4.085280990688e-03       4.278654249150e-03 
       2.426131155702e-03      -2.280883016375e+00      -2.138259081259e+01      -2.138772290284e+01      -2.242925686681e+00      -1.915512422779e+01      -2.134088711259e+01      -2.465062498805e-05       4.672168806447e-03       4.673108772693e-03       1.428412195491e-05       4.439974224358e-03       4.665710247737e-03 
       2.533496488812e-03      -2.288817362360e+00      -2.314961853866e+01      -2.315539597010e+01      -2.257319533573e+00      -2.057408994292e+01      -2.310197072214e+01       2.574077636118e-05       5.080773939511e-03       5.081799478679e-03       5.803816128583e-05       4.811604779716e-03       5.073531426083e-03 
       2.642132342079e-03      -2.314583979865e+00      -2.500685153620e+01      -2.501335388677e+01      -2.286759045351e+00      -2.204702878497e+01      -2.495271459492e+01       5.391849934276e-05       5.510169598566e-03       5.511286717815e-03       7.762945727730e-05       5.199878597925e-03       5.502050058000e-03 
