#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:dU_nlde               22:dV_nlde            
       2.773861904307e+02       9.030316506514e-04      -2.953784302716e+00       4.332810411882e-03       1.205342334562e-02       1.757603422189e-02       2.782922995522e-04       3.521304149521e-03      -2.220164196917e+00       4.571216624671e-03       5.261477048074e-01       5.444861192768e-01      -2.630680538435e+00       1.249206080294e-03       1.238443920906e-01      -2.467003625112e+00       7.403979385777e-03      -2.620630246732e+00       1.289863980909e-03       1.232330375437e-01      -3.611562049903e-01       1.843951177716e-10 
       2.782988890022e+02       9.070084995091e-04      -2.960936747525e+00       4.326445488734e-03       1.245775054485e-02       1.790853083908e-02       2.933458799964e-04       3.588319388580e-03      -2.225751567629e+00       4.576873189266e-03       5.257731425685e-01       5.440152313944e-01      -2.634068951900e+00       1.223982821822e-03       1.237516735274e-01      -2.475182681312e+00       7.423238039357e-03      -2.623945213282e+00       1.265238844854e-03       1.231419972390e-01      -3.652459134456e-01       1.871214341508e-10 
       2.792294276332e+02       9.110698787348e-04      -2.968216537417e+00       4.319617084723e-03       1.288106229139e-02       1.824682299356e-02       3.093672504824e-04       3.656543617966e-03      -2.231450367724e+00       4.582878085456e-03       5.253906027778e-01       5.435362087604e-01      -2.637487648080e+00       1.198152828113e-03       1.236486901566e-01      -2.483536481644e+00       7.442839699256e-03      -2.627289077627e+00       1.240024784253e-03       1.230409255393e-01      -3.694177685109e-01       1.899308057210e-10 
       2.801770151398e+02       9.152127210942e-04      -2.975616322419e+00       4.312302223741e-03       1.332365627450e-02       1.859021486486e-02       3.263964234708e-04       3.725841947411e-03      -2.237256104066e+00       4.589250311983e-03       5.250004077885e-01       5.430495220512e-01      -2.640931523534e+00       1.171733359822e-03       1.235350316994e-01      -2.492058727311e+00       7.462765799589e-03      -2.630656817486e+00       1.214238906153e-03       1.229294260214e-01      -3.736681190396e-01       1.928227125958e-10 
       2.811407274301e+02       9.194333601349e-04      -2.983127688210e+00       4.304478822696e-03       1.378572206128e-02       1.893792808690e-02       3.444700477874e-04       3.796063138720e-03      -2.243163498406e+00       4.596008320971e-03       5.246029426466e-01       5.425557074080e-01      -2.644395074473e+00       1.144745882662e-03       1.234103252066e-01      -2.500741880868e+00       7.482995072319e-03      -2.634043035921e+00       1.187902425178e-03       1.228071398420e-01      -3.779926878010e-01       1.957961684840e-10 
       2.821195232138e+02       9.237275929709e-04      -2.990741290669e+00       4.296125955284e-03       1.426733484137e-02       1.928911261552e-02       3.636207969485e-04       3.867041750389e-03      -2.249166581945e+00       4.603169778469e-03       5.241986492739e-01       5.420553573732e-01      -2.647872486673e+00       1.117215718363e-03       1.232742407508e-01      -2.509577295025e+00       7.503503907515e-03      -2.637441992240e+00       1.161040293190e-03       1.226737485696e-01      -3.823866415802e-01       1.988497415921e-10 
       2.831122649454e+02       9.280907666514e-04      -2.998447031396e+00       4.287224075416e-03       1.476845289437e-02       1.964286074482e-02       3.838768764559e-04       3.938600910360e-03      -2.255258821347e+00       4.610751346255e-03       5.237880184069e-01       5.415491092483e-01      -2.651357741050e+00       1.089171533054e-03       1.231264956541e-01      -2.518555390144e+00       7.524266820169e-03      -2.640847783187e+00       1.133680732449e-03       1.225289819054e-01      -3.868446856016e-01       2.019815941148e-10 
       2.841177433345e+02       9.325178811389e-04      -3.006234260518e+00       4.277755193300e-03       1.528891868720e-02       1.999822339192e-02       4.052616661757e-04       4.010555541964e-03      -2.261433266101e+00       4.618768491148e-03       5.233715797172e-01       5.410376317807e-01      -2.654844727122e+00       1.060644705081e-03       1.229668570552e-01      -2.527665866106e+00       7.545256987015e-03      -2.644254427064e+00       1.105854602458e-03       1.223726188569e-01      -3.913611747994e-01       2.051895366479e-10 
       2.851347044053e+02       9.370037046803e-04      -3.014091998246e+00       4.267702993324e-03       1.582846368003e-02       2.035422791958e-02       4.277935213662e-04       4.082715898739e-03      -2.267682711207e+00       4.627235332938e-03       5.229498905787e-01       5.405216107313e-01      -2.658327359343e+00       1.031668597775e-03       1.227951426332e-01      -2.536897939913e+00       7.566446830794e-03      -2.647655933495e+00       1.077594669354e-03       1.222044863309e-01      -3.959302372990e-01       2.084710955632e-10 
       2.861618776225e+02       9.415428952273e-04      -3.022009162985e+00       4.257052889207e-03       1.638671651834e-02       2.070989654677e-02       4.514857395286e-04       4.154891219679e-03      -2.273999866212e+00       4.636164536837e-03       5.225235242419e-01       5.400017341200e-01      -2.661799690007e+00       1.002277777447e-03       1.226112194700e-01      -2.546240595922e+00       7.587808619988e-03      -2.651046477789e+00       1.048934868488e-03       1.220244609383e-01      -4.005459033228e-01       2.118235895798e-10 
       2.871980031135e+02       9.461301193110e-04      -3.029974790270e+00       4.245792021629e-03       1.696321379703e-02       2.106426422359e-02       4.763466770336e-04       4.226893280968e-03      -2.280377518725e+00       4.645567249120e-03       5.220930580662e-01       5.394786781675e-01      -2.665256011356e+00       9.725072326765e-04       1.224150012609e-01      -2.555682830988e+00       7.609315042571e-03      -2.654420489458e+00       1.019909535624e-03       1.218324656729e-01      -4.052022305164e-01       2.152442097087e-10 
       2.882418567062e+02       9.507601626768e-04      -3.037978232369e+00       4.233909203261e-03       1.755741269112e-02       2.141639513132e-02       5.023799993387e-04       4.298539677161e-03      -2.286808684737e+00       4.655453075397e-03       5.216590623954e-01       5.389530945686e-01      -2.668690942633e+00       9.423916334376e-04       1.222064441234e-01      -2.565213882811e+00       7.630939727260e-03      -2.657772685045e+00       9.905526631842e-04       1.216284633545e-01      -4.098934197413e-01       2.187300984084e-10 
       2.892922718012e+02       9.554280282237e-04      -3.046009330839e+00       4.221394818747e-03       1.816870470502e-02       2.176539714454e-02       5.295850420729e-04       4.369656699672e-03      -2.293286739849e+00       4.665830098311e-03       5.212220906962e-01       5.384255995829e-01      -2.672099499279e+00       9.119646613425e-04       1.219855413194e-01      -2.574823432228e+00       7.652657692422e-03      -2.661098186475e+00       9.608972675962e-04       1.214124537847e-01      -4.146139167335e-01       2.222784243397e-10 
       2.903481571061e+02       9.601290167542e-04      -3.054058554626e+00       4.208240693083e-03       1.879642961866e-02       2.211043369576e-02       5.579572473206e-04       4.440081700407e-03      -2.299805525526e+00       4.676704926155e-03       5.207826712703e-01       5.378967654086e-01      -2.675477141979e+00       8.812584430986e-04       1.217523173110e-01      -2.584501770167e+00       7.674445703452e-03      -2.664392578541e+00       9.309748399835e-04       1.211844683428e-01      -4.193584950879e-01       2.258864487489e-10 
       2.914085098369e+02       9.648587885262e-04      -3.062117100959e+00       4.194439940872e-03       1.943988889866e-02       2.245073279161e-02       5.874886422648e-04       4.509664889811e-03      -2.306359428033e+00       4.688082764449e-03       5.203413007176e-01       5.373671139895e-01      -2.678819805581e+00       8.503031033775e-04       1.215068215404e-01      -2.594239925091e+00       7.696282531652e-03      -2.667651886325e+00       9.008148926548e-04       1.209445615624e-01      -4.241223186356e-01       2.295515811082e-10 
       2.924724246871e+02       9.696134066744e-04      -3.070176961698e+00       4.179986803820e-03       2.009835819885e-02       2.278559326026e-02       6.181683392248e-04       4.578270585123e-03      -2.312943431895e+00       4.699967505859e-03       5.198984392262e-01       5.368371130621e-01      -2.682123910273e+00       8.191264330943e-04       1.212491222027e-01      -2.604029753112e+00       7.718149122185e-03      -2.670872605756e+00       8.704446452145e-04       1.206928059574e-01      -4.289009844577e-01       2.332714238816e-10 
       2.935390986612e+02       9.743893626809e-04      -3.078230956295e+00       4.164876488100e-03       2.077109845676e-02       2.311438832852e-02       6.499830278996e-04       4.645777927550e-03      -2.319553148456e+00       4.712361829374e-03       5.194545076398e-01       5.363071743597e-01      -2.685386356720e+00       7.877536745591e-04       1.209793003217e-01      -2.613863991080e+00       7.740028674389e-03      -2.674051731653e+00       8.398888276800e-04       1.204292877316e-01      -4.336905469067e-01       2.370438055889e-10 
       2.946078323512e+02       9.791835862133e-04      -3.086272736264e+00       4.149105007979e-03       2.145736541466e-02       2.343656684810e-02       6.829174430996e-04       4.712081131685e-03      -2.326184823032e+00       4.725267303711e-03       5.190098859872e-01       5.357776536388e-01      -2.688604508345e+00       7.562074105199e-04       1.206974443108e-01      -2.623736277415e+00       7.761906647598e-03      -2.677186708186e+00       8.091695629554e-04       1.201541000070e-01      -4.384875251926e-01       2.408668030374e-10 
       2.956780283888e+02       9.839934424032e-04      -3.094296767184e+00       4.132669038980e-03       2.215641757178e-02       2.375165257698e-02       7.169547989124e-04       4.777089347891e-03      -2.332835325138e+00       4.738684491919e-03       5.185649132735e-01       5.352488521225e-01      -2.691776164231e+00       7.245075386198e-04       1.204036451088e-01      -2.633641147025e+00       7.783770708599e-03      -2.680275379078e+00       7.783063375219e-04       1.198673370502e-01      -4.432888978300e-01       2.447387543120e-10 
       2.967491876393e+02       9.888167189305e-04      -3.102298292948e+00       4.115565784582e-03       2.286752255943e-02       2.405924188580e-02       7.520771795886e-04       4.840726211023e-03      -2.339502125164e+00       4.752613052932e-03       5.181198884066e-01       5.347210190593e-01      -2.694899525312e+00       6.926713168772e-04       1.200979919701e-01      -2.643574005139e+00       7.805610633203e-03      -2.683316004871e+00       7.473160636074e-04       1.195690924601e-01      -4.480920865172e-01       2.486582637217e-10 
       2.978209038547e+02       9.936516059920e-04      -3.110273287980e+00       4.097792856292e-03       2.358996211729e-02       2.435900030355e-02       7.882658869735e-04       4.902929158034e-03      -2.346183261858e+00       4.767051839168e-03       5.176750717987e-01       5.341943550210e-01      -2.697973156751e+00       6.607134606500e-04       1.197805688877e-01      -2.653531086391e+00       7.827418177200e-03      -2.686307217981e+00       7.162131721794e-04       1.192594553207e-01      -4.528949326952e-01       2.526242006210e-10 
       2.988928574213e+02       9.984966719340e-04      -3.118218402565e+00       4.079348165446e-03       2.432303589386e-02       2.465065827396e-02       8.255017478372e-04       4.963648588746e-03      -2.352877304484e+00       4.781998990536e-03       5.172306873792e-01       5.336690156006e-01      -2.700995948950e+00       6.286462730720e-04       1.194514515918e-01      -2.663509404921e+00       7.849186930213e-03      -2.689247933381e+00       6.850097279997e-04       1.189385050094e-01      -4.576956697002e-01       2.566356939773e-10 
       2.999648085149e+02       1.003350835896e-03      -3.126130903798e+00       4.060229828126e-03       2.506606415180e-02       2.493400637863e-02       8.637653786085e-04       5.022846920415e-03      -2.359583311533e+00       4.797452022451e-03       5.167869250843e-01       5.331451153524e-01      -2.703967078426e+00       5.964798000978e-04       1.191107051072e-01      -2.673506698247e+00       7.870912159063e-03      -2.692137356634e+00       6.537155959682e-04       1.186063109224e-01      -4.624928919575e-01       2.606921235245e-10 
       3.010365900917e+02       1.008213339369e-03      -3.134008615520e+00       4.040436080953e-03       2.581838959573e-02       2.520889029115e-02       9.030374129282e-04       5.080497589032e-03      -2.366300788536e+00       4.813407908474e-03       5.163439434732e-01       5.326227317630e-01      -2.706885969959e+00       5.642219974353e-04       1.187583817883e-01      -2.683521368823e+00       7.892590649492e-03      -2.694974962127e+00       6.223386083652e-04       1.182629312491e-01      -4.672855231869e-01       2.647931089066e-10 
       3.021081013291e+02       1.013083719446e-03      -3.141849861901e+00       4.019965199557e-03       2.657937873068e-02       2.547520573878e-02       9.432987090766e-04       5.136584053432e-03      -2.373029648815e+00       4.829863163296e-03       5.159018721361e-01       5.321019089443e-01      -2.709752261795e+00       5.318788905845e-04       1.183945196397e-01      -2.693552429039e+00       7.914220558754e-03      -2.697760405038e+00       5.908847088928e-04       1.179084089681e-01      -4.720727864195e-01       2.689384990958e-10 
       3.031793011949e+02       1.017961782323e-03      -3.149653412326e+00       3.998815427031e-03       2.734842254100e-02       2.573289347511e-02       9.845305234774e-04       5.191098801806e-03      -2.379770175133e+00       4.846813919259e-03       5.154608142242e-01       5.315826612057e-01      -2.712565772966e+00       4.994547371903e-04       1.180191410129e-01      -2.703599446706e+00       7.935801272489e-03      -2.700493509698e+00       5.593581181603e-04       1.175427715178e-01      -4.768541744190e-01       2.731283608976e-10 
       3.042502024745e+02       1.022847578569e-03      -3.157418430027e+00       3.976984907486e-03       2.812493674871e-02       2.598193442420e-02       1.026714661148e-03       5.244042393123e-03      -2.386522984223e+00       4.864255999353e-03       5.150208488919e-01       5.310649763580e-01      -2.715326473521e+00       4.669521812482e-04       1.176322515517e-01      -2.713662494111e+00       7.957333272432e-03      -2.703174279091e+00       5.277614932282e-04       1.171660314860e-01      -4.816294220215e-01       2.773629678554e-10 
       3.053208667354e+02       1.027741382366e-03      -3.165144427924e+00       3.954471614662e-03       2.890836204917e-02       2.622234515452e-02       1.069833623269e-03       5.295422566474e-03      -2.393288997246e+00       4.882184994140e-03       5.145820332811e-01       5.305488185145e-01      -2.718034458761e+00       4.343723840003e-04       1.172338391734e-01      -2.723742105247e+00       7.978818024463e-03      -2.705802823349e+00       4.960960459294e-04       1.167781836085e-01      -4.863984825514e-01       2.816427915806e-10 
       3.063913996795e+02       1.032643672285e-03      -3.172831227621e+00       3.931273285429e-03       2.969816398898e-02       2.645417357914e-02       1.113870733328e-03       5.345253396185e-03      -2.400069412743e+00       4.900596334177e-03       5.141444044427e-01       5.300341306571e-01      -2.720689925864e+00       4.017151474606e-04       1.168238732309e-01      -2.733839236164e+00       8.000257875770e-03      -2.708379329011e+00       4.643616638478e-04       1.163792036545e-01      -4.911615058799e-01       2.859684935355e-10 
       3.074619469949e+02       1.037555114099e-03      -3.180478922298e+00       3.907387355555e-03       3.049383261608e-02       2.667749493674e-02       1.158810247938e-03       5.393554503904e-03      -2.406865682725e+00       4.919485359321e-03       5.137079812028e-01       5.295208369285e-01      -2.723293152984e+00       3.689790266933e-04       1.164023037811e-01      -2.743955229516e+00       8.021655963178e-03      -2.710904094015e+00       4.325570309787e-04       1.159690501491e-01      -4.959188186357e-01       2.903409178221e-10 
       3.085326911694e+02       1.042476547828e-03      -3.188087846738e+00       3.882810886165e-03       3.129488230298e-02       2.689240816002e-02       1.204637474811e-03       5.440350350675e-03      -2.413679494884e+00       4.938847393743e-03       5.132727655300e-01       5.290088444314e-01      -2.725844481788e+00       3.361614161323e-04       1.159690607325e-01      -2.754091787767e+00       8.043016141732e-03      -2.713377474105e+00       4.006797054463e-04       1.155476619793e-01      -5.006709086307e-01       2.947610870353e-10 
       3.096038487706e+02       1.047408976762e-03      -3.195658550840e+00       3.857540489608e-03       3.210085143445e-02       2.709903251850e-02       1.251338881472e-03       5.485669585245e-03      -2.420512757822e+00       4.958677819370e-03       5.128387437444e-01       5.284980447701e-01      -2.728344301976e+00       3.032586245019e-04       1.155240530068e-01      -2.764250950507e+00       8.064342923441e-03      -2.715799838712e+00       3.687261897242e-04       1.151149563765e-01      -5.054184112916e-01       2.992301993860e-10 
       3.106756680068e+02       1.052353557655e-03      -3.203191775195e+00       3.831572258211e-03       3.291130186300e-02       2.729750450366e-02       1.298902189049e-03       5.529544441555e-03      -2.427367588116e+00       4.978972144566e-03       5.124058878018e-01       5.279883154398e-01      -2.730793037180e+00       2.702659436452e-04       1.150671677575e-01      -2.774435074134e+00       8.085641422333e-03      -2.718171621983e+00       3.366920086478e-04       1.146708309715e-01      -5.101620972763e-01       3.037496264491e-10 
       3.117484271544e+02       1.057311594797e-03      -3.210688432775e+00       3.804901680779e-03       3.372581861300e-02       2.748797506242e-02       1.347316479521e-03       5.572010209133e-03      -2.434246302956e+00       4.999726079633e-03       5.119741561022e-01       5.274795207867e-01      -2.733191133426e+00       2.371776929413e-04       1.145982693656e-01      -2.784646819530e+00       8.106917317291e-03      -2.720493283271e+00       3.045717485495e-04       1.142151616271e-01      -5.149028638597e-01       3.083209141243e-10 
       3.128224334129e+02       1.062284536015e-03      -3.218149593533e+00       3.777523555019e-03       3.454400954394e-02       2.767060707537e-02       1.396572301096e-03       5.613104754486e-03      -2.441151415653e+00       5.020935612531e-03       5.115434941164e-01       5.269715127448e-01      -2.735539048961e+00       2.039872523615e-04       1.141171983420e-01      -2.794889143685e+00       8.128176823853e-03      -2.722765255017e+00       2.723590859699e-04       1.137477996306e-01      -5.196417281300e-01       3.129457851897e-10 
       3.138980218434e+02       1.067273968989e-03      -3.225576469386e+00       3.749431903722e-03       3.536550473675e-02       2.784557301326e-02       1.446661758011e-03       5.652868079016e-03      -2.448085631795e+00       5.042597078315e-03       5.111138351941e-01       5.264641315261e-01      -2.737837244521e+00       1.706870946052e-04       1.136237702640e-01      -2.805165292001e+00       8.149426667971e-03      -2.724988002496e+00       2.400468283782e-04       1.132685736329e-01      -5.243798204640e-01       3.176261420779e-10 
       3.149755550553e+02       1.072281621029e-03      -3.232970404126e+00       3.720619876855e-03       3.618995613188e-02       2.801305287625e-02       1.497578617205e-03       5.691341937374e-03      -2.455051850327e+00       5.064707235954e-03       5.106851009432e-01       5.259572059539e-01      -2.740086175365e+00       1.372687955801e-04       1.131177744218e-01      -2.815478797663e+00       8.170674074813e-03      -2.727161993462e+00       2.076269218632e-04       1.127772874024e-01      -5.291183812021e-01       3.223640728524e-10 
       3.160554232196e+02       1.077309360360e-03      -3.240332865206e+00       3.691079648408e-03       3.701703711836e-02       2.817323232192e-02       1.549318415458e-03       5.728569496205e-03      -2.462053166962e+00       5.087263345473e-03       5.102572014403e-01       5.254505536316e-01      -2.742286284016e+00       1.037230360401e-04       1.125989723205e-01      -2.825833484156e+00       8.191926764151e-03      -2.729287641540e+00       1.750904501596e-04       1.122737163545e-01      -5.338587586364e-01       3.271618587505e-10 
       3.171380440883e+02       1.082359197455e-03      -3.247665435097e+00       3.660802316074e-03       3.784644183839e-02       2.832630092490e-02       1.601878553041e-03       5.764595020585e-03      -2.469092877801e+00       5.110263238926e-03       5.098300356778e-01       5.249439811118e-01      -2.744437992894e+00       7.003960428147e-05       1.120670961713e-01      -2.836233467853e+00       8.213192945892e-03      -2.731365370086e+00       1.424276446460e-04       1.117576091021e-01      -5.386024068826e-01       3.320219819665e-10 
       3.182238636280e+02       1.087433289267e-03      -3.254969806276e+00       3.629777786432e-03       3.867788468244e-02       2.847245064979e-02       1.655258404355e-03       5.799463607611e-03      -2.476174487175e+00       5.133705398245e-03       5.094034916351e-01       5.244372837831e-01      -2.746541698005e+00       3.620738088244e-05       1.115218470589e-01      -2.846683166563e+00       8.234481327699e-03      -2.733395587021e+00       1.096278682024e-04       1.112286849153e-01      -5.433508862972e-01       3.369471364809e-10 
       3.193133568867e+02       1.092533944605e-03      -3.262247777122e+00       3.597994654634e-03       3.951109968410e-02       2.861187446054e-02       1.709459429196e-03       5.833220950491e-03      -2.483301717275e+00       5.157589032938e-03       5.089774462052e-01       5.239302456458e-01      -2.748597762769e+00       2.214317345436e-06       1.109628929351e-01      -2.857187310439e+00       8.255801127069e-03      -2.735378625433e+00       7.667959362878e-05       1.106866296425e-01      -5.481058647213e-01       3.419402403939e-10 
       3.204070288783e+02       1.097663629675e-03      -3.269501247157e+00       3.565440084297e-03       4.034583964996e-02       2.874476503078e-02       1.764485274879e-03       5.865913125096e-03      -2.490478518205e+00       5.181914153023e-03       5.085517653703e-01       5.234226390896e-01      -2.750606511479e+00      -3.195258469535e-05       1.103898665301e-01      -2.867750953203e+00       8.277162083606e-03      -2.737314808323e+00       4.357038858387e-05       1.101310966706e-01      -5.528691185980e-01       3.470044488796e-10 
       3.215054159538e+02       1.102824975975e-03      -3.276732214655e+00       3.532099673441e-03       4.118187537674e-02       2.887131360555e-02       1.820341893250e-03       5.897586411896e-03      -2.497709081524e+00       5.206681647645e-03       5.081263040566e-01       5.229142244589e-01      -2.752568223158e+00      -6.630730822319e-05       1.098023629264e-01      -2.878379488215e+00       8.298574480569e-03      -2.739204426864e+00       1.028688157115e-05       1.095617039677e-01      -5.576425359748e-01       3.521431700014e-10 
       3.226090873190e+02       1.108020789000e-03      -3.283942774231e+00       3.497957315279e-03       4.201899468613e-02       2.899170895605e-02       1.877037656901e-03       5.928287140249e-03      -2.504997855153e+00       5.231893362604e-03       5.077009058709e-01       5.224047495557e-01      -2.754483125091e+00      -1.008648589222e-04       1.091999369386e-01      -2.889078666190e+00       8.320049169019e-03      -2.741047678145e+00      -2.318527370601e-05       1.089780293585e-01      -5.624281198750e-01       3.573600819828e-10 
       3.237186466765e+02       1.113254057651e-03      -3.291135114118e+00       3.462995054199e-03       4.285700124701e-02       2.910613641768e-02       1.934583473787e-03       5.958061553223e-03      -2.512349559500e+00       5.257552176233e-03       5.072754030561e-01       5.218939491005e-01      -2.756351385884e+00      -1.356413057468e-04       1.085821002989e-01      -2.899854614365e+00       8.341597594031e-03      -2.742844727688e+00      -5.686143474703e-05       1.083796106779e-01      -5.672279919045e-01       3.626591519246e-10 
       3.248347342021e+02       1.118527965358e-03      -3.298311514360e+00       3.427192929787e-03       4.369571332790e-02       2.921477702454e-02       1.992992911593e-03       5.986955697261e-03      -2.519769206236e+00       5.283662078627e-03       5.068496162017e-01       5.213815440616e-01      -2.758173108284e+00      -1.706538304629e-04       1.079483185120e-01      -2.910713859155e+00       8.363231827010e-03      -2.744595692105e+00      -9.075801767021e-05       1.077659423657e-01      -5.720443969721e-01       3.680446570917e-10 
       3.259580286156e+02       1.123845901822e-03      -3.305474344223e+00       3.390528815701e-03       4.453496227465e-02       2.931780670390e-02       2.052282319889e-03       6.015015328354e-03      -2.527262118219e+00       5.310228249060e-03       5.064233538431e-01       5.208672409529e-01      -2.759948321276e+00      -2.059207784167e-04       1.072980074895e-01      -2.921663350071e+00       8.384964599386e-03      -2.746300572488e+00      -1.248925426787e-04       1.071364699634e-01      -5.768797080320e-01       3.735212077690e-10 
       3.270892495243e+02       1.129211476210e-03      -3.312626059800e+00       3.352978247196e-03       4.537459082327e-02       2.941539554040e-02       2.112470959593e-03       6.042285838244e-03      -2.534833951767e+00       5.337257135778e-03       5.059964122321e-01       5.203507310297e-01      -2.761676971623e+00      -2.414617159522e-04       1.066305298434e-01      -2.932710486628e+00       8.406809341094e-03      -2.747959310495e+00      -1.592836885427e-04       1.064905891884e-01      -5.817364315769e-01       3.790937726852e-10 
       3.282291599516e+02       1.134628531442e-03      -3.319769201022e+00       3.314514239379e-03       4.621445115033e-02       2.950770709114e-02       2.173581135387e-03       6.068812196830e-03      -2.542490720771e+00       5.364756536228e-03       5.055685749516e-01       5.198316894287e-01      -2.763358914548e+00      -2.772974914764e-04       1.059451908646e-01      -2.943863147434e+00       8.428780222032e-03      -2.749571778530e+00      -1.939513506160e-04       1.058276420939e-01      -5.866172134461e-01       3.847677067487e-10 
       3.293785689520e+02       1.140101159107e-03      -3.326906387320e+00       3.275107099093e-03       4.705440255413e-02       2.959489773623e-02       2.235638325700e-03       6.094638907459e-03      -2.550238822056e+00       5.392735675544e-03       5.051396124045e-01       5.193097742915e-01      -2.764993903334e+00      -3.134502967641e-04       1.052412342242e-01      -2.955129720566e+00       8.450892194577e-03      -2.751137708324e+00      -2.289166937518e-04       1.051469106437e-01      -5.915248444704e-01       3.905487807635e-10 
       3.305383345736e+02       1.145633716270e-03      -3.334040313327e+00       3.234724221081e-03       4.789430891926e-02       2.967711607802e-02       2.298671324109e-03       6.119809980133e-03      -2.558085063798e+00       5.421205289545e-03       5.047092814400e-01       5.187846257575e-01      -2.766581578083e+00      -3.499437363677e-04       1.045178372183e-01      -2.966519137823e+00       8.473161042116e-03      -2.752656732597e+00      -2.642022191100e-04       1.044476143085e-01      -5.964622670065e-01       3.964432146066e-10 
       3.317093640778e+02       1.151230829442e-03      -3.341173725575e+00       3.193329977361e-03       4.873403370760e-02       2.975450217864e-02       2.362712222782e-03       6.144368857039e-03      -2.566036676070e+00       5.450177635717e-03       5.042773259585e-01       5.182558662340e-01      -2.768121449421e+00      -3.868028074737e-04       1.037741074997e-01      -2.978040882462e+00       8.495603374282e-03      -2.754128382615e+00      -2.998317438518e-04       1.037289075406e-01      -6.014325691790e-01       4.024576981704e-10 
       3.328926264646e+02       1.156897457661e-03      -3.348309471490e+00       3.150885166257e-03       4.957344320154e-02       2.982718761233e-02       2.427797061243e-03       6.168358603523e-03      -2.574101405841e+00       5.479666804996e-03       5.038434728779e-01       5.177230951429e-01      -2.769612896704e+00      -4.240542634176e-04       1.030090716891e-01      -2.989705118607e+00       8.518236857163e-03      -2.755552030224e+00      -3.358307439283e-04       1.029898667849e-01      -6.064390305952e-01       4.085994776877e-10 
       3.340891461737e+02       1.162638866012e-03      -3.355450430342e+00       3.107347117376e-03       5.041239555992e-02       2.989529423710e-02       2.493965439483e-03       6.191821706278e-03      -2.582287485316e+00       5.509688565299e-03       5.034074352736e-01       5.171858922162e-01      -2.771055139237e+00      -4.617263805107e-04       1.022216755288e-01      -3.001522636234e+00       8.541080081583e-03      -2.756926886156e+00      -3.722261264288e-04       1.022294918258e-01      -6.114850872182e-01       4.148763481902e-10 
       3.353000102612e+02       1.168460663809e-03      -3.362599523758e+00       3.062669320771e-03       5.125073893688e-02       2.995893390603e-02       2.561260854737e-03       6.214800169411e-03      -2.590603692522e+00       5.540260532122e-03       5.029689105883e-01       5.166438147407e-01      -2.772447223863e+00      -4.998491441140e-04       1.014107752664e-01      -3.013504929188e+00       8.564152689067e-03      -2.758252017850e+00      -4.090464095126e-04       1.014466987779e-01      -6.165743526607e-01       4.212967171730e-10 
       3.365263721661e+02       1.174368826922e-03      -3.369759701596e+00       3.016801167805e-03       5.208830635811e-02       3.001820791432e-02       2.629730843158e-03       6.237335541294e-03      -2.599059389999e+00       5.571402251656e-03       5.025275800352e-01       5.160963963992e-01      -2.773788005618e+00      -5.384543218729e-04       1.005751307668e-01      -3.025664240504e+00       8.587475431186e-03      -2.759526298027e+00      -4.463217850267e-04       1.006403124194e-01      -6.217106238916e-01       4.278696539490e-10 
       3.377694556976e+02       1.180369721601e-03      -3.376933925222e+00       2.969687678311e-03       5.292490990447e-02       3.007320644959e-02       2.699427121493e-03       6.259468953447e-03      -2.607664566266e+00       5.603135284344e-03       5.020831080026e-01       5.155431460607e-01      -2.775076126314e+00      -5.775755375683e-04       9.971339807594e-02      -3.038013610728e+00       8.611070231992e-03      -2.760748365590e+00      -4.840841811526e-04       9.980905860419e-02      -6.268978867138e-01       4.346049433920e-10 
       3.390305594492e+02       1.186470130849e-03      -3.384125148917e+00       2.921269206092e-03       5.376033424028e-02       3.012400805262e-02       2.770405738749e-03       6.281241175691e-03      -2.616429881588e+00       5.635483293453e-03       5.016351415017e-01       5.149835464451e-01      -2.776309990982e+00      -6.172483511725e-04       9.882412125242e-02      -3.050566931381e+00       8.634960257319e-03      -2.761916645083e+00      -5.223673405259e-04       9.895155822153e-02      -6.321403217294e-01       4.415131455880e-10 
       3.403110611478e+02       1.192677280999e-03      -3.391336296025e+00       2.871481133275e-03       5.459432918096e-02       3.017067893847e-02       2.842727216395e-03       6.302692654923e-03      -2.625366714791e+00       5.668472135549e-03       5.011833095977e-01       5.144170528834e-01      -2.777487741407e+00      -6.575103284977e-04       9.790572376950e-02      -3.063338998750e+00       8.659169981437e-03      -2.763029317648e+00      -5.612068818852e-04       9.806631906163e-02      -6.374423085701e-01       4.486056591467e-10 
       3.416124220441e+02       1.198998869079e-03      -3.398570230087e+00       2.820253563252e-03       5.542660104329e-02       3.021327239105e-02       2.916456667371e-03       6.323863580494e-03      -2.634487211985e+00       5.702129938411e-03       5.007272228417e-01       5.138430921303e-01      -2.778607226675e+00      -6.984011026860e-04       9.695649939215e-02      -3.076345569164e+00       8.683725253110e-03      -2.764084260343e+00      -6.006403466774e-04       9.715172619912e-02      -6.428084286982e-01       4.558947891368e-10 
