#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:dU_nlde               22:dV_nlde            
       1.887781635864e+03       1.824901244525e-02      -1.656710012168e+00      -1.133744514253e-03       6.469222183440e-04       6.346021914418e-04       4.319553292045e-05       2.007017966564e-04      -3.286068855154e+01       3.095338299233e-02       4.044442373294e-01       4.044887602099e-01      -1.562538846500e+00      -3.257760306254e-04      -3.615326671307e-02      -3.460556650511e+01       3.118284762288e-02      -4.565839453650e+00       5.033868020309e-03       6.607578826956e-02      -8.181064229104e-01       8.028141138481e-07 
       1.920619993543e+03       1.881863384664e-02      -1.607936706519e+00      -1.107079249778e-03      -2.259933513215e-02       6.175808503794e-04       4.903279268230e-05       3.750492045245e-04      -3.388550392948e+01       3.142849569234e-02       4.042709220487e-01       4.043036547049e-01      -1.553051651478e+00      -1.387115492716e-04      -3.850412614967e-02      -3.563780258637e+01       3.165103758209e-02      -4.742053586664e+00       5.202877775359e-03       6.597361113050e-02      -8.100443231641e-01       8.629310937479e-07 
       1.954033627375e+03       1.940711236552e-02      -1.562237054840e+00      -9.580439944565e-04      -4.301480073314e-02       6.054154785751e-04       1.239050564737e-05       5.505794479564e-04      -3.494426212734e+01       3.191162073319e-02       4.040984769448e-01       4.041217859229e-01      -1.551976006301e+00       5.670007620360e-05      -3.664067669266e-02      -3.670388347196e+01       3.212743594296e-02      -4.927166397109e+00       5.382280681027e-03       6.576790284264e-02      -8.021282100681e-01       9.286441413483e-07 
       1.988033797384e+03       2.001511401645e-02      -1.524970281972e+00      -7.025904834964e-04      -5.820048031557e-02       6.132706626516e-04      -6.549477083849e-05       7.143575805310e-04      -3.603814990930e+01       3.240291194925e-02       4.039267638116e-01       4.039436623557e-01      -1.559467181440e+00       2.374613574388e-04      -3.070157517850e-02      -3.780499704107e+01       3.261219125536e-02      -5.121801088635e+00       5.572577204366e-03       6.552384604674e-02      -7.952455422869e-01       1.000440204007e-06 
       2.022632334669e+03       2.064333575046e-02      -1.500716651235e+00      -3.703803270233e-04      -6.628069577434e-02       6.557940650168e-04      -1.785375197008e-04       8.549591624753e-04      -3.716840934088e+01       3.290253126067e-02       4.037558646646e-01       4.037696250736e-01      -1.574624447781e+00       3.811748184100e-04      -2.133427087247e-02      -3.894238652721e+01       3.310546025846e-02      -5.326618536494e+00       5.773940366765e-03       6.529677039954e-02      -7.901808606927e-01       1.078694161429e-06 
       2.057814246468e+03       2.129199783788e-02      -1.492625788749e+00      -2.403868498289e-06      -6.619087781915e-02       7.452345268939e-04      -3.160548840743e-04       9.636901339223e-04      -3.833542461368e+01       3.341025421167e-02       4.035861855518e-01       4.035999404771e-01      -1.595496786687e+00       4.689671791471e-04      -9.667001458644e-03      -4.011643194257e+01       3.360701811957e-02      -5.542137855424e+00       5.986093346433e-03       6.512986037159e-02      -7.875115684338e-01       1.163570530763e-06 
       2.093482135723e+03       2.195975742511e-02      -1.501789855795e+00       3.531540304934e-04      -5.793778013126e-02       8.892559787614e-04      -4.634572865162e-04       1.035677709745e-03      -3.953676765396e+01       3.392467050108e-02       4.034186491042e-01       4.034350137482e-01      -1.619210810132e+00       4.886436987267e-04       2.779607281601e-03      -4.132468589292e+01       3.411546699205e-02      -5.768339737810e+00       6.207994189841e-03       6.505262722318e-02      -7.875076061712e-01       1.254847316420e-06 
       2.129786872367e+03       2.264992225892e-02      -1.527071628024e+00       6.504759708701e-04      -4.258560985410e-02       1.091013098135e-03      -6.051819079215e-04       1.071013380659e-03      -4.077837700268e+01       3.444795276134e-02       4.032530858240e-01       4.032738955504e-01      -1.642537395201e+00       4.369774523029e-04       1.439438574768e-02      -4.257311597813e+01       3.463295021271e-02      -6.006772527719e+00       6.439984458160e-03       6.508035623052e-02      -7.900847958203e-01       1.352794719653e-06 
       2.166742983775e+03       2.336333202770e-02      -1.565123336758e+00       8.483575236377e-04      -2.223267049992e-02       1.347204438672e-03      -7.247798915648e-04       1.073669666138e-03      -4.206175044784e+01       3.498030737575e-02       4.030900086212e-01       4.031161530400e-01      -1.662055108754e+00       3.201453457208e-04       2.355000605328e-02      -4.386322127392e+01       3.515966954222e-02      -6.258172716954e+00       6.681513773298e-03       6.521692206749e-02      -7.948168815298e-01       1.457281501941e-06 
       2.204300665137e+03       2.409958291823e-02      -1.610548605104e+00       9.181905502867e-04       1.421765783047e-04       1.647549089722e-03      -8.072184444289e-04       1.051470736496e-03      -4.338614844363e+01       3.552101680817e-02       4.029301451664e-01       4.029615173864e-01      -1.674704788057e+00       1.544984075863e-04       2.888125404982e-02      -4.519425224062e+01       3.569491216776e-02      -6.522822546141e+00       6.931582411739e-03       6.545526338798e-02      -8.009477762269e-01       1.567985417581e-06 
       2.242231192036e+03       2.485463136798e-02      -1.656452925223e+00       8.509841788281e-04       2.101477203821e-02       1.974184998631e-03      -8.411347953041e-04       1.015102631772e-03      -4.474428450944e+01       3.606679350581e-02       4.027747831265e-01       4.028103650112e-01      -1.678377978971e+00      -3.434862239610e-05       2.956351911983e-02      -4.655888351609e+01       3.623541805845e-02      -6.799617205866e+00       7.187990385776e-03       6.577800185129e-02      -8.074650223846e-01       1.684114405110e-06 
       2.279889259286e+03       2.561567798915e-02      -1.695516560752e+00       6.642358667997e-04       3.692134281565e-02       2.301453021520e-03      -8.219101514636e-04       9.764225894626e-04      -4.611312569211e+01       3.660836866732e-02       4.026265015465e-01       4.026646122041e-01      -1.672622333007e+00      -2.145836591337e-04       2.563168741205e-02      -4.793397993879e+01       3.677199428567e-02      -7.084005390157e+00       7.445691332557e-03       6.615680044578e-02      -8.132482460592e-01       1.803662806326e-06 
       2.316888711334e+03       2.637449868619e-02      -1.722512595021e+00       3.971737758904e-04       4.563626238387e-02       2.605958394251e-03      -7.531884882151e-04       9.449740662725e-04      -4.747787361265e+01       3.714021557403e-02       4.024863565960e-01       4.025250929993e-01      -1.658855628149e+00      -3.588642084753e-04       1.800591315742e-02      -4.930469437768e+01       3.729914352079e-02      -7.372812653573e+00       7.701412780372e-03       6.656283489757e-02      -8.174415932380e-01       1.925507404209e-06 
       2.353025574059e+03       2.712623430239e-02      -1.735033915340e+00       9.785455695479e-05       4.640218419859e-02       2.869675075885e-03      -6.439954166799e-04       9.261904432312e-04      -4.882978575552e+01       3.765943216597e-02       4.023544294046e-01       4.023920350128e-01      -1.639687948464e+00      -4.493716550985e-04       8.116489804858e-03      -5.066226970639e+01       3.781396495488e-02      -7.663948506167e+00       7.953249758493e-03       6.697185758951e-02      -8.195837390635e-01       2.049258563066e-06 
       2.388210361327e+03       2.786823490780e-02      -1.733330225592e+00      -1.876725493663e-04       3.975044571507e-02       3.080858990437e-03      -5.057656285456e-04       9.213092361804e-04      -5.016409539793e+01       3.816476179274e-02       4.022302735168e-01       4.022653714343e-01      -1.618181082829e+00      -4.790581318394e-04      -2.469829158968e-03      -5.200194382782e+01       3.831518843409e-02      -7.956079036123e+00       8.200224006086e-03       6.736591014633e-02      -8.196017950884e-01       2.175023143414e-06 
       2.422411104677e+03       2.859900680429e-02      -1.719680554767e+00      -4.222978832926e-04       2.713513007907e-02       3.233555600228e-03      -3.501045604881e-04       9.282389707980e-04      -5.147811687815e+01       3.865577175876e-02       4.021132453803e-01       4.021449408412e-01      -1.597259832968e+00      -4.504136696392e-04      -1.232863115797e-02      -5.332104398710e+01       3.880236225823e-02      -8.248285466562e+00       8.441870341775e-03       6.773299162132e-02      -8.177310453211e-01       2.303137793776e-06 
       2.455639638247e+03       2.931799756360e-02      -1.697612980632e+00      -5.813447890456e-04       1.052232125545e-02       3.326606377511e-03      -1.872771822184e-04       9.427674421267e-04      -5.277085831781e+01       3.913265521455e-02       4.020026230008e-01       4.020305043397e-01      -1.579311866027e+00      -3.730246309827e-04      -2.035453968565e-02      -5.461859643197e+01       3.927565770272e-02      -8.540017984009e+00       8.678112516375e-03       6.806620174711e-02      -8.144078778951e-01       2.434039342619e-06 
       2.487932683309e+03       3.002523853478e-02      -1.671159592710e+00      -6.530458237356e-04      -7.976075736927e-03       3.362308520071e-03      -2.547363636123e-05       9.597498570986e-04      -5.404237823562e+01       3.959595924667e-02       4.018977060370e-01       4.019217810989e-01      -1.565993512793e+00      -2.607408076577e-04      -2.583428172357e-02      -5.589467972681e+01       3.973559968728e-02      -8.830977401025e+00       8.909104894109e-03       6.836248472431e-02      -8.101642158252e-01       2.568133982299e-06 
       2.519339007444e+03       3.072108914342e-02      -1.644262645624e+00      -6.371486725745e-04      -2.637902328469e-02       3.345164950233e-03       1.293668975040e-04       9.740673684099e-04      -5.529332542040e+01       4.004640076103e-02       4.017978674405e-01       4.018184678712e-01      -1.558191490729e+00      -1.291036519355e-04      -2.844566585764e-02      -5.714996264397e+01       4.018288408447e-02      -9.121023480847e+00       9.135121564678e-03       6.862146155409e-02      -8.055416360436e-01       2.705710524484e-06 
       2.549912087222e+03       3.140608367712e-02      -1.620357905550e+00      -5.425484386774e-04      -4.301929320102e-02       3.280867187021e-03       2.733894303087e-04       9.812998051675e-04      -5.652466322975e+01       4.048476159828e-02       4.017025708735e-01       4.017202475776e-01      -1.556087444787e+00       6.704706013823e-06      -2.821040160732e-02      -5.838542749480e+01       4.061827343313e-02      -9.410116788265e+00       9.356490249840e-03       6.884449589565e-02      -8.010297801666e-01       2.846897748827e-06 
       2.579705962204e+03       3.208083915644e-02      -1.602123782722e+00      -3.845699534183e-04      -5.664359370664e-02       3.175538739174e-03       4.044735840545e-04       9.781274552621e-04      -5.773750381110e+01       4.091182949801e-02       4.016113697874e-01       4.016267944581e-01      -1.559281848146e+00       1.333249520484e-04      -2.542243724550e-02      -5.960220392935e+01       4.104253807715e-02      -9.698280972910e+00       9.573553405765e-03       6.903399360253e-02      -7.970278875247e-01       2.991654817487e-06 
       2.608772960879e+03       3.274600023277e-02      -1.591368967705e+00      -1.823082208191e-04      -6.644647435209e-02       3.035220373156e-03       5.218137939320e-04       9.625068382695e-04      -5.893300894970e+01       4.132836588790e-02       4.015238976788e-01       4.015377787370e-01      -1.566944357620e+00       2.401303203320e-04      -2.056756194334e-02      -6.080146965480e+01       4.145642391876e-02      -9.985578247872e+00       9.786646285219e-03       6.919290459730e-02      -7.938258086655e-01       3.139785040769e-06 
       2.637162537485e+03       3.340220696310e-02      -1.589026676009e+00       4.373117045139e-05      -7.205534901827e-02       2.865557975000e-03       6.255022760550e-04       9.336740302533e-04      -6.011233208056e+01       4.173508954601e-02       4.014398548548e-01       4.014528714596e-01      -1.577967607862e+00       3.196642491977e-04      -1.424484194147e-02      -6.198439247016e+01       4.186063594725e-02      -1.027209341887e+01       9.996085356594e-03       6.932438315643e-02      -7.916001009113e-01       3.290964816814e-06 
       2.664920752447e+03       3.405007648437e-02      -1.595224837794e+00       2.735684105158e-04      -7.348236036567e-02       2.671648003608e-03       7.161577753179e-04       8.920269426233e-04      -6.127658531083e+01       4.213266942634e-02       4.013589947554e-01       4.013717494564e-01      -1.591109519178e+00       3.677042509459e-04      -7.096409002172e-03      -6.315209738480e+01       4.225583089396e-02      -1.055792339585e+01       1.020216287651e-02       6.943156610081e-02      -7.904209425295e-01       3.444780977735e-06 
       2.692090133002e+03       3.469019342567e-02      -1.609405409690e+00       4.892198048679e-04      -7.105629572183e-02       2.457997382598e-03       7.946220336002e-04       8.389310984425e-04      -6.242682216432e+01       4.252172287462e-02       4.012811113787e-01       4.012941000886e-01      -1.605115366861e+00       3.830498552932e-04       2.508688653432e-04      -6.430564949100e+01       4.264261527056e-02      -1.084317042855e+01       1.040514517701e-02       6.951743606756e-02      -7.902661316547e-01       3.600771292129e-06 
       2.718709739766e+03       3.532310547608e-02      -1.630470730656e+00       6.757109732787e-04      -6.534506199198e-02       2.228560250207e-03       8.617315513141e-04       7.764851476478e-04      -6.356402960362e+01       4.290281674540e-02       4.012060285506e-01       4.012196254847e-01      -1.618815347910e+00       3.671232412434e-04       7.230408533179e-03      -6.544604612154e+01       4.302154631757e-02      -1.112793778503e+01       1.060527306912e-02       6.958474454143e-02      -7.910391048254e-01       3.758464045270e-06 
       2.744815345415e+03       3.594932212149e-02      -1.656939587841e+00       8.216734190274e-04      -5.707670484817e-02       1.986820601262e-03       9.181630686336e-04       7.072741538494e-04      -6.468912575512e+01       4.327647008558e-02       4.011335912587e-01       4.011480460348e-01      -1.631196538916e+00       3.234582853597e-04       1.336763294845e-02      -6.657421470642e+01       4.339313453441e-02      -1.141232691616e+01       1.080276323436e-02       6.963597434311e-02      -7.925885767054e-01       3.917413810570e-06 
       2.770439668377e+03       3.656931527982e-02      -1.687100010344e+00       9.195822912778e-04      -4.706473811905e-02       1.735896563784e-03       9.643456038779e-04       6.341312993951e-04      -6.580296105104e+01       4.364315757516e-02       4.010636589817e-01       4.010791030093e-01      -1.641450262902e+00       2.571397557184e-04       1.829932688192e-02      -6.769101403720e+01       4.375784698393e-02      -1.169643579198e+01       1.099781024399e-02       6.967332927824e-02      -7.947280118359e-01       4.077231470237e-06 
       2.795612625006e+03       3.718352096985e-02      -1.719149581949e+00       9.657007760855e-04      -3.614168528734e-02       1.478648234718e-03       1.000428849943e-03       5.599223569687e-04      -6.690632123262e+01       4.400331321020e-02       4.009961008048e-01       4.010125602581e-01      -1.648997231772e+00       1.742408586512e-04       2.178211756759e-02      -6.879723738054e+01       4.411611085614e-02      -1.198035795496e+01       1.119058876474e-02       6.969874064039e-02      -7.972536636225e-01       4.237607322956e-06 
       2.820361579732e+03       3.779234148581e-02      -1.751317232035e+00       9.597977241280e-04      -2.510321223057e-02       1.217776340220e-03       1.026296452657e-03       4.873620677622e-04      -6.799993126472e+01       4.435733394020e-02       4.009307920824e-01       4.009482050560e-01      -1.653493613233e+00       8.129501607422e-05       2.369186205289e-02      -6.989361649080e+01       4.446831700243e-02      -1.226418199781e+01       1.138125570562e-02       6.971388355222e-02      -7.999603515922e-01       4.398326784088e-06 
       2.844711583729e+03       3.839614779749e-02      -1.781963053797e+00       9.047020326663e-04      -1.466401693827e-02       9.559034407004e-04       1.041612584962e-03       4.188673765293e-04      -6.908445965748e+01       4.470558312998e-02       4.008676123318e-01       4.008858481439e-01      -1.654821538242e+00      -1.517308641455e-05       2.401582503035e-02      -7.098082601788e+01       4.481482330833e-02      -1.254799128631e+01       1.156995217943e-02       6.972019838353e-02      -8.026545004992e-01       4.559278725311e-06 
       2.868685599334e+03       3.899528205340e-02      -1.809654753782e+00       8.057515181105e-04      -5.425703622796e-03       6.956330209719e-04       1.045890874494e-03       3.564492027384e-04      -7.016052297430e+01       4.504839380964e-02       4.008064441061e-01       4.008253231029e-01      -1.653067631241e+00      -1.090413653698e-04       2.283949941153e-02      -7.205948809100e+01       4.515595786661e-02      -1.283186408114e+01       1.175680547547e-02       6.971891555944e-02      -8.051642417912e-01       4.720456922256e-06 
       2.887002713783e+03       3.945615496874e-02      -1.828311655359e+00       7.035645051117e-04       5.999212570988e-04       4.968818776903e-04       1.041269251757e-03       3.132883963380e-04      -7.098821515379e+01       4.531027501570e-02       4.007603931335e-01       4.007796270622e-01      -1.649753418632e+00      -1.764655725638e-04       2.100184811483e-02      -7.288913900834e+01       4.541658434049e-02      -1.305174331366e+01       1.190028440626e-02       6.971337348437e-02      -8.068887595151e-01       4.845461105378e-06 
       2.887002713783e+03       3.945615496874e-02      -1.828311655359e+00       7.035645051117e-04       5.999212570988e-04       4.968818776903e-04       1.041269251757e-03       3.132883963380e-04      -7.098821515379e+01       4.531027501570e-02       4.007603931335e-01       4.007796270622e-01      -1.649753418632e+00      -1.764655725638e-04       2.100184811483e-02      -7.288913900834e+01       4.541658434049e-02      -1.305174331366e+01       1.190028440626e-02       6.971337348437e-02      -8.068887595151e-01       4.845461105378e-06 
       2.892304709089e+03       3.959006010762e-02      -1.833220910489e+00       6.701867155947e-04       2.143829286988e-03       4.395846894066e-04       1.038575850449e-03       3.016419650223e-04      -7.122869038302e+01       4.538607169931e-02       4.007471725863e-01       4.007664851665e-01      -1.648493032682e+00      -1.948879290219e-04       2.028428131996e-02      -7.313017693637e+01       4.549202193563e-02      -1.311587368016e+01       1.194193071788e-02       6.971107979787e-02      -8.073465879322e-01       4.881955372834e-06 
       2.915588271259e+03       4.018077305171e-02      -1.851782372780e+00       5.065324231229e-04       7.720455683798e-03       1.904063379270e-04       1.019128483893e-03       2.554683264500e-04      -7.228948642056e+01       4.571889746562e-02       4.006896857646e-01       4.007092097021e-01      -1.641502771377e+00      -2.678928506799e-04       1.645963635946e-02      -7.419342169627e+01       4.582329214087e-02      -1.340008824687e+01       1.212543208756e-02       6.969757366310e-02      -8.090918430288e-01       5.043958192821e-06 
       2.938554180243e+03       4.076769172164e-02      -1.864764073164e+00       3.240001604789e-04       1.112467332204e-02      -4.923644238438e-05       9.871087522194e-04       2.184350601681e-04      -7.334339909993e+01       4.604713047502e-02       4.006338746067e-01       4.006533901008e-01      -1.632612810379e+00      -3.245037188051e-04       1.179223760061e-02      -7.524971459612e+01       4.615002417288e-02      -1.368457223965e+01       1.230740488222e-02       6.967913972081e-02      -8.103255305518e-01       5.206726262276e-06 
       2.961218855170e+03       4.135106456536e-02      -1.871889718764e+00       1.319409711712e-04       1.231467933074e-02      -2.766865002129e-04       9.422501167429e-04       1.905560749213e-04      -7.439087609421e+01       4.637100866046e-02       4.005796341340e-01       4.005989361183e-01      -1.622402804865e+00      -3.624867242686e-04       6.583413997749e-03      -7.629950715536e+01       4.647245262230e-02      -1.396938472198e+01       1.248793538137e-02       6.965640075004e-02      -8.110081567328e-01       5.370579146268e-06 
       2.983236137575e+03       4.192172412040e-02      -1.873187799027e+00      -5.754849413685e-05       1.140481338495e-02      -4.860156764065e-04       8.855612264043e-04       1.716420663464e-04      -7.541545981032e+01       4.668558952917e-02       4.005277098764e-01       4.005466252211e-01      -1.611657861377e+00      -3.806349306286e-04       1.228412814656e-03      -7.732630915725e+01       4.678565434238e-02      -1.424994442221e+01       1.266420249397e-02       6.963033633862e-02      -8.111355602242e-01       5.533178151455e-06 
       2.983236137575e+03       4.192172412040e-02      -1.873187799027e+00      -5.754849413685e-05       1.140481338495e-02      -4.860156764065e-04       8.855612264043e-04       1.716420663464e-04      -7.541545981032e+01       4.668558952917e-02       4.005277098764e-01       4.005466252211e-01      -1.611657861377e+00      -3.806349306286e-04       1.228412814656e-03      -7.732630915725e+01       4.678565434238e-02      -1.424994442221e+01       1.266420249397e-02       6.963033633862e-02      -8.111355602242e-01       5.533178151455e-06 
       2.983597325066e+03       4.193111808949e-02      -1.873162755165e+00      -6.063487646126e-05       1.137337995194e-02      -4.893372523720e-04       8.845219189327e-04       1.713967105927e-04      -7.543232555349e+01       4.669074976925e-02       4.005268754612e-01       4.005457717798e-01      -1.611477934173e+00      -3.807733371525e-04       1.139726046476e-03      -7.734321103854e+01       4.679079219317e-02      -1.425450327574e+01       1.266281441190e-02       6.958619845780e-02      -8.111332229205e-01       5.535875894598e-06 
       3.005704412053e+03       4.250808622489e-02      -1.868837223413e+00      -2.454673320440e-04       8.490673695224e-03      -6.846949991802e-04       8.141730833158e-04       1.601341428890e-04      -7.646816961281e+01       4.700656891697e-02       4.004758908637e-01       4.004935744232e-01      -1.600435778288e+00      -3.793985148516e-04      -4.242416830700e-03      -7.838125170260e+01       4.710525515958e-02      -1.453259368026e+01       1.258387762191e-02       6.694176522228e-02      -8.107222971730e-01       5.703003610742e-06 
       3.027552390024e+03       4.308214808496e-02      -1.859378932141e+00      -4.153416568511e-04       3.943059716806e-03      -8.604155533368e-04       7.317698560479e-04       1.556314974690e-04      -7.749873172620e+01       4.731864363645e-02       4.004256797045e-01       4.004420902416e-01      -1.589837108420e+00      -3.593953820443e-04      -9.291099925162e-03      -7.941395551583e+01       4.741601653874e-02      -1.480578005918e+01       1.251739476442e-02       6.443582825918e-02      -8.098225045931e-01       5.872331334077e-06 
       3.049151215429e+03       4.365343156579e-02      -1.845423456853e+00      -5.643196132512e-04      -1.928151616750e-03      -1.014372865546e-03       6.382131537479e-04       1.565152232910e-04      -7.852424253605e+01       4.762711727938e-02       4.003762217234e-01       4.003913310525e-01      -1.580180830624e+00      -3.226538521256e-04      -1.377075846787e-02      -8.044155567597e+01       4.772321744981e-02      -1.507449556433e+01       1.246275586701e-02       6.205941256482e-02      -8.085029227163e-01       6.044197121190e-06 
       3.070519716976e+03       4.422230996455e-02      -1.827722926695e+00      -6.879452798337e-04      -8.743108165115e-03      -1.144788793076e-03       5.346823068640e-04       1.612598312256e-04      -7.954537309332e+01       4.793225985765e-02       4.003274747599e-01       4.003412863037e-01      -1.571882177653e+00      -2.717251991410e-04      -1.749116232504e-02      -8.146472651495e+01       4.802712529047e-02      -1.533925822187e+01       1.241935914114e-02       5.980324004238e-02      -8.068468280452e-01       6.218987025332e-06 
       3.091667165778e+03       4.478891396152e-02      -1.807113060610e+00      -7.831706988906e-04      -1.610019055574e-02      -1.250152219945e-03       4.226969551958e-04       1.682672346572e-04      -8.056235882106e+01       4.823420481979e-02       4.002794180833e-01       4.002919657771e-01      -1.565268799753e+00      -2.096741382421e-04      -2.030848257500e-02      -8.248370568993e+01       4.832787159155e-02      -1.560044404351e+01       1.238665779901e-02       5.765970283712e-02      -8.049474580268e-01       6.396975093447e-06 
       3.112568666703e+03       4.535245768437e-02      -1.784504438346e+00      -8.483386768495e-04      -2.358621722573e-02      -1.329237233560e-03       3.042495355827e-04       1.759289729419e-04      -8.157379012927e+01       4.853259784649e-02       4.002321084230e-01       4.002434555771e-01      -1.560574818785e+00      -1.400068233934e-04      -2.212788706264e-02      -8.349708258716e+01       4.862510210625e-02      -1.585798800580e+01       1.236415846791e-02       5.562496818267e-02      -8.029058698774e-01       6.578085335575e-06 
       3.133213591420e+03       4.591252812627e-02      -1.760793606913e+00      -8.833960751885e-04      -3.081422395605e-02      -1.381447813149e-03       1.815069933359e-04       1.827229852264e-04      -8.257892691353e+01       4.882728847723e-02       4.001855700293e-01       4.001958039625e-01      -1.557918234836e+00      -6.634040098377e-05      -2.291255424540e-02      -8.450411744472e+01       4.891866563295e-02      -1.611198366236e+01       1.235132603748e-02       5.369386865222e-02      -8.008213755068e-01       6.762278033104e-06 
       3.153619307542e+03       4.646947317088e-02      -1.736797851520e+00      -8.896434836557e-04      -3.744642962676e-02      -1.406764943589e-03       5.662773536431e-05       1.872890548993e-04      -8.357839466178e+01       4.911852590158e-02       4.001397648941e-01       4.001489903058e-01      -1.557310716329e+00       7.869955704118e-06      -2.267713345132e-02      -8.550543861468e+01       4.920880915363e-02      -1.636284998400e+01       1.234762029789e-02       5.185897433853e-02      -7.987846924484e-01       6.949690726152e-06 
       3.173795284839e+03       4.702343604422e-02      -1.713264743107e+00      -8.694105167577e-04      -4.319275598036e-02      -1.405594057416e-03      -6.810109731660e-05       1.884618643165e-04      -8.457245147383e+01       4.940644650441e-02       4.000946743047e-01       4.001030085173e-01      -1.558675706921e+00       7.936129623720e-05      -2.147877500744e-02      -8.650130623064e+01       4.949566738491e-02      -1.661089051333e+01       1.235254104735e-02       5.011410721942e-02      -7.968779802873e-01       7.140331067931e-06 
       3.193747652525e+03       4.757447488846e-02      -1.690846596265e+00      -8.258820005591e-04      -4.782075912990e-02      -1.378795097141e-03      -1.903493076018e-04       1.853083317926e-04      -8.556120272298e+01       4.969113896291e-02       4.000502883687e-01       4.000578562722e-01      -1.561857178461e+00       1.451962142318e-04      -1.941201939216e-02      -8.749182731974e+01       4.977932759603e-02      -1.685635132122e+01       1.236561451209e-02       4.845379600241e-02      -7.951718075915e-01       7.334114522313e-06 
       3.213484106699e+03       4.812269664650e-02      -1.670079958322e+00      -7.628740355165e-04      -5.116181029778e-02      -1.327664886048e-03      -3.078372274313e-04       1.771506316834e-04      -8.654484131573e+01       4.997271428654e-02       4.000065948920e-01       4.000135239204e-01      -1.566633227522e+00       2.028743546242e-04      -1.660141716234e-02      -8.847719651189e+01       5.005989938085e-02      -1.709948273319e+01       1.238639236613e-02       4.687280844513e-02      -7.937228671546e-01       7.530915264048e-06 
       3.233011811747e+03       4.866819939391e-02      -1.651379882247e+00      -6.846114711375e-04      -5.311189764622e-02      -1.253902769347e-03      -4.183829834491e-04       1.635760568283e-04      -8.752354420568e+01       5.025127586768e-02       3.999635838833e-01       3.999699995370e-01      -1.572730916010e+00       2.503903887843e-04      -1.319388544057e-02      -8.945759236885e+01       5.033748481480e-02      -1.734051482925e+01       1.241445099393e-02       4.536630850894e-02      -7.925731675417e-01       7.730554312552e-06 
       3.252337417119e+03       4.921107226787e-02      -1.635037525648e+00      -5.955164458860e-04      -5.363038548643e-02      -1.159570720789e-03      -5.199580767468e-04       1.444368345439e-04      -8.849747227146e+01       5.052691972535e-02       3.999212472461e-01       3.999272691796e-01      -1.579841462883e+00       2.862732329204e-04      -9.350990085915e-03      -9.043317726979e+01       5.061217869097e-02      -1.757965881749e+01       1.244938992848e-02       4.392982277162e-02      -7.917497111267e-01       7.932808491746e-06 
       3.271467423755e+03       4.975140533190e-02      -1.621222647835e+00      -5.000111539052e-04      -5.273636677894e-02      -1.047043164618e-03      -6.107385039277e-04       1.198399280184e-04      -8.946678801755e+01       5.079973973467e-02       3.998795776633e-01       3.998853164154e-01      -1.587635457213e+00       3.096008086633e-04      -5.241355331648e-03      -9.140411514893e+01       5.088407372585e-02      -1.781711262909e+01       1.249083115809e-02       4.255918518859e-02      -7.912647881821e-01       8.137424364894e-06 
       3.290408140867e+03       5.028928812613e-02      -1.609990961703e+00      -4.023440861800e-04      -5.050297381002e-02      -9.189515622156e-04      -6.891457373162e-04       9.012875524480e-05      -9.043165297337e+01       5.106982701048e-02       3.998385684020e-01       3.998441228271e-01      -1.595777243064e+00       3.199908659979e-04      -1.033620481158e-03      -9.237056889471e+01       5.115325994075e-02      -1.805306138622e+01       1.253841809024e-02       4.125051760492e-02      -7.911168392757e-01       8.344128812753e-06 
       3.309165690572e+03       5.082480955544e-02      -1.601294959626e+00      -3.064424484239e-04      -4.705020776901e-02      -7.781248475158e-04      -7.538796227339e-04       5.585826061684e-05      -9.139222749285e+01       5.133726997369e-02       3.997982130028e-01       3.998036684066e-01      -1.603938102303e+00       3.175724615982e-04       3.109902267642e-03      -9.333270015348e+01       5.141982472391e-02      -1.828767837844e+01       1.259181455496e-02       4.000020812709e-02      -7.912917446484e-01       8.552640253672e-06 
       3.327746083945e+03       5.135805984390e-02      -1.594997368151e+00      -2.157927860420e-04      -4.253670909757e-02      -6.275270030204e-04      -8.039426887216e-04       1.776475045545e-05      -9.234867426005e+01       5.160215543506e-02       3.997585048499e-01       3.997639318085e-01      -1.611807910425e+00       3.029412707995e-04       7.038727688796e-03      -9.429067284466e+01       5.168385390693e-02      -1.852112686353e+01       1.265070403911e-02       3.880488664862e-02      -7.917644427457e-01       8.762680416419e-06 
       3.346155320653e+03       5.188913324614e-02      -1.590886448075e+00      -1.333510989105e-04      -3.715088640508e-02      -4.701937129117e-04      -8.386553139172e-04      -2.326796226888e-05      -9.330116315087e+01       5.186457001428e-02       3.997194367219e-01       3.997248905396e-01      -1.619104991577e+00       2.771020369998e-04       1.061873892045e-02      -9.524465803352e+01       5.194543317622e-02      -1.875356212483e+01       1.271478915404e-02       3.766140139894e-02      -7.925007819894e-01       8.973985818328e-06 
