# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  102       3.733768174722e-10       1.097714183070e-13      -3.332298177432e-12       1.287342790604e-15       9.644126949360e-12       1.427360547661e-12      -6.932841476429e-15 
  103       3.776007300049e-10       1.117118534895e-13      -3.420761701126e-12       1.290329140055e-15       9.400034230959e-12       1.398769228801e-12      -6.843196022926e-15 
  104       3.818497548039e-10       1.136263704457e-13      -3.509096678324e-12       1.293095119867e-15       9.162991776774e-12       1.370991203727e-12      -6.764011800216e-15 
  105       3.861236019508e-10       1.155131357238e-13      -3.597233330833e-12       1.295650392042e-15       8.932895870554e-12       1.344015013616e-12      -6.694971195007e-15 
  106       3.904221158132e-10       1.173703588473e-13      -3.685101637759e-12       1.298004503696e-15       8.709783190321e-12       1.317838798028e-12      -6.635176856169e-15 
  107       3.947450210648e-10       1.191962503163e-13      -3.772630818227e-12       1.300167334696e-15       8.493641593122e-12       1.292454250914e-12      -6.583617443495e-15 
  108       3.990919180532e-10       1.209890226076e-13      -3.859749355939e-12       1.302149095211e-15       8.284408437064e-12       1.267846403166e-12      -6.539164535596e-15 
  109       4.034622781659e-10       1.227468911759e-13      -3.946385023733e-12       1.303960323273e-15       8.081968903350e-12       1.243993405174e-12      -6.500569537806e-15 
  110       4.078554391982e-10       1.244680754536e-13      -4.032464908141e-12       1.305611882330e-15       7.886154318311e-12       1.220866309376e-12      -6.466460590086e-15 
  111       4.122706007199e-10       1.261507998522e-13      -4.117915433952e-12       1.307114958803e-15       7.696740475449e-12       1.198428852809e-12      -6.435339474919e-15 
  112       4.167068194419e-10       1.277932947623e-13      -4.202662388763e-12       1.308481059640e-15       7.513445957463e-12       1.176637239666e-12      -6.405578525217e-15 
  113       4.211630045841e-10       1.293937975546e-13      -4.286630947544e-12       1.309722009876e-15       7.335930458290e-12       1.155439923846e-12      -6.375417532218e-15 
  114       4.256379132415e-10       1.309505535802e-13      -4.369745697196e-12       1.310849950183e-15       7.163793105140e-12       1.134777391507e-12      -6.342960653391e-15 
  115       4.301301457518e-10       1.324618171713e-13      -4.451930661107e-12       1.311877334432e-15       6.996570780531e-12       1.114581943620e-12      -6.306173320335e-15 
  116       4.346383484081e-10       1.339259013703e-13      -4.533110156922e-12       1.312816545988e-15       6.833839557115e-12       1.094793213813e-12      -6.263328941403e-15 
  117       4.391618594625e-10       1.353413318366e-13      -4.613211435660e-12       1.313678698908e-15       6.675536580544e-12       1.075407327180e-12      -6.214417234432e-15 
  118       4.437001333301e-10       1.367067136181e-13      -4.692162411076e-12       1.314474685722e-15       6.521674352688e-12       1.056433337747e-12      -6.159902111246e-15 
  119       4.482525375015e-10       1.380206855126e-13      -4.769890886739e-12       1.315215539899e-15       6.372240362604e-12       1.037877950493e-12      -6.100288079106e-15 
  120       4.528183497429e-10       1.392819214999e-13      -4.846324587956e-12       1.315912430035e-15       6.227196320263e-12       1.019745443035e-12      -6.036121125583e-15 
  121       4.573967552966e-10       1.404891321723e-13      -4.921391193701e-12       1.316576654032e-15       6.086477390285e-12       1.002037587306e-12      -5.967989603421e-15 
  122       4.619868440814e-10       1.416410661670e-13      -4.995018368537e-12       1.317219633285e-15       5.949991425668e-12       9.847535712387e-13      -5.896525115404e-15 
  123       4.665876078927e-10       1.427365115968e-13      -5.067133794545e-12       1.317852906871e-15       5.817618201520e-12       9.678899204390e-13      -5.822403399219e-15 
  124       4.711979376029e-10       1.437742974819e-13      -5.137665203248e-12       1.318488125728e-15       5.689208648791e-12       9.514404198714e-13      -5.746345212329e-15 
  125       4.758166203619e-10       1.447532951813e-13      -5.206540407535e-12       1.319137046843e-15       5.564584088001e-12       9.353960355370e-13      -5.669117216831e-15 
  126       4.804423367969e-10       1.456724198243e-13      -5.273687333591e-12       1.319811527438e-15       5.443535462974e-12       9.197448361539e-13      -5.591532864328e-15 
  127       4.850736582134e-10       1.465306317415e-13      -5.339034052821e-12       1.320523519153e-15       5.325822574570e-12       9.044719148371e-13      -5.514453280794e-15 
  128       4.897090437950e-10       1.473269378969e-13      -5.402508813771e-12       1.321285062229e-15       5.211173314413e-12       8.895593107785e-13      -5.438788151438e-15 
  129       4.943469998668e-10       1.480604327257e-13      -5.464040812245e-12       1.322107962933e-15       5.099342091206e-12       8.749899791280e-13      -5.365309679529e-15 
  130       4.989865833868e-10       1.487304226739e-13      -5.523562529325e-12       1.323002798147e-15       4.990293983934e-12       8.607603593775e-13      -5.294069508518e-15 
  131       5.036269486542e-10       1.493363180899e-13      -5.581007711359e-12       1.323979790082e-15       4.884039436442e-12       8.468690441538e-13      -5.224919210023e-15 
  132       5.082671885739e-10       1.498775967385e-13      -5.636310691612e-12       1.325049105253e-15       4.780576536401e-12       8.333128057426e-13      -5.157691027879e-15 
  133       5.129063330165e-10       1.503538055144e-13      -5.689406427469e-12       1.326220846394e-15       4.679890672592e-12       8.200865467356e-13      -5.092197425436e-15 
  134       5.175433471779e-10       1.507645621561e-13      -5.740230537647e-12       1.327505044380e-15       4.581954192205e-12       8.071832506787e-13      -5.028230632847e-15 
  135       5.221771299398e-10       1.511095569585e-13      -5.788719339404e-12       1.328911650147e-15       4.486726058124e-12       7.945939327187e-13      -4.965562194362e-15 
  136       5.268065122292e-10       1.513885544872e-13      -5.834809885743e-12       1.330450526602e-15       4.394151506225e-12       7.823075902514e-13      -4.903942515615e-15 
  137       5.314302553786e-10       1.516013952911e-13      -5.878440002620e-12       1.332131440553e-15       4.304161702661e-12       7.703111535686e-13      -4.843100410920e-15 
  138       5.360470494860e-10       1.517479976164e-13      -5.919548326158e-12       1.333964054615e-15       4.216673401160e-12       7.585894365062e-13      -4.782742650563e-15 
