# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2.34
# for k=1.04216e-05 to 1.08687 h/Mpc,
# number of wavenumbers equal to 604
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       2.244472649586e-03      -2.345880220110e+00      -1.786787501132e+01      -1.787184001236e+01      -2.288673783491e+00      -1.590345752164e+01      -1.784905652242e+01      -1.283680226100e-04       3.821111314577e-03       3.821884149086e-03      -8.604396284560e-05       3.609963125551e-03       3.816336275134e-03 
       2.351997016768e-03      -2.300063740344e+00      -1.945611334277e+01      -1.946057476451e+01      -2.251720428039e+00      -1.715675138972e+01      -1.943480207688e+01      -9.345702093260e-05       4.185270023085e-03       4.186116131195e-03      -5.069911183214e-05       3.937719112745e-03       4.180017835666e-03 
       2.461079688549e-03      -2.277935907894e+00      -2.113610989269e+01      -2.114113463529e+01      -2.238162987459e+00      -1.846325028252e+01      -2.111212885090e+01      -4.061286810367e-05       4.570436164574e-03       4.571361560405e-03      -7.551232504829e-07       4.282035416039e-03       4.564686990740e-03 
       2.571582828955e-03      -2.282397880927e+00      -2.290785114508e+01      -2.291351307407e+01      -2.249535466824e+00      -1.982133182710e+01      -2.288102397151e+01       1.146563502268e-05       4.976604852021e-03       4.977615618245e-03       4.515393588509e-05       4.642619966578e-03       4.970316430921e-03 
       2.683380452246e-03      -2.306595292839e+00      -2.477115953667e+01      -2.477753825794e+01      -2.277922973776e+00      -2.122937398127e+01      -2.474130216098e+01       4.324079272364e-05       5.403733902166e-03       5.404836119493e-03       6.855886747770e-05       5.019139879600e-03       5.396840925986e-03 
       2.796357883159e-03      -2.336479308572e+00      -2.672571930030e+01      -2.673289888387e+01      -2.308966792929e+00      -2.268576270457e+01      -2.669263373084e+01       4.225206657961e-05       5.851749849485e-03       5.852949517508e-03       5.885276040588e-05       5.411226006157e-03       5.844172216675e-03 
       2.910411069356e-03      -2.356285076058e+00      -2.877109858601e+01      -2.877916644937e+01      -2.327526258236e+00      -2.418889110640e+01      -2.873457142361e+01       8.939961866977e-06       6.320553045260e-03       6.321855961357e-03       1.846877131678e-05       5.818476948314e-03       6.312210440757e-03 
       3.025445813778e-03      -2.354822005093e+00      -3.090676800870e+01      -3.091581415028e+01      -2.323761900034e+00      -2.573715241806e+01      -3.086657441763e+01      -4.247519925771e-05       6.810021857900e-03       6.811433448681e-03      -3.709108611259e-05       6.240462793345e-03       6.800848978808e-03 
       3.141376976536e-03      -2.330008221701e+00      -3.313211692739e+01      -3.314223361584e+01      -2.297112549163e+00      -2.732893015921e+01      -3.308802856372e+01      -8.905093462159e-05       7.320016293529e-03       7.321541432862e-03      -8.497548941328e-05       6.676729041932e-03       7.309972088420e-03 
       3.258127681244e-03      -2.289700694071e+00      -3.544646684919e+01      -3.545774884323e+01      -2.256437350929e+00      -2.896258687054e+01      -3.539826063162e+01      -1.085154065544e-04       7.850380919854e-03       7.852023799132e-03      -1.044624819121e-04       7.126800711022e-03       7.839447191700e-03 
       3.375628549176e-03      -2.248373282150e+00      -3.784908277157e+01      -3.786162807564e+01      -2.216191484987e+00      -3.063645383630e+01      -3.779654703230e+01      -8.920975753200e-05       8.400947340359e-03       8.402711462343e-03      -8.624220061497e-05       7.590186818050e-03       8.389116421000e-03 
       3.493816975898e-03      -2.220964052743e+00      -4.033918327889e+01      -4.035309432991e+01      -2.190225397172e+00      -3.234882370143e+01      -4.028211894053e+01      -3.611964017803e-05       8.971536446644e-03       8.973424786180e-03      -3.723733269281e-05       8.066385317865e-03       8.958792614715e-03 
       3.612636458628e-03      -2.216478229815e+00      -4.291594860811e+01      -4.293133381757e+01      -2.185871586004e+00      -3.409794611124e+01      -4.285416528284e+01       3.011925090510e-05       9.561960297973e-03       9.563975619073e-03       2.161921690299e-05       8.554888128863e-03       9.548262907486e-03 
       3.732035978033e-03      -2.234107103519e+00      -4.557852765643e+01      -4.559550308291e+01      -2.200900369595e+00      -3.588202748459e+01      -4.551183673866e+01       8.140138075531e-05       1.017202382941e-02       1.017416908868e-02       6.415010717964e-05       9.055186155620e-03       1.015730000983e-02 
       3.851969435050e-03      -2.263583395962e+00      -4.832604375655e+01      -4.834473475257e+01      -2.224685901410e+00      -3.769923473275e+01      -4.825425200004e+01       9.435026789516e-05       1.080152632456e-02       1.080380505156e-02       7.062391116561e-05       9.566773973218e-03       1.078567732585e-02 
