#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]      
       2.520861201050e+02       7.938083605174e-04      -2.752757152485e+00       4.409440419757e-03       4.585171652852e-03       9.164606460610e-03       5.505682427924e-05       1.833439040577e-03      -2.066100012064e+00       4.469453681273e-03       5.360133102622e-01       5.578221013588e-01      -2.524007430804e+00       1.896798896664e-03       1.232347721552e-01      -2.246819089060e+00       6.859699151806e-03      -2.518133268093e+00       1.915930931747e-03       1.228053649010e-01 
       2.524328420613e+02       7.952441804573e-04      -2.755556407675e+00       4.409413400431e-03       4.644348849833e-03       9.254501204339e-03       5.630453698327e-05       1.851435804809e-03      -2.068220447808e+00       4.470505695120e-03       5.358793067179e-01       5.576319028109e-01      -2.525643217204e+00       1.888617656137e-03       1.232833317945e-01      -2.249769421468e+00       6.867361327113e-03      -2.519748846319e+00       1.907871273770e-03       1.228532583382e-01 
       2.527847338617e+02       7.967023758344e-04      -2.758396848140e+00       4.409363792015e-03       4.705301611142e-03       9.346572715339e-03       5.760096496125e-05       1.869868835278e-03      -2.070372471987e+00       4.471573588614e-03       5.357431912595e-01       5.574390021447e-01      -2.527298986319e+00       1.880291824149e-03       1.233315084097e-01      -2.252766059148e+00       6.875133031988e-03      -2.521384090171e+00       1.899669404079e-03       1.229007703362e-01 
       2.531419619349e+02       7.981836799173e-04      -2.761279780258e+00       4.409290381182e-03       4.768110132400e-03       9.440899412567e-03       5.894874115322e-05       1.888753877033e-03      -2.072557100280e+00       4.472658159311e-03       5.356048938849e-01       5.572433144865e-01      -2.528975310169e+00       1.871816525151e-03       1.233792728794e-01      -2.255810521112e+00       6.883017728355e-03      -2.523039566440e+00       1.891320536257e-03       1.229478723406e-01 
       2.535047002564e+02       7.996888598298e-04      -2.764206568630e+00       4.409191872338e-03       4.832859417641e-03       9.537563403084e-03       6.035067957376e-05       1.908107417814e-03      -2.074775394471e+00       4.473760259813e-03       5.354643412042e-01       5.570447512129e-01      -2.530672783419e+00       1.863186652481e-03       1.234265939906e-01      -2.258904396573e+00       6.891019032111e-03      -2.524715844039e+00       1.882819641981e-03       1.229945327540e-01 
       2.538731307568e+02       8.012187184258e-04      -2.767178639149e+00       4.409066880906e-03       4.899639628079e-03       9.636650677411e-03       6.180979019966e-05       1.927946727620e-03      -2.077028464955e+00       4.474880802445e-03       5.353214564572e-01       5.568432197556e-01      -2.532392024359e+00       1.854396855148e-03       1.234734382685e-01      -2.262049348834e+00       6.899140721230e-03      -2.526413528927e+00       1.874161463712e-03       1.230407184271e-01 
       2.542474437572e+02       8.027740962922e-04      -2.770197482272e+00       4.408913925982e-03       4.968546460381e-03       9.738251315467e-03       6.332929527211e-05       1.948289900447e-03      -2.079317473408e+00       4.476020764449e-03       5.351761593319e-01       5.566386233904e-01      -2.534133675943e+00       1.845441523706e-03       1.235197697911e-01      -2.265247119457e+00       6.907386744399e-03      -2.528133268117e+00       1.865340502804e-03       1.230863946219e-01 
       2.546278384260e+02       8.043558738593e-04      -2.773264656435e+00       4.408731422305e-03       5.039681555910e-03       9.842459701550e-03       6.491264713460e-05       1.969155897898e-03      -2.081643635599e+00       4.477181193628e-03       5.350283655394e-01       5.564308610196e-01      -2.535898406840e+00       1.836314775317e-03       1.235655499872e-01      -2.268499532644e+00       6.915761230053e-03      -2.529875713509e+00       1.856350977164e-03       1.231315229969e-01 
       2.550145232507e+02       8.059649735856e-04      -2.776381791543e+00       4.408517671445e-03       5.113152941889e-03       9.949374745718e-03       6.656354772445e-05       1.990564594143e-03      -2.084008224273e+00       4.478363214460e-03       5.348779866694e-01       5.562198269533e-01      -2.537686912437e+00       1.827010438167e-03       1.236107374139e-01      -2.271808499763e+00       6.924268495612e-03      -2.531641533822e+00       1.847186814407e-03       1.231760619238e-01 
       2.554077165394e+02       8.076023622910e-04      -2.779550592694e+00       4.408270852158e-03       5.189075510479e-03       1.005910011590e-02       6.828596996033e-05       2.012536823108e-03      -2.086412572242e+00       4.479568034958e-03       5.347249301406e-01       5.560054106707e-01      -2.539499915914e+00       1.817522034814e-03       1.236552875145e-01      -2.275176024198e+00       6.932913057335e-03      -2.533431446736e+00       1.837841658357e-03       1.232199677666e-01 
       2.558076469458e+02       8.092690536034e-04      -2.782772844068e+00       4.407989009807e-03       5.267571537173e-03       1.017174447777e-02       7.008418118031e-05       2.035094427289e-03      -2.088858075619e+00       4.480796954255e-03       5.345690988640e-01       5.557874965723e-01      -2.541338169318e+00       1.807842764652e-03       1.236991523548e-01      -2.278604206446e+00       6.941699640571e-03      -2.535246203834e+00       1.828308839780e-03       1.232631938348e-01 
       2.562145540128e+02       8.109661105052e-04      -2.786050412893e+00       4.407670044755e-03       5.348771241042e-03       1.028742174044e-02       7.196276882252e-05       2.058260307862e-03      -2.091346197160e+00       4.482051370803e-03       5.344103907786e-01       5.555659637303e-01      -2.543202454586e+00       1.797965485540e-03       1.237422803329e-01      -2.282095249391e+00       6.950633190287e-03      -2.537086554056e+00       1.818581331284e-03       1.233056882688e-01 
       2.566286887308e+02       8.126946479659e-04      -2.789385253509e+00       4.407311699623e-03       5.432813389548e-03       1.040625130609e-02       7.392666856046e-05       2.082058475656e-03      -2.093878469700e+00       4.483332791458e-03       5.342486988719e-01       5.553406856326e-01      -2.545093584519e+00       1.787882694672e-03       1.237846158620e-01      -2.285651463778e+00       6.959718881825e-03      -2.538953292389e+00       1.808651763397e-03       1.233473960563e-01 
       2.570503141245e+02       8.144558357173e-04      -2.792779411635e+00       4.406911545306e-03       5.519845954280e-03       1.052835832574e-02       7.598119520621e-05       2.106514103505e-03      -2.096456499787e+00       4.484642841638e-03       5.340839109389e-01       5.551115299119e-01      -2.547012403769e+00       1.777586508348e-03       1.238260990248e-01      -2.289275273989e+00       6.968962132173e-03      -2.540847267348e+00       1.798512409053e-03       1.233882590081e-01 
       2.574797058518e+02       8.162509011068e-04      -2.796235028661e+00       4.406466965616e-03       5.610026818478e-03       1.065387395501e-02       7.813207658866e-05       2.131653578744e-03      -2.099081971385e+00       4.485983276410e-03       5.339159089882e-01       5.548783580744e-01      -2.548959789722e+00       1.767068641011e-03       1.238666651941e-01      -2.292969223975e+00       6.978368611346e-03      -2.542769327064e+00       1.788155123960e-03       1.234282127188e-01 
       2.579171528032e+02       8.180811319803e-04      -2.799754345879e+00       4.405975140411e-03       5.703524538032e-03       1.078293560446e-02       8.038549064898e-05       2.157504554770e-03      -2.101756649571e+00       4.487355992621e-03       5.337445691559e-01       5.546410252388e-01      -2.550936653209e+00       1.756320383790e-03       1.239062446184e-01      -2.296735983243e+00       6.987944253623e-03      -2.544720353694e+00       1.777571349984e-03       1.234671878018e-01 
       2.583629577201e+02       8.199478796762e-04      -2.803339708840e+00       4.405433027077e-03       5.800519164277e-03       1.091568718727e-02       8.274810617710e-05       2.184096002257e-03      -2.104482384388e+00       4.488763042530e-03       5.335697615783e-01       5.543993798604e-01      -2.552943939167e+00       1.745332582112e-03       1.239447619683e-01      -2.300578353094e+00       6.997695269079e-03      -2.546701294200e+00       1.766752114209e-03       1.235051109113e-01 
       2.588174378069e+02       8.218525620261e-04      -2.806993571582e+00       4.404837340191e-03       5.901203127999e-03       1.105227935381e-02       8.522712742556e-05       2.211458257975e-03      -2.107261114665e+00       4.490206648746e-03       5.333913497586e-01       5.541532634672e-01      -2.554982627090e+00       1.734095612951e-03       1.239821358427e-01      -2.304499272878e+00       7.007628154812e-03      -2.548713101944e+00       1.755687965325e-03       1.235419013926e-01 
       2.592809253230e+02       8.237966663037e-04      -2.810718500590e+00       4.404184529204e-03       6.005782186024e-03       1.119286970498e-02       8.783034290489e-05       2.239623069576e-03      -2.110094871693e+00       4.491689220549e-03       5.332091903867e-01       5.539025104190e-01      -2.557053731158e+00       1.722599362047e-03       1.240182782274e-01      -2.308501826116e+00       7.017749705513e-03      -2.550756755159e+00       1.744368964640e-03       1.235774716472e-01 
       2.597537681628e+02       8.257817521617e-04      -2.814517178630e+00       4.403470753969e-03       6.114476437110e-03       1.133762298237e-02       9.056617882169e-05       2.268623636010e-03      -2.112985782887e+00       4.493213372157e-03       5.330231333073e-01       5.536469476699e-01      -2.559158300161e+00       1.710833200903e-03       1.240530939067e-01      -2.312589246638e+00       7.028067023654e-03      -2.552833303615e+00       1.732784695702e-03       1.236117288258e-01 
       2.602363303928e+02       8.278094544265e-04      -2.818392408125e+00       4.402691857929e-03       6.227521404689e-03       1.148671122003e-02       9.344375742403e-05       2.298494640592e-03      -2.115936075190e+00       4.494781942773e-03       5.328330208557e-01       5.533863945621e-01      -2.561297416996e+00       1.698785964302e-03       1.240864798230e-01      -2.316764924417e+00       7.038587528524e-03      -2.554943799775e+00       1.720924195274e-03       1.236445708794e-01 
       2.607289927234e+02       8.298814856562e-04      -2.822347113885e+00       4.401843338781e-03       6.345169185432e-03       1.164031384460e-02       9.647296057236e-05       2.329272274028e-03      -2.118948078075e+00       4.496398018465e-03       5.326386877438e-01       5.531206626695e-01      -2.563472197631e+00       1.686445928913e-03       1.241183243795e-01      -2.321032410902e+00       7.049318963613e-03      -2.557089321572e+00       1.708775949269e-03       1.236758870350e-01 
       2.612321529120e+02       8.319996384518e-04      -2.826384345225e+00       4.400920316422e-03       6.467689666518e-03       1.179861771441e-02       9.966449898032e-05       2.360994245664e-03      -2.122024226184e+00       4.498064956553e-03       5.324399610898e-01       5.528495556742e-01      -2.565683789570e+00       1.673800793109e-03       1.241485066870e-01      -2.325395423869e+00       7.060269402353e-03      -2.559271018633e+00       1.696327905081e-03       1.237055593716e-01 
       2.617462260457e+02       8.341657873020e-04      -2.830507276973e+00       4.399917498030e-03       6.595371802043e-03       1.196181707238e-02       1.030299872709e-04       2.393699777885e-03      -2.125167061252e+00       4.499786412198e-03       5.322366597504e-01       5.525728693191e-01      -2.567933369534e+00       1.660837659324e-03       1.241768957484e-01      -2.329857851304e+00       7.071447251006e-03      -2.561490023537e+00       1.683567396414e-03       1.237334578292e-01 
       2.622716446801e+02       8.363818898599e-04      -2.834719209175e+00       4.398829140086e-03       6.728524943929e-03       1.213011339373e-02       1.065820251300e-04       2.427429579968e-03      -2.128379233159e+00       4.501566367430e-03       5.320285945341e-01       5.522903914517e-01      -2.570222140248e+00       1.647543019591e-03       1.242033495824e-01      -2.334423754094e+00       7.082861248187e-03      -2.563747509267e+00       1.670481170241e-03       1.237594422914e-01 
       2.628088587973e+02       8.386499874991e-04      -2.839023565275e+00       4.397649007241e-03       6.867480217937e-03       1.230371510428e-02       1.103342847224e-04       2.462225796578e-03      -2.131663499960e+00       4.503409163195e-03       5.318155681929e-01       5.520019021582e-01      -2.572551326253e+00       1.633902745311e-03       1.242277142851e-01      -2.339097367273e+00       7.094520460337e-03      -2.566044696304e+00       1.657055383920e-03       1.237833622079e-01 
       2.633583355078e+02       8.409722048220e-04      -2.843423888028e+00       4.396370327968e-03       7.012591922043e-03       1.248283712955e-02       1.143016041686e-04       2.498131923016e-03      -2.135022726360e+00       4.505319533870e-03       5.315973750288e-01       5.517071740538e-01      -2.574922168338e+00       1.619902083265e-03       1.242498230307e-01      -2.343883099067e+00       7.106434271384e-03      -2.568382766739e+00       1.643275549285e-03       1.238050517265e-01 
       2.639205584745e+02       8.433507480253e-04      -2.847923833067e+00       4.394985746917e-03       7.164238934882e-03       1.266770025063e-02       1.185000871309e-04       2.535192682466e-03      -2.138459880549e+00       4.507302644892e-03       5.313738016301e-01       5.514059727243e-01      -2.577335916569e+00       1.605525658615e-03       1.242694950166e-01      -2.348785527589e+00       7.118612366245e-03      -2.570762963365e+00       1.629126604926e-03       1.238243337886e-01 
       2.644960269451e+02       8.457879016351e-04      -2.852527159187e+00       4.393487274194e-03       7.322826092916e-03       1.285853020991e-02       1.229472077174e-04       2.573453853933e-03      -2.141978028735e+00       4.509364133390e-03       5.311446267353e-01       5.510980573753e-01      -2.579793821501e+00       1.590757488010e-03       1.242865343583e-01      -2.353809394186e+00       7.131064705754e-03      -2.573186499696e+00       1.614592876764e-03       1.238410151161e-01 
       2.650852543400e+02       8.482860233691e-04      -2.857237714840e+00       4.391866231669e-03       7.488785503815e-03       1.305555652673e-02       1.276619200551e-04       2.612962042929e-03      -2.145580326971e+00       4.511510151389e-03       5.309096218756e-01       5.507831817380e-01      -2.582297123283e+00       1.575581004463e-03       1.243007289471e-01      -2.358959592868e+00       7.143801491814e-03      -2.575654573440e+00       1.599658118944e-03       1.238548862683e-01 
       2.656887662995e+02       8.508475367128e-04      -2.862059420228e+00       4.390113196781e-03       7.662577745100e-03       1.325901096717e-02       1.326647712447e-04       2.653764383829e-03      -2.149270009827e+00       4.513747412169e-03       5.306685523151e-01       5.504610952474e-01      -2.584847038480e+00       1.559979096840e-03       1.243118492867e-01      -2.364241155058e+00       7.156833120955e-03      -2.578168394955e+00       1.584305578856e-03       1.238657225041e-01 
       2.663070980453e+02       8.534749205626e-04      -2.866996243661e+00       4.388217944531e-03       7.844692871444e-03       1.346912559233e-02       1.379780154783e-04       2.695908158786e-03      -2.153050374903e+00       4.516083238500e-03       5.304211775589e-01       5.501315446000e-01      -2.587444743958e+00       1.543934168167e-03       1.243196473293e-01      -2.369659228228e+00       7.170170123077e-03      -2.580729075611e+00       1.568517995413e-03       1.238732780317e-01 
       2.669407910273e+02       8.561706957923e-04      -2.872052172104e+00       4.386169388359e-03       8.035651175732e-03       1.368613034750e-02       1.436257274645e-04       2.739440325768e-03      -2.156924763109e+00       4.518525613148e-03       5.301672533506e-01       5.497942756797e-01      -2.590091357929e+00       1.527428214129e-03       1.243238553470e-01      -2.375219048190e+00       7.183823085024e-03      -2.583337735187e+00       1.552277754720e-03       1.238772909848e-01 
       2.675903885927e+02       8.589374075929e-04      -2.877231173782e+00       4.383955521584e-03       8.236003565989e-03       1.391025007516e-02       1.496339105386e-04       2.784406932252e-03      -2.160896533076e+00       4.521083230050e-03       5.299065327050e-01       5.494490359939e-01      -2.592787917206e+00       1.510442929216e-03       1.243241848738e-01      -2.380925902634e+00       7.197802553446e-03      -2.585995346840e+00       1.535566913704e-03       1.238774760083e-01 
       2.682564307323e+02       8.617776037675e-04      -2.882537153275e+00       4.381563360512e-03       8.446331495260e-03       1.414170094187e-02       1.560305965658e-04       2.830852412641e-03      -2.164969030030e+00       4.523765545646e-03       5.296387687107e-01       5.490955775934e-01      -2.595535351072e+00       1.492959840040e-03       1.243203257723e-01      -2.386785086255e+00       7.212118918287e-03      -2.588702832915e+00       1.518367405557e-03       1.238735292049e-01 
       2.689394475702e+02       8.646938075220e-04      -2.887973896609e+00       4.378978892113e-03       8.667246246578e-03       1.438068614141e-02       1.628459301684e-04       2.878818741742e-03      -2.169145547166e+00       4.526582828485e-03       5.293637166828e-01       5.487336606220e-01      -2.598334450733e+00       1.474960475445e-03       1.243119454890e-01      -2.392801844517e+00       7.226782270101e-03      -2.591460933256e+00       1.500661146485e-03       1.238651225331e-01 
       2.696399517023e+02       8.676884851252e-04      -2.893545007102e+00       4.376187028193e-03       8.899387485016e-03       1.462739089074e-02       1.701122323597e-04       2.928344447582e-03      -2.173429280056e+00       4.529546205331e-03       5.290811378185e-01       5.483630574633e-01      -2.601185834977e+00       1.456426571858e-03       1.242986885729e-01      -2.398981306720e+00       7.241802233578e-03      -2.594270252210e+00       1.482430286121e-03       1.238519072331e-01 
       2.703584290946e+02       8.707640071494e-04      -2.899253829929e+00       4.373171570188e-03       9.143420844814e-03       1.488197661106e-02       1.778640334523e-04       2.979463461742e-03      -2.177823272482e+00       4.532667701361e-03       5.287908027106e-01       5.479835575878e-01      -2.604089911387e+00       1.437340322718e-03       1.242801765493e-01      -2.405328405813e+00       7.257187771667e-03      -2.597131155433e+00       1.463657415102e-03       1.238335106034e-01 
       2.710953287086e+02       8.739226039125e-04      -2.905103366681e+00       4.369915187611e-03       9.400034440329e-03       1.514457435664e-02       1.861380678151e-04       3.032203819567e-03      -2.182330354540e+00       4.535960271399e-03       5.284924961143e-01       5.475949730406e-01      -2.607046834055e+00       1.417684668964e-03       1.242560082481e-01      -2.411847786090e+00       7.272946964029e-03      -2.600043785047e+00       1.444325883835e-03       1.238095390645e-01 
       2.718510506774e+02       8.771663142901e-04      -2.911096178832e+00       4.366399415454e-03       9.669934058554e-03       1.541527745547e-02       1.949732178737e-04       3.086586202596e-03      -2.186953072103e+00       4.539437818842e-03       5.281860217738e-01       5.471971446052e-01      -2.610056457715e+00       1.397443636720e-03       1.242257607013e-01      -2.418543697191e+00       7.289086756719e-03      -2.603007957008e+00       1.424420102061e-03       1.237795763121e-01 
       2.726259334080e+02       8.804969294101e-04      -2.917234283124e+00       4.362604674170e-03       9.953836962178e-03       1.569413354461e-02       2.044103990383e-04       3.142622359402e-03      -2.191693609752e+00       4.543115198517e-03       5.278712084549e-01       5.467899484739e-01      -2.613118290164e+00       1.376602713560e-03       1.241889907160e-01      -2.425419877374e+00       7.305612691396e-03      -2.606023181726e+00       1.403925946545e-03       1.237431881069e-01 
       2.734202395432e+02       8.839159308534e-04      -2.923519038672e+00       4.358510318584e-03       1.025246407450e-02       1.598113605747e-02       2.144923710412e-04       3.200313415610e-03      -2.196553706879e+00       4.547008198829e-03       5.275479157476e-01       5.463733034027e-01      -2.616231443362e+00       1.355149266492e-03       1.241452372430e-01      -2.432479425406e+00       7.322528613253e-03      -2.609088531153e+00       1.382831125194e-03       1.236999205797e-01 
       2.742341416007e+02       8.874244267913e-04      -2.929951032369e+00       4.354094718196e-03       1.056653064477e-02       1.627621557274e-02       2.252634709588e-04       3.259648154449e-03      -2.201534571796e+00       4.551133500197e-03       5.272160411200e-01       5.459471779432e-01      -2.619394586795e+00       1.333072980694e-03       1.240940246152e-01      -2.439724668050e+00       7.339836375412e-03      -2.612202699958e+00       1.361125666020e-03       1.236493085346e-01 
       2.750677072980e+02       8.910230860342e-04      -2.936529963003e+00       4.349335375459e-03       1.089673522731e-02       1.657923118192e-02       2.367692537469e-04       3.320601298337e-03      -2.206636793935e+00       4.555508603968e-03       5.268755260163e-01       5.455115977069e-01      -2.622605903660e+00       1.310366319391e-03       1.240348667421e-01      -2.447157023175e+00       7.357535540416e-03      -2.615363836582e+00       1.338802301259e-03       1.235908736022e-01 
       2.759208859497e+02       8.947120759183e-04      -2.943254535180e+00       4.344209080868e-03       1.124374738069e-02       1.688996256677e-02       2.490560453590e-04       3.383131929126e-03      -2.211860262463e+00       4.560151731712e-03       5.265263629479e-01       5.450666519448e-01      -2.625863055477e+00       1.287024967364e-03       1.239672722357e-01      -2.454776870694e+00       7.375623108425e-03      -2.618569640064e+00       1.315856971754e-03       1.235241355480e-01 
       2.767934960842e+02       8.984910046801e-04      -2.950122364442e+00       4.338692109045e-03       1.160819410646e-02       1.720810306142e-02       2.621704009903e-04       3.447182101011e-03      -2.217204092169e+00       4.565081689551e-03       5.261686009486e-01       5.446124993616e-01      -2.629163155740e+00       1.263048253151e-03       1.238907504604e-01      -2.462583432702e+00       7.394093275291e-03      -2.621817221485e+00       1.292289181867e-03       1.234486128792e-01 
       2.776852158968e+02       9.023588753480e-04      -2.957129906490e+00       4.332760449769e-03       1.199064573283e-02       1.753325452487e-02       2.761584862497e-04       3.512675810759e-03      -2.222666566412e+00       4.570317701464e-03       5.258023508428e-01       5.441493723138e-01      -2.632502758700e+00       1.238439504151e-03       1.238048183289e-01      -2.470574677395e+00       7.412937254590e-03      -2.625103159833e+00       1.268102381535e-03       1.233638327009e-01 
       2.785955771465e+02       9.063140539024e-04      -2.964272415250e+00       4.326390070361e-03       1.239160169577e-02       1.786492448262e-02       2.910653930763e-04       3.579518416495e-03      -2.228245100696e+00       4.575879211446e-03       5.254277888327e-01       5.436775791198e-01      -2.635877864872e+00       1.213206314924e-03       1.237090076486e-01      -2.478747252415e+00       7.432143175758e-03      -2.628423510258e+00       1.243304228390e-03       1.232693380559e-01 
       2.795239633665e+02       9.103542556583e-04      -2.971543936668e+00       4.319557201042e-03       1.281147691561e-02       1.820252606646e-02       3.069344142519e-04       3.647596610581e-03      -2.233936232177e+00       4.581785660034e-03       5.250451579452e-01       5.431975040258e-01      -2.639283945805e+00       1.187360700912e-03       1.236028727233e-01      -2.487096455929e+00       7.451696076030e-03      -2.631773760374e+00       1.217906703832e-03       1.231646921749e-01 
       2.804696136209e+02       9.144765554623e-04      -2.978937347583e+00       4.312238627392e-03       1.325058979641e-02       1.854538135755e-02       3.238063173351e-04       3.716779068195e-03      -2.239735642523e+00       4.588056245684e-03       5.246547679747e-01       5.427096042513e-01      -2.642715991303e+00       1.160919098524e-03       1.234859977711e-01      -2.495616256970e+00       7.471578010777e-03      -2.635148974013e+00       1.191926157184e-03       1.230494903247e-01 
       2.814316314365e+02       9.186774204063e-04      -2.986444436451e+00       4.304411980905e-03       1.370915230435e-02       1.889272807361e-02       3.417186426128e-04       3.786917759914e-03      -2.245638211816e+00       4.594709676466e-03       5.242569923675e-01       5.422144043489e-01      -2.646168576152e+00       1.133902216229e-03       1.233580038177e-01      -2.504299362425e+00       7.491768272969e-03      -2.638543789441e+00       1.165383124250e-03       1.229233633752e-01 
       2.824089995003e+02       9.229527679558e-04      -2.994056030064e+00       4.296056007912e-03       1.418726309658e-02       1.924372978542e-02       3.607050738438e-04       3.857849966774e-03      -2.251638107166e+00       4.601763927712e-03       5.238522628899e-01       5.417124876150e-01      -2.649635946750e+00       1.106334714494e-03       1.232185545725e-01      -2.513137336742e+00       7.512243732551e-03      -2.641952504164e+00       1.138302010956e-03       1.227859835235e-01 
       2.834005995622e+02       9.272980474084e-04      -3.001762161169e+00       4.287150801957e-03       1.468490420398e-02       1.959748931316e-02       3.807949178498e-04       3.929400929203e-03      -2.257728902603e+00       4.609236016931e-03       5.234410622447e-01       5.412044849203e-01      -2.653112123587e+00       1.078244724460e-03       1.230673608998e-01      -2.522120770030e+00       7.532979282050e-03      -2.645369237220e+00       1.110710644856e-03       1.226370715149e-01 
       2.844052360913e+02       9.317083386615e-04      -3.009552265031e+00       4.277677991384e-03       1.520194128473e-02       1.995306452205e-02       4.020127126515e-04       4.001386974937e-03      -2.263903721459e+00       4.617141803665e-03       5.230239142721e-01       5.406910617473e-01      -2.656591012601e+00       1.049663241427e-03       1.229041836680e-01      -2.531239482150e+00       7.553948356398e-03      -2.648787974543e+00       1.082639648344e-03       1.224763963925e-01 
       2.854216630004e+02       9.361784655596e-04      -3.017415398916e+00       4.267620867887e-03       1.573812772592e-02       2.030948592143e-02       4.243779957292e-04       4.073619008740e-03      -2.270155397237e+00       4.625495827867e-03       5.226013729684e-01       5.401729038287e-01      -2.660066521483e+00       1.020623409026e-03       1.227288347222e-01      -2.540482757192e+00       7.575123511282e-03      -2.652202692628e+00       1.054121738444e-03       1.223037768455e-01 
       2.864486116585e+02       9.407031162178e-04      -3.025340469949e+00       4.256964453346e-03       1.629311216888e-02       2.066577501819e-02       4.479052359229e-04       4.145906155491e-03      -2.276476642138e+00       4.634311191076e-03       5.221740108972e-01       5.396507023472e-01      -2.663532673413e+00       9.911597424371e-04       1.225411759872e-01      -2.549839592553e+00       7.596477021702e-03      -2.655607518947e+00       1.025190981858e-03       1.221190825297e-01 
       2.874848182159e+02       9.452769617329e-04      -3.033316455566e+00       4.245695509612e-03       1.686644867991e-02       2.102096229936e-02       4.726039148265e-04       4.218059332344e-03      -2.282860211360e+00       4.643599479848e-03       5.217424071819e-01       5.391251397148e-01      -2.666983710840e+00       9.613073468721e-04       1.223411168989e-01      -2.559298944877e+00       7.617981459103e-03      -2.658996788202e+00       9.958820071198e-04       1.219222293697e-01 
       2.885290492930e+02       9.498947690995e-04      -3.041332608879e+00       4.233802491485e-03       1.745760909274e-02       2.137410410936e-02       4.984787522890e-04       4.289894604391e-03      -2.289299057503e+00       4.653370734791e-03       5.213071361205e-01       5.385968764111e-01      -2.670414186038e+00       9.311011600205e-04       1.221286103293e-01      -2.568849964172e+00       7.639610227378e-03      -2.662365119351e+00       9.662292563057e-04       1.217131749731e-01 
       2.895801245928e+02       9.545515018910e-04      -3.049378637653e+00       4.221275453732e-03       1.806599657671e-02       2.172429758109e-02       5.255300461558e-04       4.361236155838e-03      -2.295786466389e+00       4.663633459258e-03       5.208687572167e-01       5.380665396078e-01      -2.673819033926e+00       9.005752626463e-04       1.219036473797e-01      -2.578482202722e+00       7.661338028253e-03      -2.665707538549e+00       9.362663274219e-04       1.214919158488e-01 
       2.906369354270e+02       9.592424040519e-04      -3.057444849143e+00       4.208105925338e-03       1.869095951135e-02       2.207069302899e-02       5.537540914956e-04       4.431918758116e-03      -2.302316168165e+00       4.674394659864e-03       5.204278064474e-01       5.375347140641e-01      -2.677193624738e+00       8.697622905893e-04       1.216662514647e-01      -2.588185789127e+00       7.683141235973e-03      -2.669019509898e+00       9.060253886031e-04       1.212584805938e-01 
       2.916984589602e+02       9.639630657122e-04      -3.065522259578e+00       4.194286760071e-03       1.933180507819e-02       2.241250359754e-02       5.831436538127e-04       4.501789693560e-03      -2.308882422603e+00       4.685659913812e-03       5.199847891479e-01       5.370019353430e-01      -2.680533797159e+00       8.386929584022e-04       1.214164720218e-01      -2.597951565203e+00       7.704998178535e-03      -2.672296926261e+00       8.755366969948e-04       1.210129217973e-01 
       2.927637680770e+02       9.687094703343e-04      -3.073602667842e+00       4.179811974705e-03       1.998781197568e-02       2.274901209140e-02       6.136884664544e-04       4.570710119323e-03      -2.315480078012e+00       4.697433455128e-03       5.195401751445e-01       5.364686853631e-01      -2.683835872976e+00       8.073957020835e-04       1.211543781947e-01      -2.607771184252e+00       7.726889324717e-03      -2.675536175258e+00       8.448282674637e-04       1.207553121909e-01 
       2.938320370470e+02       9.734780237043e-04      -3.081678695127e+00       4.164676585468e-03       2.065824180299e-02       2.307957509516e-02       6.453757251515e-04       4.638555892401e-03      -2.322104604791e+00       4.709718271848e-03       5.190943954394e-01       5.359353901595e-01      -2.687096655210e+00       7.758964402623e-04       1.208800527872e-01      -2.617637171723e+00       7.748797381841e-03      -2.678734140953e+00       8.139256394901e-04       1.204857388582e-01 
       2.949025435462e+02       9.782655670046e-04      -3.089743795319e+00       4.148876449228e-03       2.134234892251e-02       2.340362468491e-02       6.781905624816e-04       4.705217915577e-03      -2.328752107071e+00       4.722516209172e-03       5.186478402133e-01       5.354024195213e-01      -2.690313412928e+00       7.442184413889e-04       1.205935866789e-01      -2.627542952885e+00       7.770707317085e-03      -2.681888137442e+00       7.828517318913e-04       1.202042954238e-01 
       2.959746676975e+02       9.830693767050e-04      -3.097792241632e+00       4.132408113802e-03       2.203938874775e-02       2.372066810736e-02       7.121164905170e-04       4.770602078969e-03      -2.335419316444e+00       4.735828074568e-03       5.182008585178e-01       5.348700881401e-01      -2.693483855973e+00       7.123822806340e-04       1.202950738165e-01      -2.637482853172e+00       7.792606317051e-03      -2.684995911405e+00       7.516268115247e-04       1.199110783972e-01 
       2.970478886816e+02       9.878871535488e-04      -3.105819094033e+00       4.115268682046e-03       2.274862441728e-02       2.403028579040e-02       7.471358003213e-04       4.834628869202e-03      -2.342103571084e+00       4.749653739990e-03       5.177537590869e-01       5.343386579738e-01      -2.696606102295e+00       6.804058727061e-04       1.199846068746e-01      -2.647452075857e+00       7.814483697721e-03      -2.688055639056e+00       7.202685349898e-04       1.196061842266e-01 
