#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]      
       1.792416447941e+03       1.651163462220e-02      -1.770831431710e+00      -5.183731571868e-04       6.272333000461e-02       5.884732725590e-04      -1.785960590635e-04      -1.932706824341e-04      -2.997573019885e+01       2.961170908356e-02       4.054056230341e-01       4.054529796714e-01      -1.627504181683e+00      -6.442921263536e-04      -8.685422810309e-03      -3.170954304954e+01       2.986626426619e-02      -3.518198798120e+00       3.599008926016e-03       6.338272541342e-02 
       1.823641949402e+03       1.702370096905e-02      -1.743366087287e+00      -8.181776788625e-04       4.603583400722e-02       6.306272777241e-04      -8.045290494539e-05      -9.550844563256e-05      -3.090795447277e+01       3.006705401926e-02       4.052617482894e-01       4.052949877703e-01      -1.602243661298e+00      -5.895925085364e-04      -2.015425834444e-02      -3.264959591936e+01       3.031398035873e-02      -3.639438691789e+00       3.701257543582e-03       6.347626784996e-02 
       1.855412964334e+03       1.755260896453e-02      -1.704482181109e+00      -1.029441747166e-03       2.482937468106e-02       6.440292661707e-04      -3.248172990784e-06       3.835005080587e-05      -3.187103929566e+01       3.053010427256e-02       4.051203414930e-01       4.051391349565e-01      -1.580079207985e+00      -4.778177802124e-04      -2.954206942788e-02      -3.362040716579e+01       3.076961658443e-02      -3.766249672398e+00       3.813378710539e-03       6.319786734266e-02 
       1.887739665352e+03       1.809894229355e-02      -1.658147204669e+00      -1.128560686210e-03       1.281666197781e-03       6.365491314743e-04       4.238736935504e-05       1.986897875697e-04      -3.286604777219e+01       3.100100385740e-02       4.049806709778e-01       4.049861548612e-01      -1.563370017825e+00      -3.199031794424e-04      -3.580132086556e-02      -3.462304093723e+01       3.123331125979e-02      -3.899154503743e+00       3.937190784796e-03       6.267047550817e-02 
       1.920632564341e+03       1.866330812259e-02      -1.609344524626e+00      -1.103212756636e-03      -2.207351951720e-02       6.196646245965e-04       4.886843229352e-05       3.735701429046e-04      -3.389408564797e+01       3.147989963305e-02       4.048422215994e-01       4.048367666606e-01      -1.553986459387e+00      -1.325439039261e-04      -3.817705420802e-02      -3.565860404535e+01       3.170520566124e-02      -4.038746984729e+00       4.073912956729e-03       6.201703592499e-02 
       1.954102534295e+03       1.924633838234e-02      -1.563577200978e+00      -9.547224691190e-04      -4.260684400997e-02       6.074525885870e-04       1.266450729057e-05       5.498389476697e-04      -3.495630382787e+01       3.196694235466e-02       4.047047258282e-01       4.046915923357e-01      -1.553044905289e+00       6.326002793986e-05      -3.632155306188e-02      -3.672824848288e+01       3.218544508492e-02      -4.185674453881e+00       4.224149434576e-03       6.135172897283e-02 
       1.988160832628e+03       1.984869114385e-02      -1.526248445866e+00      -6.990336391244e-04      -5.789818016177e-02       6.151819715992e-04      -6.504439609064e-05       7.144539159814e-04      -3.605390105125e+01       3.246228786039e-02       4.045681704911e-01       4.045510857752e-01      -1.560703684368e+00       2.443813164350e-04      -3.037318651263e-02      -3.783317409851e+01       3.267418004018e-02      -4.340619567980e+00       4.387920383100e-03       6.077263461710e-02 
       2.022819537527e+03       2.047105954073e-02      -1.501980546244e+00      -3.659372799682e-04      -6.605339236388e-02       6.576221043717e-04      -1.781841343821e-04       8.558802260922e-04      -3.718814028758e+01       3.296610429086e-02       4.044327762157e-01       4.044154802011e-01      -1.576057657820e+00       3.882955285322e-04      -2.098292513924e-02      -3.897464507700e+01       3.317157339731e-02      -4.504284564075e+00       4.564736215463e-03       6.035630585935e-02 
       2.058087858431e+03       2.111410565636e-02      -1.493956481459e+00       3.575054696783e-06      -6.599242938353e-02       7.472201659440e-04      -3.161333650569e-04       9.653860423071e-04      -3.836022831770e+01       3.347851929676e-02       4.042989681194e-01       4.042847771003e-01      -1.597159545854e+00       4.760671797847e-04      -9.277667704499e-03      -4.015386876727e+01       3.367774825376e-02      -4.677357529898e+00       4.753682888108e-03       6.015459423023e-02 
       2.093732973528e+03       2.177399561624e-02      -1.503252098238e+00       3.596372538995e-04      -5.774826789536e-02       8.911948342586e-04      -4.636647112184e-04       1.037744480266e-03      -3.956317586306e+01       3.399614861821e-02       4.041681715796e-01       4.041595662599e-01      -1.621028463474e+00       4.953750238106e-04       3.165677280381e-03      -4.136380970393e+01       3.418935585724e-02      -4.859251961218e+00       4.952191813847e-03       6.019258866370e-02 
       2.130082223977e+03       2.245724717492e-02      -1.528745739341e+00       6.580084855041e-04      -4.236208588649e-02       1.093363624868e-03      -6.058655863626e-04       1.073440521377e-03      -4.080886398576e+01       3.452374574695e-02       4.040397852547e-01       4.040382480772e-01      -1.644539287096e+00       4.432438971363e-04       1.479112168811e-02      -4.261641338079e+01       3.471108979943e-02      -5.052186587913e+00       5.160658718232e-03       6.047090850798e-02 
       2.167088566496e+03       2.316356182156e-02      -1.567078990297e+00       8.565631769217e-04      -2.194813938136e-02       1.350257424117e-03      -7.259304795180e-04       1.076266519158e-03      -4.209674969294e+01       3.506062748450e-02       4.039145934426e-01       4.039204583549e-01      -1.664217384649e+00       3.258049767415e-04       2.394321111461e-02      -4.391112574828e+01       3.524227297005e-02      -5.256508602065e+00       5.377446777375e-03       6.097118021463e-02 
       2.204725293583e+03       2.389299398840e-02      -1.612856579582e+00       9.264804793680e-04       5.116333601014e-04       1.651767677840e-03      -8.087484936958e-04       1.054042764138e-03      -4.342693279798e+01       3.560640931110e-02       4.037931765078e-01       4.038056695297e-01      -1.676998000582e+00       1.594058953305e-04       2.925378580706e-02      -4.524804047716e+01       3.578252240537e-02      -5.472608995365e+00       5.601112083954e-03       6.165770751747e-02 
       2.242845281764e+03       2.464318814882e-02      -1.659229818928e+00       8.581610342089e-04       2.150550715820e-02       1.980687145428e-03      -8.427737012100e-04       1.017404155630e-03      -4.479511701268e+01       3.615896432147e-02       4.036762821172e-01       4.036937044905e-01      -1.680748500436e+00      -3.060680712852e-05       2.988485400827e-02      -4.662283537948e+01       3.632972835194e-02      -5.700089967714e+00       5.829678073339e-03       6.248050897044e-02 
       2.280894182410e+03       2.540342024824e-02      -1.698823267414e+00       6.678104088309e-04       3.752188044434e-02       2.311890045125e-03      -8.227683148950e-04       9.782313256486e-04      -4.618173921538e+01       3.671027081851e-02       4.035655094080e-01       4.035855729078e-01      -1.674921982420e+00      -2.124313978887e-04       2.582620271828e-02      -4.801585722180e+01       3.687593579313e-02      -5.935821506739e+00       6.058966823367e-03       6.337384013952e-02 
       2.318380382011e+03       2.616358369738e-02      -1.726066258473e+00       3.952262114984e-04       4.616917741769e-02       2.620369685801e-03      -7.519346540048e-04       9.464478925727e-04      -4.756835540661e+01       3.725322701217e-02       4.034617685998e-01       4.034821122675e-01      -1.660907063196e+00      -3.573341544469e-04       1.799460848124e-02      -4.940859287770e+01       3.741408906625e-02      -6.176555646376e+00       6.285466555413e-03       6.427483052679e-02 
       2.355051677719e+03       2.691795447769e-02      -1.738390780450e+00       9.037262182946e-05       4.662664439676e-02       2.886918361134e-03      -6.394695708161e-04       9.277325213816e-04      -4.894451137498e+01       3.778420426998e-02       4.033649822706e-01       4.033835989502e-01      -1.641405799970e+00      -4.466044567687e-04       7.873067677742e-03      -5.079056479347e+01       3.794056765617e-02      -6.420211245113e+00       6.507409115876e-03       6.513692720255e-02 
       2.390789695578e+03       2.766333958335e-02      -1.736069340452e+00      -1.985691033709e-04       3.945532210651e-02       3.099022757217e-03      -4.972853515533e-04       9.233332842852e-04      -5.030436871031e+01       3.830151184939e-02       4.032746166375e-01       4.032900826905e-01      -1.619622725846e+00      -4.729805043645e-04      -2.899256573823e-03      -5.215593460177e+01       3.845367068463e-02      -6.665426265201e+00       6.724063439806e-03       6.593038150219e-02 
       2.425546697748e+03       2.839793396785e-02      -1.721547051585e+00      -4.329234306886e-04       2.620518601591e-02       3.250398066483e-03      -3.375311138809e-04       9.309623601580e-04      -5.164462131364e+01       3.880447938529e-02       4.031899905891e-01       4.032015287920e-01      -1.598616849616e+00      -4.393849843211e-04      -1.283473538855e-02      -5.350140707739e+01       3.895271008155e-02      -6.911263317535e+00       6.935261423445e-03       6.663946176092e-02 
       2.459322152768e+03       2.912091899234e-02      -1.698594412639e+00      -5.873478385412e-04       8.969441759122e-03       3.339892492648e-03      -1.709522656943e-04       9.460961721593e-04      -5.296376366162e+01       3.929311692198e-02       4.031104100182e-01       4.031178355436e-01      -1.580866854654e+00      -3.562775101771e-04      -2.078945060932e-02      -5.482549356727e+01       3.943767469658e-02      -7.157117383325e+00       7.141180046422e-03       6.725906411123e-02 
       2.492146408458e+03       2.983217132513e-02      -1.671492602486e+00      -6.503853061565e-04      -1.001681248266e-02       3.370062106354e-03      -6.061312234214e-06       9.632649449159e-04      -5.426156011792e+01       3.976787853120e-02       4.030352392716e-01       4.030388398697e-01      -1.568057562236e+00      -2.385599219097e-04      -2.604373837027e-02      -5.612797822757e+01       3.990899636866e-02      -7.402641223417e+00       7.342191565422e-03       6.779130438468e-02 
       2.524065214296e+03       3.053196054940e-02      -1.644386236685e+00      -6.228662663155e-04      -2.867762926027e-02       3.345795863193e-03       1.510464296864e-04       9.770915194332e-04      -5.553849333035e+01       4.022943864432e-02       4.029639400082e-01       4.029643323713e-01      -1.561044336662e+00      -1.027622370831e-04      -2.829802756712e-02      -5.740936393096e+01       4.036732809118e-02      -7.647653215844e+00       7.538740471701e-03       6.824261558040e-02 
       2.555130973793e+03       3.122077076638e-02      -1.620836275944e+00      -5.152437319273e-04      -4.529164714936e-02       3.273205539563e-03       2.964968915982e-04       9.830099782649e-04      -5.679543867930e+01       4.067856592661e-02       4.028960771018e-01       4.028940666662e-01      -1.559931110556e+00       3.517582135501e-05      -2.761779984269e-02      -5.867054548869e+01       4.081341868476e-02      -7.892078761282e+00       7.731277037840e-03       6.862165122169e-02 
       2.585397767605e+03       3.189919320968e-02      -1.603558971085e+00      -3.445709539327e-04      -5.859486821058e-02       3.158809521293e-03       4.282428186473e-04       9.776820695452e-04      -5.803346821149e+01       4.111605170659e-02       4.028313085890e-01       4.028277682406e-01      -1.564212395161e+00       1.614573136799e-04      -2.435239139587e-02      -5.991261302235e+01       4.124804150457e-02      -8.135911642452e+00       7.920223366657e-03       6.893786450493e-02 
       2.614918585863e+03       3.256786177122e-02      -1.594318516013e+00      -1.315805238189e-04      -6.781022364527e-02       3.008987256919e-03       5.455980227151e-04       9.591640833233e-04      -5.925373284319e+01       4.154267030125e-02       4.027693692322e-01       4.027651439071e-01      -1.572941969503e+00       2.653596800943e-04      -1.904544255006e-02      -6.113673396222e+01       4.167195478130e-02      -8.379188538103e+00       8.105958563750e-03       6.920060727012e-02 
       2.643743864168e+03       3.322741480428e-02      -1.593936168502e+00       1.018696531148e-04      -7.262402941476e-02       2.829657963342e-03       6.487814692603e-04       9.268862159849e-04      -6.045739250857e+01       4.195915812112e-02       4.027100528005e-01       4.027058914177e-01      -1.584902559554e+00       3.396442585307e-04      -1.234874045369e-02      -6.234408317869e+01       4.208588061674e-02      -8.621972072564e+00       8.288814524829e-03       6.941860073956e-02 
       2.671920787748e+03       3.387847312004e-02      -1.602380491274e+00       3.348548376692e-04      -7.312735176851e-02       2.626131228648e-03       7.385178841000e-04       8.815032577970e-04      -6.164557586726e+01       4.236620381295e-02       4.026531957373e-01       4.026497085804e-01      -1.598760247965e+00       3.805596495622e-04      -4.946494140914e-03      -6.353580276741e+01       4.249049496493e-02      -8.864339577552e+00       8.469077397462e-03       6.959966102316e-02 
       2.699493047583e+03       3.452162806799e-02      -1.618908236786e+00       5.489088611605e-04      -6.973720401276e-02       2.403080063739e-03       8.157174595401e-04       8.246669159601e-04      -6.281935842835e+01       4.276444487874e-02       4.025986633959e-01       4.025963013111e-01      -1.613194457904e+00       3.875521671963e-04       2.506341776379e-03      -6.471298029366e+01       4.288642407482e-02      -9.106375690930e+00       8.646991779612e-03       6.975059150283e-02 
       2.726500846176e+03       3.515743562165e-02      -1.642231173005e+00       7.290362495015e-04      -6.310925616774e-02       2.164593934532e-03       8.812411777957e-04       7.587600953011e-04      -6.397975165038e+01       4.315446785911e-02       4.025463392046e-01       4.025453902688e-01      -1.626999434925e+00       3.627842651042e-04       9.430447592124e-03      -6.587663802650e+01       4.327424450260e-02      -9.348167497641e+00       8.822765952700e-03       6.987717989120e-02 
       2.752981044454e+03       3.578641422772e-02      -1.670689811351e+00       8.642647529957e-04      -5.405075902468e-02       1.914277300529e-03       9.357482490942e-04       6.866237575423e-04      -6.512769892569e+01       4.353681052419e-02       4.024961166385e-01       4.024967158928e-01      -1.639156655047e+00       3.105456837814e-04       1.535355467208e-02      -6.702772905671e+01       4.365448514486e-02      -9.589801507311e+00       8.996577341480e-03       6.998425749641e-02 
       2.778967379739e+03       3.640904489657e-02      -1.702420094096e+00       9.478093833939e-04      -4.343980657665e-02       1.655367170547e-03       9.796162366108e-04       6.112984098177e-04      -6.626407567046e+01       4.391196506934e-02       4.024478936894e-01       4.024500418595e-01      -1.648879875727e+00       2.366251130351e-04       1.992821399853e-02      -6.816713751259e+01       4.402763029311e-02      -9.831361603571e+00       9.168577420558e-03       7.007578946764e-02 
       2.804490710412e+03       3.702577251080e-02      -1.735503445235e+00       9.769256318580e-04      -3.215493072944e-02       1.390850377256e-03       1.012921433176e-03       5.357950702672e-04      -6.738969165088e+01       4.428038168232e-02       4.024015694123e-01       4.024051570644e-01      -1.655635946063e+00       1.476941738990e-04       2.293779701473e-02      -6.929568100040e+01       4.439412307723e-02      -1.007292802631e+01       9.338896313782e-03       7.015498110067e-02 
       2.829579265952e+03       3.763700782072e-02      -1.768094188145e+00       9.525290230761e-04      -2.101730704703e-02       1.123567337541e-03       1.035466004127e-03       4.629046788236e-04      -6.850529457492e+01       4.464247217979e-02       4.023570421059e-01       4.023618762978e-01      -1.659145251031e+00       5.074118399106e-05       2.429287483035e-02      -7.041411429806e+01       4.475436899423e-02      -1.031457660351e+01       9.507646485373e-03       7.022438415092e-02 
       2.854258889276e+03       3.824312976873e-02      -1.798521213454e+00       8.786530478477e-04      -1.074651214374e-02       8.562941227218e-04       1.046838610109e-03       3.950502969153e-04      -6.961157429392e+01       4.499861352808e-02       4.023142087400e-01       4.023200398513e-01      -1.659365955956e+00      -4.742018788938e-05       2.402017682417e-02      -7.152313364709e+01       4.510873933598e-02      -1.055637862518e+01       9.674926108471e-03       7.028600054770e-02 
       2.878553263637e+03       3.884448790176e-02      -1.825363020680e+00       7.618097422214e-04      -1.929761229980e-03       5.917986981076e-04       1.046496231522e-03       3.341828979828e-04      -7.070916717321e+01       4.534915113956e-02       4.022729652548e-01       4.022795122630e-01      -1.656466187332e+00      -1.405525890817e-04       2.224624391282e-02      -7.262338120219e+01       4.545757440532e-02      -1.079840067843e+01       9.840821607743e-03       7.034137547268e-02 
       2.887002713783e+03       3.905472937254e-02      -1.833725153633e+00       7.120561283039e-04       7.371105451303e-04       5.000351763326e-04       1.043485277578e-03       3.147340098363e-04      -7.109289943937e+01       4.547105612514e-02       4.022588307473e-01       4.022655603262e-01      -1.654765551753e+00      -1.710563980078e-04       2.130292344152e-02      -7.300802711952e+01       4.557889651651e-02      -1.088350892890e+01       9.898801683492e-03       7.035957957791e-02 
       2.887002713783e+03       3.905472937254e-02      -1.833725153633e+00       7.120561283039e-04       7.371105451303e-04       5.000351763326e-04       1.043485277578e-03       3.147340098363e-04      -7.109289943937e+01       4.547105612514e-02       4.022588307473e-01       4.022655603262e-01      -1.654765551753e+00      -1.710563980078e-04       2.130292344152e-02      -7.300802711952e+01       4.557889651651e-02      -1.088350892890e+01       9.898801683492e-03       7.035957957791e-02 
       2.902484130543e+03       3.944140497966e-02      -1.847496949766e+00       6.103079329889e-04       4.996184347971e-03       3.328701847678e-04       1.033856389983e-03       2.817189095305e-04      -7.179866082712e+01       4.569440204433e-02       4.022332136067e-01       4.022401803948e-01      -1.650788807906e+00      -2.231875245937e-04       1.904097870013e-02      -7.371544983640e+01       4.580118661805e-02      -1.104070486646e+01       1.000540992387e-02       7.039168112134e-02 
       2.926071450615e+03       4.003417852691e-02      -1.864124597071e+00       4.335748828842e-04       9.751750145219e-03       8.232294601645e-05       1.008390707725e-03       2.385159062810e-04      -7.288059693095e+01       4.603465724135e-02       4.021948478648e-01       4.022019512329e-01      -1.642819574809e+00      -2.906622547995e-04       1.472092480879e-02      -7.479988601027e+01       4.613986279662e-02      -1.128334872892e+01       1.016876009659e-02       7.043778942070e-02 
       2.949333636714e+03       4.062308451551e-02      -1.874776322678e+00       2.415160572496e-04       1.221157057067e-02      -1.570230380977e-04       9.697124308546e-04       2.048813624663e-04      -7.395547792629e+01       4.637018505728e-02       4.021577638014e-01       4.021647493455e-01      -1.633141380370e+00      -3.398886850701e-04       9.665224109670e-03      -7.587719653634e+01       4.647386747336e-02      -1.152638609535e+01       1.033093504500e-02       7.048033397827e-02 
       2.972287672763e+03       4.120837847767e-02      -1.879298052789e+00       4.394122253219e-05       1.239357250855e-02      -3.823794253335e-04       9.176524720580e-04       1.806091874722e-04      -7.502376903969e+01       4.670123290130e-02       4.021218642590e-01       4.021285141203e-01      -1.622385781057e+00      -3.690819574338e-04       4.197976626715e-03      -7.694785063985e+01       4.680344460363e-02      -1.176986700343e+01       1.049199245429e-02       7.051976205685e-02 
       2.983236137575e+03       4.148901389571e-02      -1.879318321899e+00      -5.041497171225e-05       1.170693001007e-02      -4.851083121972e-04       8.878292468134e-04       1.720808735862e-04      -7.553599153016e+01       4.685912181448e-02       4.021049716497e-01       4.021113948824e-01      -1.617011713733e+00      -3.757861144292e-04       1.513653989666e-03      -7.746118840532e+01       4.696064304292e-02      -1.188728941681e+01       1.056916826787e-02       7.053773148918e-02 
       2.983236137575e+03       4.148901389571e-02      -1.879318321899e+00      -5.041497171225e-05       1.170693001007e-02      -4.851083121972e-04       8.878292468134e-04       1.720808735862e-04      -7.553599153016e+01       4.685912181448e-02       4.021049716497e-01       4.021113948824e-01      -1.617011713733e+00      -3.757861144292e-04       1.513653989666e-03      -7.746118840532e+01       4.696064304292e-02      -1.188728941681e+01       1.056916826787e-02       7.053773148918e-02 
       2.994948984560e+03       4.179029043955e-02      -1.877824181182e+00      -1.499234844675e-04       1.044203161951e-02      -5.910389816218e-04       8.523209494023e-04       1.650380275687e-04      -7.608588909608e+01       4.702802548112e-02       4.020871280022e-01       4.020931740854e-01      -1.611193930142e+00      -3.776904982927e-04      -1.359693948882e-03      -7.801227078536e+01       4.712881575994e-02      -1.201011337478e+01       1.049427718079e-02       6.929993319620e-02 
       3.017332590341e+03       4.236905299407e-02      -1.870740007648e+00      -3.318399960184e-04       6.606218747114e-03      -7.804461589078e-04       7.741470493086e-04       1.571246265140e-04      -7.714226198157e+01       4.735078142808e-02       4.020533282297e-01       4.020585665235e-01      -1.600181688840e+00      -3.663011394572e-04      -6.706051523343e-03      -7.907088427852e+01       4.745019665947e-02      -1.224239700262e+01       1.036004053684e-02       6.698912123175e-02 
       3.039451927914e+03       4.294486996356e-02      -1.858635932326e+00      -4.948433014691e-04       1.216623486475e-03      -9.482507091005e-04       6.839065072092e-04       1.555291341223e-04      -7.819325877104e+01       4.766969589775e-02       4.020202935804e-01       4.020246579187e-01      -1.589910218571e+00      -3.364969531805e-04      -1.157277768970e-02      -8.012406529348e+01       4.776777981755e-02      -1.246902095502e+01       1.023890769095e-02       6.477583641168e-02 
       3.061316718959e+03       4.351785856241e-02      -1.842261577467e+00      -6.334270963616e-04      -5.339033719380e-03      -1.092362580875e-03       5.827394905667e-04       1.587031394488e-04      -7.923909245729e+01       4.798491027269e-02       4.019879736906e-01       4.019914433699e-01      -1.580864181682e+00      -2.906899836446e-04      -1.573446461676e-02      -8.117202941636e+01       4.808170435144e-02      -1.269044732238e+01       1.013045763181e-02       6.265614197994e-02 
       3.082943476758e+03       4.408832401811e-02      -1.822467708478e+00      -7.437121967375e-04      -1.264373529785e-02      -1.211081604970e-03       4.720889134505e-04       1.649816160547e-04      -8.028031925597e+01       4.829666372563e-02       4.019563126450e-01       4.019589081923e-01      -1.573430940499e+00      -2.319046730248e-04      -1.901748289642e-02      -8.221533598666e+01       4.839220690734e-02      -1.290718175485e+01       1.003422649801e-02       6.062545093143e-02 
       3.104348005254e+03       4.465656535296e-02      -1.800160644112e+00      -8.233908613769e-04      -2.027266440381e-02      -1.303080501027e-03       3.536987740341e-04       1.726699661331e-04      -8.131748410788e+01       4.860518506944e-02       4.019252606876e-01       4.019270384464e-01      -1.567894929608e+00      -1.635828219848e-04      -2.130156872377e-02      -8.325453285809e+01       4.869951396366e-02      -1.311969747564e+01       9.949759331675e-03       5.867933944075e-02 
       3.125511413337e+03       4.522196368862e-02      -1.776298191571e+00      -8.716141369664e-04      -2.780150596404e-02      -1.367365696133e-03       2.297799636468e-04       1.801092322741e-04      -8.234945663852e+01       4.891020297568e-02       4.018948229744e-01       4.018958698382e-01      -1.564437633036e+00      -8.951470383718e-05      -2.251948847294e-02      -8.428848920558e+01       4.900335391015e-02      -1.332810412464e+01       9.876722527305e-03       5.681650803617e-02 
       3.146414182217e+03       4.578387189282e-02      -1.751814873833e+00      -8.891228037313e-04      -3.483951704088e-02      -1.403571252216e-03       1.027814286281e-04       1.857702023959e-04      -8.337505497339e+01       4.921143714702e-02       4.018650090741e-01       4.018654348798e-01      -1.563120918418e+00      -1.354315527850e-05      -2.266346221471e-02      -8.531602268166e+01       4.930344618537e-02      -1.353249280556e+01       9.814731665997e-03       5.503546539600e-02 
       3.167071307556e+03       4.634256776315e-02      -1.727534962658e+00      -8.780151156866e-04      -4.105892964639e-02      -1.411975016871e-03      -2.492276448330e-05       1.883329399905e-04      -8.439478549052e+01       4.950910469949e-02       4.018357832758e-01       4.018357120832e-01      -1.563896017639e+00       6.078089363513e-05      -2.177858520247e-02      -8.633764236283e+01       4.960000579174e-02      -1.373327504426e+01       9.763277526047e-03       5.333171276427e-02 
       3.187494920426e+03       4.689826219849e-02      -1.704185562723e+00      -8.413720964151e-04      -4.619140950571e-02      -1.393324070659e-03      -1.508954344580e-04       1.867145068404e-04      -8.540903251044e+01       4.980338138854e-02       4.018071183953e-01       4.018066815832e-01      -1.566625470563e+00       1.302201150866e-04      -1.995195351614e-02      -8.735373489246e+01       4.989320664126e-02      -1.393081301726e+01       9.721878785505e-03       5.170116840004e-02 
       3.207690994709e+03       4.745100625379e-02      -1.682382363094e+00      -7.830456867433e-04      -5.003395957114e-02      -1.348841934137e-03      -2.726820133803e-04       1.800998184202e-04      -8.641788865323e+01       5.009435420037e-02       4.017789996140e-01       4.017783295547e-01      -1.571095171365e+00       1.919507531735e-04      -1.730615844818e-02      -8.836439456776e+01       5.018313429367e-02      -1.412539036582e+01       9.690082005497e-03       5.014038771251e-02 
       3.227667138984e+03       4.800090116918e-02      -1.662608955691e+00      -7.074099639418e-04      -5.245414680681e-02      -1.280202813154e-03      -3.879265839066e-04       1.679588153039e-04      -8.742153818008e+01       5.038213364283e-02       4.017514128146e-01       4.017506371483e-01      -1.577030466951e+00       2.436737745277e-04      -1.399067631708e-02      -8.936980740229e+01       5.046989782036e-02      -1.431728934568e+01       9.667442715288e-03       4.864591958708e-02 
       3.247430788290e+03       4.854804933900e-02      -1.645214468460e+00      -6.191208783704e-04      -5.338895914424e-02      -1.189486248774e-03      -4.944235585847e-04       1.500491151042e-04      -8.842016749807e+01       5.066682769299e-02       4.017243465203e-01       4.017235834091e-01      -1.584113040027e+00       2.836598523485e-04      -1.017328863411e-02      -9.037016146954e+01       5.075360384411e-02      -1.450677443454e+01       9.653531594138e-03       4.721446114723e-02 
       3.266988717762e+03       4.909254047037e-02      -1.630415549984e+00      -5.228958011938e-04      -5.284142870802e-02      -1.079127616927e-03      -5.901712846839e-04       1.264084544295e-04      -8.941393989400e+01       5.094853479619e-02       4.016977919212e-01       4.016971462932e-01      -1.591997544658e+00       3.107712849921e-04      -6.031753828838e-03      -9.136562159969e+01       5.103434955642e-02      -1.469408885267e+01       9.647935378554e-03       4.584289224005e-02 
       3.286347525002e+03       4.963446449622e-02      -1.618302632876e+00      -4.233123533004e-04      -5.087500207237e-02      -9.518573712123e-04      -6.734230698107e-04       9.733676258922e-05      -9.040301909951e+01       5.122735081852e-02       4.016717416164e-01       4.016713024099e-01      -1.600327905951e+00       3.244600258329e-04      -1.745776111747e-03      -9.235635299241e+01       5.131222963994e-02      -1.487946029630e+01       9.650256578145e-03       4.452823707456e-02 
       3.305513623856e+03       5.017391115749e-02      -1.608850999269e+00      -3.246372237273e-04      -4.760597869439e-02      -8.106360036822e-04      -7.427259233974e-04       6.337036503028e-05      -9.138756852510e+01       5.150336895885e-02       4.016461890794e-01       4.016460274623e-01      -1.608752278995e+00       3.247411343911e-04       2.510223760999e-03      -9.334252045433e+01       5.158733617633e-02      -1.506310189852e+01       9.660113795941e-03       4.326766274821e-02 
       3.324493221688e+03       5.071096911861e-02      -1.601935086379e+00      -2.306869021944e-04      -4.319465779111e-02      -6.585861750426e-04      -7.969494491295e-04       2.525005390564e-05      -9.236774964275e+01       5.177667942225e-02       4.016211282067e-01       4.016212967040e-01      -1.616936319920e+00       3.121471497493e-04       6.573399032357e-03      -9.432428678355e+01       5.185975831654e-02      -1.524521297250e+01       9.677141801357e-03       4.205847766419e-02 
       3.343292402299e+03       5.124572808335e-02      -1.597345004461e+00      -1.447210399757e-04      -3.783566093153e-02      -4.989229734977e-04      -8.353050438074e-04      -1.611547224498e-05      -9.334372584427e+01       5.204737061375e-02       4.015965528086e-01       4.015970852484e-01      -1.624574520573e+00       2.876673204496e-04       1.029772983433e-02      -9.530181663843e+01       5.212958346683e-02      -1.542598070926e+01       9.700991525341e-03       4.089812247522e-02 
       3.361917194084e+03       5.177828056809e-02      -1.594804429666e+00      -6.936911861211e-05      -3.174789802191e-02      -3.348849619110e-04      -8.573548643863e-04      -5.968894543551e-05      -9.431566567482e+01       5.231553011875e-02       4.015724561838e-01       4.015733683526e-01      -1.631399353875e+00       2.526755612962e-04       1.355813524235e-02      -9.627527977966e+01       5.239689826283e-02      -1.560558168744e+01       9.731330080219e-03       3.978416225591e-02 
       3.380373690088e+03       5.230872523561e-02      -1.593988994022e+00      -6.588997334030e-06      -2.516458161237e-02      -1.696673620363e-04      -8.630110668137e-04      -1.043451538038e-04      -9.528374891417e+01       5.258124642939e-02       4.015488307263e-01       4.015501216157e-01      -1.637188153562e+00       2.088510329394e-04       1.625342897294e-02      -9.724485716374e+01       5.266179028765e-02      -1.578418384968e+01       9.767840899046e-03       3.871427599516e-02 
       3.398668063308e+03       5.283716730373e-02      -1.594544418546e+00       4.234432346269e-05      -1.832371192224e-02      -6.360467667560e-06      -8.525258868554e-04      -1.489109887890e-04      -9.624816731934e+01       5.284460916247e-02       4.015256677297e-01       4.015273212474e-01      -1.641767673933e+00       1.580954557702e-04       1.830811400420e-02      -9.821074168876e+01       5.292434828685e-02      -1.596194744556e+01       9.810223760003e-03       3.768625272688e-02 
       3.416806595782e+03       5.336371936973e-02      -1.596103693520e+00       7.682359650102e-05      -1.145930369937e-02       1.521063568177e-04      -8.264739627112e-04      -1.922038824907e-04      -9.720912612627e+01       5.310570947516e-02       4.015029572573e-01       4.015049442796e-01      -1.645016484627e+00       1.024505064545e-04       1.967311142532e-02      -9.917313970011e+01       5.318466258089e-02      -1.613902608011e+01       9.858194765321e-03       3.669798669986e-02 
