# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)rho_lambda         14:(.)rho_ur             15:(.)rho_crit           16:gr.fac. D             17:gr.fac. f          
       9.469208301746e+11       8.426538450413e-22       4.892899596598e-07       1.935292763461e+18       1.418607626211e+04       1.498126961625e-08       1.343309111105e+16       2.824921411967e-07       2.213871518876e+36       2.101985036171e+27       1.124207727210e+28       5.094223088417e+35       3.511370374088e-08       1.022064239244e+36       3.745358080306e+36       5.985135735710e-14       1.999999997506e+00 
       9.403384609479e+11       8.544922889033e-22       4.927151167067e-07       1.908480520651e+18       1.418607626210e+04       1.508613850356e-08       1.333971311921e+16       2.844695861830e-07       2.152952910214e+36       2.058454199171e+27       1.100926066073e+28       4.954046488231e+35       3.511370374088e-08       9.939403255989e+35       3.642297897704e+36       6.069220907556e-14       1.999999997489e+00 
       9.338018480118e+11       8.664970510629e-22       4.961639206158e-07       1.882039744307e+18       1.418607626210e+04       1.519174147309e-08       1.324698422960e+16       2.864608732841e-07       2.093710585315e+36       2.015824859440e+27       1.078126554038e+28       4.817727096279e+35       3.511370374088e-08       9.665902914109e+35       3.542073599151e+36       6.154487391978e-14       1.999999997471e+00 
       9.273106732987e+11       8.786704681260e-22       4.996381903766e-07       1.855965287999e+18       1.418607626210e+04       1.529808366339e-08       1.315489993009e+16       2.884660993949e-07       2.036098418252e+36       1.974078347516e+27       1.055799206087e+28       4.685158774622e+35       3.511370374088e-08       9.399928420117e+35       3.444607150259e+36       6.240951785238e-14       1.999999997453e+00 
       9.208646209520e+11       8.910149095252e-22       5.031361069996e-07       1.830252076599e+18       1.418607626209e+04       1.540517024904e-08       1.306345573990e+16       2.904853620885e-07       1.980071552338e+36       1.933196380570e+27       1.033934243990e+28       4.556238305896e+35       3.511370374088e-08       9.141272686937e+35       3.349822663894e+36       6.328630916757e-14       1.999999997435e+00 
       9.144633773107e+11       9.035327779814e-22       5.066576704849e-07       1.804895105288e+18       1.418607626209e+04       1.551300644078e-08       1.297264720943e+16       2.925187596209e-07       1.925586365193e+36       1.893161054398e+27       1.012522092015e+28       4.430865312945e+35       3.511370374088e-08       8.889734325860e+35       3.257646341092e+36       6.417541852392e-14       1.999999997418e+00 
       9.081066308944e+11       9.162265099715e-22       5.102046998218e-07       1.779889438588e+18       1.418607626209e+04       1.562159748586e-08       1.288246991999e+16       2.945663909360e-07       1.872600434787e+36       1.853954835583e+27       9.915533727387e+27       4.308942180670e+35       3.511370374088e-08       8.645117489745e+35       3.168006413598e+36       6.507701897759e-14       1.999999997399e+00 
       9.017940723877e+11       9.290985762021e-22       5.137753760209e-07       1.755230209399e+18       1.418607626208e+04       1.573094866826e-08       1.279291948360e+16       2.966283556702e-07       1.821072506406e+36       1.815560553814e+27       9.710189029386e+27       4.190373980024e+35       3.511370374088e-08       8.407231720535e+35       3.080833087988e+36       6.599128601601e-14       1.999999997381e+00 
       8.955253946252e+11       9.421514820911e-22       5.173715180717e-07       1.730912618051e+18       1.418607626208e+04       1.584106530893e-08       1.270399154280e+16       2.987047541576e-07       1.770962460535e+36       1.777961394366e+27       9.509096895711e+27       4.075068394103e+35       3.511370374088e-08       8.175891800963e+35       2.996058491329e+36       6.691839759203e-14       1.999999997363e+00 
       8.893002925772e+11       9.553877682546e-22       5.209931259742e-07       1.706931931370e+18       1.418607626208e+04       1.595195276609e-08       1.261568177040e+16       3.007956874343e-07       1.722231281616e+36       1.741140890738e+27       9.312169258330e+27       3.962935646264e+35       3.511370374088e-08       7.950917610346e+35       2.913616618331e+36       6.785853415855e-14       1.999999997344e+00 
       8.831184633338e+11       9.688100110024e-22       5.246401997283e-07       1.683283481757e+18       1.418607626207e+04       1.606361643545e-08       1.252798586931e+16       3.029012572439e-07       1.674841027676e+36       1.705082917439e+27       9.119319873047e+27       3.853888430230e+35       3.511370374088e-08       7.732133984339e+35       2.833443279957e+36       6.881187870367e-14       1.999999997326e+00 
       8.769796060911e+11       9.824208228383e-22       5.283127393341e-07       1.659962666281e+18       1.418607626207e+04       1.617606175049e-08       1.244089957230e+16       3.050215660422e-07       1.628754800780e+36       1.669771682929e+27       8.930464281730e+27       3.747841842111e+35       3.511370374088e-08       7.519370578557e+35       2.755476053447e+36       6.977861678628e-14       1.999999997307e+00 
       8.708834221361e+11       9.962228529695e-22       5.320107447915e-07       1.636964945780e+18       1.418607626206e+04       1.628929418274e-08       1.235441864180e+16       3.071567170020e-07       1.583936718308e+36       1.635191722698e+27       8.745519775327e+27       3.644713314298e+35       3.511370374088e-08       7.312461735944e+35       2.679654233713e+36       7.075893657219e-14       1.999999997288e+00 
       8.648296148322e+11       1.010218787822e-21       5.357342161005e-07       1.614285843980e+18       1.418607626206e+04       1.640331924202e-08       1.226853886971e+16       3.093068140186e-07       1.540351885012e+36       1.601327892499e+27       8.564405357637e+27       3.544422551176e+35       3.511370374088e-08       7.111246357791e+35       2.605918786074e+36       7.175302887073e-14       1.999999997269e+00 
       8.588178896049e+11       1.024411351563e-21       5.394849722506e-07       1.591920946623e+18       1.418607626206e+04       1.651814247671e-08       1.218325607717e+16       3.114719617142e-07       1.497966365850e+36       1.568165361714e+27       8.387041709842e+27       3.446891466608e+35       3.511370374088e-08       6.915567778307e+35       2.534212300296e+36       7.276108717195e-14       1.999999997250e+00 
       8.528479539274e+11       1.038803306631e-21       5.432611942524e-07       1.569865900607e+18       1.418607626205e+04       1.663376947404e-08       1.209856611436e+16       3.136522654436e-07       1.456747159562e+36       1.535689606856e+27       8.213351155771e+27       3.352044123135e+35       3.511370374088e-08       6.725273642638e+35       2.464478945888e+36       7.378330768422e-14       1.999999997231e+00 
       8.469195173062e+11       1.053397454277e-21       5.470647010952e-07       1.548116413140e+18       1.418607626205e+04       1.675020586036e-08       1.201446486034e+16       3.158478312991e-07       1.416662172977e+36       1.503886405212e+27       8.043257627875e+27       3.259806672851e+35       3.511370374088e-08       6.540215788245e+35       2.396664428634e+36       7.481988937243e-14       1.999999997212e+00 
       8.410322912673e+11       1.068196635102e-21       5.508936737897e-07       1.526668250905e+18       1.418607626205e+04       1.686745730138e-08       1.193094822278e+16       3.180587661155e-07       1.377680196026e+36       1.472741828612e+27       7.876686633923e+27       3.170107299908e+35       3.511370374088e-08       6.360250129545e+35       2.330715948321e+36       7.587103399675e-14       1.999999997192e+00 
       8.351859893418e+11       1.083203729618e-21       5.547499313252e-07       1.505517239232e+18       1.418607626204e+04       1.698552950248e-08       1.184801213781e+16       3.202851774757e-07       1.339770877437e+36       1.442242237330e+27       7.713565224369e+27       3.082876164598e+35       3.511370374088e-08       6.185236545723e+35       2.266582157625e+36       7.693694615187e-14       1.999999997172e+00 
       8.293803270524e+11       1.098421658806e-21       5.586334737018e-07       1.484659261291e+18       1.418607626204e+04       1.710442820900e-08       1.176565256981e+16       3.225271737153e-07       1.302904701110e+36       1.412374274110e+27       7.553821960410e+27       2.998045348977e+35       3.511370374088e-08       6.015038771642e+35       2.204213122138e+36       7.801783330682e-14       1.999999997153e+00 
       8.236150218991e+11       1.113853384680e-21       5.625443009194e-07       1.464090257288e+18       1.418607626203e+04       1.722415920645e-08       1.168386551123e+16       3.247848639285e-07       1.267052963132e+36       1.383124858319e+27       7.397386882697e+27       2.915548803984e+35       3.511370374088e-08       5.849524291738e+35       2.143560281485e+36       7.911390584538e-14       1.999999997133e+00 
       8.178897933456e+11       1.129501910870e-21       5.664824129781e-07       1.443806223672e+18       1.418607626203e+04       1.734472832090e-08       1.160264698235e+16       3.270583579732e-07       1.232187749429e+36       1.354481180214e+27       7.244191480696e+27       2.835322298013e+35       3.511370374088e-08       5.688564236851e+35       2.084576411514e+36       8.022537710700e-14       1.999999997113e+00 
       8.122043628059e+11       1.145370283205e-21       5.704478098778e-07       1.423803212362e+18       1.418607626203e+04       1.746614141914e-08       1.152199303113e+16       3.293477664762e-07       1.198281914033e+36       1.326430695334e+27       7.094168662685e+27       2.757303366909e+35       3.511370374088e-08       5.532033283884e+35       2.027215587533e+36       8.135246342834e-14       1.999999997092e+00 
       8.065584536305e+11       1.161461590303e-21       5.744404916186e-07       1.404077329974e+18       1.418607626202e+04       1.758840440907e-08       1.144189973299e+16       3.316532008386e-07       1.165309057946e+36       1.298961119007e+27       6.947252726372e+27       2.681431265325e+35       3.511370374088e-08       5.379809558227e+35       1.971433148547e+36       8.249538418537e-14       1.999999997072e+00 
       8.009517910928e+11       1.177778964174e-21       5.784604582004e-07       1.384624737064e+18       1.418607626202e+04       1.771152323993e-08       1.136236319066e+16       3.339747732416e-07       1.133243508583e+36       1.272060420967e+27       6.803379330118e+27       2.607646919434e+35       3.511370374088e-08       5.231774538867e+35       1.917185662488e+36       8.365436183608e-14       1.999999997052e+00 
       7.953841023761e+11       1.194325580830e-21       5.825113476021e-07       1.365441647380e+18       1.418607626201e+04       1.783550390260e-08       1.128337953392e+16       3.363125966513e-07       1.102060299788e+36       1.245716820092e+27       6.662485464761e+27       2.535892880927e+35       3.511370374088e-08       5.087812966107e+35       1.864430892399e+36       8.482962196378e-14       1.999999997031e+00 
       7.898551165601e+11       1.211104660903e-21       5.865877028555e-07       1.346524327128e+18       1.418607626201e+04       1.796035242992e-08       1.120494491948e+16       3.386667848249e-07       1.071735152392e+36       1.219918779235e+27       6.524509426021e+27       2.466113282288e+35       3.511370374088e-08       4.947812751827e+35       1.813127763548e+36       8.602139332097e-14       1.999999997010e+00 
       7.843645646078e+11       1.228119470272e-21       5.906949809287e-07       1.327869094243e+18       1.418607626201e+04       1.808607489692e-08       1.112705553076e+16       3.410374523156e-07       1.042244455311e+36       1.194655000179e+27       6.389390787476e+27       2.398253793298e+35       3.511370374088e-08       4.811664892209e+35       1.763236331446e+36       8.722990787392e-14       1.999999996989e+00 
       7.789121793523e+11       1.245373320697e-21       5.948295438429e-07       1.309472317672e+18       1.418607626200e+04       1.821267742120e-08       1.104970757771e+16       3.434247144788e-07       1.013565247163e+36       1.169914418687e+27       6.257070374099e+27       2.332261578726e+35       3.511370374088e-08       4.679263382869e+35       1.714717750749e+36       8.845540084778e-14       1.999999996968e+00 
       7.734976954839e+11       1.262869570467e-21       5.989932105877e-07       1.291330416668e+18       1.418607626200e+04       1.834016616314e-08       1.097289729663e+16       3.458286874770e-07       9.856751983862e+35       1.145686199652e+27       6.127490236341e+27       2.268085257200e+35       3.511370374088e-08       4.550505136322e+35       1.667534245012e+36       8.969811077240e-14       1.999999996947e+00 
       7.681208495371e+11       1.280611625050e-21       6.031859811628e-07       1.273439860093e+18       1.418607626199e+04       1.846854732628e-08       1.089662094997e+16       3.482494882861e-07       9.585525938597e+35       1.121959732359e+27       6.000593624754e+27       2.205674861195e+35       3.511370374088e-08       4.425289901719e+35       1.621649077274e+36       9.095827952871e-14       1.999999996925e+00 
       7.627813798779e+11       1.298602937757e-21       6.074078555685e-07       1.255797165731e+18       1.418607626199e+04       1.859782715756e-08       1.082087482619e+16       3.506872347009e-07       9.321763159908e+35       1.098724625834e+27       5.876324965136e+27       2.144981798133e+35       3.511370374088e-08       4.303520186791e+35       1.577026521458e+36       9.223615239583e-14       1.999999996904e+00 
       7.574790266910e+11       1.316847010416e-21       6.116606527939e-07       1.238398899610e+18       1.418607626199e+04       1.872801194765e-08       1.074565523951e+16       3.531420453406e-07       9.065258282753e+35       1.075970704292e+27       5.754629834193e+27       2.085958812547e+35       3.511370374088e-08       4.185101181941e+35       1.533631834555e+36       9.353197809882e-14       1.999999996882e+00 
       7.522135319672e+11       1.335347394052e-21       6.159407348605e-07       1.221241675332e+18       1.418607626198e+04       1.885910803128e-08       1.067095852979e+16       3.556140396547e-07       8.815811593077e+35       1.053688002684e+27       5.635454935706e+27       2.028559949286e+35       3.511370374088e-08       4.069940686427e+35       1.491431229568e+36       9.484600885707e-14       1.999999996860e+00 
       7.469846394907e+11       1.354107689577e-21       6.202535587363e-07       1.204322153418e+18       1.418607626198e+04       1.899112178750e-08       1.059678106235e+16       3.581033379289e-07       8.573228872307e+35       1.031866762331e+27       5.518748077186e+27       1.972740517740e+35       3.511370374088e-08       3.957949036576e+35       1.450391849213e+36       9.617850043340e-14       1.999999996838e+00 
       7.417920948268e+11       1.373131548493e-21       6.245954864426e-07       1.187637040653e+18       1.418607626197e+04       1.912405964001e-08       1.052311922776e+16       3.606100612910e-07       8.337321246144e+35       1.010497426649e+27       5.404458147021e+27       1.918457057039e+35       3.511370374088e-08       3.849039035969e+35       1.410481740330e+36       9.752971218384e-14       1.999999996816e+00 
       7.366356453096e+11       1.392422673603e-21       6.289665179793e-07       1.171183089448e+18       1.418607626197e+04       1.925792805748e-08       1.044996944166e+16       3.631343317166e-07       8.107905037499e+35       9.895706369660e+26       5.292535092088e+27       1.865667302214e+35       3.511370374088e-08       3.743125887550e+35       1.371669829008e+36       9.889990710812e-14       1.999999996794e+00 
       7.315150400294e+11       1.411984819730e-21       6.333702913253e-07       1.154957097208e+18       1.418607626196e+04       1.939273355388e-08       1.037732814464e+16       3.656762720351e-07       7.884801623483e+35       9.690772284229e+26       5.182929895835e+27       1.814330151296e+35       3.511370374088e-08       3.640127127606e+35       1.333925896390e+36       1.002893519008e-13       1.999999996772e+00 
       7.264300298206e+11       1.431821794447e-21       6.378031685017e-07       1.138955905707e+18       1.418607626196e+04       1.952848268875e-08       1.030519180203e+16       3.682360059358e-07       7.667837296335e+35       9.490082259586e+26       5.075594556812e+27       1.764405633306e+35       3.511370374088e-08       3.539962561560e+35       1.297220555145e+36       1.016983170034e-13       1.999999996749e+00 
       7.213803672498e+11       1.451937458822e-21       6.422687874874e-07       1.123176400475e+18       1.418607626195e+04       1.966518206757e-08       1.023355690370e+16       3.708136579738e-07       7.456843128172e+35       9.293548403802e+26       4.970482067651e+27       1.715854877139e+35       3.511370374088e-08       3.442554201531e+35       1.261525226584e+36       1.031270766567e-13       1.999999996726e+00 
       7.163658066035e+11       1.472335728165e-21       6.467635103036e-07       1.107615510191e+18       1.418607626195e+04       1.980283834203e-08       1.016241996395e+16       3.734093535759e-07       7.251654839461e+35       9.101084645138e+26       4.867546394478e+27       1.668640081298e+35       3.511370374088e-08       3.347826205613e+35       1.226812118415e+36       1.045759089542e-13       1.999999996703e+00 
       7.113861038763e+11       1.493020572793e-21       6.512909749290e-07       1.092270206084e+18       1.418607626195e+04       1.994145821042e-08       1.009177752129e+16       3.760232190473e-07       7.052112671112e+35       8.912606694347e+26       4.766742456752e+27       1.622724484460e+35       3.511370374088e-08       3.255704818825e+35       1.193054203098e+36       1.060450958967e-13       1.999999996680e+00 
       7.064410167590e+11       1.513996018804e-21       6.558511813637e-07       1.077137501345e+18       1.418607626194e+04       2.008104841789e-08       1.002162613832e+16       3.786553815768e-07       6.858061260092e+35       8.728032007762e+26       4.668026107522e+27       1.578072336857e+35       3.511370374088e-08       3.166118315684e+35       1.160225196804e+36       1.075349234465e-13       1.999999996657e+00 
       7.015303046265e+11       1.535266148855e-21       6.604404916288e-07       1.062214450547e+18       1.418607626194e+04       2.022161575681e-08       9.951962401506e+15       3.813059692441e-07       6.669349518454e+35       8.547279751146e+26       4.571354114096e+27       1.534648872437e+35       3.511370374088e-08       3.078996944363e+35       1.128299538951e+36       1.090456815834e-13       1.999999996634e+00 
       6.966537285268e+11       1.556835102963e-21       6.650643626926e-07       1.047498149069e+18       1.418607626193e+04       2.036316706710e-08       9.882782921055e+15       3.839751110249e-07       6.485830515709e+35       8.370270764289e+26       4.476684139103e+27       1.492420281799e+35       3.511370374088e-08       2.994272872379e+35       1.097252372302e+36       1.105776643614e-13       1.999999996610e+00 
       6.918110511686e+11       1.578707079307e-21       6.697191565763e-07       1.032985732530e+18       1.418607626193e+04       2.050570923657e-08       9.814084330736e+15       3.866629367982e-07       6.307361364419e+35       8.196927526342e+26       4.383974721954e+27       1.451353685869e+35       3.511370374088e-08       2.911880133782e+35       1.067059523611e+36       1.121311699653e-13       1.999999996586e+00 
       6.870020369102e+11       1.600886335046e-21       6.744085112587e-07       1.018674376236e+18       1.418607626192e+04       2.064924920122e-08       9.745863287718e+15       3.893695773518e-07       6.133803108948e+35       8.027174121865e+26       4.293185260683e+27       1.411417110297e+35       3.511370374088e-08       2.831754577791e+35       1.037697484799e+36       1.137065007695e-13       1.999999996562e+00 
       6.822264517479e+11       1.623377187149e-21       6.791287887609e-07       1.004561294625e+18       1.418607626192e+04       2.079379394562e-08       9.678116472407e+15       3.920951643893e-07       5.965020617271e+35       7.860936207580e+26       4.204275994167e+27       1.372579460564e+35       3.511370374088e-08       2.753833818848e+35       1.009143394659e+36       1.153039633960e-13       1.999999996538e+00 
       6.774840633047e+11       1.646184013232e-21       6.838818080723e-07       9.906437407288e+17       1.418607626191e+04       2.093935050323e-08       9.610840588285e+15       3.948398305359e-07       5.800882475762e+35       7.698140979816e+26       4.117207984711e+27       1.334810497775e+35       3.511370374088e-08       2.678057188045e+35       9.813750210452e+35       1.169238687750e-13       1.999999996514e+00 
       6.727746408189e+11       1.669311252415e-21       6.886693881825e-07       9.769190056358e+17       1.418607626191e+04       2.108592595675e-08       9.544032361749e+15       3.976037093455e-07       5.641260886872e+35       7.538717142620e+26       4.031943100997e+27       1.298080815109e+35       3.511370374088e-08       2.604365685885e+35       9.543707435724e+35       1.185665322045e-13       1.999999996490e+00 
       6.680979551329e+11       1.692763406181e-21       6.934897101019e-07       9.633844179648e+17       1.418607626190e+04       2.123352743844e-08       9.477688541952e+15       4.003869353068e-07       5.486031569633e+35       7.382594876535e+26       3.948444001383e+27       1.262361814925e+35       3.511370374088e-08       2.532701936349e+35       9.281095367774e+35       1.202322734125e-13       1.999999996465e+00 
       6.634537786821e+11       1.716545039254e-21       6.983445928199e-07       9.500373433451e+17       1.418607626190e+04       2.138216213051e-08       9.411805900643e+15       4.031896438497e-07       5.335073662883e+35       7.229705808022e+26       3.866674117549e+27       1.227625686501e+35       3.511370374088e-08       2.463010142221e+35       9.025709537502e+35       1.219214166187e-13       1.999999996440e+00 
       6.588418854837e+11       1.740660780490e-21       7.032340363367e-07       9.368751839032e+17       1.418607626189e+04       2.153183726541e-08       9.346381232015e+15       4.060119713523e-07       5.188269631174e+35       7.079982979519e+26       3.786597638484e+27       1.193845384373e+35       3.511370374088e-08       2.395236041643e+35       8.777351102137e+35       1.236342905977e-13       1.999999996416e+00 
       6.542620511257e+11       1.765115323774e-21       7.081562216626e-07       9.238953777578e+17       1.418607626189e+04       2.168256012626e-08       9.281411352544e+15       4.088540551474e-07       5.045505173254e+35       6.933360820112e+26       3.708179494801e+27       1.160994607282e+35       3.511370374088e-08       2.329326865870e+35       8.535826690422e+35       1.253712287432e-13       1.999999996390e+00 
       6.497140527564e+11       1.789913428937e-21       7.131129677873e-07       9.110953985205e+17       1.418607626188e+04       2.183433804714e-08       9.216893100834e+15       4.117160335290e-07       4.906669133070e+35       6.789775116822e+26       3.631385343379e+27       1.129047777696e+35       3.511370374088e-08       2.265231298183e+35       8.300948252052e+35       1.271325691326e-13       1.999999996365e+00 
       6.451976690728e+11       1.815059922678e-21       7.181042747106e-07       8.984727548047e+17       1.418607626188e+04       2.198717841347e-08       9.152823337468e+15       4.145980457592e-07       4.771653413230e+35       6.649162986483e+26       3.556181552321e+27       1.097980021891e+35       3.511370374088e-08       2.202899433931e+35       8.072532911263e+35       1.289186545931e-13       1.999999996340e+00 
       6.407126803106e+11       1.840559699510e-21       7.231319614220e-07       8.860249897402e+17       1.418607626187e+04       2.214108866235e-08       9.089198944850e+15       4.175002320750e-07       4.640352890830e+35       6.511462848199e+26       3.482535186228e+27       1.067767150592e+35       3.511370374088e-08       2.142282741682e+35       7.850402824441e+35       1.307298327681e-13       1.999999996314e+00 
       6.362588682329e+11       1.866417722705e-21       7.281942089321e-07       8.737496804951e+17       1.418607626187e+04       2.229607628298e-08       9.026016827057e+15       4.204227336949e-07       4.512665335611e+35       6.376614396379e+26       3.410413991771e+27       1.038385640131e+35       3.511370374088e-08       2.083334025430e+35       7.634385041653e+35       1.325664561853e-13       1.999999996288e+00 
       6.318360161201e+11       1.892639025269e-21       7.332910172408e-07       8.616444378045e+17       1.418607626186e+04       2.245214881696e-08       8.963273909685e+15       4.233656928260e-07       4.388491330362e+35       6.244558574323e+26       3.339786383570e+27       1.009812614139e+35       3.511370374088e-08       2.026007387851e+35       7.424311371994e+35       1.344288823247e-13       1.999999996262e+00 
       6.274439087587e+11       1.919228710911e-21       7.384242053377e-07       8.497069055050e+17       1.418607626186e+04       2.260931385867e-08       8.900967139704e+15       4.263292526711e-07       4.267734193511e+35       6.115237548360e+26       3.270621430359e+27       9.820258257284e+34       3.511370374088e-08       1.970258194568e+35       7.220018252630e+35       1.363174736890e-13       1.999999996236e+00 
       6.230823324316e+11       1.946191955046e-21       7.435937732225e-07       8.379347600766e+17       1.418607626185e+04       2.276757905567e-08       8.839093485303e+15       4.293135574349e-07       4.150299903854e+35       5.988594682519e+26       3.202888841437e+27       9.550036401750e+34       3.511370374088e-08       1.916043039400e+35       7.021346621446e+35       1.382325978732e-13       1.999999996210e+00 
       6.187510749072e+11       1.973534005798e-21       7.487979019061e-07       8.263257101899e+17       1.418607626185e+04       2.292695210906e-08       8.777649935749e+15       4.323187523321e-07       4.036097027346e+35       5.864574513727e+26       3.136558953409e+27       9.287250180728e+34       3.511370374088e-08       1.863319710560e+35       6.828141793209e+35       1.401746276370e-13       1.999999996183e+00 
       6.144499254292e+11       2.001260185020e-21       7.540402293671e-07       8.148774962606e+17       1.418607626184e+04       2.308744077381e-08       8.716633501236e+15       4.353449835935e-07       3.925036645911e+35       5.743122727516e+26       3.071602717188e+27       9.031694989522e+34       3.511370374088e-08       1.812047157797e+35       6.640253339120e+35       1.421439409769e-13       1.999999996157e+00 
       6.101786747062e+11       2.029375889334e-21       7.593171176268e-07       8.035878900094e+17       1.418607626184e+04       2.324905285922e-08       8.656041212743e+15       4.383923984736e-07       3.817032288214e+35       5.624186134238e+26       3.007991685278e+27       8.783171853496e+34       3.511370374088e-08       1.762185460430e+35       6.457534969698e+35       1.441409211998e-13       1.999999996130e+00 
       6.059371149018e+11       2.057886591177e-21       7.646340236533e-07       7.924546940285e+17       1.418607626183e+04       2.341179622923e-08       8.595870121886e+15       4.414611452578e-07       3.711999862332e+35       5.507712645772e+26       2.945697999312e+27       8.541487273159e+34       3.511370374088e-08       1.713695796265e+35       6.279844420877e+35       1.461659569978e-13       1.999999996103e+00 
       6.017250396244e+11       2.086797839870e-21       7.699854904786e-07       7.814757413535e+17       1.418607626183e+04       2.357567880283e-08       8.536117300777e+15       4.445513732695e-07       3.609857590280e+35       5.393651252707e+26       2.884694377852e+27       8.306453073497e+34       3.511370374088e-08       1.666540411370e+35       6.107043343240e+35       1.482194425237e-13       1.999999996075e+00 
       5.975422439169e+11       2.116115262694e-21       7.753751560813e-07       7.706488950423e+17       1.418607626182e+04       2.374070855444e-08       8.476779841880e+15       4.476632328771e-07       3.510525944339e+35       5.281952002010e+26       2.824954104446e+27       8.077886257471e+34       3.511370374088e-08       1.620682590681e+35       5.938997194299e+35       1.503017774676e-13       1.999999996048e+00 
       5.933885242472e+11       2.145844565992e-21       7.808030204615e-07       7.599720477585e+17       1.418607626182e+04       2.390689351431e-08       8.417854857871e+15       4.507968755019e-07       3.413927585139e+35       5.172565975143e+26       2.766451015919e+27       7.855608863528e+34       3.511370374088e-08       1.576086629413e+35       5.775575133742e+35       1.524133671350e-13       1.999999996020e+00 
       5.892636784976e+11       2.175991536271e-21       7.862690836191e-07       7.494431213615e+17       1.418607626181e+04       2.407424176891e-08       8.359339481497e+15       4.539524536251e-07       3.319987301437e+35       5.065445266640e+26       2.709159490922e+27       7.639447827042e+34       3.511370374088e-08       1.532717805262e+35       5.616649921560e+35       1.545546225256e-13       1.999999995992e+00 
       5.851675059559e+11       2.206562041335e-21       7.917733455542e-07       7.390600665021e+17       1.418607626181e+04       2.424276146128e-08       8.301230865435e+15       4.571301207950e-07       3.228631951564e+35       4.960542963131e+26       2.653054438709e+27       7.429234845572e+34       3.511370374088e-08       1.490542351369e+35       5.462097818981e+35       1.567259604131e-13       1.999999995964e+00 
       5.810998073047e+11       2.237562031424e-21       7.973158062669e-07       7.288208622235e+17       1.418607626180e+04       2.441246079150e-08       8.243526182156e+15       4.603300316350e-07       3.139790406471e+35       4.857813122793e+26       2.598111288145e+27       7.224806247813e+34       3.511370374088e-08       1.449527430031e+35       5.311798492122e+35       1.589278034265e-13       1.999999995936e+00 
       5.770603846124e+11       2.268997540373e-21       8.028964657569e-07       7.187235155680e+17       1.418607626179e+04       2.458334801703e-08       8.186222623786e+15       4.635523418508e-07       3.053393494354e+35       4.757210755228e+26       2.544305976953e+27       7.026002866170e+34       3.511370374088e-08       1.409641107133e+35       5.165634918305e+35       1.611605801323e-13       1.999999995908e+00 
       5.730490413231e+11       2.300874686787e-21       8.085171430139e-07       7.087660611890e+17       1.418607626179e+04       2.475543145315e-08       8.129317401968e+15       4.667972082381e-07       2.969373946792e+35       4.658691801763e+26       2.491614941168e+27       6.832669912827e+34       3.511370374088e-08       1.370852327284e+35       5.023493294933e+35       1.634247251179e-13       1.999999995879e+00 
       5.690655822473e+11       2.333199675230e-21       8.141760190483e-07       6.989465609684e+17       1.418607626178e+04       2.492871947331e-08       8.072807747730e+15       4.700647886900e-07       2.887666346375e+35       4.562213116156e+26       2.440015104821e+27       6.644656859227e+34       3.511370374088e-08       1.333130889636e+35       4.885262950896e+35       1.657206790763e-13       1.999999995850e+00 
       5.651098135524e+11       2.365978797435e-21       8.198749128496e-07       6.892631036398e+17       1.418607626178e+04       2.510322050961e-08       8.016690911347e+15       4.733552422049e-07       2.808207075770e+35       4.467732445694e+26       2.389483869832e+27       6.461817318876e+34       3.511370374088e-08       1.296447424372e+35       4.750836260392e+35       1.680488888918e-13       1.999999995821e+00 
       5.611815427530e+11       2.399218433527e-21       8.256138244178e-07       6.797138044159e+17       1.418607626177e+04       2.527894305317e-08       7.960964162207e+15       4.766687288944e-07       2.730934268186e+35       4.375208412693e+26       2.339999106114e+27       6.284008933366e+34       3.511370374088e-08       1.260773369837e+35       4.620108559135e+35       1.704098077269e-13       1.999999995792e+00 
       5.572805787021e+11       2.432925053265e-21       8.313945727423e-07       6.702968046219e+17       1.418607626177e+04       2.545589565454e-08       7.905624788683e+15       4.800054099907e-07       2.655787759209e+35       4.284600496377e+26       2.291539141883e+27       6.111093261529e+34       3.511370374088e-08       1.226080950302e+35       4.492978062864e+35       1.728038951106e-13       1.999999995762e+00 
       5.534067315810e+11       2.467105217304e-21       8.372135198442e-07       6.610102713341e+17       1.418607626176e+04       2.563408692411e-08       7.850670097993e+15       4.833654478545e-07       2.582709039954e+35       4.195869015130e+26       2.244082754160e+27       5.942935671657e+34       3.511370374088e-08       1.192343154335e+35       4.369345788091e+35       1.752316170278e-13       1.999999995733e+00 
       5.495598128907e+11       2.501765578467e-21       8.430743037025e-07       6.518523970223e+17       1.418607626175e+04       2.581352553257e-08       7.796097416077e+15       4.867490059833e-07       2.511641211512e+35       4.108975109118e+26       2.197609159484e+27       5.779405236669e+34       3.511370374088e-08       1.159533713773e+35       4.249115475037e+35       1.776934460101e-13       1.999999995703e+00 
