# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)rho_lambda         14:(.)rho_ur             15:(.)rho_crit           16:gr.fac. D             17:gr.fac. f          
       1.283000682265e+06       4.586082103059e-10       3.608844955197e-01       3.557492827125e+06       1.418571537810e+04       1.105666155718e-02       1.820029669424e+10       2.083293976555e-01       7.461164852680e+12       5.228417828793e+09       2.796322344388e+10       1.716849335994e+12       3.511370374088e-08       3.444549385097e+12       1.265575521504e+13       3.254230674976e-02       1.998163178855e+00 
       1.274082059912e+06       4.650483792941e-10       3.634090295691e-01       3.508238019438e+06       1.418571285357e+04       1.113405656186e-02       1.807377643951e+10       2.097865538657e-01       7.255856718073e+12       5.120139972169e+09       2.738411940171e+10       1.669606962912e+12       3.511370374088e-08       3.349766060672e+12       1.230773400103e+13       3.299907142763e-02       1.998150348215e+00 
       1.265225433942e+06       4.715789666876e-10       3.659512121048e-01       3.459665383005e+06       1.418571031138e+04       1.121199330872e-02       1.794813567021e+10       2.112538940398e-01       7.056198020794e+12       5.014104491173e+09       2.681700828987e+10       1.623664552085e+12       3.511370374088e-08       3.257590876700e+12       1.196928456236e+13       3.346224427612e-02       1.998137428141e+00 
       1.256430373397e+06       4.782012415172e-10       3.685111663362e-01       3.411765468325e+06       1.418570775143e+04       1.129047558967e-02       1.782336827274e+10       2.127314892395e-01       6.862033306138e+12       4.910264947471e+09       2.626164174153e+10       1.578986332650e+12       3.511370374088e-08       3.167952065378e+12       1.164014361086e+13       3.393191513540e-02       1.998124418011e+00 
       1.247696450314e+06       4.849164906159e-10       3.710890163366e-01       3.364528956807e+06       1.418570517358e+04       1.136950722309e-02       1.769946817598e+10       2.142194110206e-01       6.673211397023e+12       4.808575864438e+09       2.571777653340e+10       1.535537518045e+12       3.511370374088e-08       3.080779833726e+12       1.132005510119e+13       3.440817510383e-02       1.998111317201e+00 
       1.239023239706e+06       4.917260188685e-10       3.736848870412e-01       3.317946658949e+06       1.418570257771e+04       1.144909205414e-02       1.757642935104e+10       2.157177314366e-01       6.489585276278e+12       4.708992707245e+09       2.518517447920e+10       1.493284278923e+12       3.511370374088e-08       2.996006309244e+12       1.100877003163e+13       3.489111655556e-02       1.998098125081e+00 
       1.230410319540e+06       4.986311494643e-10       3.762989042534e-01       3.272009512556e+06       1.418569996369e+04       1.152923395487e-02       1.745424581093e+10       2.172265230422e-01       6.311011972182e+12       4.611471863352e+09       2.466360232535e+10       1.452193716815e+12       3.511370374088e-08       2.913565487071e+12       1.070604625026e+13       3.538083315836e-02       1.998084841019e+00 
       1.221857270716e+06       5.056332241538e-10       3.789311946566e-01       3.226708580971e+06       1.418569733140e+04       1.160993682441e-02       1.733291161025e+10       2.187458588966e-01       6.137352447139e+12       4.515970623412e+09       2.415283164881e+10       1.412233838513e+12       3.511370374088e-08       2.833393178589e+12       1.041164826651e+13       3.587741989171e-02       1.998071464375e+00 
       1.213363677049e+06       5.127336035089e-10       3.815818858111e-01       3.182035051340e+06       1.418569468071e+04       1.169120458922e-02       1.721242084498e+10       2.202758125670e-01       5.968471489429e+12       4.422447162561e+09       2.365263875707e+10       1.373373531160e+12       3.511370374088e-08       2.755426961448e+12       1.012534706796e+13       3.638097306514e-02       1.998057994508e+00 
       1.204929125246e+06       5.199336671869e-10       3.842511061684e-01       3.137980232894e+06       1.418569201149e+04       1.177304120320e-02       1.709276765210e+10       2.218164581324e-01       5.804237607931e+12       4.330860522105e+09       2.316280459014e+10       1.335582538028e+12       3.511370374088e-08       2.679606130961e+12       9.846919942032e+12       3.689159033684e-02       1.998044430770e+00 
       1.196553204885e+06       5.272348141976e-10       3.869389850752e-01       3.094535555259e+06       1.418568932361e+04       1.185545064795e-02       1.697394620936e+10       2.233678701867e-01       5.644522929742e+12       4.241170591583e+09       2.268311462465e+10       1.298831434956e+12       3.511370374088e-08       2.605871652846e+12       9.576150302759e+12       3.740937073247e-02       1.998030772511e+00 
       1.188235508401e+06       5.346384631748e-10       3.896456527746e-01       3.051692566787e+06       1.418568661694e+04       1.193843693292e-02       1.685595073499e+10       2.249301238425e-01       5.489203100615e+12       4.153338091195e+09       2.221335877988e+10       1.263091607444e+12       3.511370374088e-08       2.534166117253e+12       9.312827522183e+12       3.793441466434e-02       1.998017019075e+00 
       1.179975631059e+06       5.421460526516e-10       3.923712404212e-01       3.009442932914e+06       1.418568389136e+04       1.202200409564e-02       1.673877548739e+10       2.265032947348e-01       5.338157188142e+12       4.067324554606e+09       2.175333132576e+10       1.228335228372e+12       3.511370374088e-08       2.464433694071e+12       9.056746766465e+12       3.846682395074e-02       1.998003169801e+00 
       1.171773170939e+06       5.497590413386e-10       3.951158800774e-01       2.967778434534e+06       1.418568114672e+04       1.210615620188e-02       1.662241476490e+10       2.280874590243e-01       5.191267587587e+12       3.983092312095e+09       2.130283079278e+10       1.194535236335e+12       3.511370374088e-08       2.396620089459e+12       8.807708836486e+12       3.900670183561e-02       1.997989224026e+00 
       1.163627728914e+06       5.574789084074e-10       3.978797047293e-01       2.926690966403e+06       1.418567838289e+04       1.219089734587e-02       1.650686290546e+10       2.296826934012e-01       5.048419930328e+12       3.900604474060e+09       2.086165988373e+10       1.161665314572e+12       3.511370374088e-08       2.330672503567e+12       8.565520012825e+12       3.955415300848e-02       1.997975181079e+00 
       1.155538908631e+06       5.653071537771e-10       4.006628482839e-01       2.886172535558e+06       1.418567559975e+04       1.227623165050e-02       1.639211428640e+10       2.312890750888e-01       4.909502994803e+12       3.819824914860e+09       2.042962538734e+10       1.129699870475e+12       3.511370374088e-08       2.266539589432e+12       8.329991905012e+12       4.010928362468e-02       1.997961040286e+00 
       1.147506316494e+06       5.732452984049e-10       4.034654455863e-01       2.846215259766e+06       1.418567279715e+04       1.236216326750e-02       1.627816332413e+10       2.329066818475e-01       4.774408619915e+12       3.740718256997e+09       2.000653809360e+10       1.098614015664e+12       3.511370374088e-08       2.204171412997e+12       8.100941304927e+12       4.067220132579e-02       1.997946800970e+00 
       1.139529561642e+06       5.812948845812e-10       4.062876324133e-01       2.806811365986e+06       1.418566997496e+04       1.244869637767e-02       1.616500447384e+10       2.345355919777e-01       4.643031620822e+12       3.663249855620e+09       1.959221271096e+10       1.068383546609e+12       3.511370374088e-08       2.143519414230e+12       7.878190044227e+12       4.124301526047e-02       1.997932462446e+00 
       1.131608255931e+06       5.894574762287e-10       4.091295454928e-01       2.767953188857e+06       1.418566713305e+04       1.253583519108e-02       1.605263222932e+10       2.361758843247e-01       4.515269707030e+12       3.587385783353e+09       1.918646778513e+10       1.038984925784e+12       3.511370374088e-08       2.084536369319e+12       7.661564855702e+12       4.182183610546e-02       1.997918024027e+00 
       1.123742013915e+06       5.977346592049e-10       4.119913225004e-01       2.729633169208e+06       1.418566427127e+04       1.262358394723e-02       1.594104112259e+10       2.378276382813e-01       4.391023402760e+12       3.513092815437e+09       1.878912561964e+10       1.010395263342e+12       3.511370374088e-08       2.027176353903e+12       7.450897238441e+12       4.240877608699e-02       1.997903485021e+00 
       1.115930452827e+06       6.061280416103e-10       4.148731020687e-01       2.691843852587e+06       1.418566138949e+04       1.271194691534e-02       1.583022572370e+10       2.394909337922e-01       4.270195969492e+12       3.440338415177e+09       1.840001219803e+10       9.825922992911e+11       3.511370374088e-08       1.971394707312e+12       7.246023326708e+12       4.300394900241e-02       1.997888844730e+00 
       1.108173192562e+06       6.146392540997e-10       4.177750237995e-01       2.654577887806e+06       1.418565848757e+04       1.280092839445e-02       1.572018064043e+10       2.411658513580e-01       4.152693330640e+12       3.369090719697e+09       1.801895710759e+10       9.555543861642e+11       3.511370374088e-08       1.917147997797e+12       7.046783762429e+12       4.360747024213e-02       1.997874102451e+00 
       1.100469855657e+06       6.232699501983e-10       4.206972282609e-01       2.617828025517e+06       1.418565556537e+04       1.289053271375e-02       1.561090051807e+10       2.428524720384e-01       4.038423998312e+12       3.299318525979e+09       1.764579346479e+10       9.292604721644e+11       3.511370374088e-08       1.864393988715e+12       6.853023571182e+12       4.421945681193e-02       1.997859257478e+00 
       1.092820067270e+06       6.320218066222e-10       4.236398570029e-01       2.581587116795e+06       1.418565262274e+04       1.298076423268e-02       1.550238003911e+10       2.445508774565e-01       3.927299002072e+12       3.230991277206e+09       1.728035784214e+10       9.036900847735e+11       3.511370374088e-08       1.813091605639e+12       6.664592041604e+12       4.484002735546e-02       1.997844309099e+00 
       1.085223455170e+06       6.408965236033e-10       4.266030525578e-01       2.545848111752e+06       1.418564965954e+04       1.307162734121e-02       1.539461392301e+10       2.462611498026e-01       3.819231819669e+12       3.164079049372e+09       1.692249019664e+10       8.788233148124e+11       3.511370374088e-08       1.763200904382e+12       6.481342608109e+12       4.546930217722e-02       1.997829256598e+00 
       1.077679649708e+06       6.498958252190e-10       4.295869584530e-01       2.510604058159e+06       1.418564667564e+04       1.316312646003e-02       1.528759692593e+10       2.479833718380e-01       3.714138309672e+12       3.098552538181e+09       1.657203379971e+10       8.546408009395e+11       3.511370374088e-08       1.714683039894e+12       6.303132736843e+12       4.610740326568e-02       1.997814099252e+00 
       1.070188283809e+06       6.590214597265e-10       4.325917192091e-01       2.475848100099e+06       1.418564367088e+04       1.325526604078e-02       1.518132384051e+10       2.497176268993e-01       3.611936645953e+12       3.034383046212e+09       1.622883516851e+10       8.311237145761e+11       3.511370374088e-08       1.667500236020e+12       6.129823814764e+12       4.675445431685e-02       1.997798836335e+00 
       1.062748992947e+06       6.682751999009e-10       4.356174803543e-01       2.441573476630e+06       1.418564064512e+04       1.334805056624e-02       1.507578949554e+10       2.514639989018e-01       3.512547253984e+12       2.971542470353e+09       1.589274399874e+10       8.082537452466e+11       3.511370374088e-08       1.621615756083e+12       5.961281041782e+12       4.741058075812e-02       1.997783467116e+00 
       1.055361415130e+06       6.776588433796e-10       4.386643884336e-01       2.407773520468e+06       1.418563759821e+04       1.344148455056e-02       1.497098875580e+10       2.532225723438e-01       3.415892748875e+12       2.910003289487e+09       1.556361309883e+10       7.860130863218e+11       3.511370374088e-08       1.576993874283e+12       5.797373325868e+12       4.807590977249e-02       1.997767990857e+00 
       1.048025190884e+06       6.871742130101e-10       4.417325910053e-01       2.374441656693e+06       1.418563453001e+04       1.353557253951e-02       1.486691652175e+10       2.549934323109e-01       3.321897875123e+12       2.849738552449e+09       1.524129832546e+10       7.643844211545e+11       3.511370374088e-08       1.533599847884e+12       5.637973181040e+12       4.875057032304e-02       1.997752406818e+00 
       1.040739963232e+06       6.968231572034e-10       4.448222366555e-01       2.341571401466e+06       1.418563144036e+04       1.363031911063e-02       1.476356772929e+10       2.567766644794e-01       3.230489448020e+12       2.790721866213e+09       1.492565852042e+10       7.433509095970e+11       3.511370374088e-08       1.491399890158e+12       5.482956628162e+12       4.943469317782e-02       1.997736714251e+00 
       1.033505377680e+06       7.066075502924e-10       4.479334750049e-01       2.309156360767e+06       1.418562832912e+04       1.372572887355e-02       1.466093734955e+10       2.585723551209e-01       3.141596296669e+12       2.732927384340e+09       1.461655544883e+10       7.228961748894e+11       3.511370374088e-08       1.450361144081e+12       5.332203098473e+12       5.012841093509e-02       1.997720912405e+00 
       1.026321082197e+06       7.165292928947e-10       4.510664567151e-01       2.277190229157e+06       1.418562519614e+04       1.382180647012e-02       1.455902038857e+10       2.603805911062e-01       3.055149208571e+12       2.676329795654e+09       1.431385373856e+10       7.030042909084e+11       3.511370374088e-08       1.410451656752e+12       5.185595339766e+12       5.083185804883e-02       1.997705000522e+00 
       1.019186727201e+06       7.265903122812e-10       4.542213334935e-01       2.245666788540e+06       1.418562204126e+04       1.391855657468e-02       1.445781188716e+10       2.622014599095e-01       2.971080875738e+12       2.620904313161e+09       1.401742082095e+10       6.836597697672e+11       3.511370374088e-08       1.371640354511e+12       5.043019325151e+12       5.154517085473e-02       1.997688977841e+00 
       1.012101965537e+06       7.367925627491e-10       4.573982581060e-01       2.214579906963e+06       1.418561886434e+04       1.401598389430e-02       1.435730692057e+10       2.640350496124e-01       2.889325842284e+12       2.566626663190e+09       1.372712687279e+10       6.648475497570e+11       3.511370374088e-08       1.333897018749e+12       4.904364164326e+12       5.226848759641e-02       1.997672843594e+00 
       1.005066452465e+06       7.471380260013e-10       4.605973843754e-01       2.183923537419e+06       1.418561566521e+04       1.411409316899e-02       1.425750059828e+10       2.658814489084e-01       2.809820453462e+12       2.513473074764e+09       1.344284475941e+10       6.465529836194e+11       3.511370374088e-08       1.297192262376e+12       4.769522017292e+12       5.300194845211e-02       1.997656597008e+00 
       9.980798456420e+05       7.576287115294e-10       4.638188672016e-01       2.153691716666e+06       1.418561244373e+04       1.421288917192e-02       1.415838806379e+10       2.677407471067e-01       2.732502806104e+12       2.461420269190e+09       1.316444997904e+10       6.287618271425e+11       3.511370374088e-08       1.261497506943e+12       4.638388010438e+12       5.374569556169e-02       1.997640237306e+00 
       9.911418051038e+05       7.682666570039e-10       4.670628625536e-01       2.123878564075e+06       1.418560919973e+04       1.431237670968e-02       1.405996449433e+10       2.696130341368e-01       2.657312700421e+12       2.410445449863e+09       1.289182060826e+10       6.114602280701e+11       3.511370374088e-08       1.226784960388e+12       4.510860154938e+12       5.449987305402e-02       1.997623763703e+00 
       9.842519932495e+05       7.790539286683e-10       4.703295274903e-01       2.094478280477e+06       1.418560593307e+04       1.441256062248e-02       1.396222510068e+10       2.714984005525e-01       2.584191593132e+12       2.360526292284e+09       1.262483724862e+10       5.946347153163e+11       3.511370374088e-08       1.193027595403e+12       4.386839267392e+12       5.526462707479e-02       1.997607175413e+00 
       9.774100748252e+05       7.899926217399e-10       4.736190201620e-01       2.065485147041e+06       1.418560264358e+04       1.451344578443e-02       1.386516512690e+10       2.733969375364e-01       2.513082551882e+12       2.311640934280e+09       1.236338297435e+10       5.782721884771e+11       3.511370374088e-08       1.160199128381e+12       4.266228892649e+12       5.604010581463e-02       1.997590471639e+00 
       9.706157169072e+05       8.010848608151e-10       4.769314998139e-01       2.036893524157e+06       1.418559933110e+04       1.461503710373e-02       1.376877985011e+10       2.753087369042e-01       2.443930210917e+12       2.263767966431e+09       1.210734328113e+10       5.623599076301e+11       3.511370374088e-08       1.128273998960e+12       4.148935228754e+12       5.682645953770e-02       1.997573651584e+00 
       9.638685888864e+05       8.123328002817e-10       4.802671268062e-01       2.008697850341e+06       1.418559599547e+04       1.471733952293e-02       1.367306458026e+10       2.772338911090e-01       2.376680727970e+12       2.216886422695e+09       1.185660603598e+10       5.468854834156e+11       3.511370374088e-08       1.097227350118e+12       4.034867053963e+12       5.762384061064e-02       1.997556714441e+00 
       9.571683624517e+05       8.237386247356e-10       4.836260626071e-01       1.980892641149e+06       1.418559263653e+04       1.482035801919e-02       1.357801465991e+10       2.791724932456e-01       2.311281742348e+12       2.170975771224e+09       1.161106142812e+10       5.318368673899e+11       3.511370374088e-08       1.067035008821e+12       3.923935655758e+12       5.843240353189e-02       1.997539659401e+00 
       9.505147115741e+05       8.353045494042e-10       4.870084698105e-01       1.953472488115e+06       1.418558925413e+04       1.492409760448e-02       1.348362546398e+10       2.811246370551e-01       2.247682334156e+12       2.126015905374e+09       1.137060192088e+10       5.172023426444e+11       3.511370374088e-08       1.037673467197e+12       3.816054761824e+12       5.925230496152e-02       1.997522485648e+00 
       9.439073124910e+05       8.470328205756e-10       4.904145121382e-01       1.926432057696e+06       1.418558584808e+04       1.502856332587e-02       1.338989239956e+10       2.830904169293e-01       2.185832984654e+12       2.081987134898e+09       1.113512220462e+10       5.029705146831e+11       3.511370374088e-08       1.009119864241e+12       3.711140472917e+12       6.008370375134e-02       1.997505192359e+00 
       9.373458436906e+05       8.589257160333e-10       4.938443544524e-01       1.899766090230e+06       1.418558241824e+04       1.513376026572e-02       1.329681090565e+10       2.850699279150e-01       2.125685537703e+12       2.038870177321e+09       1.090451915062e+10       4.891303025503e+11       3.511370374088e-08       9.813519680074e+11       3.609111197589e+12       6.092676097555e-02       1.997487778708e+00 
       9.308299858958e+05       8.709855454981e-10       4.972981627598e-01       1.873469398921e+06       1.418557896443e+04       1.523969354198e-02       1.320437645297e+10       2.870632657189e-01       2.067193162269e+12       1.996646149499e+09       1.067869176586e+10       4.756709302035e+11       3.511370374088e-08       9.543481583058e+11       3.509887588694e+12       6.178163996176e-02       1.997470243862e+00 
       9.243594220489e+05       8.832146510744e-10       5.007761042234e-01       1.847536868822e+06       1.418557548649e+04       1.534636830842e-02       1.311258454370e+10       2.890705267117e-01       2.010310315960e+12       1.955296559346e+09       1.045754114886e+10       4.625819181229e+11       3.511370374088e-08       9.280874098641e+11       3.413392481655e+12       6.264850632241e-02       1.997452586982e+00 
       9.179338372963e+05       8.956154077046e-10       5.042783471617e-01       1.821963455841e+06       1.418557198425e+04       1.545378975487e-02       1.302143071132e+10       2.910918079329e-01       1.954992709566e+12       1.914803297739e+09       1.024097044633e+10       4.498530751520e+11       3.511370374088e-08       9.025492759600e+11       3.319550834422e+12       6.352752798671e-02       1.997434807224e+00 
       9.115529189730e+05       9.081902236290e-10       5.078050610718e-01       1.796744185766e+06       1.418556845754e+04       1.556196310748e-02       1.293091052033e+10       2.931272070954e-01       1.901197272578e+12       1.875148630580e+09       1.002888481074e+10       4.374744905628e+11       3.511370374088e-08       8.777138725002e+11       3.228289669083e+12       6.441887523296e-02       1.997416903737e+00 
       9.052163565875e+05       9.209415408515e-10       5.113564166186e-01       1.771874153286e+06       1.418556490618e+04       1.567089362897e-02       1.284101956607e+10       2.951768225899e-01       1.848882119653e+12       1.836315191040e+09       9.821191358819e+09       4.254365263394e+11       3.511370374088e-08       8.535618625394e+11       3.139538015081e+12       6.532272072132e-02       1.997398875667e+00 
       8.989238418065e+05       9.338718356133e-10       5.149325856637e-01       1.747348521045e+06       1.418556133001e+04       1.578058661890e-02       1.275175347452e+10       2.972407534902e-01       1.798006517997e+12       1.798285971942e+09       9.617799130834e+09       4.137298096736e+11       3.511370374088e-08       8.300744412239e+11       3.053226853997e+12       6.623923952709e-02       1.997380722150e+00 
       8.926750684401e+05       9.469836188720e-10       5.185337412513e-01       1.723162518698e+06       1.418555772886e+04       1.589104741392e-02       1.266310790202e+10       2.993190995569e-01       1.748530855658e+12       1.761044318321e+09       9.418619050793e+09       4.023452256677e+11       3.511370374088e-08       8.072333211503e+11       2.969289065845e+12       6.716860917440e-02       1.997362442321e+00 
       8.864697324269e+05       9.602794367876e-10       5.221600576388e-01       1.699311441981e+06       1.418555410254e+04       1.600228138802e-02       1.257507853516e+10       3.014119612431e-01       1.700416610677e+12       1.724573920126e+09       9.223563887413e+09       3.912739102369e+11       3.511370374088e-08       7.850207181272e+11       2.887659376849e+12       6.811100967038e-02       1.997344035304e+00 
       8.803075318190e+05       9.737618712162e-10       5.258117102876e-01       1.675790651799e+06       1.418555045089e+04       1.611429395280e-02       1.248766109046e+10       3.035194396984e-01       1.653626321101e+12       1.688858805077e+09       9.032548215919e+09       3.805072432082e+11       3.511370374088e-08       7.634193373279e+11       2.808274308658e+12       6.906662353981e-02       1.997325500221e+00 
       8.741881667675e+05       9.874335402089e-10       5.294888758781e-01       1.652595573320e+06       1.418554677372e+04       1.622709055773e-02       1.240085131426e+10       3.056416367744e-01       1.608123555809e+12       1.653883331674e+09       8.845488380639e+09       3.700368416088e+11       3.511370374088e-08       7.424123598252e+11       2.731072128955e+12       7.003563586030e-02       1.997306836186e+00 
       8.681113395080e+05       1.001297098520e-09       5.331917323219e-01       1.629721695084e+06       1.418554307086e+04       1.634067669042e-02       1.231464498244e+10       3.077786550287e-01       1.563872886153e+12       1.619632182340e+09       8.662302458358e+09       3.598545531388e+11       3.511370374088e-08       7.219834294955e+11       2.655992803428e+12       7.101823429782e-02       1.997288042307e+00 
       8.620767543457e+05       1.015355238119e-09       5.369204587641e-01       1.607164568131e+06       1.418553934214e+04       1.645505787689e-02       1.222903790025e+10       3.099305977306e-01       1.520839858368e+12       1.586090356718e+09       8.482910222449e+09       3.499524498240e+11       3.511370374088e-08       7.021166402844e+11       2.582977949055e+12       7.201460914292e-02       1.997269117687e+00 
       8.560841176414e+05       1.029610688715e-09       5.406752355921e-01       1.584919805128e+06       1.418553558736e+04       1.657023968182e-02       1.214402590211e+10       3.120975688653e-01       1.478990966748e+12       1.553243165101e+09       8.307233107729e+09       3.403228218430e+11       3.511370374088e-08       6.827965238223e+11       2.511970788686e+12       7.302495334726e-02       1.997250061422e+00 
       8.501331377972e+05       1.044066218281e-09       5.444562444500e-01       1.562983079519e+06       1.418553180635e+04       1.668622770885e-02       1.205960485139e+10       3.142796731392e-01       1.438293627559e+12       1.521076221994e+09       8.135194176059e+09       3.309581715245e+11       3.511370374088e-08       6.640080373802e+11       2.442916106862e+12       7.404946256081e-02       1.997230872601e+00 
       8.442235252420e+05       1.058724633593e-09       5.482636682427e-01       1.541350124683e+06       1.418552799893e+04       1.680302760082e-02       1.197577064020e+10       3.164770159847e-01       1.398716153670e+12       1.489575439822e+09       7.966718082643e+09       3.218512075096e+11       3.511370374088e-08       6.457365521577e+11       2.375760206860e+12       7.508833516946e-02       1.997211550310e+00 
       8.383549924176e+05       1.073588780772e-09       5.520976911448e-01       1.520016733103e+06       1.418552416491e+04       1.692064504006e-02       1.189251918923e+10       3.186897035654e-01       1.360227729879e+12       1.458727022752e+09       7.801731043036e+09       3.129948390746e+11       3.511370374088e-08       6.279678418931e+11       2.310450868912e+12       7.614177233317e-02       1.997192093625e+00 
       8.325272537650e+05       1.088661545835e-09       5.559584986077e-01       1.498978755547e+06       1.418552030410e+04       1.703908574868e-02       1.180984644752e+10       3.209178427809e-01       1.322798388921e+12       1.428517460658e+09       7.640160800823e+09       3.043821706102e+11       3.511370374088e-08       6.106880717868e+11       2.246937309580e+12       7.720997802473e-02       1.997172501618e+00 
       8.267400257099e+05       1.103945855255e-09       5.598462773742e-01       1.478232100260e+06       1.418551641632e+04       1.715835548882e-02       1.172774839225e+10       3.231615412717e-01       1.286398988138e+12       1.398933523199e+09       7.481936595984e+09       2.960064962527e+11       3.511370374088e-08       5.938837877291e+11       2.185170142239e+12       7.829315906893e-02       1.997152773354e+00 
       8.209930266494e+05       1.119444676523e-09       5.637612154806e-01       1.457772732171e+06       1.418551250138e+04       1.727846006295e-02       1.164622102860e+10       3.254209074247e-01       1.251001186784e+12       1.369962254026e+09       7.326989133894e+09       2.878612946626e+11       3.511370374088e-08       5.775419058254e+11       2.125101338660e+12       7.939152518239e-02       1.997132907891e+00 
       8.152859769381e+05       1.135161018730e-09       5.677035022709e-01       1.437596672102e+06       1.418550855909e+04       1.739940531415e-02       1.156526038947e+10       3.276960503781e-01       1.216577423964e+12       1.341590965113e+09       7.175250554985e+09       2.799402239472e+11       3.511370374088e-08       5.616497022086e+11       2.066684191640e+12       8.050528901385e-02       1.997112904281e+00 
       8.096185988743e+05       1.151097933141e-09       5.716733284044e-01       1.417699996000e+06       1.418550458927e+04       1.752119712639e-02       1.148486253539e+10       3.299870800267e-01       1.183100897168e+12       1.313807231191e+09       7.026654405020e+09       2.722371167228e+11       3.511370374088e-08       5.461948031325e+11       2.009873278660e+12       8.163466618513e-02       1.997092761570e+00 
       8.039906166871e+05       1.167258513791e-09       5.756708858626e-01       1.398078834169e+06       1.418550059171e+04       1.764384142482e-02       1.140502355425e+10       3.322941070266e-01       1.150545541412e+12       1.286598884314e+09       6.881135605992e+09       2.647459753127e+11       3.511370374088e-08       5.311651753376e+11       1.954624426552e+12       8.277987533252e-02       1.997072478798e+00 
       7.984017565221e+05       1.183645898084e-09       5.796963679604e-01       1.378729370518e+06       1.418549656623e+04       1.776734417604e-02       1.132573956111e+10       3.346172428013e-01       1.118886008935e+12       1.259954008526e+09       6.738630427623e+09       2.574609670773e+11       3.511370374088e-08       5.165491166818e+11       1.900894677130e+12       8.394113814889e-02       1.997052054997e+00 
       7.928517464291e+05       1.200263267394e-09       5.837499693516e-01       1.359647841819e+06       1.418549251263e+04       1.789171138842e-02       1.124700669809e+10       3.369565995459e-01       1.088097649467e+12       1.233860934646e+09       6.599076459455e+09       2.503764198731e+11       3.511370374088e-08       5.023352470293e+11       1.848642253764e+12       8.511867942625e-02       1.997031489193e+00 
       7.873403163478e+05       1.217113847689e-09       5.878318860468e-01       1.340830536974e+06       1.418548843071e+04       1.801694911238e-02       1.116882113407e+10       3.393122902335e-01       1.058156491038e+12       1.208308235153e+09       6.462412583514e+09       2.434868176362e+11       3.511370374088e-08       4.885124993899e+11       1.797826528883e+12       8.631272709902e-02       1.997010780406e+00 
       7.818671980955e+05       1.234200910150e-09       5.919423154137e-01       1.322273796294e+06       1.418548432028e+04       1.814306344066e-02       1.109117906461e+10       3.416844286195e-01       1.029039221311e+12       1.183284719184e+09       6.328578947546e+09       2.367867960874e+11       3.511370374088e-08       4.750701113022e+11       1.748407992367e+12       8.752351228782e-02       1.996989927648e+00 
       7.764321253535e+05       1.251527771804e-09       5.960814561895e-01       1.303974010786e+06       1.418548018114e+04       1.827006050866e-02       1.101407671168e+10       3.440731292479e-01       1.000723169429e+12       1.158779427633e+09       6.197516938801e+09       2.302711385556e+11       3.511370374088e-08       4.619976164539e+11       1.700348220804e+12       8.875126934388e-02       1.996968929926e+00 
       7.710348336548e+05       1.269097796168e-09       6.002495084904e-01       1.285927621448e+06       1.418547601309e+04       1.839794649472e-02       1.093751032354e+10       3.464785074558e-01       9.731862883675e+11       1.134781628351e+09       6.069169158369e+09       2.239347719161e+11       3.511370374088e-08       4.492848365329e+11       1.653609847603e+12       8.999623589413e-02       1.996947786238e+00 
       7.656750603702e+05       1.286914393899e-09       6.044466738258e-01       1.268131118583e+06       1.418547181592e+04       1.852672762038e-02       1.086147617451e+10       3.489006793797e-01       9.464071377679e+11       1.111280811444e+09       5.943479396039e+09       2.177727626408e+11       3.511370374088e-08       4.369218733022e+11       1.608156533918e+12       9.125865288681e-02       1.996926495577e+00 
       7.603525446966e+05       1.304981023454e-09       6.086731550968e-01       1.250581041109e+06       1.418546758944e+04       1.865641015076e-02       1.078597056481e+10       3.513397619603e-01       9.203648672416e+11       1.088266684676e+09       5.820392605681e+09       2.117803129567e+11       3.511370374088e-08       4.248991008935e+11       1.563952940382e+12       9.253876463784e-02       1.996905056929e+00 
       7.550670276436e+05       1.323301191756e-09       6.129291566176e-01       1.233273975891e+06       1.418546333344e+04       1.878700039480e-02       1.071098982039e+10       3.537958729484e-01       8.950392001379e+11       1.065729168953e+09       5.699854881140e+09       2.059527571106e+11       3.511370374088e-08       4.132071583119e+11       1.520964699611e+12       9.383681887768e-02       1.996883469273e+00 
       7.498182520213e+05       1.341878454878e-09       6.172148841179e-01       1.216206557073e+06       1.418545904771e+04       1.891850470560e-02       1.063653029273e+10       3.562691309103e-01       8.704104177557e+11       1.043658393916e+09       5.581813432628e+09       2.002855577361e+11       3.511370374088e-08       4.018369421479e+11       1.479158389466e+12       9.515306679902e-02       1.996861731580e+00 
       7.446059624274e+05       1.360716418726e-09       6.215305447549e-01       1.199375465423e+06       1.418545473205e+04       1.905092948071e-02       1.056258835868e+10       3.587596552335e-01       8.464593439910e+11       1.022044693615e+09       5.466216563602e+09       1.947743023208e+11       3.511370374088e-08       3.907795994893e+11       1.438501507058e+12       9.648776310496e-02       1.996839842815e+00 
