# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  101       3.691409082280e-10       1.079474543230e-13      -3.241330678091e-12       1.283263580872e-15       9.915878467799e-12       1.270607476619e-12      -7.207617832375e-15 
  102       3.733381173653e-10       1.099157024949e-13      -3.329940620943e-12       1.286413018626e-15       9.661886267653e-12       1.248123539754e-12      -7.102617597837e-15 
  103       3.775611043546e-10       1.118600879927e-13      -3.418495251993e-12       1.289329199245e-15       9.415845770499e-12       1.226232099980e-12      -7.005493097005e-15 
  104       3.818086232146e-10       1.137786209539e-13      -3.506924184921e-12       1.292023173990e-15       9.176962257528e-12       1.204887681384e-12      -6.918358492187e-15 
  105       3.860803972370e-10       1.156694655518e-13      -3.595157845825e-12       1.294504603369e-15       8.945128011550e-12       1.184085094455e-12      -6.841071624996e-15 
  106       3.903763194275e-10       1.175308259571e-13      -3.683126303049e-12       1.296783034231e-15       8.720378244284e-12       1.163826294138e-12      -6.772825687466e-15 
  107       3.946961685186e-10       1.193609068919e-13      -3.770758871891e-12       1.298868347130e-15       8.502698734960e-12       1.144108625940e-12      -6.712706850296e-15 
  108       3.990396044766e-10       1.211579146207e-13      -3.857984139370e-12       1.300770753897e-15       8.292024133473e-12       1.124924666601e-12      -6.659691331010e-15 
  109       4.034061640085e-10       1.229200579411e-13      -3.944729988992e-12       1.302500795209e-15       8.088236263535e-12       1.106262064766e-12      -6.612642462117e-15 
  110       4.077952560696e-10       1.246455491748e-13      -4.030923625516e-12       1.304069338157e-15       7.891162425829e-12       1.088103381653e-12      -6.570307759269e-15 
  111       4.122061573698e-10       1.263326051585e-13      -4.116491599723e-12       1.305487573815e-15       7.700573701162e-12       1.070425931729e-12      -6.531315989423e-15 
  112       4.166380078811e-10       1.279794482347e-13      -4.201359833183e-12       1.306767014809e-15       7.516183253619e-12       1.053201623380e-12      -6.494174238999e-15 
  113       4.210898063445e-10       1.295843072423e-13      -4.285453643016e-12       1.307919492885e-15       7.337644633714e-12       1.036396799582e-12      -6.457264982038e-15 
  114       4.255604057772e-10       1.311454185080e-13      -4.368697766669e-12       1.308957156482e-15       7.164550081546e-12       1.019972078572e-12      -6.418843148367e-15 
  115       4.300485089794e-10       1.326610268369e-13      -4.451016386673e-12       1.309892468294e-15       6.996428829951e-12       1.003882194522e-12      -6.377033191751e-15 
  116       4.345528497403e-10       1.341294365416e-13      -4.532333940602e-12       1.310737820683e-15       6.832849939465e-12       9.880865621284e-13      -6.330231950720e-15 
  117       4.390727710547e-10       1.355491694495e-13      -4.612577609700e-12       1.311504334034e-15       6.673748615092e-12       9.725827682170e-13      -6.278379066115e-15 
  118       4.436077090967e-10       1.369188280566e-13      -4.691675180740e-12       1.312202907054e-15       6.519136561752e-12       9.573768718445e-13      -6.221836235770e-15 
  119       4.481570109914e-10       1.382370486253e-13      -4.769554319275e-12       1.312844580118e-15       6.369000238194e-12       9.424729809182e-13      -6.160995891381e-15 
  120       4.527199319633e-10       1.395025026184e-13      -4.846142601346e-12       1.313440529459e-15       6.223300084395e-12       9.278731876845e-13      -6.096281854571e-15 
  121       4.572956324858e-10       1.407138981320e-13      -4.921367545193e-12       1.314002061355e-15       6.081969748956e-12       9.135775042188e-13      -6.028149992966e-15 
  122       4.618831754301e-10       1.418699813286e-13      -4.995156642961e-12       1.314540606321e-15       5.944915316494e-12       8.995837979150e-13      -5.957088876258e-15 
  123       4.664815232138e-10       1.429695378708e-13      -5.067437392416e-12       1.315067713303e-15       5.812014535042e-12       8.858877269755e-13      -5.883620432279e-15 
  124       4.710895349501e-10       1.440113943546e-13      -5.138137328645e-12       1.315595043858e-15       5.683116043442e-12       8.724826759002e-13      -5.808300603072e-15 
  125       4.757059635966e-10       1.449944197422e-13      -5.207184055773e-12       1.316134366356e-15       5.558038598740e-12       8.593596909763e-13      -5.731720000958e-15 
  126       4.803294531044e-10       1.459175267958e-13      -5.274505278669e-12       1.316697550158e-15       5.436570303583e-12       8.465074157680e-13      -5.654504564605e-15 
  127       4.849585355671e-10       1.467796735106e-13      -5.340028834653e-12       1.317296559817e-15       5.318467833615e-12       8.339120266062e-13      -5.577316215104e-15 
  128       4.895916283694e-10       1.475798645485e-13      -5.403682725211e-12       1.317943449259e-15       5.203455664872e-12       8.215571680777e-13      -5.500853512031e-15 
  129       4.942272021674e-10       1.483171917250e-13      -5.465395928461e-12       1.318650041180e-15       5.091285103086e-12       8.094280045219e-13      -5.425718609823e-15 
  130       4.988643117196e-10       1.489909574505e-13      -5.525100869988e-12       1.319426937781e-15       4.981920334102e-12       7.975240140525e-13      -5.352000231837e-15 
  131       5.035021181714e-10       1.496005676024e-13      -5.582731284249e-12       1.320284390028e-15       4.875371418367e-12       7.858474826777e-13      -5.279645974915e-15 
  132       5.081397218322e-10       1.501454953808e-13      -5.638221495041e-12       1.321232594729e-15       4.771635977265e-12       7.743994793914e-13      -5.208591610551e-15 
  133       5.127761605459e-10       1.506252830214e-13      -5.691506452790e-12       1.322281686482e-15       4.670698848434e-12       7.631798211150e-13      -5.138760784257e-15 
  134       5.174104080629e-10       1.510395435080e-13      -5.742521771854e-12       1.323441729605e-15       4.572531741078e-12       7.521870376404e-13      -5.070064714928e-15 
  135       5.220413724111e-10       1.513879622853e-13      -5.791203767817e-12       1.324722710077e-15       4.477092891288e-12       7.414183365713e-13      -5.002401894203e-15 
  136       5.266678942671e-10       1.516702989718e-13      -5.837489494783e-12       1.326134527475e-15       4.384326717357e-12       7.308695682662e-13      -4.935657785831e-15 
