# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:lum. dist.gw           9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)rho_ncdm[0]        14:(.)rho_ur             15:(.)rho_crit           16:U                     17:U_prime               18:V                     19:V_prime               20:gr.fac. D             21:gr.fac. f          
       2.490529450154e+05       1.212634356654e-08       1.854030657154e+00       1.347850440808e+05       1.416753061256e+04       5.688538927454e-02       3.528479390186e+09       3.528479390186e+09       1.069703662476e+00       1.059427968219e+10       3.817573688377e+07       2.057467674465e+08       7.313383214927e+09       1.542270640787e+07       1.816700810786e+10       2.029934621509e-02       1.092414625368e-02       2.010488413910e-21       5.424566593974e-21       8.570360835611e-01       1.990575858981e+00 
       2.473216458154e+05       1.229632426540e-08       1.866965160585e+00       1.329238864535e+05       1.416751767806e+04       5.728354405781e-02       3.503947956774e+09       3.503947956774e+09       1.077161295694e+00       1.030275252057e+10       3.738512217566e+07       2.014857777770e+08       7.112137855937e+09       1.499831343747e+07       1.766875958990e+10       2.044064240706e-02       1.092380372679e-02       2.081639056145e-21       5.577647465524e-21       8.690195379807e-01       1.990510602238e+00 
       2.456023814695e+05       1.246868497955e-08       1.879989595598e+00       1.310884705657e+05       1.416750465362e+04       5.768448532286e-02       3.479587049916e+09       3.479587049916e+09       1.084670709583e+00       1.001924738684e+10       3.661088087481e+07       1.973130319998e+08       6.916430216946e+09       1.458559859759e+07       1.718418711526e+10       2.058291653278e-02       1.092345883876e-02       2.155306205104e-21       5.735045353855e-21       8.811701497991e-01       1.990444898589e+00 
       2.438950683196e+05       1.264345897689e-08       1.893104583231e+00       1.292784400839e+05       1.416749153864e+04       5.808823256664e-02       3.455395484225e+09       3.455395484225e+09       1.092232260725e+00       9.743543537736e+09       3.585267389432e+07       1.932267026182e+08       6.726107915746e+09       1.418424053948e+07       1.671291507053e+10       2.072617528314e-02       1.092311157356e-02       2.231578802839e-21       5.896881899866e-21       8.934902423031e-01       1.990378745040e+00 
       2.421996232887e+05       1.282067998914e-08       1.906310748753e+00       1.274934436093e+05       1.416747833247e+04       5.849480542245e-02       3.431372082554e+09       3.431372082554e+09       1.099846308121e+00       9.475426304202e+09       3.511016916961e+07       1.892249999821e+08       6.541022763236e+09       1.379392675698e+07       1.625457816335e+10       2.087042539376e-02       1.092276191507e-02       2.310548932222e-21       6.063282168316e-21       9.059821708952e-01       1.990312138582e+00 
       2.405159638777e+05       1.300038221833e-08       1.919608721691e+00       1.257331346092e+05       1.416746503450e+04       5.890422366093e-02       3.407515675941e+09       3.407515675941e+09       1.107513213200e+00       9.214686924241e+09       3.438304151304e+07       1.853061715043e+08       6.361030648042e+09       1.341435334314e+07       1.580882113864e+10       2.101567364520e-02       1.092240984706e-02       2.392311927744e-21       6.234374744074e-21       9.186483235332e-01       1.990245076185e+00 
       2.388440081605e+05       1.318260034328e-08       1.932999135861e+00       1.239971713500e+05       1.416745164408e+04       5.931650719098e-02       3.383825103545e+09       3.383825103545e+09       1.115233339837e+00       8.961122380372e+09       3.367097247142e+07       1.814685008928e+08       6.185991424312e+09       1.304522475367e+07       1.537529850280e+10       2.116192686334e-02       1.092205535318e-02       2.476966490213e-21       6.410291831056e-21       9.314911211769e-01       1.990177554798e+00 
       2.371836747810e+05       1.336736952625e-08       1.946482629386e+00       1.222852168306e+05       1.416743816059e+04       5.973167606074e-02       3.360299212600e+09       3.360299212600e+09       1.123007054371e+00       8.714535241555e+09       3.297365018661e+07       1.777103073992e+08       6.015768802593e+09       1.268625357677e+07       1.495367425531e+10       2.130919191959e-02       1.092169841699e-02       2.564614805502e-21       6.591169353955e-21       9.445130182404e-01       1.990109571354e+00 
       2.355348829483e+05       1.355472541966e-08       1.960059844740e+00       1.205969387167e+05       1.416742458338e+04       6.014975045855e-02       3.336936858349e+09       3.336936858349e+09       1.130834725619e+00       8.474733509474e+09       3.229076925888e+07       1.740299450828e+08       5.850230243720e+09       1.233716030937e+07       1.454362162785e+10       2.145747573121e-02       1.092133902194e-02       2.655362667471e-21       6.777147062815e-21       9.577165030501e-01       1.990041122763e+00 
       2.338975524332e+05       1.374470417288e-08       1.973731428763e+00       1.189320092763e+05       1.416741091179e+04       6.057075071398e-02       3.313736903994e+09       3.313736903994e+09       1.138716724892e+00       8.241530469041e+09       3.162203061322e+07       1.704258020893e+08       5.689246855614e+09       1.199767313951e+07       1.414482283050e+10       2.160678526160e-02       1.092097715136e-02       2.749319605223e-21       6.968368640540e-21       9.711040983096e-01       1.989972205919e+00 
       2.322716035642e+05       1.393734243913e-08       1.987498032700e+00       1.172901053158e+05       1.416739714519e+04       6.099469729873e-02       3.290698220641e+09       3.290698220641e+09       1.146653426012e+00       8.014744543019e+09       3.096714136831e+07       1.668962999454e+08       5.532693292926e+09       1.166752773469e+07       1.375696880499e+10       2.175712752059e-02       1.092061278848e-02       2.846599014844e-21       7.164981813426e-21       9.846783615707e-01       1.989902817693e+00 
       2.306569572237e+05       1.413267738248e-08       2.001360312221e+00       1.156709081174e+05       1.416738328291e+04       6.142161082772e-02       3.267819687240e+09       3.267819687240e+09       1.154645205328e+00       7.794199150642e+09       3.032581470826e+07       1.634398928671e+08       5.380447659445e+09       1.134646703606e+07       1.337975898470e+10       2.190850956474e-02       1.092024591643e-02       2.947318295780e-21       7.367138464786e-21       9.984418857103e-01       1.989832954939e+00 
       2.290535348439e+05       1.433074668495e-08       2.015318927459e+00       1.140741033768e+05       1.416736932429e+04       6.185151206000e-02       3.245100190537e+09       3.245100190537e+09       1.162692441735e+00       7.579722570130e+09       2.969776975703e+07       1.600550670832e+08       5.232391413185e+09       1.103424105829e+07       1.301290106121e+10       2.206093849761e-02       1.091987651820e-02       3.051598992022e-21       7.574994751767e-21       1.012397299414e+00       1.989762614487e+00 
       2.274612584033e+05       1.453158855368e-08       2.029374543032e+00       1.124993811423e+05       1.416735526868e+04       6.228442189983e-02       3.222538625015e+09       3.222538625015e+09       1.170795516684e+00       7.371147804984e+09       2.908273145539e+07       1.567403401715e+08       5.088409274089e+09       1.073060669489e+07       1.265611075740e+10       2.221442147009e-02       1.091950457670e-02       3.159566938260e-21       7.788711225444e-21       1.026547267667e+00       1.989691793152e+00 
       2.258800504227e+05       1.473524172824e-08       2.043527828078e+00       1.109464357544e+05       1.416734111539e+04       6.272036139766e-02       3.200133892841e+09       3.200133892841e+09       1.178954814206e+00       7.168312453957e+09       2.848043044045e+07       1.534942604107e+08       4.948389134269e+09       1.043532752897e+07       1.230911160661e+10       2.236896568068e-02       1.091913007471e-02       3.271352411184e-21       8.008452954279e-21       1.040894492251e+00       1.989620487725e+00 
       2.243098339615e+05       1.494174548800e-08       2.057779456281e+00       1.094149657864e+05       1.416732686376e+04       6.315935175114e-02       3.177884903816e+09       3.177884903816e+09       1.187170720926e+00       6.971058584609e+09       2.789060292772e+07       1.503154061435e+08       4.812221970716e+09       1.014817364914e+07       1.197163473805e+10       2.252457837579e-02       1.091875299490e-02       3.387090286117e-21       8.234389651051e-21       1.055441712246e+00       1.989548694978e+00 
       2.227505326139e+05       1.515113965962e-08       2.072130105907e+00       1.079046739858e+05       1.416731251311e+04       6.360141430618e-02       3.155790575317e+09       3.155790575317e+09       1.195443626077e+00       6.779232610341e+09       2.731299059555e+07       1.472023851548e+08       4.679801760417e+09       9.868921470487e+06       1.164341866798e+10       2.268126685004e-02       1.091837331984e-02       3.506920199159e-21       8.466695803335e-21       1.070191704542e+00       1.989476411664e+00 
       2.212020705053e+05       1.536346462468e-08       2.086580459823e+00       1.064152672162e+05       1.416729806276e+04       6.404657055797e-02       3.133849832247e+09       3.133849832247e+09       1.203773921522e+00       6.592685170805e+09       2.674734047205e+07       1.441538340614e+08       4.551025397802e+09       9.597353560502e+06       1.132420909670e+10       2.283903844658e-02       1.091799103198e-02       3.630986715043e-21       8.705550807646e-21       1.085147284358e+00       1.989403634512e+00 
       2.196643722885e+05       1.557876132734e-08       2.101131205538e+00       1.049464564008e+05       1.416728351201e+04       6.449484215202e-02       3.112061606984e+09       3.112061606984e+09       1.212162001767e+00       6.411271015617e+09       2.619340482422e+07       1.411684177154e+08       4.425792614465e+09       9.333258469788e+06       1.101375871109e+10       2.299790055735e-02       1.091760611363e-02       3.759439500904e-21       8.951139107352e-21       1.100311305762e+00       1.989330360235e+00 
       2.181373631401e+05       1.579707128214e-08       2.115783035231e+00       1.034979564657e+05       1.416726886019e+04       6.494625088521e-02       3.090424839326e+09       3.090424839326e+09       1.220608263980e+00       6.234848891255e+09       2.565094104955e+07       1.382448286191e+08       4.304005901093e+09       9.076430567420e+06       1.071182699258e+10       2.315786062347e-02       1.091721854703e-02       3.892433506158e-21       9.203650334439e-21       1.115686662207e+00       1.989256585520e+00 
       2.166209687566e+05       1.601843658195e-08       2.130536645776e+00       1.020694862848e+05       1.416725410657e+04       6.540081870687e-02       3.068938476441e+09       3.068938476441e+09       1.229113108009e+00       6.063281431086e+09       2.511971156966e+07       1.353817863525e+08       4.185570431546e+09       8.826669880832e+06       1.041818003043e+10       2.331892613545e-02       1.091682831426e-02       4.030129148726e-21       9.463279455262e-21       1.131276287065e+00       1.989182307038e+00 
       2.151151153513e+05       1.624289990598e-08       2.145392738783e+00       1.006607686246e+05       1.416723925048e+04       6.585856771979e-02       3.047601472816e+09       3.047601472816e+09       1.237676936396e+00       5.896435048403e+09       2.459948372638e+07       1.325780370125e+08       4.070393989021e+09       8.583781940121e+06       1.013259034010e+10       2.348110463358e-02       1.091643539733e-02       4.172692507800e-21       9.730226920383e-21       1.147083154176e+00       1.989107521436e+00 
       2.136197296503e+05       1.647050452788e-08       2.160352020617e+00       9.927153009118e+04       1.416722429120e+04       6.631952018136e-02       3.026412790205e+09       3.026412790205e+09       1.246300154400e+00       5.734179832419e+09       2.409002967974e+07       1.298323526639e+08       3.958386894255e+09       8.347577626629e+06       9.854836686644e+09       2.364440370818e-02       1.091603977808e-02       4.320295523406e-21       1.000469881860e-20       1.163110278401e+00       1.989032225341e+00 
       2.121347388890e+05       1.670129432402e-08       2.175415202439e+00       9.790150107604e+04       1.416720922802e+04       6.678369850462e-02       3.005371397581e+09       3.005371397581e+09       1.254983170009e+00       5.576389447112e+09       2.359112630825e+07       1.271435308013e+08       3.849461935695e+09       8.117873025696e+06       9.584703912942e+09       2.380883099997e-02       1.091564143828e-02       4.473116202989e-21       1.028690703532e-20       1.179360716180e+00       1.988956415359e+00 
       2.106600708087e+05       1.693531378185e-08       2.190583000234e+00       9.655041570431e+04       1.416719406022e+04       6.725112525932e-02       2.984476271081e+09       2.984476271081e+09       1.263726393961e+00       5.422941032859e+09       2.310255511117e+07       1.245103938229e+08       3.743534301598e+09       7.894489283453e+06       9.321982772675e+09       2.397439420035e-02       1.091524035955e-02       4.631338835265e-21       1.057706941531e-20       1.195837566101e+00       1.988880088074e+00 
       2.091956536530e+05       1.717260800836e-08       2.205856134844e+00       9.521801178278e+04       1.416717878709e+04       6.772182317307e-02       2.963726393962e+09       2.963726393962e+09       1.272530239761e+00       5.273715110779e+09       2.262410211282e+07       1.219317885144e+08       3.640521513993e+09       7.677252467574e+06       9.066469767866e+09       2.414110105170e-02       1.091483652340e-02       4.795154211606e-21       1.087540993012e-20       1.212543969477e+00       1.988803240048e+00 
       2.077414161642e+05       1.741322273864e-08       2.221235331996e+00       9.390403074899e+04       1.416716340789e+04       6.819581513239e-02       2.943120756548e+09       2.943120756548e+09       1.281395123698e+00       5.128595489700e+09       2.215555776885e+07       1.194065855440e+08       3.540343364462e+09       7.465993431844e+06       8.817966990907e+09       2.430895934774e-02       1.091442991122e-02       4.964759855210e-21       1.118215885005e-20       1.229483110930e+00       1.988725867823e+00 
       2.062972875800e+05       1.765720434465e-08       2.236721322337e+00       9.260821762088e+04       1.416714792190e+04       6.867312418386e-02       2.922658356180e+09       2.922658356180e+09       1.290321464863e+00       4.987469175697e+09       2.169671687450e+07       1.169336789679e+08       3.442921851692e+09       7.260547684460e+06       8.576281970916e+09       2.447797693385e-02       1.091402050430e-02       5.140360258345e-21       1.149755292110e-20       1.246658218980e+00       1.988647967920e+00 
       2.048631976300e+05       1.790459984402e-08       2.252314841468e+00       9.133032094724e+04       1.416713232838e+04       6.915377353522e-02       2.902338197171e+09       2.902338197171e+09       1.299309685171e+00       4.850226284107e+09       2.124737847469e+07       1.145119857461e+08       3.348181120739e+09       7.060755259958e+06       8.341227524326e+09       2.464816170735e-02       1.091360828376e-02       5.322167127934e-21       1.182183554673e-20       1.264072566644e+00       1.988569536834e+00 
       2.034390765323e+05       1.815545690897e-08       2.268016629969e+00       9.007009275880e+04       1.416711662659e+04       6.963778655650e-02       2.882159290755e+09       2.882159290755e+09       1.308360209373e+00       4.716759953976e+09       2.080734577605e+07       1.121404452676e+08       3.256047403965e+09       6.866460594658e+06       8.112621609580e+09       2.481952161784e-02       1.091319323065e-02       5.510399639781e-21       1.215525697484e-20       1.281729472046e+00       1.988490571044e+00 
       2.020248549899e+05       1.840982387544e-08       2.283827433446e+00       8.882728852000e+04       1.416710081579e+04       7.012518678113e-02       2.862120655038e+09       2.862120655038e+09       1.317473465078e+00       4.586966264855e+09       2.037642606070e+07       1.098180188864e+08       3.166448963608e+09       6.677512405545e+06       7.890287185815e+09       2.499206466757e-02       1.091277532586e-02       5.705284701754e-21       1.249807448987e-20       1.299632299032e+00       1.988411067001e+00 
       2.006204641879e+05       1.866774975223e-08       2.299748002546e+00       8.760166708140e+04       1.416708489522e+04       7.061599790714e-02       2.842221314953e+09       2.842221314953e+09       1.326649882772e+00       4.460744155883e+09       1.995443060189e+07       1.075436894663e+08       3.079316035917e+09       6.493763572472e+06       7.674052075441e+09       2.516579891169e-02       1.091235455018e-02       5.907057226210e-21       1.285055261041e-20       1.317784457792e+00       1.988331021139e+00 
       1.992258357893e+05       1.892928423039e-08       2.315779093005e+00       8.639299063284e+04       1.416706886413e+04       7.111024379823e-02       2.822460302209e+09       2.822460302209e+09       1.335889895833e+00       4.337995347104e+09       1.954117458130e+07       1.053164609357e+08       2.994580776842e+09       6.315071023614e+06       7.463748830487e+09       2.534073245865e-02       1.091193088425e-02       6.115960412021e-21       1.321296329222e-20       1.336189405492e+00       1.988250429867e+00 
       1.978409019324e+05       1.919447769259e-08       2.331921465671e+00       8.520102465713e+04       1.416705272175e+04       7.160794848502e-02       2.802836655249e+09       2.802836655249e+09       1.345193940554e+00       4.218624262939e+09       1.913647700811e+07       1.031353578510e+08       2.912177209203e+09       6.141295624070e+06       7.259214602626e+09       2.551687347048e-02       1.091150430862e-02       6.332246036513e-21       1.358558613703e-20       1.354850646919e+00       1.988169289571e+00 
       1.964655952272e+05       1.946338122280e-08       2.348175886544e+00       8.402553788448e+04       1.416703646733e+04       7.210913616612e-02       2.783349419197e+09       2.783349419197e+09       1.354562456158e+00       4.102537957778e+09       1.874016063976e+07       1.009994249698e+08       2.832041171321e+09       5.972302067530e+06       7.060291016776e+09       2.569423016314e-02       1.091107480369e-02       6.556174757675e-21       1.396870860716e-20       1.373771735122e+00       1.988087596617e+00 
       1.950998487521e+05       1.973604661590e-08       2.364543126805e+00       8.286630224748e+04       1.416702010009e+04       7.261383120938e-02       2.763997645817e+09       2.763997645817e+09       1.363995884821e+00       3.989646043602e+09       1.835205190431e+07       9.890772683231e+07       2.754110267062e+09       5.807958770922e+06       6.866824048171e+09       2.587281080687e-02       1.091064234973e-02       6.788016427000e-21       1.436262624614e-20       1.392956272081e+00       1.988005347346e+00 
       1.937435960507e+05       2.001252638762e-08       2.381023962853e+00       8.172309283681e+04       1.416700361926e+04       7.312205815303e-02       2.744780393462e+09       2.744780393462e+09       1.373494671686e+00       3.879860619611e+09       1.797198082441e+07       9.685934735171e+07       2.678323817254e+09       5.648137771961e+06       6.678663902813e+09       2.605262372651e-02       1.091020692689e-02       7.028050413334e-21       1.476764290552e-20       1.412407909362e+00       1.987922538078e+00 
       1.923967711287e+05       2.029287378447e-08       2.397619176340e+00       8.059568785742e+04       1.416698702404e+04       7.363384170688e-02       2.725696727035e+09       2.725696727035e+09       1.383059264885e+00       3.773096203783e+09       1.759978094287e+07       9.485338941295e+07       2.604622812441e+09       5.492714629519e+06       6.495664901210e+09       2.623367730182e-02       1.090976851521e-02       7.276565938103e-21       1.518407097804e-20       1.432130348802e+00       1.987839165109e+00 
       1.910593084502e+05       2.057714279389e-08       2.414329554198e+00       7.948386858545e+04       1.416697031367e+04       7.414920675353e-02       2.706745717934e+09       2.706745717934e+09       1.392690115558e+00       3.669269666315e+09       1.723528924977e+07       9.288897447984e+07       2.532949866938e+09       5.341568326725e+06       6.317685365309e+09       2.641597996786e-02       1.090932709456e-02       7.533862422347e-21       1.561223163732e-20       1.452127343189e+00       1.987755224712e+00 
       1.897311429352e+05       2.086538815448e-08       2.431155888686e+00       7.838741932569e+04       1.416695348733e+04       7.466817834956e-02       2.687926444015e+09       2.687926444015e+09       1.402387677873e+00       3.568300164895e+09       1.687834611104e+07       9.096524221033e+07       2.463249174148e+09       5.194581176748e+06       6.144587508541e+09       2.659954021531e-02       1.090888264473e-02       7.800249845940e-21       1.605245508424e-20       1.472402696959e+00       1.987670713138e+00 
       1.884122099561e+05       2.115766536644e-08       2.448098977409e+00       7.730612736959e+04       1.416693654424e+04       7.519078172675e-02       2.669237989545e+09       2.669237989545e+09       1.412152409042e+00       3.470109081762e+09       1.652879519858e+07       8.908135007968e+07       2.395466463111e+09       5.051638731159e+06       5.976237328883e+09       2.678436659079e-02       1.090843514533e-02       8.076049119457e-21       1.650508080031e-20       1.492960266895e+00       1.987585626614e+00 
       1.871024453342e+05       2.145403070207e-08       2.465159623371e+00       7.623978295393e+04       1.416691948360e+04       7.571704229331e-02       2.650679445154e+09       2.650679445154e+09       1.421984769346e+00       3.374619962489e+09       1.618648342177e+07       8.723647301149e+07       2.329548956250e+09       4.912629690821e+06       5.812504504863e+09       2.697046769724e-02       1.090798457588e-02       8.361592469107e-21       1.697045780798e-20       1.513803962844e+00       1.987499961344e+00 
       1.858017853374e+05       2.175454121650e-08       2.482338634993e+00       7.518817922004e+04       1.416690230459e+04       7.624698563513e-02       2.632249907795e+09       2.632249907795e+09       1.431885222148e+00       3.281758456456e+09       1.585126086043e+07       8.542980301636e+07       2.265445328273e+09       4.777445819232e+06       5.653262294425e+09       2.715785219426e-02       1.090753091575e-02       8.657223835205e-21       1.744894493842e-20       1.534937748436e+00       1.987413713507e+00 
       1.845101666762e+05       2.205925475850e-08       2.499636826155e+00       7.415111217351e+04       1.416688500639e+04       7.678063751695e-02       2.613948480697e+09       2.613948480697e+09       1.441854233919e+00       3.191452258959e+09       1.552298069918e+07       8.366054883799e+07       2.203105666214e+09       4.645981858247e+06       5.498387436569e+09       2.734652879845e-02       1.090707414416e-02       8.963299284650e-21       1.794091110663e-20       1.556365641820e+00       1.987326879261e+00 
       1.832275265013e+05       2.236822998149e-08       2.517055016238e+00       7.312838064458e+04       1.416686758820e+04       7.731802388371e-02       2.595774273326e+09       2.595774273326e+09       1.451892274255e+00       3.103631054913e+09       1.520149916311e+07       8.192793560669e+07       2.142481430571e+09       4.518135446123e+06       5.347760055699e+09       2.753650628375e-02       1.090661424024e-02       9.280187437909e-21       1.844673559437e-20       1.578091716400e+00       1.987239454738e+00 
       1.819538024002e+05       2.268152635463e-08       2.534594030150e+00       7.211978624899e+04       1.416685004919e+04       7.785917086172e-02       2.577726401334e+09       2.577726401334e+09       1.461999815895e+00       3.018226464100e+09       1.488667545485e+07       8.023120450000e+07       2.083525417507e+09       4.393807037822e+06       5.201263568600e+09       2.772779348180e-02       1.090615118295e-02       9.608269911008e-21       1.896680834095e-20       1.600120101592e+00       1.987151436047e+00 
       1.806889323943e+05       2.299920417418e-08       2.552254698368e+00       7.112513334938e+04       1.416683238852e+04       7.840410476000e-02       2.559803986524e+09       2.559803986524e+09       1.472177334745e+00       2.935171987935e+09       1.457837169285e+07       7.856961241035e+07       2.026191722101e+09       4.272899827500e+06       5.058784593967e+09       2.792039928233e-02       1.090568495113e-02       9.947941773055e-21       1.950153024217e-20       1.622454983583e+00       1.987062819274e+00 
       1.794328549358e+05       2.332132457486e-08       2.570037856967e+00       7.014422901729e+04       1.416681460536e+04       7.895285207148e-02       2.542006156802e+09       2.542006156802e+09       1.482425309897e+00       2.854402957681e+09       1.427645285106e+07       7.694243161964e+07       1.970435702605e+09       4.155319673131e+06       4.920212864430e+09       2.811433263344e-02       1.090521552347e-02       1.029961201985e-20       2.005131345766e-20       1.645100606102e+00       1.986973600479e+00 
       1.781855089047e+05       2.364794954154e-08       2.587944347666e+00       6.917688299562e+04       1.416679669887e+04       7.950543947435e-02       2.524332046135e+09       2.524332046135e+09       1.492744223646e+00       2.775856484102e+09       1.398078669976e+07       7.534894948050e+07       1.916213945684e+09       4.040975023214e+06       4.785441140989e+09       2.830960254203e-02       1.090474287854e-02       1.066370406415e-20       2.061658172677e-20       1.668061271206e+00       1.986883775699e+00 
       1.769468336060e+05       2.397914192091e-08       2.605975017861e+00       6.822290766160e+04       1.416677866820e+04       8.006189383333e-02       2.506780794514e+09       2.506780794514e+09       1.503134561515e+00       2.699471408492e+09       1.369124374765e+07       7.378846810420e+07       1.863484232614e+09       3.929776845479e+06       4.654365129804e+09       2.850621807411e-02       1.090426699477e-02       1.104065624314e-20       2.119777069333e-20       1.691341340068e+00       1.986793340947e+00 
       1.757167687664e+05       2.431496543348e-08       2.624130720655e+00       6.728211799037e+04       1.416676051250e+04       8.062224220096e-02       2.489351547905e+09       2.489351547905e+09       1.513596812273e+00       2.625188255062e+09       1.340769718514e+07       7.226030405501e+07       1.812205506411e+09       3.821638557575e+06       4.526883401270e+09       2.870418835519e-02       1.090378785045e-02       1.143092234375e-20       2.179532823948e-20       1.714945233783e+00       1.986702292211e+00 
       1.744952545318e+05       2.465548468563e-08       2.642412314905e+00       6.635433151893e+04       1.416674223091e+04       8.118651181893e-02       2.472043458211e+09       2.472043458211e+09       1.524131467957e+00       2.552949184624e+09       1.313002282882e+07       7.076378805087e+07       1.762337839861e+09       3.716475959649e+06       4.402897311324e+09       2.890352257063e-02       1.090330542372e-02       1.183497214643e-20       2.240971482891e-20       1.738877434181e+00       1.986610625454e+00 
       1.732822314640e+05       2.500076518185e-08       2.660820665253e+00       6.543936831070e+04       1.416672382256e+04       8.175473011939e-02       2.454855683231e+09       2.454855683231e+09       1.534739023892e+00       2.482697949563e+09       1.285809906706e+07       6.929826467029e+07       1.713842404434e+09       3.614207168788e+06       4.282310924903e+09       2.910422996601e-02       1.090281969259e-02       1.225329198807e-20       2.304140385955e-20       1.763142484654e+00       1.986518336615e+00 
       1.720776405381e+05       2.535087333718e-08       2.679356642166e+00       6.453705092051e+04       1.416670528658e+04       8.232692472627e-02       2.437787386618e+09       2.437787386618e+09       1.545419978710e+00       2.414379850037e+09       1.259180680677e+07       6.786309206529e+07       1.666681440052e+09       3.514752555267e+06       4.165030941516e+09       2.930631984748e-02       1.090233063495e-02       1.268638534459e-20       2.369088202630e-20       1.787744990987e+00       1.986425421607e+00 
       1.708814231394e+05       2.570587648980e-08       2.698021121974e+00       6.364720436010e+04       1.416668662210e+04       8.290312345667e-02       2.420837737840e+09       2.420837737840e+09       1.556174834377e+00       2.347941691389e+09       1.233102942122e+07       6.645764168030e+07       1.620818225685e+09       3.418034680542e+06       4.050966622857e+09       2.950980158216e-02       1.090183822850e-02       1.313477343414e-20       2.435864969382e-20       1.812689622211e+00       1.986331876319e+00 
       1.696935210607e+05       2.606584291378e-08       2.716814986905e+00       6.276965606411e+04       1.416666782823e+04       8.348335432213e-02       2.404005912138e+09       2.404005912138e+09       1.567004096205e+00       2.283331742729e+09       1.207565269897e+07       6.508129797691e+07       1.576217050764e+09       3.323978236960e+06       3.940029722406e+09       2.971468459847e-02       1.090134245085e-02       1.359899584136e-20       2.504522127971e-20       1.837981111455e+00       1.986237696616e+00 
       1.685138764994e+05       2.643084183203e-08       2.735739125126e+00       6.190423585647e+04       1.416664890410e+04       8.406764553006e-02       2.387291090484e+09       2.387291090484e+09       1.577908272882e+00       2.220499696653e+09       1.182556479388e+07       6.373345816423e+07       1.532843187373e+09       3.232509989122e+06       3.832134416973e+09       2.992097838654e-02       1.090084327942e-02       1.407961116370e-20       2.575112564853e-20       1.863624256822e+00       1.986142878335e+00 
       1.673424320548e+05       2.680094342941e-08       2.754794430779e+00       6.105077591737e+04       1.416662984879e+04       8.465602548507e-02       2.370692459546e+09       2.370692459546e+09       1.588887876489e+00       2.159396630076e+09       1.158065617607e+07       6.241353193496e+07       1.490662863209e+09       3.143558716859e+06       3.727197240112e+09       3.012869249855e-02       1.090034069153e-02       1.457719768026e-20       2.647690651668e-20       1.889623922265e+00       1.986047417290e+00 
       1.661791307251e+05       2.717621886601e-08       2.773981804025e+00       6.020911075057e+04       1.416661066142e+04       8.524852279034e-02       2.354209211645e+09       2.354209211645e+09       1.599943422522e+00       2.099974966137e+09       1.134081958399e+07       6.112094120681e+07       1.449643235287e+09       3.057055159780e+06       3.625137017375e+09       3.033783654916e-02       1.089983466433e-02       1.509235404435e-20       2.722312286875e-20       1.915985038482e+00       1.985951309268e+00 
       1.650239159047e+05       2.755674029067e-08       2.793302151071e+00       5.937907715128e+04       1.416659134107e+04       8.584516624903e-02       2.337840544716e+09       2.337840544716e+09       1.611075429912e+00       2.042188437156e+09       1.110594997743e+07       5.985511986937e+07       1.409752364372e+09       2.972931963345e+06       3.525874803338e+09       3.054842021579e-02       1.089932517483e-02       1.562570000016e-20       2.799034938543e-20       1.942712603823e+00       1.985854550032e+00 
       1.638767313816e+05       2.794258085459e-08       2.812756384224e+00       5.856051417436e+04       1.416657188684e+04       8.644598486568e-02       2.321585662269e+09       2.321585662269e+09       1.622284421052e+00       1.985992048611e+09       1.087594449154e+07       5.861551353614e+07       1.370959190101e+09       2.891123626419e+06       3.429333820366e+09       3.076045323912e-02       1.089881219988e-02       1.617787712472e-20       2.877917688341e-20       1.969811685204e+00       1.985757135318e+00 
       1.627375213345e+05       2.833381472521e-08       2.832345421921e+00       5.775326310307e+04       1.416655229780e+04       8.705100784759e-02       2.305443773352e+09       2.305443773352e+09       1.633570921812e+00       1.931342044099e+09       1.065070239175e+07       5.740157930175e+07       1.333233506809e+09       2.811566450278e+06       3.335439399052e+09       3.097394542336e-02       1.089829571621e-02       1.674954959591e-20       2.959021276755e-20       1.997287419036e+00       1.985659060836e+00 
       1.616062303302e+05       2.873051710024e-08       2.852070188766e+00       5.695716741816e+04       1.416653257303e+04       8.766026460625e-02       2.289414092511e+09       2.289414092511e+09       1.644935461566e+00       1.878195871273e+09       1.043012502964e+07       5.621278550419e+07       1.296545940005e+09       2.734198489002e+06       3.244118920301e+09       3.118890663672e-02       1.089777570039e-02       1.734140498736e-20       3.042408149574e-20       2.025145012170e+00       1.985560322271e+00 
       1.604828033208e+05       2.913276422190e-08       2.871931615582e+00       5.617207276751e+04       1.416651271160e+04       8.827378475876e-02       2.273495839750e+09       2.273495839750e+09       1.656378573213e+00       1.826512148707e+09       1.021411579981e+07       5.504861149197e+07       1.260867923499e+09       2.658959501254e+06       3.155301758999e+09       3.140534681173e-02       1.089725212884e-02       1.795415509134e-20       3.128142505672e-20       2.053389742845e+00       1.985460915281e+00 
