# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:lum. dist.gw           9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)rho_ncdm[0]        14:(.)rho_ur             15:(.)rho_crit           16:U                     17:U_prime               18:V                     19:V_prime               20:gr.fac. D             21:gr.fac. f          
       4.813434057267e+11       3.261116440715e-21       9.625546226744e-07       5.000685866339e+17       1.416938464226e+04       2.943716372480e-08       6.820339860770e+15       6.820339860770e+15       5.557312590503e-07       1.478147721794e+35       2.755955698745e+26       1.485312458982e+27       1.020386348745e+35       2.151825232536e+32       2.500685913380e+35       1.046111017023e-08       1.097319928410e-02       7.455899304786e-53       3.884231630191e-46       2.316279240500e-13       1.999999995071e+00 
       4.779974237603e+11       3.306931865537e-21       9.692921594251e-07       4.931404563746e+17       1.416938464225e+04       2.964322387086e-08       6.772929355279e+15       6.772929355279e+15       5.596213778555e-07       1.437473860713e+35       2.698881525410e+26       1.454552537558e+27       9.923086052378e+34       2.092613937692e+32       2.431875097133e+35       1.053504631966e-08       1.097320279587e-02       7.721314842558e-53       3.994459954632e-46       2.348820647469e-13       1.999999995036e+00 
       4.746747008543e+11       3.353390951261e-21       9.760769899003e-07       4.863083109265e+17       1.416938464224e+04       2.985072643795e-08       6.725848416361e+15       6.725848416361e+15       5.635387274921e-07       1.397919213193e+35       2.642989323637e+26       1.424429635477e+27       9.650034707348e+34       2.035031946837e+32       2.364957732762e+35       1.060950004582e-08       1.097320627232e-02       7.996173006887e-53       4.107814065376e-46       2.381819228663e-13       1.999999995002e+00 
       4.713750753269e+11       3.400502740679e-21       9.829109330894e-07       4.795708204816e+17       1.416938464224e+04       3.005968152300e-08       6.679094753085e+15       6.679094753085e+15       5.674834985761e-07       1.359452982084e+35       2.588254615511e+26       1.394930560453e+27       9.384496855260e+34       1.979034426779e+32       2.299881718574e+35       1.068447497164e-08       1.097320969148e-02       8.280809575811e-53       4.224382552443e-46       2.415281406923e-13       1.999999994967e+00 
       4.680983866205e+11       3.448276403626e-21       9.897903510137e-07       4.729266736554e+17       1.416938464223e+04       3.027009929365e-08       6.632666090448e+15       6.632666090448e+15       5.714558830576e-07       1.322045217674e+35       2.534653430039e+26       1.366042393407e+27       9.126265749005e+34       1.924577777986e+32       2.236596386548e+35       1.075997474532e-08       1.097321306600e-02       8.575572263037e-53       4.344256515606e-46       2.449213695323e-13       1.999999994931e+00 
       4.648444752934e+11       3.496721238762e-21       9.967188816518e-07       4.663745772318e+17       1.416938464222e+04       3.048198998869e-08       6.586560169260e+15       6.586560169260e+15       5.754560742303e-07       1.285666794372e+35       2.482162292654e+26       1.337752482804e+27       8.875140330490e+34       1.871619600649e+32       2.175052462881e+35       1.083600304063e-08       1.097321639797e-02       8.880821142086e-53       4.467529635467e-46       2.483622698440e-13       1.999999994896e+00 
       4.616131830123e+11       3.545846675385e-21       1.003696525004e-06       4.599132559113e+17       1.416938464222e+04       3.069536391860e-08       6.540774746034e+15       6.540774746034e+15       5.794842667411e-07       1.250289388028e+35       2.430758214932e+26       1.310048439115e+27       8.630925074088e+34       1.820118661662e+32       2.115202029629e+35       1.091256355712e-08       1.097321969305e-02       9.196929085498e-53       4.594298246551e-46       2.518515113641e-13       1.999999994860e+00 
       4.584043525444e+11       3.595662275267e-21       1.010721462080e-06       4.535414520630e+17       1.416938464221e+04       3.091023146602e-08       6.495307592880e+15       6.495307592880e+15       5.835406565994e-07       1.215885453881e+35       2.380418684526e+26       1.282918129391e+27       8.393429834412e+34       1.770034862523e+32       2.056998487394e+35       1.098966002015e-08       1.097322292229e-02       9.524282219652e-53       4.724661412466e-46       2.553897732381e-13       1.999999994824e+00 
       4.552178277502e+11       3.646177734510e-21       1.017797330860e-06       4.472579254796e+17       1.416938464220e+04       3.112660308627e-08       6.450156497394e+15       6.450156497394e+15       5.876254411865e-07       1.182428205115e+35       2.331121655306e+26       1.256349671950e+27       8.162469698260e+34       1.721329208112e+32       2.000396519043e+35       1.106729618114e-08       1.097322611873e-02       9.863280395728e-53       4.858721003193e-46       2.589777441530e-13       1.999999994788e+00 
       4.520534535751e+11       3.697402885438e-21       1.024922312354e-06       4.410614531361e+17       1.416938464220e+04       3.134448930786e-08       6.405319262552e+15       6.405319262552e+15       5.917388192656e-07       1.149891591998e+35       2.282845537704e+26       1.230331431171e+27       7.937864840646e+34       1.673963776326e+32       1.945352054425e+35       1.114547581786e-08       1.097322926920e-02       1.021433767742e-52       4.996581774562e-46       2.626161224711e-13       1.999999994751e+00 
       4.489110760427e+11       3.749347698511e-21       1.032096406561e-06       4.349508289516e+17       1.416938464219e+04       3.156390073300e-08       6.360793706602e+15       6.360793706602e+15       5.958809909912e-07       1.118250281606e+35       2.235569189258e+26       1.204852012400e+27       7.719440384789e+34       1.627901688560e+32       1.891822236057e+35       1.122420273449e-08       1.097323237464e-02       1.057788284595e-52       5.138351449985e-46       2.663056163660e-13       1.999999994715e+00 
       4.457905422470e+11       3.802022284261e-21       1.039321432472e-06       4.289248635550e+17       1.416938464218e+04       3.178484803812e-08       6.316577662958e+15       6.316577662958e+15       6.000521579186e-07       1.087479638092e+35       2.189271905354e+26       1.179900256960e+27       7.507026265953e+34       1.583107080986e+32       1.839765385756e+35       1.130348076180e-08       1.097323544142e-02       1.095435992305e-52       5.284140804493e-46       2.700469439603e-13       1.999999994678e+00 
       4.426917003445e+11       3.855436895265e-21       1.046595571097e-06       4.229823840527e+17       1.416938464217e+04       3.200734197437e-08       6.272668980093e+15       6.272668980093e+15       6.042525230145e-07       1.057555703511e+35       2.143933410160e+26       1.155465237263e+27       7.300457099035e+34       1.539545076635e+32       1.789140972189e+35       1.138331375745e-08       1.097323845750e-02       1.134422871253e-52       5.434063751159e-46       2.738408334659e-13       1.999999994640e+00 
       4.396143995476e+11       3.909601928138e-21       1.053922460414e-06       4.171222338013e+17       1.416938464217e+04       3.223139336818e-08       6.229065521439e+15       6.229065521439e+15       6.084822906659e-07       1.028455179161e+35       2.099533847741e+26       1.131536252024e+27       7.099572049796e+34       1.497181758239e+32       1.739909579314e+35       1.146370560603e-08       1.097324143545e-02       1.174796536101e-52       5.588237429971e-46       2.776880233249e-13       1.999999994603e+00 
       4.365584901167e+11       3.964527925555e-21       1.061300281435e-06       4.113432721816e+17       1.416938464216e+04       3.245701312174e-08       6.185765165279e+15       6.185765165279e+15       6.127416666907e-07       1.000155407448e+35       2.056053773368e+26       1.108102821577e+27       6.904214709640e+34       1.455984141823e+32       1.692032875691e+35       1.154466021937e-08       1.097324437618e-02       1.216606293868e-52       5.746782299210e-46       2.815892623540e-13       1.999999994565e+00 
       4.335238233532e+11       4.020225578309e-21       1.068729034159e-06       4.056443743771e+17       1.416938464215e+04       3.268421221358e-08       6.142765804642e+15       6.142765804642e+15       6.170308583475e-07       9.726343542391e+34       2.013474145002e+26       1.085154683281e+27       6.714232973827e+34       1.415920151027e+32       1.645473584638e+35       1.162618153668e-08       1.097324726773e-02       1.259903204065e-52       5.909822229428e-46       2.855453098900e-13       1.999999994527e+00 
       4.305102515920e+11       4.076705727385e-21       1.076210537576e-06       4.000244311548e+17       1.416938464214e+04       3.291300169906e-08       6.100065347208e+15       6.100065347208e+15       6.213500743458e-07       9.458705917114e+34       1.971776314950e+26       1.062681787031e+27       6.529478923053e+34       1.376958592128e+32       1.600195455207e+35       1.170827352471e-08       1.097325013172e-02       1.304740140959e-52       6.077484600079e-46       2.895569359376e-13       1.999999994489e+00 
       4.275176281946e+11       4.133979366074e-21       1.083742972696e-06       3.944823486496e+17       1.416938464214e+04       3.314339271094e-08       6.057661715198e+15       6.057661715198e+15       6.256995248560e-07       9.198432816660e+34       1.930942021703e+26       1.040674290850e+27       6.349808708275e+34       1.339069129752e+32       1.556163233961e+35       1.179094017809e-08       1.097325295180e-02       1.351171858060e-52       6.249900398887e-46       2.936249213193e-13       1.999999994450e+00 
       4.245458075418e+11       4.192057642112e-21       1.091329977498e-06       3.890170481510e+17       1.416938464213e+04       3.337539645990e-08       6.015552845277e+15       6.015552845277e+15       6.300794215196e-07       8.945321593044e+34       1.890953381938e+26       1.019122556587e+27       6.175082438712e+34       1.302222263259e+32       1.513342637521e+35       1.187418551925e-08       1.097325572569e-02       1.399255054896e-52       6.427204324032e-46       2.977500578274e-13       1.999999994411e+00 
       4.215946450265e+11       4.250951859847e-21       1.098969732993e-06       3.836274658934e+17       1.416938464212e+04       3.360902423511e-08       5.973736688454e+15       5.973736688454e+15       6.344899774596e-07       8.699175174498e+34       1.851792882682e+26       9.980171456869e+26       6.005164072927e+34       1.266389303771e+32       1.471700325878e+35       1.195801359884e-08       1.097325846004e-02       1.449048446151e-52       6.609534889220e-46       3.019331483781e-13       1.999999994372e+00 
       4.186639970472e+11       4.310673482446e-21       1.106662239181e-06       3.783125528492e+17       1.416938464211e+04       3.384428740474e-08       5.932211209980e+15       5.932211209980e+15       6.389314072911e-07       8.459801912036e+34       1.813443373648e+26       9.773488150638e+26       5.839921312904e+34       1.231542351835e+32       1.431203876433e+35       1.204242849591e-08       1.097326116800e-02       1.500612833274e-52       6.797034531736e-46       3.061750071677e-13       1.999999994333e+00 
       4.157537210001e+11       4.371234134119e-21       1.114407496061e-06       3.730712745240e+17       1.416938464211e+04       3.408119741655e-08       5.890974389252e+15       5.890974389252e+15       6.434039271313e-07       8.227015430231e+34       1.775888059719e+26       9.571085130498e+26       5.679225501042e+34       1.197654275701e+32       1.391821758750e+35       1.212743431808e-08       1.097326383825e-02       1.554011178619e-52       6.989849723559e-46       3.104764598311e-13       1.999999994293e+00 
       4.128636752732e+11       4.432645602386e-21       1.122209141613e-06       3.679026107561e+17       1.416938464210e+04       3.431976579845e-08       5.850024219710e+15       5.850024219710e+15       6.479077546102e-07       8.000634482111e+34       1.739110493595e+26       9.372873754317e+26       5.522951519983e+34       1.164698690197e+32       1.353523310012e+35       1.221303520166e-08       1.097326645939e-02       1.609308682226e-52       7.188131085609e-46       3.148383436028e-13       1.999999994253e+00 
       4.099937192384e+11       4.494919840369e-21       1.130065356847e-06       3.628055555171e+17       1.416938464209e+04       3.456000415903e-08       5.809358708745e+15       5.809358708745e+15       6.524431088813e-07       7.780482808034e+34       1.703094568592e+26       9.178767215687e+26       5.370977695196e+34       1.132649936187e+32       1.316278711141e+35       1.229923531187e-08       1.097326905087e-02       1.666572861327e-52       7.392033505242e-46       3.192615074792e-13       1.999999994213e+00 
       4.071437132457e+11       4.558068969119e-21       1.137974322774e-06       3.577791167168e+17       1.416938464208e+04       3.480192418812e-08       5.768975877598e+15       5.768975877598e+15       6.570102106322e-07       7.566388998456e+34       1.667824511581e+26       8.988680505908e+26       5.223185700239e+34       1.101483060590e+32       1.280058963587e+35       1.238603884325e-08       1.097327161829e-02       1.725873632675e-52       7.601716257067e-46       3.237468123848e-13       1.999999994172e+00 
       4.043135186153e+11       4.622105279978e-21       1.145941496361e-06       3.528223160095e+17       1.416938464207e+04       3.504553765743e-08       5.728873761265e+15       5.728873761265e+15       6.616092820951e-07       7.358186360471e+34       1.633284876089e+26       8.802530376760e+26       5.079460464635e+34       1.071173796956e+32       1.244835866743e+35       1.247345001968e-08       1.097327414997e-02       1.787283397801e-52       7.817343127186e-46       3.282951313386e-13       1.999999994132e+00 
       4.015029976318e+11       4.687041236965e-21       1.153963239631e-06       3.479341886041e+17       1.416938464207e+04       3.529085642101e-08       5.689050408403e+15       5.689050408403e+15       6.662405470581e-07       7.155712788025e+34       1.599460535529e+26       8.620235304042e+26       4.939690084274e+34       1.041698546568e+32       1.210581995996e+35       1.256147309446e-08       1.097327663338e-02       1.850877131298e-52       8.039082540942e-46       3.329073496252e-13       1.999999994091e+00 
       3.987120135370e+11       4.752889479211e-21       1.162039552582e-06       3.431137830759e+17       1.416938464206e+04       3.553789241594e-08       5.649503881230e+15       5.649503881230e+15       6.709042308757e-07       6.958810635699e+34       1.566336676575e+26       8.441715451871e+26       4.803765734286e+34       1.013034360068e+32       1.177270681367e+35       1.265011235066e-08       1.097327908015e-02       1.916732472239e-52       8.267107694297e-46       3.375843649662e-13       1.999999994049e+00 
       3.959404305233e+11       4.819662823410e-21       1.170174073195e-06       3.383601611816e+17       1.416938464205e+04       3.578665766284e-08       5.610232255438e+15       5.610232255438e+15       6.756005604799e-07       6.767326595969e+34       1.533898792679e+26       8.266892637714e+26       4.671581584311e+34       9.851589195934e+31       1.144875986748e+35       1.273937210142e-08       1.097328149019e-02       1.984929818845e-52       8.501596688916e-46       3.423270876954e-13       1.999999994008e+00 
       3.931881137272e+11       4.887374266319e-21       1.178364982479e-06       3.336723976767e+17       1.416938464204e+04       3.603716426646e-08       5.571233620094e+15       5.571233620094e+15       6.803297643911e-07       6.581111579840e+34       1.502132677711e+26       8.095690298155e+26       4.543034716100e+34       9.580505213951e+31       1.113372689713e+35       1.282925669008e-08       1.097328387732e-02       2.055552426516e-52       8.742732671091e-46       3.471364409360e-13       1.999999993966e+00 
       3.904549292226e+11       4.956036987288e-21       1.186614099424e-06       3.290495801354e+17       1.416938464203e+04       3.628942441631e-08       5.532506077547e+15       5.532506077547e+15       6.850920727295e-07       6.400020600765e+34       1.471024419745e+26       7.928033455356e+26       4.418025043383e+34       9.316880589420e+31       1.082736261873e+35       1.291977049040e-08       1.097328623156e-02       2.128686509339e-52       8.990703974585e-46       3.520133607799e-13       1.999999993923e+00 
       3.877407440144e+11       5.025664350822e-21       1.194921424030e-06       3.244908087729e+17       1.416938464203e+04       3.654345038720e-08       5.494047743340e+15       5.494047743340e+15       6.898877172261e-07       6.223912661758e+34       1.440560394960e+26       7.763848684228e+26       4.296455233939e+34       9.060510064866e+31       1.052942849781e+35       1.301091790673e-08       1.097328855016e-02       2.204421345213e-52       9.245704267529e-46       3.569587964704e-13       1.999999993881e+00 
       3.850454260322e+11       5.096269909183e-21       1.203285137308e-06       3.199951962703e+17       1.416938464202e+04       3.679925453990e-08       5.455856746113e+15       5.455856746113e+15       6.947169312340e-07       6.052650645620e+34       1.410727261677e+26       7.603064080269e+26       4.178230633820e+34       8.811194030840e+31       1.023969256361e+35       1.310270337424e-08       1.097329084121e-02       2.282849384694e-52       9.507932703472e-46       3.619737105866e-13       1.999999993838e+00 
       3.823688441233e+11       5.167867405032e-21       1.211708877236e-06       3.155618676022e+17       1.416938464201e+04       3.705684932166e-08       5.417931227517e+15       5.417931227517e+15       6.995799497398e-07       5.886101208170e+34       1.381511954516e+26       7.445609228077e+26       4.063259193645e+34       8.568738370499e+31       9.957929228457e+34       1.319513135918e-08       1.097329309707e-02       2.364066363717e-52       9.777594076709e-46       3.670590792308e-13       1.999999993795e+00 
       3.797108680469e+11       5.240470774098e-21       1.220190824824e-06       3.111899598657e+17       1.416938464200e+04       3.731624726689e-08       5.380269342118e+15       5.380269342118e+15       7.044770093750e-07       5.724134674432e+34       1.352901678672e+26       7.291415170508e+26       3.951451396940e+34       8.332954308471e+31       9.683919112124e+34       1.328820635902e-08       1.097329532621e-02       2.448171420318e-52       1.005489898201e-45       3.722158922189e-13       1.999999993751e+00 
       3.770713684676e+11       5.314094147894e-21       1.228730980074e-06       3.068786221133e+17       1.416938464199e+04       3.757746099774e-08       5.342869257313e+15       5.342869257313e+15       7.094083484274e-07       5.566624937668e+34       1.324883904311e+26       7.140414378482e+26       3.842720190432e+34       8.103658263873e+31       9.417448871017e+34       1.338193290278e-08       1.097329752123e-02       2.535267215503e-52       1.034006397885e-45       3.774451532722e-13       1.999999993708e+00 
       3.744502169489e+11       5.388751856466e-21       1.237332980963e-06       3.026270151866e+17       1.416938464198e+04       3.784050322471e-08       5.305729153237e+15       5.305729153237e+15       7.143742068530e-07       5.413449361190e+34       1.297446361089e+26       6.992540721403e+26       3.736980916275e+34       7.880671707378e+31       9.158311032072e+34       1.347631555104e-08       1.097329968075e-02       2.625460058408e-52       1.063331176035e-45       3.827478802138e-13       1.999999993664e+00 
       3.718472859472e+11       5.464458431183e-21       1.245993189514e-06       2.984343115531e+17       1.416938464197e+04       3.810538674726e-08       5.268847222674e+15       5.268847222674e+15       7.193748262874e-07       5.264488682876e+34       1.270577032769e+26       6.847729438199e+26       3.634151246134e+34       7.663821022209e+31       8.906303831215e+34       1.357135889644e-08       1.097330181780e-02       2.718860035908e-52       1.093487132691e-45       3.881251051658e-13       1.999999993619e+00 
       3.692624488055e+11       5.541228607567e-21       1.254715243704e-06       2.942996951454e+17       1.416938464197e+04       3.837212445447e-08       5.232221670973e+15       5.232221670973e+15       7.244104500576e-07       5.119626922313e+34       1.244264151964e+26       6.705917108964e+26       3.534151117085e+34       7.452937368963e+31       8.661231056269e+34       1.366706756374e-08       1.097330392077e-02       2.815581146827e-52       1.124497816483e-45       3.935778747507e-13       1.999999993575e+00 
       3.666955797472e+11       5.619077328155e-21       1.263499143533e-06       2.902223612023e+17       1.416938464196e+04       3.864072932563e-08       5.195850715958e+15       5.195850715958e+15       7.294813231941e-07       4.978751290497e+34       1.218496194984e+26       6.567041627177e+26       3.436902669276e+34       7.247856554155e+31       8.422901894183e+34       1.376344621009e-08       1.097330600204e-02       2.915741440919e-52       1.156387442994e-45       3.991072502952e-13       1.999999993530e+00 
       3.641465538701e+11       5.698019745417e-21       1.272343070013e-06       2.862015161117e+17       1.416938464195e+04       3.891121443089e-08       5.159732587839e+15       5.159732587839e+15       7.345876924423e-07       4.841752102012e+34       1.193261876786e+26       6.431042172505e+26       3.342330185309e+34       7.048418902374e+31       8.191130782466e+34       1.386049952523e-08       1.097330804941e-02       3.019463162778e-52       1.189180913651e-45       4.047143080364e-13       1.999999993484e+00 
       3.616152471401e+11       5.778071224696e-21       1.281248842133e-06       2.822363772569e+17       1.416938464194e+04       3.918359293189e-08       5.123865529131e+15       5.123865529131e+15       7.397298062750e-07       4.708522689631e+34       1.168550146035e+26       6.297859184170e+26       3.250360031285e+34       6.854469131962e+31       7.965737264711e+34       1.395823223165e-08       1.097331006463e-02       3.126872900872e-52       1.222903835136e-45       4.104001393314e-13       1.999999993439e+00 
       3.591015363853e+11       5.859247347205e-21       1.290218278882e-06       2.783261728636e+17       1.416938464193e+04       3.945787808239e-08       5.088247794566e+15       5.088247794566e+15       7.449079149044e-07       4.578959321266e+34       1.144350180261e+26       6.167434334858e+26       3.160920599469e+34       6.665856234112e+31       7.746545850088e+34       1.405664908496e-08       1.097331204710e-02       3.238101741856e-52       1.257582539365e-45       4.161658508698e-13       1.999999993393e+00 
       3.566052992902e+11       5.941563913056e-21       1.299249561271e-06       2.744701418498e+17       1.416938464192e+04       3.973408322895e-08       5.052877651005e+15       5.052877651005e+15       7.501222702940e-07       4.452961119203e+34       1.120651381120e+26       6.039710505182e+26       3.073942252545e+34       6.482433355291e+31       7.533385876707e+34       1.415575487407e-08       1.097331401675e-02       3.353285430379e-52       1.293244104016e-45       4.220125648893e-13       1.999999993347e+00 
       3.541264143895e+11       6.025036944339e-21       1.308344508288e-06       2.706675336783e+17       1.416938464191e+04       4.001222181153e-08       5.017753377359e+15       5.017753377359e+15       7.553731261710e-07       4.330429981556e+34       1.097443369757e+26       5.914631758661e+26       2.989357269388e+34       6.304057682905e+31       7.326091378747e+34       1.425555442146e-08       1.097331595052e-02       3.472564534557e-52       1.329916373647e-45       4.279414193936e-13       1.999999993300e+00 
       3.516647610620e+11       6.109682688235e-21       1.317503119935e-06       2.669176082095e+17       1.416938464190e+04       4.029230736419e-08       4.982873264504e+15       4.982873264504e+15       7.606607380391e-07       4.211270505886e+34       1.074715982252e+26       5.792143317225e+26       2.907099792341e+34       6.130590334099e+31       7.124500957230e+34       1.435605258329e-08       1.097331786276e-02       3.596084617332e-52       1.367627981414e-45       4.339535683744e-13       1.999999993253e+00 
       3.492202195252e+11       6.195517620184e-21       1.326725396211e-06       2.632196355585e+17       1.416938464189e+04       4.057435351572e-08       4.948235615194e+15       4.948235615194e+15       7.659853631899e-07       4.095389914923e+34       1.052459265177e+26       5.672191537223e+26       2.827105775938e+34       5.961896247630e+31       6.928457654356e+34       1.445725424973e-08       1.097331974082e-02       3.723996413911e-52       1.406408371394e-45       4.400501820358e-13       1.999999993206e+00 
       3.467926708294e+11       6.282558447089e-21       1.336013156106e-06       2.595728959522e+17       1.416938464188e+04       4.085837399030e-08       4.913838743982e+15       4.913838743982e+15       7.713472607167e-07       3.982697984328e+34       1.030663471233e+26       5.554723885935e+26       2.749312937038e+34       5.797844078701e+31       6.737808831299e+34       1.455916434519e-08       1.097332160145e-02       3.856456015510e-52       1.446287821551e-45       4.462324470221e-13       1.999999993158e+00 
       3.443819968514e+11       6.370822110568e-21       1.345364580629e-06       2.559766795894e+17       1.416938464188e+04       4.114438260821e-08       4.879680977138e+15       4.879680977138e+15       7.767466915258e-07       3.873106972446e+34       1.009319054981e+26       5.439688918559e+26       2.673660706330e+34       5.638306096705e+31       6.552406049363e+34       1.466178782856e-08       1.097332343381e-02       3.993625059625e-52       1.487297467343e-45       4.525015666488e-13       1.999999993110e+00 
       3.419880802893e+11       6.460325790253e-21       1.354781488772e-06       2.524302865031e+17       1.416938464187e+04       4.143239328645e-08       4.845760652567e+15       4.845760652567e+15       7.821839183505e-07       3.766531551988e+34       9.884166686613e+25       5.327036255685e+26       2.600090181176e+34       5.483158085766e+31       6.372104954404e+34       1.476512969350e-08       1.097332524719e-02       4.135670927062e-52       1.529469326006e-45       4.588587611366e-13       1.999999993062e+00 
       3.396108046567e+11       6.551086907130e-21       1.364265699522e-06       2.489330264236e+17       1.416938464186e+04       4.172242003943e-08       4.812076119725e+15       4.812076119725e+15       7.876592057626e-07       3.662888743596e+34       9.679471581027e+25       5.216716561229e+26       2.528544079749e+34       5.332279248029e+31       6.196765164440e+34       1.486919496852e-08       1.097332702374e-02       4.282766945959e-52       1.572836321516e-45       4.653052678493e-13       1.999999993014e+00 
       3.372500542767e+11       6.643123126935e-21       1.373815393890e-06       2.454842186445e+17       1.416938464185e+04       4.201447697968e-08       4.778625739544e+15       4.778625739544e+15       7.931728201865e-07       3.562097851241e+34       9.479015587100e+25       5.108681520828e+26       2.458966696432e+34       5.185552109610e+31       6.026250160349e+34       1.497398871728e-08       1.097332877401e-02       4.435092603062e-52       1.617432310266e-45       4.718423415344e-13       1.999999992965e+00 
       3.349057142767e+11       6.736452363589e-21       1.383432390867e-06       2.420831918902e+17       1.416938464184e+04       4.230857831852e-08       4.745407884350e+15       4.745407884350e+15       7.987250299110e-07       3.464080399383e+34       9.282710915399e+25       5.002883820681e+26       2.391303858450e+34       5.042862429122e+31       5.860427179574e+34       1.507951603903e-08       1.097333050747e-02       4.592833762503e-52       1.663292107463e-45       4.784712545671e-13       1.999999992916e+00 
       3.325776705826e+11       6.831092782686e-21       1.393116690451e-06       2.387292841852e+17       1.416938464183e+04       4.260473836672e-08       4.712420937782e+15       4.712420937782e+15       8.043161051034e-07       3.368760071881e+34       9.090471594554e+25       4.899277126826e+26       2.325502883684e+34       4.904099108738e+31       5.699167112757e+34       1.518578206868e-08       1.097333221033e-02       4.756182892344e-52       1.710451514281e-45       4.851932971986e-13       1.999999992866e+00 
       3.302658099131e+11       6.927062805027e-21       1.402868292644e-06       2.354218427252e+17       1.416938464182e+04       4.290297153527e-08       4.679663294715e+15       4.679663294715e+15       8.099463178219e-07       3.276062652564e+34       8.902213433611e+25       4.797816064850e+26       2.261512539661e+34       4.769154107683e+31       5.542344403212e+34       1.529279197700e-08       1.097333388816e-02       4.925339299172e-52       1.758947345771e-45       4.920097778065e-13       1.999999992816e+00 
       3.279700197747e+11       7.024381110208e-21       1.412689016433e-06       2.321602237501e+17       1.416938464181e+04       4.320329233599e-08       4.647133361183e+15       4.647133361183e+15       8.156159420292e-07       3.185915967453e+34       8.717853985159e+25       4.698456200016e+26       2.199283003657e+34       4.637922358115e+31       5.389836949171e+34       1.540055097105e-08       1.097333554584e-02       5.100509371026e-52       1.808817459574e-45       4.989220231499e-13       1.999999992766e+00 
       3.256901884554e+11       7.123066640255e-21       1.422577042831e-06       2.289437924188e+17       1.416938464180e+04       4.350571538232e-08       4.614829554299e+15       4.614829554299e+15       8.213252536057e-07       3.098249828564e+34       8.537312509225e+25       4.601154017804e+26       2.138765823913e+34       4.510301683322e+31       5.241526008709e+34       1.550906429431e-08       1.097333717643e-02       5.281906828951e-52       1.860100785435e-45       5.059313786277e-13       1.999999992715e+00 
       3.234262050202e+11       7.223138603311e-21       1.432536009816e-06       2.257719226852e+17       1.416938464179e+04       4.381025538997e-08       4.582750302180e+15       4.582750302180e+15       8.270745303630e-07       3.012995979261e+34       8.360509937910e+25       4.505866904853e+26       2.079913881901e+34       4.386192718164e+31       5.097296107299e+34       1.561833722698e-08       1.097333879092e-02       5.469752987484e-52       1.912837355559e-45       5.130392085400e-13       1.999999992664e+00 
       3.211779593050e+11       7.324616477371e-21       1.442562279408e-06       2.226439971771e+17       1.416938464178e+04       4.411692717767e-08       4.550894043869e+15       4.550894043869e+15       8.328640520574e-07       2.930088041108e+34       8.187368840764e+25       4.412553130299e+26       2.022681355648e+34       4.265498831711e+31       4.957034947901e+34       1.572837508625e-08       1.097334037995e-02       5.664277024395e-52       1.967068335829e-45       5.202468963542e-13       1.999999992613e+00 
       3.189453419116e+11       7.427520014081e-21       1.452661308576e-06       2.195594070753e+17       1.416938464177e+04       4.442574566789e-08       4.519259229260e+15       4.519259229260e+15       8.386941004033e-07       2.849461462193e+34       8.017813390874e+25       4.321171827499e+26       1.967023684051e+34       4.148126052005e+31       4.820633323525e+34       1.583918322648e-08       1.097334194905e-02       5.865716260009e-52       2.022836057899e-45       5.275558449739e-13       1.999999992561e+00 
       3.167282442022e+11       7.531869242574e-21       1.462829459342e-06       2.165175519954e+17       1.416938464176e+04       4.473672588754e-08       4.487844319023e+15       4.487844319023e+15       8.445649590874e-07       2.771053466861e+34       7.851769331657e+25       4.231682976134e+26       1.912897532186e+34       4.033982992892e+31       4.687985032209e+34       1.595076703952e-08       1.097334349462e-02       6.074316446445e-52       2.080184052203e-45       5.349674770122e-13       1.999999992509e+00 
       3.145265582940e+11       7.637684473374e-21       1.473068550695e-06       2.135178398711e+17       1.416938464175e+04       4.504988296872e-08       4.456647784528e+15       4.456647784528e+15       8.504769137821e-07       2.694803006844e+34       7.689163944340e+25       4.144047384680e+26       1.860260757566e+34       3.922980782871e+31       4.558986794323e+34       1.606313195496e-08       1.097334501999e-02       6.290332067127e-52       2.139157081896e-45       5.424832350685e-13       1.999999992456e+00 
       3.123401770546e+11       7.744986302348e-21       1.483380401623e-06       2.105596868387e+17       1.416938464174e+04       4.536523214948e-08       4.425668107769e+15       4.425668107769e+15       8.564302521593e-07       2.620650713724e+34       7.529926016110e+25       4.058226673248e+26       1.809072377330e+34       3.815032995897e+31       4.433538172162e+34       1.617628344045e-08       1.097334652802e-02       6.514026646943e-52       2.199801177752e-45       5.501045820090e-13       1.999999992404e+00 
       3.101689940959e+11       7.853795614713e-21       1.493765012128e-06       2.076425171236e+17       1.416938464173e+04       4.568278877450e-08       4.394903781296e+15       4.394903781296e+15       8.624252639049e-07       2.548538852709e+34       7.373985808928e+25       3.974183256770e+26       1.759292536333e+34       3.710055584095e+31       4.311541491742e+34       1.629022700186e-08       1.097334801041e-02       6.745673073401e-52       2.262163674062e-45       5.578330012522e-13       1.999999992351e+00 
