# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.01561e-05 to 1.05973 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:t_g                    9:t_b                   10:t_cdm                 11:t_ur                  12:t_ncdm[0]             13:t_tot              
       3.121472519096e-04      -2.924420576366e+00      -2.559487103218e+00      -2.559508851243e+00      -2.914307726861e+00      -2.558327520044e+00      -2.559548919788e+00       2.521742251015e-05       1.146185153423e-04       1.146200247182e-04       2.415156114927e-05       1.145728578412e-04       1.145985488393e-04 
       3.337256163710e-04      -2.966080944271e+00      -2.688442930178e+00      -2.688471021931e+00      -2.953632803222e+00      -2.686921015287e+00      -2.688489106529e+00       1.969408253007e-05       1.310463219168e-04       1.310482581104e-04       1.848138033748e-05       1.309868673394e-04       1.310214574246e-04 
       3.564829555671e-04      -3.001037916162e+00      -2.834211288936e+00      -2.834247397177e+00      -2.985892961434e+00      -2.832223345889e+00      -2.834237482642e+00       1.218019283486e-05       1.495643300611e-04       1.495667996870e-04       1.084404636321e-05       1.494871505221e-04       1.495336574511e-04 
       3.805372712503e-04      -3.027264505418e+00      -2.999240076284e+00      -2.999286291451e+00      -3.009061372499e+00      -2.996652914761e+00      -2.999241041888e+00       2.548358032400e-06       1.704670304441e-04       1.704701644007e-04       1.136410824171e-06       1.703670789602e-04       1.704295448773e-04 
       4.060165416992e-04      -3.042663683376e+00      -3.186374402210e+00      -3.186433332747e+00      -3.021068482802e+00      -3.183016646050e+00      -3.186343852477e+00      -9.210785814697e-06       1.940952029299e-04       1.940991613795e-04      -1.061750924937e-05       1.939659819868e-04       1.940498200177e-04 
       4.330590082029e-04      -3.045228171164e+00      -3.398914839205e+00      -3.398989733452e+00      -3.019974232643e+00      -3.394565590463e+00      -3.398845298605e+00      -2.292899247851e-05       2.208425383092e-04       2.208475164218e-04      -2.420560089196e-05       2.206756669507e-04       2.207881203806e-04 
       4.618132057437e-04      -3.033279903718e+00      -3.640679998149e+00      -3.640774890676e+00      -3.004222230562e+00      -3.635054058887e+00      -3.640562650875e+00      -3.819250065226e-05       2.511628054238e-04       2.511690398674e-04      -3.915940848361e-05       2.509474539851e-04       2.510982001636e-04 
       4.924376420576e-04      -3.005798128268e+00      -3.916071695243e+00      -3.916191579867e+00      -2.972983477476e+00      -3.908800328081e+00      -3.915896227796e+00      -5.427561029828e-05       2.855774334273e-04       2.855852095124e-04      -5.468945291684e-05       2.852995864045e-04       2.855015237303e-04 
       5.251000152722e-04      -2.962828061719e+00      -4.230140041079e+00      -4.230291071344e+00      -2.926578562896e+00      -4.220745983554e+00      -4.229894472960e+00      -7.009491410504e-05       3.246833091927e-04       3.246929684767e-04      -6.964484726847e-05       3.243248063223e-04       3.245950684764e-04 
       5.599758521444e-04      -2.905929997613e+00      -4.588644798688e+00      -4.588834514167e+00      -2.866932871664e+00      -4.576509937331e+00      -4.588315281436e+00      -8.421559312033e-05       3.691605171964e-04       3.691724652264e-04      -8.253058820403e-05       3.686978106599e-04       3.690590569829e-04 
