#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]         21:dU_nlde               22:dV_nlde            
       2.552092302498e+02       8.081168896021e-04      -2.777412239596e+00       4.407948017532e-03       5.214958623734e-03       1.009406299235e-02       6.886729150226e-05       2.019538708431e-03      -2.084810291795e+00       4.479495525697e-03       5.349665557605e-01       5.562091737938e-01      -2.538175332846e+00       1.823616707721e-03       1.236310096383e-01      -2.272957524890e+00       6.926513688677e-03      -2.529328013393e+00       1.853537804010e-03       1.229860635988e-01      -2.628253286726e-01       1.265602723389e-10 
       2.556115548562e+02       8.097974316718e-04      -2.780650668840e+00       4.407675695504e-03       5.294441978486e-03       1.020778693391e-02       7.069327771734e-05       2.042312804068e-03      -2.087268205259e+00       4.480751335278e-03       5.348101049388e-01       5.559906905605e-01      -2.540024910150e+00       1.813905330204e-03       1.236760188371e-01      -2.276401459759e+00       6.935352657063e-03      -2.531143618736e+00       1.844043333932e-03       1.230300931518e-01      -2.645744708580e-01       1.274716107490e-10 
       2.560209474361e+02       8.115088123096e-04      -2.783945086948e+00       4.407365901648e-03       5.376681475510e-03       1.032458846959e-02       7.260140519949e-05       2.065704160228e-03      -2.089769260042e+00       4.482033477945e-03       5.346507441469e-01       5.557685551805e-01      -2.541900880396e+00       1.803993803486e-03       1.237203009927e-01      -2.279908987818e+00       6.944340517578e-03      -2.532984982558e+00       1.834353661622e-03       1.230734025097e-01      -2.663558285533e-01       1.284038915587e-10 
       2.564376634906e+02       8.132521695532e-04      -2.787297481360e+00       4.407016334618e-03       5.461819431498e-03       1.044458921147e-02       7.459674795191e-05       2.089737234068e-03      -2.092315015432e+00       4.483343513579e-03       5.344883645852e-01       5.555426394108e-01      -2.543804071218e+00       1.793874502340e-03       1.237638000945e-01      -2.283482458354e+00       6.953482537926e-03      -2.534852916867e+00       1.824461368980e-03       1.231159369803e-01      -2.681705726357e-01       1.293579747730e-10 
       2.568619707850e+02       8.150286974261e-04      -2.790709932508e+00       4.406624516694e-03       5.550007645136e-03       1.056791662306e-02       7.668477166332e-05       2.114437665747e-03      -2.094907105798e+00       4.484683125154e-03       5.343228520385e-01       5.553128090703e-01      -2.545735342619e+00       1.783539413511e-03       1.238064557204e-01      -2.287124336370e+00       6.962784231930e-03      -2.536748274110e+00       1.814358667365e-03       1.231576379965e-01      -2.700199304894e-01       1.303347677440e-10 
       2.572941499491e+02       8.168396488147e-04      -2.794184618093e+00       4.406187777924e-03       5.641408126368e-03       1.069470427389e-02       7.887136879782e-05       2.139832330740e-03      -2.097547244301e+00       4.486054130195e-03       5.341540865722e-01       5.550789237747e-01      -2.547695587796e+00       1.772980114569e-03       1.238482026477e-01      -2.290837208536e+00       6.972251370894e-03      -2.538671902690e+00       1.804037344606e-03       1.231984405306e-01      -2.719051887953e-01       1.313352281025e-10 
       2.577344950830e+02       8.186863383957e-04      -2.797723817358e+00       4.405703238706e-03       5.736193881902e-03       1.082509208889e-02       8.116289704955e-05       2.165949391289e-03      -2.100237226631e+00       4.487458493480e-03       5.339819422759e-01       5.548408366713e-01      -2.549685733841e+00       1.762187752162e-03       1.238889704276e-01      -2.294623789244e+00       6.981889994922e-03      -2.540624703974e+00       1.793488784746e-03       1.232382754262e-01      -2.738276963491e-01       1.323603668340e-10 
       2.581833143745e+02       8.205701456486e-04      -2.801329915409e+00       4.405167790652e-03       5.834549763172e-03       1.095922659226e-02       8.356622154542e-05       2.192818346930e-03      -2.102978934867e+00       4.488898341203e-03       5.338062869636e-01       5.545983941674e-01      -2.551706742342e+00       1.751153019463e-03       1.239286829197e-01      -2.298486926868e+00       6.991706424393e-03      -2.542607633905e+00       1.782703946506e-03       1.232770689938e-01      -2.757888669399e-01       1.334112515272e-10 
       2.586409307060e+02       8.224925178536e-04      -2.805005407363e+00       4.404578075588e-03       5.936673376306e-03       1.109726113527e-02       8.608876104462e-05       2.220470082025e-03      -2.105774341247e+00       4.490375976431e-03       5.336269818473e-01       5.543514356751e-01      -2.553759609733e+00       1.739866133382e-03       1.239672577841e-01      -2.302429609973e+00       7.001707270980e-03      -2.544621640932e+00       1.771673297164e-03       1.233147394788e-01      -2.777901821842e-01       1.344890097465e-10 
       2.591076822387e+02       8.244549730312e-04      -2.808752902230e+00       4.403930462506e-03       6.042776056288e-03       1.123935610038e-02       8.873853846692e-05       2.248936908823e-03      -2.108625511818e+00       4.491893896127e-03       5.334438812805e-01       5.540997933763e-01      -2.555845367338e+00       1.728316811800e-03       1.240046059257e-01      -2.306454973403e+00       7.011899448019e-03      -2.546667724222e+00       1.760386831980e-03       1.233511993542e-01      -2.798331942627e-01       1.355948325155e-10 
       2.595839229804e+02       8.264591028500e-04      -2.812575126616e+00       4.403221022283e-03       6.153083911385e-03       1.138567907881e-02       9.152423620740e-05       2.278252605460e-03      -2.111534610027e+00       4.493454810150e-03       5.332568324712e-01       5.538432919936e-01      -2.557965081168e+00       1.716494250669e-03       1.240406308898e-01      -2.310566304337e+00       7.022290180348e-03      -2.548746942288e+00       1.748834057814e-03       1.233863551611e-01      -2.819195285880e-01       1.367299779332e-10 
       2.600700232979e+02       8.285065753397e-04      -2.816474927855e+00       4.402445500005e-03       6.267838933441e-03       1.153640500336e-02       9.445525646130e-05       2.308452445349e-03      -2.114503899969e+00       4.495061661966e-03       5.330656751747e-01       5.535817486054e-01      -2.560119851229e+00       1.704387101946e-03       1.240752282035e-01      -2.314767047919e+00       7.032887012726e-03      -2.550860340235e+00       1.737003921991e-03       1.234201033649e-01      -2.840508862247e-01       1.378957748395e-10 
       2.605663703619e+02       8.305991373588e-04      -2.820455276495e+00       4.401599284684e-03       6.387300175170e-03       1.169171622575e-02       9.754178694084e-05       2.339573215806e-03      -2.117535749242e+00       4.496717651437e-03       5.328702414901e-01       5.533149725047e-01      -2.562310810295e+00       1.691983452687e-03       1.241082846606e-01      -2.319060812390e+00       7.043697816568e-03      -2.553009019329e+00       1.724884841452e-03       1.234523331025e-01      -2.862290460075e-01       1.390936265089e-10 
       2.610733685081e+02       8.327386167530e-04      -2.824519268043e+00       4.400677376200e-03       6.511744994181e-03       1.185180252502e-02       1.007948723573e-04       2.371653223295e-03      -2.120632631343e+00       4.498426260109e-03       5.326703556356e-01       5.530427651008e-01      -2.564539122115e+00       1.679270805696e-03       1.241396775479e-01      -2.323451373605e+00       7.054730794704e-03      -2.555194128616e+00       1.712464679181e-03       1.234829251076e-01      -2.884558662845e-01       1.403250143398e-10 
       2.615914394611e+02       8.349269239731e-04      -2.828670123447e+00       4.399674349305e-03       6.641470352811e-03       1.201686101983e-02       1.042264917820e-04       2.404732279889e-03      -2.123797127232e+00       4.500191278634e-03       5.324658337497e-01       5.527649199115e-01      -2.566805978739e+00       1.666236063165e-03       1.241692738088e-01      -2.327942678422e+00       7.065994482889e-03      -2.557416795889e+00       1.699730683842e-03       1.235117476758e-01      -2.907332860394e-01       1.415915014120e-10 
       2.621210224092e+02       8.371660531009e-04      -2.832911188256e+00       4.398584314522e-03       6.776794171408e-03       1.218709596898e-02       1.078496422316e-04       2.438851667885e-03      -2.127031926022e+00       4.502016836932e-03       5.322564838396e-01       5.524812226395e-01      -2.569112596963e+00       1.652865513664e-03       1.241969291458e-01      -2.332538846872e+00       7.077497747885e-03      -2.559678217243e+00       1.686669540455e-03       1.235386603109e-01      -2.930633253336e-01       1.428947358806e-10 
       2.626625738639e+02       8.394580820087e-04      -2.837245929961e+00       4.397400875845e-03       6.918056717565e-03       1.236271842584e-02       1.116784284266e-04       2.474054075737e-03      -2.130339824424e+00       4.503907437206e-03       5.320421057188e-01       5.521914513638e-01      -2.571460213634e+00       1.639144824204e-03       1.242224870594e-01      -2.337244172577e+00       7.089249780715e-03      -2.561979592363e+00       1.673267322484e-03       1.235635098755e-01      -2.954480847777e-01       1.442364540435e-10 
       2.632165672521e+02       8.418051714162e-04      -2.841677932974e+00       4.396117085206e-03       7.065622012550e-03       1.254394571306e-02       1.157281586160e-04       2.510383498663e-03      -2.133723724565e+00       4.505867989479e-03       5.318224910943e-01       5.518953768938e-01      -2.573850079513e+00       1.625059038918e-03       1.242457778278e-01      -2.342063120854e+00       7.101260083875e-03      -2.564322110658e+00       1.659509486419e-03       1.235861292252e-01      -2.978897437784e-01       1.456184829345e-10 
       2.637834921976e+02       8.442095626642e-04      -2.846210891027e+00       4.394725393670e-03       7.219879235734e-03       1.273100068575e-02       1.200154463140e-04       2.547885097623e-03      -2.137186630000e+00       4.507903850423e-03       5.315974238176e-01       5.515927632818e-01      -2.576283451670e+00       1.610592585588e-03       1.242666174321e-01      -2.347000324220e+00       7.113538451726e-03      -2.566707018200e+00       1.645380927328e-03       1.236063397698e-01      -3.003905573704e-01       1.470427423164e-10 
       2.643638533684e+02       8.466735736626e-04      -2.850848595900e+00       4.393217599628e-03       7.381244079808e-03       1.292411072145e-02       1.245583169622e-04       2.586605004382e-03      -2.140731639124e+00       4.510020864811e-03       5.313666802075e-01       5.512833685788e-01      -2.578761583805e+00       1.595729293460e-03       1.242848064325e-01      -2.352060574113e+00       7.126094941330e-03      -2.569135496595e+00       1.630865924130e-03       1.236239449832e-01      -3.029528510627e-01       1.485112457273e-10 
       2.649581688710e+02       8.491995929296e-04      -2.855594922357e+00       4.391584794091e-03       7.550160031518e-03       1.312350640806e-02       1.293763190206e-04       2.626590066966e-03      -2.144361935877e+00       4.512225409857e-03       5.311300296970e-01       5.509669458360e-01      -2.581285714540e+00       1.580452423123e-03       1.243001288140e-01      -2.357248808675e+00       7.138939833453e-03      -2.571608757331e+00       1.615948238075e-03       1.236387344078e-01      -3.055790136092e-01       1.500261004877e-10 
       2.655669680199e+02       8.517900709641e-04      -2.860453807956e+00       4.389817303772e-03       7.727099500992e-03       1.332941984648e-02       1.344906374052e-04       2.667887518906e-03      -2.148080776755e+00       4.514524442240e-03       5.308872356259e-01       5.506432444297e-01      -2.583857053051e+00       1.564744713314e-03       1.243123508138e-01      -2.362570095067e+00       7.152083580101e-03      -2.574127962397e+00       1.600611116879e-03       1.236504793646e-01      -3.082714869139e-01       1.515895061609e-10 
       2.661907884206e+02       8.544475086738e-04      -2.865429227160e+00       4.387904632550e-03       7.912564742510e-03       1.354208252055e-02       1.399242075014e-04       2.710544562840e-03      -2.151891473674e+00       4.516925546933e-03       5.306380563877e-01       5.503120117636e-01      -2.586476761804e+00       1.548588446703e-03       1.243212197604e-01      -2.368029605671e+00       7.165536737330e-03      -2.576694217154e+00       1.584837366324e-03       1.236589323105e-01      -3.110327527847e-01       1.532037512216e-10 
       2.668301722397e+02       8.571744422858e-04      -2.870525158879e+00       4.385835402373e-03       8.107088477705e-03       1.376172266282e-02       1.457018267924e-04       2.754607854188e-03      -2.155797372025e+00       4.519436987994e-03       5.303822469303e-01       5.499729953791e-01      -2.589145936144e+00       1.531965538615e-03       1.243264629567e-01      -2.373632587077e+00       7.179309880820e-03      -2.579308594348e+00       1.568609464771e-03       1.236638278854e-01      -3.138653159408e-01       1.548712074867e-10 
       2.674856614886e+02       8.599734239636e-04      -2.875745545961e+00       4.383597295183e-03       8.311234101782e-03       1.398856202884e-02       1.518502598381e-04       2.800122867466e-03      -2.159801822777e+00       4.522067759380e-03       5.301195606114e-01       5.496259455922e-01      -2.591865580055e+00       1.514857653901e-03       1.243277866510e-01      -2.379384320175e+00       7.193413500572e-03      -2.581972022538e+00       1.551909623732e-03       1.236648776944e-01      -3.167716824822e-01       1.565943217085e-10 
       2.681577922989e+02       8.628469979948e-04      -2.881094246606e+00       4.381176997375e-03       8.525595380503e-03       1.422281204608e-02       1.583983326396e-04       2.847133138413e-03      -2.163908148585e+00       4.524827635642e-03       5.298497516224e-01       5.492706186342e-01      -2.594636578360e+00       1.497246353471e-03       1.243248751526e-01      -2.385290071130e+00       7.207857874578e-03      -2.584685376551e+00       1.534720003628e-03       1.236617751324e-01      -3.197543336908e-01       1.583756040853e-10 
       2.688470878984e+02       8.657976712461e-04      -2.886574975373e+00       4.378560149771e-03       8.750795441612e-03       1.446466921455e-02       1.653770086765e-04       2.895679357234e-03      -2.168119602080e+00       4.527727219618e-03       5.295725778201e-01       5.489067804615e-01      -2.597459664342e+00       1.479113279117e-03       1.243173901583e-01      -2.391355030500e+00       7.222652915394e-03      -2.587449310649e+00       1.517022812880e-03       1.236541882479e-01      -3.228156938383e-01       1.602176126920e-10 
       2.695540504288e+02       8.688278784272e-04      -2.892191235024e+00       4.375731305185e-03       8.987484976914e-03       1.471430979314e-02       1.728194415212e-04       2.945798319702e-03      -2.172439317227e+00       4.530777986305e-03       5.292878042712e-01       5.485342111365e-01      -2.600335383779e+00       1.460440374151e-03       1.243049703737e-01      -2.397584241636e+00       7.237807993038e-03      -2.590264366789e+00       1.498800609787e-03       1.236417662944e-01      -3.259580925959e-01       1.621229339284e-10 
       2.702791512307e+02       8.719399404827e-04      -2.897946236306e+00       4.372673898272e-03       9.236339382739e-03       1.497188363717e-02       1.807609922603e-04       2.997521708878e-03      -2.176870251471e+00       4.533992318801e-03       5.289952072847e-01       5.481527099724e-01      -2.603264054203e+00       1.441210151029e-03       1.242872315225e-01      -2.403982514879e+00       7.253331726490e-03      -2.593130788339e+00       1.480036477387e-03       1.236241327368e-01      -3.291837203446e-01       1.640941576613e-10 
       2.710228199585e+02       8.751360175858e-04      -2.903842808702e+00       4.369370230287e-03       9.498054785317e-03       1.523750732787e-02       1.892392056832e-04       3.050874735409e-03      -2.181415120865e+00       4.537383534858e-03       5.286945792093e-01       5.477621012345e-01      -2.606245721346e+00       1.421405997803e-03       1.242637668476e-01      -2.410554330578e+00       7.269231752052e-03      -2.596048624699e+00       1.460714408846e-03       1.236008928296e-01      -3.324945779812e-01       1.661338476719e-10 
       2.717854321658e+02       8.784180551012e-04      -2.909883299445e+00       4.365801475084e-03       9.773342637815e-03       1.551125650087e-02       1.982937299254e-04       3.105874617294e-03      -2.186076325986e+00       4.540965898486e-03       5.283857337324e-01       5.473622405728e-01      -2.609280111786e+00       1.401012534373e-03       1.242341482229e-01      -2.417303727570e+00       7.285514461267e-03      -2.599017538546e+00       1.440819570594e-03       1.235716277176e-01      -3.358924195933e-01       1.682445060315e-10 
       2.725672960204e+02       8.817877252503e-04      -2.916069466213e+00       4.361947709073e-03       1.006292291288e-02       1.579315767032e-02       2.079661738396e-04       3.162528958023e-03      -2.190855872626e+00       4.544754614872e-03       5.280685118501e-01       5.469530218228e-01      -2.612366584968e+00       1.380016002450e-03       1.241979279774e-01      -2.424234182726e+00       7.302184722995e-03      -2.602036902227e+00       1.420338764158e-03       1.235359031021e-01      -3.393786909309e-01       1.704285327788e-10 
       2.733686379319e+02       8.852463634694e-04      -2.922402361993e+00       4.357787972311e-03       1.036751561133e-02       1.608317956681e-02       2.182998855350e-04       3.220834025972e-03      -2.195755285901e+00       4.548765801878e-03       5.277427881911e-01       5.465343842785e-01      -2.615504084215e+00       1.358404696163e-03       1.241546415534e-01      -2.431348479485e+00       7.319245585439e-03      -2.605105616413e+00       1.399260770706e-03       1.234932654862e-01      -3.429544627266e-01       1.726881798933e-10 
       2.741895880906e+02       8.887949036678e-04      -2.928882220254e+00       4.353300362501e-03       1.068783075890e-02       1.638122447839e-02       2.293396494683e-04       3.280773032339e-03      -2.200775523830e+00       4.553016436937e-03       5.274084776763e-01       5.461063198899e-01      -2.618691091197e+00       1.336169407537e-03       1.241038110588e-01      -2.438648574045e+00       7.336697979850e-03      -2.608222179108e+00       1.377576847650e-03       1.234432510861e-01      -3.466203633322e-01       1.750255019435e-10 
       2.750301660567e+02       8.924338129456e-04      -2.935508341720e+00       4.348462167583e-03       1.102455679494e-02       1.668711981575e-02       2.411312902153e-04       3.342314450905e-03      -2.205916891137e+00       4.557524272941e-03       5.270655421420e-01       5.456688803205e-01      -2.621925584651e+00       1.313303883359e-03       1.240449497823e-01      -2.446135460333e+00       7.354540429093e-03      -2.611384567757e+00       1.355281130252e-03       1.233853865588e-01      -3.503765113659e-01       1.774423035153e-10 
       2.758902675248e+02       8.961630305992e-04      -2.942278991917e+00       4.343250036846e-03       1.137834768862e-02       1.700061051233e-02       2.537211857046e-04       3.405410501069e-03      -2.211178960120e+00       4.562307723005e-03       5.267139966601e-01       5.452221832465e-01      -2.625205008078e+00       1.289805262798e-03       1.239775676438e-01      -2.453809043760e+00       7.372768785254e-03      -2.614590235531e+00       1.332371072113e-03       1.233191956663e-01      -3.542224534685e-01       1.799400864214e-10 
       2.767696531134e+02       8.999819151146e-04      -2.949191316239e+00       4.337640190059e-03       1.174980912254e-02       1.732135279849e-02       2.671556941095e-04       3.469995901290e-03      -2.216560503616e+00       4.567385712069e-03       5.263539151483e-01       5.447664174879e-01      -2.628526249482e+00       1.265674471425e-03       1.239011775008e-01      -2.461668031328e+00       7.391376014064e-03      -2.617836125064e+00       1.308847843998e-03       1.232442070217e-01      -3.581571110833e-01       1.825199991547e-10 
       2.776679398907e+02       9.038892023141e-04      -2.956241278374e+00       4.331608662738e-03       1.213948414165e-02       1.764890985018e-02       2.814805023392e-04       3.535986992253e-03      -2.222059444373e+00       4.572777495635e-03       5.259854348096e-01       5.443018465842e-01      -2.631885635677e+00       1.240916550027e-03       1.238153021711e-01      -2.469709844691e+00       7.410352041005e-03      -2.621118577143e+00       1.284716607853e-03       1.231599568743e-01      -3.621787395864e-01       1.851827908908e-10 
       2.785845972332e+02       9.078829817230e-04      -2.963423634533e+00       4.325131576635e-03       1.254783918759e-02       1.798275012383e-02       2.967399259089e-04       3.603281392128e-03      -2.227672830450e+00       4.578502452379e-03       5.256087589951e-01       5.438288100264e-01      -2.635278946447e+00       1.215540871168e-03       1.237194818637e-01      -2.477930570728e+00       7.429683692088e-03      -2.624433452668e+00       1.259986779540e-03       1.230660014617e-01      -3.662849070681e-01       1.879287752473e-10 
       2.795189470852e+02       9.119606916714e-04      -2.970731943923e+00       4.318185430154e-03       1.297525095314e-02       1.832224859567e-02       3.129761764840e-04       3.671758227133e-03      -2.233396836981e+00       4.584579852492e-03       5.252241580809e-01       5.433477221417e-01      -2.638701447730e+00       1.189561237169e-03       1.236132817518e-01      -2.486324950707e+00       7.449354729694e-03      -2.627776084712e+00       1.234672080160e-03       1.229619205663e-01      -3.704724932451e-01       1.907578048635e-10 
       2.804701698449e+02       9.161191387368e-04      -2.978158624848e+00       4.310747391512e-03       1.342199513144e-02       1.866669147926e-02       3.302286413759e-04       3.741279052899e-03      -2.239226801785e+00       4.591028614598e-03       5.248319680287e-01       5.428590680250e-01      -2.642147947082e+00       1.162995820478e-03       1.234962992312e-01      -2.494886419699e+00       7.469346008081e-03      -2.631141349513e+00       1.208790483281e-03       1.228473253563e-01      -3.747377141623e-01       1.936692615726e-10 
       2.814373159814e+02       9.203545423083e-04      -2.985695056723e+00       4.302795580144e-03       1.388823778499e-02       1.901528449200e-02       3.485332120088e-04       3.811689481539e-03      -2.245157295370e+00       4.597867060990e-03       5.244325865061e-01       5.423633965406e-01      -2.645612869942e+00       1.135866937669e-03       1.233681704391e-01      -2.503607197800e+00       7.489635748989e-03      -2.634523795110e+00       1.182364015808e-03       1.227218672310e-01      -3.790761732880e-01       1.966620639022e-10 
       2.824193227240e+02       9.246626017469e-04      -2.993331722371e+00       4.294309324492e-03       1.437402976141e-02       1.936716435630e-02       3.679216913885e-04       3.882821452420e-03      -2.251182221379e+00       4.605112680325e-03       5.240264666014e-01       5.418613107710e-01      -2.649090352510e+00       1.108200669581e-03       1.232285756746e-01      -2.512478428069e+00       7.510199921838e-03      -2.637917651312e+00       1.155418346214e-03       1.225852392525e-01      -3.834829361595e-01       1.997346914266e-10 
       2.834150358187e+02       9.290385864623e-04      -3.001058389905e+00       4.285269376630e-03       1.487930489996e-02       1.972141334004e-02       3.884213270078e-04       3.954496109500e-03      -2.257294947521e+00       4.612781914111e-03       5.236141083296e-01       5.413534559739e-01      -2.652574349345e+00       1.080026322412e-03       1.230772432835e-01      -2.521490361865e+00       7.531012726694e-03      -2.641316979016e+00       1.127982276986e-03       1.224371819464e-01      -3.879526286014e-01       2.028852275079e-10 
       2.844232348587e+02       9.334774426779e-04      -3.008864321784e+00       4.275658075061e-03       1.540388200825e-02       2.007707599613e-02       4.100544887833e-04       4.026527118514e-03      -2.263488457917e+00       4.620889974618e-03       5.231960484034e-01       5.408405058778e-01      -2.656058748486e+00       1.051375767196e-03       1.229139517997e-01      -2.530632578723e+00       7.552047147012e-03      -2.644715811150e+00       1.100087109682e-03       1.222774866397e-01      -3.924795518006e-01       2.061114172788e-10 
       2.854426604980e+02       9.379739097046e-04      -3.016738497292e+00       4.265459451152e-03       1.594747031687e-02       2.043317711703e-02       4.328385007128e-04       4.098724228506e-03      -2.269755516703e+00       4.629450700095e-03       5.227728488530e-01       5.403231482087e-01      -2.659537486837e+00       1.022282702517e-03       1.227385302778e-01      -2.539894226041e+00       7.573275535646e-03      -2.648108199908e+00       1.071765895727e-03       1.221059926609e-01      -3.970578065750e-01       2.094107367170e-10 
       2.864720425168e+02       9.425226413376e-04      -3.024669839836e+00       4.254659271859e-03       1.650967826309e-02       2.078874011270e-02       4.567856397591e-04       4.170896921216e-03      -2.276088836745e+00       4.638476456126e-03       5.223450851242e-01       5.398020699997e-01      -2.663004661236e+00       9.927818684842e-04       1.225508567695e-01      -2.549264269512e+00       7.594670211788e-03      -2.651488357326e+00       1.043052683481e-03       1.219225872902e-01      -4.016814220701e-01       2.127804703495e-10 
       2.875101268270e+02       9.471183240170e-04      -3.032647433757e+00       4.243245024165e-03       1.709002478007e-02       2.114280471065e-02       4.819032850417e-04       4.242857928839e-03      -2.282481241885e+00       4.647978081399e-03       5.219133343869e-01       5.392779436814e-01      -2.666454628153e+00       9.629082667638e-04       1.223508551670e-01      -2.558731737036e+00       7.616204028591e-03      -2.654850783906e+00       1.013981769578e-03       1.217272040640e-01      -4.063444801290e-01       2.162177918686e-10 
       2.885556997875e+02       9.517557845068e-04      -3.040660717840e+00       4.231205851092e-03       1.768795214952e-02       2.149444303185e-02       5.081941901035e-04       4.314426431241e-03      -2.288925812912e+00       4.657964873245e-03       5.214781646716e-01       5.387514147618e-01      -2.669882086673e+00       9.326964355203e-04       1.221384907560e-01      -2.568285941166e+00       7.637850877883e-03      -2.658190300979e+00       9.845869725988e-04       1.215198161327e-01      -4.110412278239e-01       2.197198422575e-10 
       2.896076092703e+02       9.564300844706e-04      -3.048699651165e+00       4.218532443941e-03       1.830283985265e-02       2.184277354600e-02       5.356568620127e-04       4.385430834034e-03      -2.295416013957e+00       4.668444612320e-03       5.210401252508e-01       5.382230913563e-01      -2.673282143553e+00       9.021797988423e-04       1.219137647465e-01      -2.577916674664e+00       7.659586121007e-03      -2.661502115088e+00       9.549010012717e-04       1.213004309422e-01      -4.157661754417e-01       2.232838030820e-10 
       2.906647815175e+02       9.611365975024e-04      -3.056754843965e+00       4.205216905003e-03       1.893401848076e-02       2.218697237172e-02       5.642860099529e-04       4.455711020264e-03      -2.301945793492e+00       4.679423617026e-03       5.205997387281e-01       5.376935360302e-01      -2.676650358141e+00       8.713901224815e-04       1.216767082145e-01      -2.587614369928e+00       7.681386926891e-03      -2.664781905664e+00       9.249549417781e-04       1.210690863142e-01      -4.205141754454e-01       2.269069609713e-10 
       2.917262334346e+02       9.658710667784e-04      -3.064817651107e+00       4.191252593553e-03       1.958078298182e-02       2.252628170627e-02       5.940730298806e-04       4.525120031987e-03      -2.308509657797e+00       4.690906819236e-03       5.201574949032e-01       5.371632600876e-01      -2.679982767355e+00       8.403570909641e-04       1.214273758450e-01      -2.597370218504e+00       7.703232511281e-03      -2.668025824919e+00       8.947778376394e-04       1.208258431999e-01      -4.252804806786e-01       2.305867610141e-10 
       2.927910806393e+02       9.706296444751e-04      -3.072880231001e+00       4.176633962922e-03       2.024240487060e-02       2.286001549075e-02       6.250065036400e-04       4.593525202707e-03      -2.315102718885e+00       4.702897856295e-03       5.197138463806e-01       5.366327200971e-01      -2.683275893190e+00       8.091080015277e-04       1.211658397466e-01      -2.607176253010e+00       7.725104285073e-03      -2.671230469013e+00       8.643963816286e-04       1.205707780029e-01      -4.300607831357e-01       2.343208489818e-10 
       2.938585415396e+02       9.754089139229e-04      -3.080935572501e+00       4.161356398246e-03       2.091814302134e-02       2.318756248226e-02       6.570726879227e-04       4.660808774112e-03      -2.321720718528e+00       4.715399171831e-03       5.192692059766e-01       5.361023164806e-01      -2.686526735025e+00       7.776675710643e-04       1.208921836034e-01      -2.617025393427e+00       7.746985918714e-03      -2.674392921407e+00       8.338347477864e-04       1.203039792106e-01      -4.348512344823e-01       2.381071021675e-10 
       2.949279379668e+02       9.802058965900e-04      -3.088977494221e+00       4.145416061822e-03       2.160725285536e-02       2.350838704440e-02       6.902559754429e-04       4.726868058774e-03      -2.328360031536e+00       4.728412119570e-03       5.188239455753e-01       5.355723938667e-01      -2.689732749678e+00       7.460578444269e-04       1.206064973476e-01      -2.626911462057e+00       7.768863334630e-03      -2.677510733821e+00       8.031145033930e-04       1.200255422220e-01      -4.396484506454e-01       2.419436495638e-10 
       2.959986931149e+02       9.850180470594e-04      -3.097000622479e+00       4.128809748820e-03       2.230899395936e-02       2.382202807354e-02       7.245393205596e-04       4.791615231797e-03      -2.335017652898e+00       4.741937067551e-03       5.183783961209e-01       5.350432427921e-01      -2.692891822699e+00       7.142981848857e-04       1.203088724286e-01      -2.636829173661e+00       7.790724644196e-03      -2.680581846524e+00       7.722545857822e-04       1.197355624196e-01      -4.444495038651e-01       2.458288830747e-10 
       2.970703274044e+02       9.898432386004e-04      -3.105000352943e+00       4.111534756170e-03       2.302263617898e-02       2.412809644618e-02       7.599046222815e-04       4.854976828035e-03      -2.341691172492e+00       4.755973499527e-03       5.179328486763e-01       5.345151024182e-01      -2.696002233704e+00       6.824053306655e-04       1.199993977278e-01      -2.646774106145e+00       7.812560042706e-03      -2.683604586526e+00       7.412713703501e-04       1.194341326724e-01      -4.492519050040e-01       2.497614611834e-10 
       2.981424528257e+02       9.946797417047e-04      -3.112972800470e+00       4.093588766452e-03       2.374746428008e-02       2.442627135285e-02       7.963330604740e-04       4.916893017382e-03      -2.348378740701e+00       4.770520110815e-03       5.174875562206e-01       5.339881639748e-01      -2.699062618080e+00       6.503935025849e-04       1.196781561334e-01      -2.656742656650e+00       7.834361674285e-03      -2.686577656137e+00       7.101787842599e-04       1.191213411812e-01      -4.540535786494e-01       2.537403064630e-10 
       2.992147666092e+02       9.995261993112e-04      -3.120914743824e+00       4.074969741371e-03       2.448278155548e-02       2.471629594593e-02       8.338053964816e-04       4.977316744051e-03      -2.355079030120e+00       4.785574902004e-03       5.170427357347e-01       5.334625744930e-01      -2.702071928081e+00       6.182745384471e-04       1.193452216433e-01      -2.666731990742e+00       7.856123484477e-03      -2.689500052489e+00       6.789884268068e-04       1.187972667768e-01      -4.588528348563e-01       2.577645995970e-10 
       3.002870443501e+02       1.004381599257e-03      -3.128823566424e+00       4.055675828530e-03       2.522791235355e-02       2.499797249749e-02       8.723022309019e-04       5.036212768283e-03      -2.361791194107e+00       4.801135266371e-03       5.165985706510e-01       5.329384407489e-01      -2.705029393983e+00       5.860580506179e-04       1.190006570240e-01      -2.676739985834e+00       7.877841063365e-03      -2.692371023629e+00       6.477097240422e-04       1.184619764165e-01      -4.636483381596e-01       2.618337701299e-10 
