# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  167       6.443130819087e-10       1.273461562140e-13      -5.661352808922e-12       1.261173344738e-15       2.598785951180e-12       4.974317176724e-13      -2.906542983676e-15 
  168       6.479866732600e-10       1.259817635543e-13      -5.606764664844e-12       1.278031593966e-15       2.553497819111e-12       4.904118030816e-13      -2.841808214476e-15 
  169       6.516135694011e-10       1.245965897092e-13      -5.548559326875e-12       1.295028280436e-15       2.509259072943e-12       4.835148271451e-13      -2.777513016880e-15 
  170       6.551926260053e-10       1.231936089563e-13      -5.486728663728e-12       1.312163294023e-15       2.466051377719e-12       4.767405778034e-13      -2.713688148279e-15 
  171       6.587226805513e-10       1.217759154834e-13      -5.421266765409e-12       1.329436493501e-15       2.423852933074e-12       4.700884652917e-13      -2.650363542413e-15 
  172       6.622025520347e-10       1.203467249034e-13      -5.352169982453e-12       1.346847706044e-15       2.382638406191e-12       4.635575141970e-13      -2.587568281427e-15 
  173       6.656310406802e-10       1.189093757697e-13      -5.279436965152e-12       1.364396726730e-15       2.342378864744e-12       4.571463555153e-13      -2.525330567949e-15 
  174       6.690069276527e-10       1.174673310917e-13      -5.203068702790e-12       1.382083318049e-15       2.303041709851e-12       4.508532187082e-13      -2.463677697146e-15 
  175       6.723289747701e-10       1.160241798499e-13      -5.123068562881e-12       1.399907209401e-15       2.264590609024e-12       4.446759237606e-13      -2.402636028797e-15 
  176       6.755959242143e-10       1.145836385111e-13      -5.039442330395e-12       1.417868096606e-15       2.226985429118e-12       4.386118732369e-13      -2.342230959356e-15 
