# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   85       2.983884620426e-10       7.241793689529e-14      -1.793038985272e-12       3.237150859078e-16       1.622971368062e-11       2.266954762659e-12      -1.115723876724e-14 
   86       3.020333859944e-10       7.445558358141e-14      -1.871827262156e-12       3.314180910142e-16       1.576057882568e-11       2.211995884550e-12      -1.115189848182e-14 
   87       3.057105721451e-10       7.649837278174e-14      -1.951527638359e-12       3.392138021166e-16       1.530926115561e-11       2.158803857645e-12      -1.110026351595e-14 
   88       3.094200131033e-10       7.854500535676e-14      -2.032108467412e-12       3.471022444064e-16       1.487530359118e-11       2.107334172320e-12      -1.100564165310e-14 
   89       3.131614407488e-10       8.059418170291e-14      -2.113538580107e-12       3.550834384716e-16       1.445802051920e-11       2.057517090527e-12      -1.087183436914e-14 
   90       3.169343141698e-10       8.264460306885e-14      -2.195787354289e-12       3.631574001618e-16       1.405648904136e-11       2.009256664870e-12      -1.070315232421e-14 
   91       3.207378075996e-10       8.469497287167e-14      -2.278824784652e-12       3.713241404528e-16       1.366954022305e-11       1.962429757680e-12      -1.050443085458e-14 
   92       3.245707983528e-10       8.674399801318e-14      -2.362621552537e-12       3.795836653124e-16       1.329575034222e-11       1.916885060096e-12      -1.028104546459e-14 
   93       3.284322120448e-10       8.879029202566e-14      -2.447142246336e-12       3.879360892369e-16       1.293377894894e-11       1.872485248995e-12      -1.003834627852e-14 
   94       3.323221438415e-10       9.083206498719e-14      -2.532323704731e-12       3.963819956891e-16       1.258346021277e-11       1.829242841215e-12      -9.779830448757e-15 
   95       3.362408843266e-10       9.286738918618e-14      -2.618093530166e-12       4.049221308733e-16       1.224486029785e-11       1.787203053259e-12      -9.508722241681e-15 
   96       3.401885701816e-10       9.489429310548e-14      -2.704376624117e-12       4.135572962991e-16       1.191794124016e-11       1.746402100451e-12      -9.228537001504e-15 
   97       3.441651770277e-10       9.691076139103e-14      -2.791095162863e-12       4.222883502070e-16       1.160255695703e-11       1.706866808154e-12      -8.943088666331e-15 
   98       3.481705122662e-10       9.891473482059e-14      -2.878168573260e-12       4.311162089932e-16       1.129844925653e-11       1.668614222997e-12      -8.656497284209e-15 
   99       3.522042079201e-10       1.009041102723e-13      -2.965513508522e-12       4.400418486358e-16       1.100524384697e-11       1.631651224095e-12      -8.373196529179e-15 
  100       3.562657134747e-10       1.028767406936e-13      -3.053043823991e-12       4.490663061193e-16       1.072244634634e-11       1.595974134273e-12      -8.097941217331e-15 
  101       3.603542887189e-10       1.048304350695e-13      -3.140670552913e-12       4.581906808604e-16       1.044943829177e-11       1.561568331289e-12      -7.835814822846e-15 
  102       3.644689965865e-10       1.067629583917e-13      -3.228301882212e-12       4.674161361332e-16       1.018547314896e-11       1.528407859058e-12      -7.592236994057e-15 
  103       3.686086959968e-10       1.086720316268e-13      -3.315843128268e-12       4.767439004946e-16       9.929672321683e-12       1.496455038873e-12      -7.372971069496e-15 
  104       3.727722860817e-10       1.105554361137e-13      -3.403202570933e-12       4.861751412619e-16       9.681224481263e-12       1.465667979021e-12      -7.182796496269e-15 
  105       3.769594918592e-10       1.124113428825e-13      -3.490309905310e-12       4.957105624108e-16       9.440022816266e-12       1.436025096306e-12      -7.021305653442e-15 
  106       3.811701718406e-10       1.142380279704e-13      -3.577100248980e-12       5.053507547641e-16       9.206106827195e-12       1.407503197656e-12      -6.886550609608e-15 
  107       3.854040717788e-10       1.160337730686e-13      -3.663508546011e-12       5.150963191070e-16       8.979464958451e-12       1.380069579194e-12      -6.776320448875e-15 
  108       3.896608202720e-10       1.177968666387e-13      -3.749469607109e-12       5.249478662072e-16       8.760032842070e-12       1.353681724256e-12      -6.688134115514e-15 
  109       3.939399243674e-10       1.195256050287e-13      -3.834918149767e-12       5.349060168338e-16       8.547691541473e-12       1.328287001413e-12      -6.619233258606e-15 
  110       3.982407651644e-10       1.212182935895e-13      -3.919788838417e-12       5.449714017768e-16       8.342265795198e-12       1.303822362482e-12      -6.566575076690e-15 
  111       4.025625934182e-10       1.228732477909e-13      -4.004016324583e-12       5.551446618663e-16       8.143522260649e-12       1.280214040555e-12      -6.526825162415e-15 
  112       4.069045251436e-10       1.244887943381e-13      -4.087535287029e-12       5.654264479917e-16       7.951167757833e-12       1.257377248009e-12      -6.496350347182e-15 
  113       4.112655372185e-10       1.260632722876e-13      -4.170280471915e-12       5.758174211214e-16       7.764847513102e-12       1.235215874527e-12      -6.471211545799e-15 
  114       4.156444629872e-10       1.275950341638e-13      -4.252186732942e-12       5.863182523217e-16       7.584143402895e-12       1.213622185117e-12      -6.447156601127e-15 
  115       4.200399878640e-10       1.290824470749e-13      -4.333189071509e-12       5.969296227764e-16       7.408572197480e-12       1.192476518133e-12      -6.419613128725e-15 
  116       4.244508315948e-10       1.305239238599e-13      -4.413221429602e-12       6.076522239761e-16       7.237691597918e-12       1.171672068928e-12      -6.384616417630e-15 
  117       4.288763295783e-10       1.319180184392e-13      -4.492212816130e-12       6.184867582710e-16       7.071436727514e-12       1.151193304890e-12      -6.341736416636e-15 
  118       4.333159142956e-10       1.332633442065e-13      -4.570090782833e-12       6.294339384221e-16       6.909821443818e-12       1.131046561497e-12      -6.291494834155e-15 
  119       4.377689322601e-10       1.345585464029e-13      -4.646782658202e-12       6.404944874575e-16       6.752833411580e-12       1.111235730432e-12      -6.234463024192e-15 
  120       4.422346412716e-10       1.358023034982e-13      -4.722215576608e-12       6.516691386933e-16       6.600433299566e-12       1.091762179400e-12      -6.171263098510e-15 
  121       4.467122076703e-10       1.369933285729e-13      -4.796316507421e-12       6.629586357542e-16       6.452553977378e-12       1.072624671948e-12      -6.102569038797e-15 
  122       4.512007035905e-10       1.381303706997e-13      -4.869012284136e-12       6.743637325945e-16       6.309099712279e-12       1.053819287283e-12      -6.029107808830e-15 
  123       4.556991042147e-10       1.392122163257e-13      -4.940229633496e-12       6.858851935191e-16       6.169945366009e-12       1.035339340090e-12      -5.951660466638e-15 
  124       4.602062850274e-10       1.402376906535e-13      -5.009895204612e-12       6.975237932039e-16       6.034935591604e-12       1.017175300354e-12      -5.871063276672e-15 
  125       4.647210190692e-10       1.412056590238e-13      -5.077935598092e-12       7.092803167169e-16       5.903884030224e-12       9.993147131774e-13      -5.788208821963e-15 
  126       4.692419741907e-10       1.421150282963e-13      -5.144277395160e-12       7.211555595389e-16       5.776572507962e-12       9.817421185985e-13      -5.704047116293e-15 
  127       4.737677103060e-10       1.429647482321e-13      -5.208847186780e-12       7.331503275843e-16       5.652750232674e-12       9.644389714115e-13      -5.619586716357e-15 
  128       4.782966766475e-10       1.437538128751e-13      -5.271571602781e-12       7.452654372223e-16       5.532132990794e-12       9.473835609851e-13      -5.535895833930e-15 
  129       4.828273769979e-10       1.444813058494e-13      -5.332378565559e-12       7.575017289382e-16       5.414464291852e-12       9.305581869658e-13      -5.453903666249e-15 
  130       4.873588917165e-10       1.451465389350e-13      -5.391201144826e-12       7.698601099705e-16       5.299708091811e-12       9.139717467033e-13      -5.373777383711e-15 
  131       4.918904080571e-10       1.457489313760e-13      -5.447974182741e-12       7.823415164127e-16       5.187875792292e-12       8.976394857030e-13      -5.295478580579e-15 
