#scalar perturbations for mode k = 1.039140000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:delta_ncdm[0]         19:theta_ncdm[0]         20:shear_ncdm[0]      
       2.548980815889e+02       8.030222938229e-04      -2.776179161516e+00       4.404444525009e-03       4.989161514048e-03       9.775597390668e-03       6.389363085203e-05       1.955767944989e-03      -2.083822601189e+00       4.472159043594e-03       5.346117125163e-01       5.560805441800e-01      -2.538058964671e+00       1.827403482285e-03       1.236087641900e-01      -2.271862899181e+00       6.925198051363e-03      -2.532055599687e+00       1.847443151361e-03       1.231773544799e-01 
       2.552804958306e+02       8.046070475667e-04      -2.779264734562e+00       4.404198098205e-03       5.060710636625e-03       9.880334018334e-03       6.549430317018e-05       1.976739980209e-03      -2.086162934804e+00       4.473271290718e-03       5.344621638563e-01       5.558705762782e-01      -2.539828247850e+00       1.818160761269e-03       1.236522336470e-01      -2.275142705731e+00       6.933609369149e-03      -2.533802604364e+00       1.838338778087e-03       1.232202057178e-01 
       2.556692487827e+02       8.062192366471e-04      -2.782400656992e+00       4.403918975753e-03       5.134613539963e-03       9.987794277392e-03       6.716338957559e-05       1.998258133587e-03      -2.088542002517e+00       4.474404423288e-03       5.343099940146e-01       5.556572929028e-01      -2.541621360919e+00       1.808738000468e-03       1.236950528984e-01      -2.278479678095e+00       6.942154326000e-03      -2.535573038796e+00       1.829057345939e-03       1.232624109923e-01 
       2.560645607804e+02       8.078598333904e-04      -2.785588649113e+00       4.403605272407e-03       5.210986144599e-03       1.009808257032e-02       6.890492073009e-05       2.020343387965e-03      -2.090961149588e+00       4.475559634182e-03       5.341551090165e-01       5.554405818726e-01      -2.543439028236e+00       1.799128625600e-03       1.237371749178e-01      -2.281875844556e+00       6.950837473454e-03      -2.537367625596e+00       1.819592405852e-03       1.233039244234e-01 
       2.564666626075e+02       8.095298572302e-04      -2.788830511020e+00       4.403254965542e-03       5.289951827953e-03       1.021130833092e-02       7.072322641518e-05       2.043017741674e-03      -2.093421785193e+00       4.476738207426e-03       5.339974102566e-01       5.552203258483e-01      -2.545282002983e+00       1.789325734287e-03       1.237785491547e-01      -2.285333331782e+00       6.959663573842e-03      -2.539187112423e+00       1.809937184432e-03       1.233446965035e-01 
       2.568757960414e+02       8.112303772550e-04      -2.792128126569e+00       4.402865883248e-03       5.371641989765e-03       1.032758627002e-02       7.262296163563e-05       2.066304258648e-03      -2.095925385780e+00       4.477941526451e-03       5.338367941112e-01       5.549964020808e-01      -2.547151068151e+00       1.779322077493e-03       1.238191212350e-01      -2.288854370151e+00       6.968637610815e-03      -2.541032248678e+00       1.800084548609e-03       1.233846726218e-01 
       2.572922144190e+02       8.129625148651e-04      -2.795483467490e+00       4.402435691255e-03       5.456196663535e-03       1.044703662615e-02       7.460913524319e-05       2.090227119657e-03      -2.098473498542e+00       4.479171083306e-03       5.336731519562e-01       5.547686821508e-01      -2.549047037511e+00       1.769110040081e-03       1.238588326330e-01      -2.292441299305e+00       6.977764800220e-03      -2.542903834903e+00       1.790027021415e-03       1.234237951024e-01 
       2.577161832260e+02       8.147274465537e-04      -2.798898597656e+00       4.401961878604e-03       5.543765178522e-03       1.056978542114e-02       7.668714135717e-05       2.114811674632e-03      -2.101067745078e+00       4.480428488925e-03       5.335063698612e-01       5.545370316931e-01      -2.550970756570e+00       1.758681620364e-03       1.238976203135e-01      -2.296096573987e+00       6.987050601392e-03      -2.544802719528e+00       1.779756758566e-03       1.234620026467e-01 
       2.581479806989e+02       8.165264067637e-04      -2.802375677377e+00       4.401441741902e-03       5.634506873885e-03       1.069596471512e-02       7.886279380829e-05       2.140084495050e-03      -2.103709825095e+00       4.481715484311e-03       5.333363280022e-01       5.543013101263e-01      -2.552923103413e+00       1.748028408919e-03       1.239354163403e-01      -2.299822770009e+00       6.996500728535e-03      -2.546729746225e+00       1.769265490120e-03       1.234992273489e-01 
       2.585878984272e+02       8.183606907798e-04      -2.805916967646e+00       4.400872368050e-03       5.728591866991e-03       1.082571285606e-02       8.114236386043e-05       2.166073425366e-03      -2.106401520137e+00       4.483033952847e-03       5.331629006552e-01       5.540613703864e-01      -2.554904989383e+00       1.737141566897e-03       1.239721474478e-01      -2.303622590310e+00       7.006121161992e-03      -2.548685802838e+00       1.758544533509e-03       1.235353966237e-01 
       2.590362419748e+02       8.202316577260e-04      -2.809524834495e+00       4.400250615278e-03       5.826201883831e-03       1.095917472589e-02       8.353262163020e-05       2.192807633967e-03      -2.109144697446e+00       4.484385934117e-03       5.329859559831e-01       5.538170586491e-01      -2.556917359704e+00       1.726011803404e-03       1.240077345746e-01      -2.307498871239e+00       7.015918159782e-03      -2.550671838138e+00       1.747584782267e-03       1.235704335325e-01 
       2.594933314923e+02       8.221407335616e-04      -2.813201753196e+00       4.399573092337e-03       5.927531150650e-03       1.109650197238e-02       8.604088143763e-05       2.220317661479e-03      -2.111941313778e+00       4.485773639020e-03       5.328053553756e-01       5.535682140656e-01      -2.558961193861e+00       1.714629352591e-03       1.240420923533e-01      -2.311454588845e+00       7.025898268770e-03      -2.552688798181e+00       1.736376639317e-03       1.236042531717e-01 
       2.599595023074e+02       8.240894140202e-04      -2.816950312194e+00       4.398836135686e-03       6.032787348380e-03       1.123785321866e-02       8.867505140196e-05       2.248635464851e-03      -2.114793419073e+00       4.487199466343e-03       5.326209533882e-01       5.533146685216e-01      -2.561037505677e+00       1.702983950743e-03       1.240751285541e-01      -2.315492865021e+00       7.036068335159e-03      -2.554737666460e+00       1.724910022641e-03       1.236367640768e-01 
       2.604351055048e+02       8.260792675372e-04      -2.820773216901e+00       4.398035784474e-03       6.142192636856e-03       1.138339424886e-02       9.144368775637e-05       2.277794456930e-03      -2.117703160112e+00       4.488666021337e-03       5.324325976146e-01       5.530562463980e-01      -2.563147343163e+00       1.691064813142e-03       1.241067434802e-01      -2.319616973668e+00       7.046435514599e-03      -2.556819493959e+00       1.713174362934e-03       1.236678690937e-01 
       2.609205084564e+02       8.281119380136e-04      -2.824673292994e+00       4.397167753169e-03       6.255984745133e-03       1.153329815293e-02       9.435605411991e-05       2.307829538186e-03      -2.120672783874e+00       4.490176136036e-03       5.322401279901e-01       5.527927643699e-01      -2.565291787919e+00       1.678860611606e-03       1.241368293094e-01      -2.323830346502e+00       7.057007281022e-03      -2.558935323876e+00       1.701158531050e-03       1.236974611093e-01 
       2.614160952866e+02       8.301891473416e-04      -2.828653489048e+00       4.396227401621e-03       6.374418127778e-03       1.168774541841e-02       9.742218607292e-05       2.338777118158e-03      -2.123704640491e+00       4.491732891535e-03       5.320433768186e-01       5.525240312528e-01      -2.567471953996e+00       1.666359453136e-03       1.241652693803e-01      -2.328136578357e+00       7.067791433809e-03      -2.561086239366e+00       1.688850850620e-03       1.237254247249e-01 
       2.619222672647e+02       8.323126976686e-04      -2.832716878543e+00       4.395209702386e-03       6.497765189250e-03       1.184692395897e-02       1.006529614656e-04       2.370675124650e-03      -2.126801185828e+00       4.493339642823e-03       5.318421686759e-01       5.522498478835e-01      -2.569688986249e+00       1.653548859899e-03       1.241919374207e-01      -2.332539431981e+00       7.078796103246e-03      -2.563273386862e+00       1.676239094779e-03       1.237516367070e-01 
       2.624394430692e+02       8.344844731640e-04      -2.836866660667e+00       4.394109205174e-03       6.626317565626e-03       1.201102905273e-02       1.040601765779e-04       2.403562995326e-03      -2.129964983281e+00       4.495000045799e-03       5.316363197638e-01       5.519700070864e-01      -2.571944057852e+00       1.640415751967e-03       1.242166967147e-01      -2.337042841775e+00       7.090029752931e-03      -2.565497889174e+00       1.663310413638e-03       1.237759610810e-01 
       2.629680589092e+02       8.367064412230e-04      -2.841106159849e+00       4.392919998205e-03       6.760387460811e-03       1.218026317413e-02       1.076566284623e-04       2.437481648482e-03      -2.133198704722e+00       4.496718086904e-03       5.314256382455e-01       5.516842937247e-01      -2.574238366942e+00       1.626946433260e-03       1.242393992088e-01      -2.341650916360e+00       7.101501178869e-03      -2.567760924260e+00       1.650051375112e-03       1.237982522329e-01 
       2.635085684520e+02       8.389806528972e-04      -2.845438823631e+00       4.391635666435e-03       6.900309024107e-03       1.235483569018e-02       1.114562035378e-04       2.472473427253e-03      -2.136505130338e+00       4.498498115779e-03       5.312099240675e-01       5.513924848530e-01      -2.576573132225e+00       1.613126582109e-03       1.242598845571e-01      -2.346367939574e+00       7.113219504212e-03      -2.570063698880e+00       1.636447941039e-03       1.238183529063e-01 
       2.640614424899e+02       8.413092422644e-04      -2.849868218258e+00       4.390249246563e-03       7.046439748303e-03       1.253496238433e-02       1.154739722787e-04       2.508582009934e-03      -2.139887146887e+00       4.500344880445e-03       5.309889687330e-01       5.510943500305e-01      -2.578949587178e+00       1.598941248214e-03       1.242779791077e-01      -2.351198369218e+00       7.125194168118e-03      -2.572407389684e+00       1.622485430638e-03       1.238360906414e-01 
       2.646271683213e+02       8.436944246196e-04      -2.854398021831e+00       4.388753178788e-03       7.199161873852e-03       1.272086478142e-02       1.197262899885e-04       2.545852281193e-03      -2.143347744269e+00       4.502263565789e-03       5.307625560245e-01       5.507896517861e-01      -2.581368972841e+00       1.584374856920e-03       1.242934948350e-01      -2.356146833383e+00       7.137434908268e-03      -2.574793236745e+00       1.608148589483e-03       1.238512815938e-01 
       2.652062487219e+02       8.461384929680e-04      -2.859032014041e+00       4.387139255562e-03       7.358883755131e-03       1.291276921445e-02       1.242309027778e-04       2.584330152360e-03      -2.146890009673e+00       4.504259834982e-03       5.305304617817e-01       5.504781463066e-01      -2.583832528693e+00       1.569411224141e-03       1.243062282263e-01      -2.361218123240e+00       7.149951734436e-03      -2.577222431516e+00       1.593421538983e-03       1.238637244694e-01 
       2.657992004724e+02       8.486438126529e-04      -2.863774062117e+00       4.385398567443e-03       7.526041159933e-03       1.311090559836e-02       1.290070581857e-04       2.624062323911e-03      -2.150517119040e+00       4.506339873702e-03       5.302924547899e-01       5.501595843790e-01      -2.586341481472e+00       1.554033583164e-03       1.243159591357e-01      -2.366417181922e+00       7.162754892325e-03      -2.579696170314e+00       1.578287844233e-03       1.238732025208e-01 
       2.664065523144e+02       8.512128135701e-04      -2.868628102111e+00       4.383521446632e-03       7.701098441384e-03       1.331550584445e-02       1.340756188523e-04       2.665095976926e-03      -2.154232325168e+00       4.508510437517e-03       5.300482975220e-01       5.498337126237e-01      -2.588897031577e+00       1.538224627033e-03       1.243224496228e-01      -2.371749088423e+00       7.175854815156e-03      -2.582215637549e+00       1.562730553573e-03       1.238794822487e-01 
       2.670288422216e+02       8.538479794634e-04      -2.873598114461e+00       4.381497408850e-03       7.884549513283e-03       1.352680185043e-02       1.394591772013e-04       2.707478380565e-03      -2.158038941664e+00       4.510778901212e-03       5.297977468972e-01       5.495002751111e-01      -2.591500336560e+00       1.521966569911e-03       1.243254428011e-01      -2.377219035366e+00       7.189262060486e-03      -2.584781931269e+00       1.546732224019e-03       1.238823094797e-01 
       2.676666139233e+02       8.565518340104e-04      -2.878688093487e+00       4.379315094400e-03       8.076918562567e-03       1.374502301712e-02       1.451821689011e-04       2.751256405794e-03      -2.161940322482e+00       4.513153310532e-03       5.295405562206e-01       5.491590153591e-01      -2.594152491701e+00       1.505241229693e-03       1.243246617300e-01      -2.382832300123e+00       7.202987231214e-03      -2.587396148433e+00       1.530275066448e-03       1.238814133122e-01 
       2.683204124419e+02       8.593269226549e-04      -2.883902008850e+00       4.376962210118e-03       8.278760365632e-03       1.397039318263e-02       1.512709805412e-04       2.796475923541e-03      -2.165939835510e+00       4.515642434497e-03       5.292764762976e-01       5.488096788566e-01      -2.596854506762e+00       1.488030138784e-03       1.243198083933e-01      -2.388594207045e+00       7.217040875698e-03      -2.590059230889e+00       1.513340976117e-03       1.238764988211e-01 
       2.689907786903e+02       8.621757903319e-04      -2.889243759411e+00       4.374425473399e-03       8.490660141375e-03       1.420312696228e-02       1.577540484329e-04       2.843181084928e-03      -2.170040830549e+00       4.518255818077e-03       5.290052584043e-01       5.484520160716e-01      -2.599607279372e+00       1.470314682762e-03       1.243105628170e-01      -2.394510081115e+00       7.231433368228e-03      -2.592772078102e+00       1.495911752449e-03       1.238672528798e-01 
       2.696782427770e+02       8.651009535458e-04      -2.894717116767e+00       4.371690561398e-03       8.713232733860e-03       1.444342535016e-02       1.646619406611e-04       2.891413454642e-03      -2.174246599542e+00       4.521003832861e-03       5.287266563722e-01       5.480857861203e-01      -2.602411563874e+00       1.452076277149e-03       1.242965823955e-01      -2.400585189849e+00       7.246174762584e-03      -2.595535382628e+00       1.477969194417e-03       1.238533370907e-01 
       2.703833161819e+02       8.681048674280e-04      -2.900325659762e+00       4.368742067211e-03       8.947121053073e-03       1.469147062119e-02       1.720274178571e-04       2.941211005163e-03      -2.178560330013e+00       4.523897724453e-03       5.284404305585e-01       5.477107610155e-01      -2.605267936589e+00       1.433296579162e-03       1.242775015038e-01      -2.406824674669e+00       7.261274622415e-03      -2.598349719294e+00       1.459495381195e-03       1.238343933368e-01 
       2.711064824257e+02       8.711898860982e-04      -2.906072697181e+00       4.365563467644e-03       9.192993509194e-03       1.494742039537e-02       1.798854613821e-04       2.992606943909e-03      -2.182985049483e+00       4.526949653432e-03       5.281463512330e-01       5.473267306597e-01      -2.608176756410e+00       1.413957745758e-03       1.242529314914e-01      -2.413233468338e+00       7.276741820817e-03      -2.601215392574e+00       1.440472860834e-03       1.238100383450e-01 
       2.718481865355e+02       8.743582175368e-04      -2.911961181028e+00       4.362137105153e-03       9.451540372222e-03       1.521140097835e-02       1.882732626772e-04       3.045628395926e-03      -2.187523562625e+00       4.530172727545e-03       5.278442037175e-01       5.469335084384e-01      -2.611138122304e+00       1.394042731267e-03       1.242224611569e-01      -2.419816200865e+00       7.292584315876e-03      -2.604132503564e+00       1.420885004976e-03       1.237798693765e-01 
       2.726088229840e+02       8.776118715120e-04      -2.917993608127e+00       4.358444190040e-03       9.723468763125e-03       1.548349989302e-02       1.972301593358e-04       3.100294924568e-03      -2.192178379277e+00       4.533581020781e-03       5.275337930809e-01       5.465309375388e-01      -2.614151827018e+00       1.373535634703e-03       1.241856578237e-01      -2.426577090933e+00       7.308808895876e-03      -2.607100794352e+00       1.400716289056e-03       1.237434600498e-01 
       2.733887226665e+02       8.809526028679e-04      -2.924171914564e+00       4.354464825724e-03       1.000949626908e-02       1.576375785568e-02       2.067975114370e-04       3.156616940528e-03      -2.196951636632e+00       4.537189576486e-03       5.272149505267e-01       5.461188977091e-01      -2.617217309644e+00       1.352422083016e-03       1.241420691173e-01      -2.433519827555e+00       7.325420906533e-03      -2.610119718925e+00       1.379952733866e-03       1.237003677179e-01 
       2.741881386932e+02       8.843818491433e-04      -2.930497361532e+00       4.350178064276e-03       1.031034290083e-02       1.605216020351e-02       2.170185016892e-04       3.214593999776e-03      -2.201845014315e+00       4.541014388721e-03       5.268875390966e-01       5.456973125360e-01      -2.620333606782e+00       1.330689657565e-03       1.240912255701e-01      -2.440647439868e+00       7.342423956114e-03      -2.613188266945e+00       1.358582255222e-03       1.236501299454e-01 
       2.750072319825e+02       8.879006666553e-04      -2.936970420545e+00       4.345561993790e-03       1.062672155343e-02       1.634862824738e-02       2.279378565931e-04       3.274213084712e-03      -2.206859648253e+00       4.545072359804e-03       5.265514609447e-01       5.452661567233e-01      -2.623499306590e+00       1.308328338132e-03       1.240326441116e-01      -2.447962163622e+00       7.359819619768e-03      -2.616305055797e+00       1.336595173343e-03       1.235922744877e-01 
       2.758460565933e+02       8.915096647169e-04      -2.943590657780e+00       4.340593864503e-03       1.095932678396e-02       1.665301068633e-02       2.396014736888e-04       3.335446894808e-03      -2.211996042921e+00       4.549381227336e-03       5.262066634384e-01       5.448254633845e-01      -2.626712505912e+00       1.285330966706e-03       1.239658325324e-01      -2.455465303695e+00       7.377607142104e-03      -2.619468152487e+00       1.313984596523e-03       1.235263172398e-01 
       2.767045462100e+02       8.952089440330e-04      -2.950356628992e+00       4.335250252043e-03       1.130882233196e-02       1.696507578939e-02       2.520559606495e-04       3.398252287292e-03      -2.217253990552e+00       4.553959461042e-03       5.258531461803e-01       5.443753305930e-01      -2.629970776221e+00       1.261693692397e-03       1.238902948787e-01      -2.463157105225e+00       7.395783168288e-03      -2.622675156760e+00       1.290746918067e-03       1.234517730837e-01 
       2.775825020630e+02       8.989980404906e-04      -2.957265787312e+00       4.329507260959e-03       1.167582746793e-02       1.728450467055e-02       2.653480811726e-04       3.462568932065e-03      -2.222632498897e+00       4.558826124382e-03       5.254909665875e-01       5.439159270599e-01      -2.633271139431e+00       1.237416388745e-03       1.238055377485e-01      -2.471036635854e+00       7.414341509513e-03      -2.625923104933e+00       1.266882187708e-03       1.233681586534e-01 
       2.784795836393e+02       9.028758802441e-04      -2.964314414886e+00       4.323340763487e-03       1.206090278604e-02       1.761088638815e-02       2.795241226388e-04       3.528318326609e-03      -2.228129735793e+00       4.564000703753e-03       5.251202447993e-01       5.434474962064e-01      -2.636610058607e+00       1.212503004351e-03       1.237110773122e-01      -2.479101691471e+00       7.433272971407e-03      -2.629208471464e+00       1.242394460632e-03       1.232749997478e-01 
       2.793953031903e+02       9.068407505575e-04      -2.971497586143e+00       4.316726666880e-03       1.246453607549e-02       1.794371546983e-02       2.946292043153e-04       3.595403290722e-03      -2.233742996513e+00       4.569502907464e-03       5.247411672985e-01       5.429703581562e-01      -2.639983446618e+00       1.186961815910e-03       1.236064468084e-01      -2.487348734679e+00       7.452565265866e-03      -2.632527234355e+00       1.217292071100e-03       1.231718413661e-01 
       2.803290244823e+02       9.108902885262e-04      -2.978809166237e+00       4.309641202944e-03       1.288712881234e-02       1.828239223134e-02       3.107065449536e-04       3.663708014390e-03      -2.239468696614e+00       4.575352437833e-03       5.243539879796e-01       5.424849094168e-01      -2.643386693583e+00       1.160805567269e-03       1.234912042363e-01      -2.495772870515e+00       7.472203014935e-03      -2.635874802382e+00       1.191587719224e-03       1.230582505570e-01 
       2.812799672236e+02       9.150214941261e-04      -2.986241855608e+00       4.302061221843e-03       1.332898439795e-02       1.862622655767e-02       3.277967349477e-04       3.733098793181e-03      -2.245302398943e+00       4.581568748627e-03       5.239590277626e-01       5.419916195532e-01      -2.646814716999e+00       1.134051449622e-03       1.233649397671e-01      -2.504367872850e+00       7.492167875591e-03      -2.639246156679e+00       1.165298492663e-03       1.229338280167e-01 
       2.822472168142e+02       9.192307663759e-04      -2.993787277466e+00       4.293964480325e-03       1.379029862771e-02       1.897444508011e-02       3.459370395497e-04       3.803425438174e-03      -2.251238872579e+00       4.588170793853e-03       5.235566712912e-01       5.414910250972e-01      -2.650262031578e+00       1.106720926966e-03       1.232272825189e-01      -2.513126258991e+00       7.512438776374e-03      -2.642635891104e+00       1.138445678270e-03       1.227982133731e-01 
       2.832297396309e+02       9.235139638673e-04      -3.001436109411e+00       4.285329906961e-03       1.427115319378e-02       1.932620178286e-02       3.651607763141e-04       3.874523368392e-03      -2.257272185086e+00       4.595176781694e-03       5.231473610676e-01       5.409837206157e-01      -2.653722837791e+00       1.078839395168e-03       1.230779062361e-01      -2.522039415173e+00       7.532992268721e-03      -2.646038252764e+00       1.111054404344e-03       1.226510885551e-01 
       2.842264035829e+02       9.278664888646e-04      -3.009178256379e+00       4.276137826964e-03       1.477151285903e-02       1.968059178185e-02       3.854968085739e-04       3.946216335837e-03      -2.263395826439e+00       4.602603947434e-03       5.227315897952e-01       5.404703471526e-01      -2.657191126148e+00       1.050435676456e-03       1.229165334551e-01      -2.531097771281e+00       7.553802985560e-03      -2.649447322849e+00       1.083153175645e-03       1.224921854928e-01 
       2.852360023016e+02       9.322833881664e-04      -3.017003051457e+00       4.266370139801e-03       1.529122622649e-02       2.003666741510e-02       4.069691715735e-04       4.018319612184e-03      -2.269602854712e+00       4.610468352142e-03       5.223098903914e-01       5.399515789403e-01      -2.660660789567e+00       1.021541390962e-03       1.227429379715e-01      -2.540291010664e+00       7.574844171245e-03      -2.652857088839e+00       1.054773236240e-03       1.223212866962e-01 
       2.862572820811e+02       9.367594671379e-04      -3.024899477042e+00       4.256010437500e-03       1.583003026105e-02       2.039345596972e-02       4.295968581204e-04       4.090643504017e-03      -2.275886058293e+00       4.618784719536e-03       5.218828246105e-01       5.394281088705e-01      -2.664125739292e+00       9.921902271774e-04       1.225569454054e-01      -2.549608307607e+00       7.596088263122e-03      -2.656261525970e+00       1.025947838224e-03       1.221382242589e-01 
       2.872889700010e+02       9.412894102464e-04      -3.032856393451e+00       4.245044059813e-03       1.638755821738e-02       2.074997806935e-02       4.533937702179e-04       4.162997002839e-03      -2.282238125129e+00       4.627566316893e-03       5.214509713776e-01       5.389006335775e-01      -2.667580017688e+00       9.624171542394e-04       1.223584318679e-01      -2.559038578538e+00       7.617507490944e-03      -2.659654772075e+00       9.967114923453e-04       1.219428814600e-01 
       2.883298012407e+02       9.458678994634e-04      -3.040862759053e+00       4.233458091792e-03       1.696335016616e-02       2.110526559195e-02       4.783688210322e-04       4.235191344692e-03      -2.288651806971e+00       4.636824879213e-03       5.210149148035e-01       5.383698391712e-01      -2.671017900547e+00       9.322576331936e-04       1.221473209568e-01      -2.568570728972e+00       7.639074452210e-03      -2.663031206695e+00       9.670991826681e-04       1.217351887634e-01 
       2.893785444180e+02       9.504897253991e-04      -3.048907832633e+00       4.221241307243e-03       1.755686549843e-02       2.145837831684e-02       5.045261749663e-04       4.307043320076e-03      -2.295120071654e+00       4.646570577837e-03       5.205752327007e-01       5.378363882057e-01      -2.674433984996e+00       9.017468626008e-04       1.219235793156e-01      -2.578193885495e+00       7.660762639383e-03      -2.666385492257e+00       9.371456086215e-04       1.215151173397e-01 
       2.904340238127e+02       9.551498860515e-04      -3.056981349014e+00       4.208384066927e-03       1.816749659534e-02       2.180841857619e-02       5.318656007690e-04       4.378378189663e-03      -2.301636236537e+00       4.656812029610e-03       5.201324867201e-01       5.373009084598e-01      -2.677823259658e+00       8.709190944883e-04       1.216872111048e-01      -2.587897602075e+00       7.682546895782e-03      -2.669712698928e+00       9.068845343574e-04       1.212826761778e-01 
       2.914951374891e+02       9.598436686438e-04      -3.065073660411e+00       4.194878185027e-03       1.879458274763e-02       2.215454334029e-02       5.603829024651e-04       4.449032091403e-03      -2.308194077139e+00       4.667556338564e-03       5.196872138356e-01       5.367639840045e-01      -2.681181154746e+00       8.398070533279e-04       1.214382518198e-01      -2.597672031210e+00       7.704403780679e-03      -2.673008354776e+00       8.763482177526e-04       1.210379060167e-01 
       2.925608709620e+02       9.645667127432e-04      -3.073175841069e+00       4.180716775595e-03       1.943742362964e-02       2.249597349026e-02       5.900703971547e-04       4.518853889402e-03      -2.314787908869e+00       4.678809163032e-03       5.192399193780e-01       5.362261486918e-01      -2.684503572265e+00       8.084414730894e-04       1.211767618370e-01      -2.607508056132e+00       7.726311837522e-03      -2.676268422160e+00       8.455669384950e-04       1.207808705644e-01 
       2.936303065824e+02       9.693150551784e-04      -3.081279756900e+00       4.165894087523e-03       2.009529188582e-02       2.283200030869e-02       6.209174160065e-04       4.587706470368e-03      -2.321412642975e+00       4.690574802561e-03       5.187910722595e-01       5.356878819336e-01      -2.687786898277e+00       7.768507518713e-04       1.209028199851e-01      -2.617397385117e+00       7.748251770247e-03      -2.679489343398e+00       8.145686722622e-04       1.205116517182e-01 
       2.947026287614e+02       9.740851570166e-04      -3.089378101428e+00       4.150405339372e-03       2.076744434818e-02       2.316198928625e-02       6.529107998173e-04       4.655467506355e-03      -2.328063817365e+00       4.702856295792e-03       5.183411019338e-01       5.351496066777e-01      -2.691027999025e+00       7.450607249865e-04       1.206165174479e-01      -2.627332608362e+00       7.770206531399e-03      -2.682668061561e+00       7.833788763886e-04       1.202303446845e-01 
       2.957771255807e+02       9.788739147851e-04      -3.097464402746e+00       4.134246560714e-03       2.145313169348e-02       2.348538154997e-02       6.860353715516e-04       4.722029744343e-03      -2.334737605693e+00       4.715655523963e-03       5.178903966262e-01       5.346116892545e-01      -2.694224204026e+00       7.130945442092e-04       1.203179521867e-01      -2.637307222000e+00       7.792161334635e-03      -2.685801963062e+00       7.520203597206e-04       1.199370506590e-01 
       2.968531875208e+02       9.836786589723e-04      -3.105533007512e+00       4.117414443253e-03       2.215160653816e-02       2.380169331466e-02       7.202743764067e-04       4.787300902467e-03      -2.341430809133e+00       4.728973316730e-03       5.174393030080e-01       5.340744406879e-01      -2.697373279609e+00       6.809726446594e-04       1.200072239696e-01      -2.647315625555e+00       7.814103607705e-03      -2.688888843929e+00       7.205132504057e-04       1.196318716243e-01 
       2.979303038524e+02       9.884971420632e-04      -3.113579046524e+00       4.099906206088e-03       2.286212994185e-02       2.411051371984e-02       7.556098785767e-04       4.851203244713e-03      -2.348140834125e+00       4.742809555500e-03       5.169881272017e-01       5.335381191776e-01      -2.700473395487e+00       6.487127854469e-04       1.196844300914e-01      -2.657353097500e+00       7.836022897921e-03      -2.691926923639e+00       6.888750506075e-04       1.193149082574e-01 
       2.990080574577e+02       9.933275193910e-04      -3.121598388037e+00       4.081719474213e-03       2.358397652188e-02       2.441150148106e-02       7.920231156719e-04       4.913672919668e-03      -2.354865660750e+00       4.757163273773e-03       5.165371362484e-01       5.330029333424e-01      -2.703523087458e+00       6.163301428898e-04       1.193496617452e-01      -2.667415755772e+00       7.857910746450e-03      -2.694914790309e+00       6.571207235195e-04       1.189862555606e-01 
       3.000861186509e+02       9.981683252636e-04      -3.129587583437e+00       4.062852169739e-03       2.431643834939e-02       2.470438070883e-02       8.294948114637e-04       4.974659133707e-03      -2.361603805215e+00       4.772032753671e-03       5.160865599764e-01       5.324690459177e-01      -2.706521218455e+00       5.838374402064e-04       1.190030010037e-01      -2.677500508365e+00       7.879760543580e-03      -2.697851318372e+00       6.252628113713e-04       1.186459979660e-01 
       3.011642383704e+02       1.003018445961e-03      -3.137543808253e+00       4.043302416509e-03       2.505882773846e-02       2.498893617021e-02       8.680054457890e-04       5.034123213280e-03      -2.368354278653e+00       4.787415616649e-03       5.156365936780e-01       5.319365777192e-01      -2.709466939377e+00       5.512451030284e-04       1.186445183801e-01      -2.687604997333e+00       7.901567372756e-03      -2.700735683457e+00       5.933116033561e-04       1.182942093409e-01 
       3.022422412124e+02       1.007877091691e-03      -3.145464802210e+00       4.023068455048e-03       2.581047917163e-02       2.526500827124e-02       9.075354883300e-04       5.092037611945e-03      -2.375116545108e+00       4.803308909476e-03       5.151874007231e-01       5.314056116343e-01      -2.712359651220e+00       5.185614265560e-04       1.182742708653e-01      -2.697727540545e+00       7.923327853131e-03      -2.703567329621e+00       5.612753007837e-04       1.179309512626e-01 
       3.033200188315e+02       1.012743769854e-03      -3.153348812292e+00       4.002148561336e-03       2.657075069924e-02       2.553248801334e-02       9.480656096785e-04       5.148384913442e-03      -2.381890481933e+00       4.819709189662e-03       5.147391148213e-01       5.308761963742e-01      -2.715198970038e+00       4.857927383037e-04       1.178923002780e-01      -2.707867076108e+00       7.945039991274e-03      -2.706345877807e+00       5.291601653913e-04       1.175562689103e-01 
       3.043975234593e+02       1.017618258508e-03      -3.161194537070e+00       3.980540975647e-03       2.733902465277e-02       2.579131195155e-02       9.895768582150e-04       5.203156835320e-03      -2.388676341046e+00       4.836612604401e-03       5.142918427347e-01       5.303483501106e-01      -2.717984694013e+00       4.529435634026e-04       1.174986319969e-01      -2.718023107179e+00       7.966703036995e-03      -2.709071130721e+00       4.969706915693e-04       1.171701914925e-01 
